state	type_with_type	type_with_flowers	flowers_with_type	flowers_with_flowers
16690000	1	0.690319188756949	0.690319188756949	1
16700000	1	0.525689989590513	0.525689989590513	1
16710000	1	0.327082882007159	0.327082882007159	1
16720000	1	0.283192133695978	0.283192133695978	1
16730000	1	0.418926737934491	0.418926737934491	1
16740000	1	0.422272040581507	0.422272040581507	1
16750000	1	0.60980757585592	0.609807575855919	1
16760000	1	0.322557579506341	0.322557579506341	1
16770000	1	0.592954307323479	0.592954307323479	1
16780000	1	0.516126490180292	0.516126490180292	1
16790000	1	0.660455986605394	0.660455986605394	1
16800000	1	0.354612822588193	0.354612822588193	1
16810000	1	0.486213167624552	0.486213167624552	1
16820000	1	0.530346854214404	0.530346854214404	1
16830000	1	0.464164333228656	0.464164333228656	1
16840000	1	0.542062174990347	0.542062174990347	1
16850000	1	0.647616995946961	0.647616995946961	1
16860000	1	0.452054327962068	0.452054327962069	1
16870000	1	0.551874841028057	0.551874841028056	1
16880000	1	0.260968521432779	0.260968521432779	1
16890000	1	0.325393463460396	0.325393463460396	1
16900000	1	0.379364713226633	0.379364713226633	1
16910000	1	0.593993826760628	0.593993826760628	1
16920000	1	0.641040708095852	0.641040708095852	1
16930000	1	0.579451150380854	0.579451150380854	1
16940000	1	0.611131306548618	0.611131306548618	1
16950000	1	0.382797444520743	0.382797444520743	1
16960000	1	-0.0925311814948084	-0.0925311814948084	1
16970000	1	0.461893205714532	0.461893205714532	1
16980000	1	0.790213689223558	0.790213689223558	1
16990000	1	0.614665438911766	0.614665438911766	1
1.7e+07	1	0.473378524139171	0.473378524139171	1
17010000	1	0.619884659330751	0.619884659330751	1
17020000	1	0.563675897367491	0.563675897367491	1
17030000	1	0.481876145920737	0.481876145920737	1
17040000	1	-0.121247257750044	-0.121247257750044	1
17050000	1	0.480390932845811	0.480390932845811	1
17060000	1	0.487820712683015	0.487820712683015	1
17070000	1	0.66666347222572	0.66666347222572	1
17080000	1	0.51843702283747	0.51843702283747	1
17090000	1	0.483836038148822	0.483836038148822	1
17100000	1	0.595540573697647	0.595540573697647	1
17110000	1	0.516828756849233	0.516828756849233	1
17120000	1	0.495797625111969	0.495797625111969	1
17130000	1	0.380059232068245	0.380059232068245	1
17140000	1	0.458499791252383	0.458499791252383	1
17150000	1	0.514043938988372	0.514043938988372	1
17160000	1	0.300945975825167	0.300945975825167	1
17170000	1	0.420648894160931	0.420648894160931	1
17180000	1	0.5742085491329	0.5742085491329	1
17190000	1	0.405972348230979	0.405972348230979	1
17200000	1	0.533136542904786	0.533136542904786	1
17210000	1	0.378743016526754	0.378743016526754	1
17220000	1	0.644312351286781	0.644312351286781	1
17230000	1	0.388309111195821	0.388309111195822	1
17240000	1	0.62891091056043	0.62891091056043	1
17250000	1	0.540190388766014	0.540190388766014	1
17260000	1	0.625909628556894	0.625909628556894	1
17270000	1	0.176052134344521	0.176052134344521	1
17280000	1	0.521564460016998	0.521564460016998	1
17290000	1	0.339863600147848	0.339863600147848	1
17300000	1	0.314390480371654	0.314390480371654	1
17310000	1	0.45423674059169	0.45423674059169	1
17320000	1	0.420361808869677	0.420361808869677	1
17330000	1	0.743177785104174	0.743177785104174	1
17340000	1	0.66707516810248	0.66707516810248	1
17350000	1	0.512829228087561	0.512829228087561	1
17360000	1	0.648439291018009	0.648439291018008	1
17370000	1	0.55793855094105	0.55793855094105	1
17380000	1	0.59917754185987	0.59917754185987	1
17390000	1	0.459900967717104	0.459900967717104	1
17400000	1	0.490767309651421	0.490767309651421	1
17410000	1	0.541540530970764	0.541540530970764	1
17420000	1	0.471275206115605	0.471275206115605	1
17430000	1	0.75203103503024	0.75203103503024	1
17440000	1	0.814918039105308	0.814918039105308	1
17450000	1	0.339003009988908	0.339003009988909	1
17460000	1	0.666332912092463	0.666332912092463	1
17470000	1	0.670327741940124	0.670327741940124	1
17480000	1	0.6423114805968	0.6423114805968	1
17490000	1	0.54328273422945	0.54328273422945	1
17500000	1	0.530251680360821	0.530251680360821	1
17510000	1	0.622876977994847	0.622876977994847	1
17520000	1	0.401040407965865	0.401040407965865	1
17530000	1	0.541247031334275	0.541247031334275	1
17540000	1	0.378540606564078	0.378540606564078	1
17550000	1	0.164170564927737	0.164170564927737	1
17560000	1	0.560927550284242	0.560927550284242	1
17570000	1	0.0954745876544337	0.0954745876544337	1
17580000	1	0.582810722378805	0.582810722378805	1
17590000	1	0.474280978515079	0.474280978515079	1
17600000	1	0.476630851847936	0.476630851847936	1
17610000	1	0.583120588062933	0.583120588062933	1
17620000	1	0.45243769194111	0.45243769194111	1
17630000	1	0.629668011376171	0.629668011376171	1
17640000	1	0.5390748702923	0.5390748702923	1
17650000	1	0.463689419022802	0.463689419022802	1
17660000	1	0.417808555329439	0.417808555329439	1
17670000	1	0.355621848004284	0.355621848004284	1
17680000	1	0.492821127824067	0.492821127824067	1
17690000	1	0.597918806318062	0.597918806318062	1
17700000	1	0.623568583489106	0.623568583489107	1
17710000	1	0.527607159632171	0.527607159632171	1
17720000	1	0.453669376196709	0.453669376196709	1
17730000	1	0.537269018257691	0.537269018257692	1
17740000	1	0.423312846875472	0.423312846875472	1
17750000	1	0.541968254585292	0.541968254585292	1
17760000	1	0.350035215823331	0.350035215823331	1
17770000	1	0.595957596697212	0.595957596697212	1
17780000	1	0.66998746804971	0.66998746804971	1
17790000	1	0.56462077934244	0.56462077934244	1
17800000	1	0.616302999884879	0.616302999884879	1
17810000	1	0.377554057952541	0.377554057952541	1
17820000	1	0.713281257081671	0.713281257081671	1
17830000	1	0.515080776531105	0.515080776531105	1
17840000	1	0.403551310289466	0.403551310289466	1
17850000	1	0.575270287242359	0.575270287242359	1
