state	type_with_type	type_with_size	type_with_flowers	size_with_type	size_with_size	size_with_flowers	flowers_with_type	flowers_with_size	flowers_with_flowers
3080000	1	-0.051219086968324	-0.740761199263335	-0.051219086968324	1	0.0841291178642894	-0.740761199263335	0.0841291178642894	1
3090000	1	-0.0526284590330062	-0.638026845913417	-0.0526284590330062	1	0.282329750292714	-0.638026845913417	0.282329750292714	1
3100000	1	-0.0761663327495473	-0.551859040373526	-0.0761663327495473	1	0.242944336745659	-0.551859040373526	0.242944336745659	1
3110000	1	-0.467355629046761	-0.788436628374604	-0.467355629046761	1	0.351233548408639	-0.788436628374604	0.351233548408639	1
3120000	1	0.202481205318404	-0.588248413663461	0.202481205318404	1	-0.330751332576587	-0.588248413663461	-0.330751332576587	1
3130000	1	-0.135144564443642	-0.645566959307552	-0.135144564443642	1	-0.032821713690284	-0.645566959307552	-0.032821713690284	1
3140000	1	-0.238113952450277	-0.696180640637167	-0.238113952450277	1	0.0623000775610807	-0.696180640637167	0.0623000775610807	1
3150000	1	0.364226501888933	-0.654699440456315	0.364226501888933	1	-0.226055833096476	-0.654699440456316	-0.226055833096476	1
3160000	1	-0.269386237728087	-0.302927688674017	-0.269386237728087	1	0.0226491960370932	-0.302927688674017	0.0226491960370932	1
3170000	1	-0.105700509704029	-0.748044488603092	-0.105700509704029	1	-0.105848646291562	-0.748044488603092	-0.105848646291562	1
3180000	1	-0.325286505413911	-0.615869958229932	-0.325286505413911	1	0.247865371675956	-0.615869958229932	0.247865371675956	1
3190000	1	-0.261449316860831	-0.673881410604301	-0.261449316860831	1	0.0337113770407742	-0.673881410604301	0.0337113770407742	1
3200000	1	-0.29874659058448	-0.48611000499361	-0.29874659058448	1	0.0754489256000144	-0.48611000499361	0.0754489256000145	1
3210000	1	-0.288877259570924	-0.551449841346538	-0.288877259570924	1	0.151495016777568	-0.551449841346538	0.151495016777568	1
3220000	1	-0.230507489342434	-0.6814538697929	-0.230507489342434	1	0.0536549217523679	-0.6814538697929	0.0536549217523679	1
3230000	1	-0.069194077841798	-0.513243428412732	-0.069194077841798	1	0.153330959965658	-0.513243428412732	0.153330959965658	1
3240000	1	-0.0775390761963101	-0.423857644296023	-0.0775390761963101	1	0.0218040945779517	-0.423857644296023	0.0218040945779517	1
3250000	1	-0.193966978647229	-0.666935456111582	-0.193966978647229	1	0.136644815871479	-0.666935456111582	0.136644815871479	1
3260000	1	-0.095818336722907	-0.569684598684561	-0.095818336722907	1	0.257837482437498	-0.569684598684562	0.257837482437498	1
3270000	1	-0.422774930346769	-0.652469107072029	-0.422774930346769	1	0.284097250629677	-0.65246910707203	0.284097250629677	1
3280000	1	-0.358843325454076	-0.774528429008353	-0.358843325454076	1	0.178770119369281	-0.774528429008353	0.178770119369281	1
3290000	1	-0.233096874537069	-0.72165117584516	-0.233096874537069	1	0.181384844534675	-0.72165117584516	0.181384844534675	1
3300000	1	-0.00413690982370908	-0.605350494123952	-0.00413690982370907	1	0.202688973278024	-0.605350494123952	0.202688973278024	1
3310000	1	-0.322404341952161	-0.521687987246823	-0.322404341952161	1	0.0592493426372313	-0.521687987246822	0.0592493426372313	1
3320000	1	-0.380443980066847	-0.433482868739092	-0.380443980066847	1	0.179497044864634	-0.433482868739092	0.179497044864634	1
3330000	1	-0.0371459133519105	-0.619430045276241	-0.0371459133519105	1	-0.121362638564667	-0.619430045276241	-0.121362638564667	1
3340000	1	0.0282845175138937	-0.641218966935107	0.0282845175138937	1	-0.0843880399367848	-0.641218966935107	-0.0843880399367848	1
3350000	1	-0.242408096649293	-0.679246466345936	-0.242408096649293	1	-0.0453362782993379	-0.679246466345936	-0.0453362782993379	1
3360000	1	0.120087537637498	-0.57691532393389	0.120087537637498	1	-0.139487350324816	-0.57691532393389	-0.139487350324816	1
3370000	1	-0.369855732148275	-0.614442968676036	-0.369855732148275	1	0.536974855506295	-0.614442968676036	0.536974855506295	1
3380000	1	-0.272231838307121	-0.662629292546814	-0.272231838307121	1	0.0491417930975492	-0.662629292546814	0.0491417930975492	1
3390000	1	-0.408260507405009	-0.663102356724015	-0.408260507405009	1	0.311441860414172	-0.663102356724014	0.311441860414172	1
3400000	1	0.228863375890317	-0.31704640366621	0.228863375890317	1	0.0728950033959297	-0.31704640366621	0.0728950033959297	1
3410000	1	-0.161594064274894	-0.363959314252927	-0.161594064274894	1	0.363777395703544	-0.363959314252927	0.363777395703544	1
3420000	1	-0.300412920231725	-0.694367504450699	-0.300412920231725	1	0.339861087906244	-0.694367504450699	0.339861087906244	1
3430000	1	-0.018996043373951	-0.646251168937584	-0.018996043373951	1	-0.00143901602586505	-0.646251168937584	-0.00143901602586505	1
3440000	1	-0.322373495019281	-0.669378619956237	-0.322373495019281	1	0.257637560087744	-0.669378619956237	0.257637560087744	1
3450000	1	-0.107754987801611	-0.584547752239908	-0.107754987801611	1	0.026420415105388	-0.584547752239908	0.026420415105388	1
3460000	1	-0.441651318084605	-0.594769905372178	-0.441651318084605	1	0.280549425946917	-0.594769905372178	0.280549425946917	1
3470000	1	-0.389319258742542	-0.607077642650314	-0.389319258742542	1	0.171524630964446	-0.607077642650314	0.171524630964446	1
3480000	1	-0.33139738865405	-0.787700647724646	-0.33139738865405	1	0.255841859166301	-0.787700647724646	0.255841859166301	1
3490000	1	-0.327442020438512	-0.662904563625699	-0.327442020438512	1	0.0711273739308611	-0.662904563625699	0.071127373930861	1
3500000	1	-0.22610215502821	-0.719193332840947	-0.22610215502821	1	0.23412535108285	-0.719193332840947	0.23412535108285	1
3510000	1	-0.0265363657903238	-0.689710707215243	-0.0265363657903238	1	-0.0239905977216483	-0.689710707215243	-0.0239905977216483	1
3520000	1	-0.28021971399897	-0.730481172261227	-0.28021971399897	1	0.186143884947186	-0.730481172261227	0.186143884947186	1
3530000	1	-0.160055661651658	-0.634328994648933	-0.160055661651658	1	0.142377029638297	-0.634328994648933	0.142377029638297	1
3540000	1	0.0292563513690577	-0.786331712914795	0.0292563513690577	1	0.0509020007515472	-0.786331712914795	0.0509020007515472	1
3550000	1	-0.0178645336888681	-0.562568124762488	-0.0178645336888681	1	0.0297725779845361	-0.562568124762488	0.0297725779845361	1
3560000	1	-0.256523060472634	-0.504630560494745	-0.256523060472634	1	0.221415808367234	-0.504630560494745	0.221415808367234	1
3570000	1	-0.160700674891075	-0.767126871279567	-0.160700674891075	1	0.236079932974858	-0.767126871279568	0.236079932974858	1
3580000	1	-0.00726918979852649	-0.427993970806616	-0.00726918979852649	1	0.0598360304548519	-0.427993970806616	0.0598360304548519	1
3590000	1	0.055588067463611	-0.669437104563729	0.055588067463611	1	0.032995638010503	-0.669437104563729	0.032995638010503	1
3600000	1	-0.199949355052092	-0.493702431575456	-0.199949355052092	1	0.0156801937249608	-0.493702431575456	0.0156801937249608	1
3610000	1	-0.0460687875870121	-0.351971027245887	-0.0460687875870121	1	0.0454655357403735	-0.351971027245887	0.0454655357403735	1
3620000	1	-0.383193472617199	-0.563829586225342	-0.383193472617199	1	0.166961922654026	-0.563829586225342	0.166961922654026	1
3630000	1	-0.0955509411123966	-0.415767832548992	-0.0955509411123966	1	0.34826023310085	-0.415767832548992	0.34826023310085	1
3640000	1	-0.338019290733284	-0.559114079833665	-0.338019290733284	1	0.099910681411596	-0.559114079833665	0.099910681411596	1
3650000	1	-0.238634811252532	-0.597034087061518	-0.238634811252532	1	0.323782513450016	-0.597034087061518	0.323782513450016	1
3660000	1	-0.108624657290849	-0.687206950863089	-0.108624657290849	1	0.168059479660245	-0.687206950863089	0.168059479660245	1
3670000	1	-0.0534699121019629	-0.597835147418717	-0.0534699121019629	1	-0.0214288530467917	-0.597835147418717	-0.0214288530467917	1
3680000	1	-0.133639910081399	-0.54411408789787	-0.133639910081399	1	-0.029649969360898	-0.54411408789787	-0.029649969360898	1
3690000	1	-0.25287942216254	-0.610593646365379	-0.252879422162539	1	0.240101703045595	-0.610593646365379	0.240101703045595	1
3700000	1	-0.205784756811652	-0.644221865312339	-0.205784756811652	1	0.379340630318985	-0.64422186531234	0.379340630318985	1
3710000	1	-0.328144482432085	-0.652726280961933	-0.328144482432085	1	0.257591220396587	-0.652726280961933	0.257591220396587	1
3720000	1	-0.319603925498679	-0.56769999843083	-0.319603925498679	1	0.173581350018866	-0.56769999843083	0.173581350018866	1
3730000	1	-0.0454142873330177	-0.399349531725979	-0.0454142873330176	1	0.289781922282229	-0.399349531725979	0.289781922282229	1
3740000	1	-0.314776804132427	-0.729604843902018	-0.314776804132427	1	0.0845396839016776	-0.729604843902018	0.0845396839016776	1
3750000	1	0.30735683134109	-0.348711725629789	0.30735683134109	1	-0.0733214372479509	-0.348711725629789	-0.0733214372479508	1
3760000	1	-0.219044500552461	-0.62275181344278	-0.21904450055246	1	0.0500772120982596	-0.62275181344278	0.0500772120982596	1
3770000	1	-0.187449528092758	-0.57073942563	-0.187449528092758	1	0.102508427028589	-0.57073942563	0.10250842702859	1
3780000	1	-0.332141350491688	-0.517617118709674	-0.332141350491688	1	0.0666541213221452	-0.517617118709674	0.0666541213221452	1
3790000	1	0.0392541362695689	-0.631426241864577	0.0392541362695689	1	0.113030491032441	-0.631426241864577	0.113030491032441	1
3800000	1	-0.374595168363732	-0.758021066823084	-0.374595168363732	1	0.0271992411179628	-0.758021066823084	0.0271992411179628	1
3810000	1	-0.379257411573335	-0.611197918692629	-0.379257411573335	1	0.0169916399886868	-0.611197918692629	0.0169916399886868	1
3820000	1	-0.0324491257998938	-0.618810571581229	-0.0324491257998938	1	-0.0116993763077584	-0.618810571581228	-0.0116993763077584	1
3830000	1	-0.301599361181297	-0.715228619344962	-0.301599361181297	1	-0.0300293765330125	-0.715228619344962	-0.0300293765330125	1
3840000	1	-0.394778889773216	-0.671753177134457	-0.394778889773216	1	0.154465342055723	-0.671753177134457	0.154465342055723	1
3850000	1	-0.0399243481009914	-0.313108585398126	-0.0399243481009914	1	-0.255332661569293	-0.313108585398126	-0.255332661569293	1
3860000	1	-0.170616150821481	-0.630158419691923	-0.170616150821481	1	0.142004930823664	-0.630158419691923	0.142004930823664	1
3870000	1	0.0750198853247828	-0.44415412846591	0.0750198853247828	1	0.0267263724269989	-0.44415412846591	0.0267263724269989	1
3880000	1	0.117255854734069	-0.53290650048986	0.117255854734069	1	0.1405342140178	-0.53290650048986	0.1405342140178	1
3890000	1	-0.244924134767584	-0.481309517941823	-0.244924134767584	1	0.0744069322799287	-0.481309517941823	0.0744069322799287	1
3900000	1	-0.312501926794862	-0.651876454995182	-0.312501926794862	1	0.307546694471677	-0.651876454995182	0.307546694471677	1
