# BEAST v10.5.0
# Generated Wed May 13 08:12:00 PDT 2026 [seed=1778685087240]
# -window -working -options
state	posterior	prior	likelihood	precisionMatrix11	precisionMatrix12	precisionMatrix13	precisionMatrix21	precisionMatrix22	precisionMatrix23	precisionMatrix31	precisionMatrix32	precisionMatrix33
0	-276.12216177225923	3.6393376519144516	-279.7614994241737	0.05	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.05
10000	-167.1963132761115	2.12457075136041	-169.32088402747192	0.438660843881439	0.027329610663051344	0.04055566044613473	0.027329610663051344	0.017137735614698456	0.0026189490431142094	0.04055566044613473	0.0026189490431142094	0.020640204113932366
20000	-197.10824064922187	2.3705687940505404	-199.4788094432724	0.26246344932150706	0.016253300074206587	0.04521634273354247	0.016253300074206587	0.01449459907778498	7.194617545456428E-4	0.04521634273354247	7.194617545456428E-4	0.025229148369103338
30000	-173.2561158437615	1.587929022606572	-174.84404486636808	0.47725380702288317	-0.02017724379401983	0.0653937471069554	-0.02017724379401983	0.015732693997455728	-0.006901277113425788	0.0653937471069554	-0.006901277113425788	0.025501611821137492
40000	-171.89778468112542	1.5613384768776823	-173.4591231580031	0.4957588659422043	-0.01181717425945571	0.05492762062015652	-0.01181717425945571	0.01565289370503342	-0.0021240083302741645	0.05492762062015652	-0.0021240083302741645	0.021146680496385066
50000	-167.09025357365795	1.7681291452933028	-168.85838271895125	0.4567425717338863	0.012894735154027311	0.062457895801839323	0.012894735154027311	0.01606938310754593	0.0010080312046681864	0.062457895801839323	0.0010080312046681864	0.028165162168984056
60000	-198.48830728669185	2.6075259706595	-201.09583325735136	0.14051640679558933	0.007661321651251547	0.04671451023830128	0.007661321651251547	0.0171026791230061	2.352143180012786E-4	0.04671451023830128	2.352143180012786E-4	0.028057124721968148
70000	-211.5039376392958	2.6924416474628408	-214.19637928675863	0.1311535778143365	-0.022891610350007686	0.04098950747032349	-0.022891610350007686	0.019512269848408748	-0.006459353907968705	0.04098950747032349	-0.006459353907968705	0.029471615179926924
80000	-189.22111931414818	2.5002027824850996	-191.7213220966333	0.21110947503972904	0.03934484685307059	0.054653955884017814	0.03934484685307059	0.02495873507899555	0.007530492496518715	0.054653955884017814	0.007530492496518715	0.032935075871410285
90000	-158.7653576618285	1.1835905226386831	-159.94894818446718	0.6293841432467397	0.0070828306120378414	0.049611195964651675	0.0070828306120378414	0.020753953116142247	-5.223909494661115E-4	0.049611195964651675	-5.223909494661115E-4	0.01917949662292113
100000	-157.28599608550124	-0.7301558249380964	-156.55584026056314	1.0458697162992245	0.06389682734536063	0.1013059728950522	0.06389682734536063	0.01793295704759816	0.005905814763189148	0.1013059728950522	0.005905814763189148	0.032838356300765266
110000	-173.2942309490878	1.763131455485698	-175.0573624045735	0.4633273987085637	0.041192105909342136	0.059857147864416954	0.041192105909342136	0.020951584182192437	0.004471312589096839	0.059857147864416954	0.004471312589096839	0.032654779326267994
120000	-155.17484319000638	0.9709025371061037	-156.14574572711248	0.6102895070136349	0.011754359505320755	0.11237353993853354	0.011754359505320755	0.01660577728783151	0.002399596302020082	0.11237353993853354	0.002399596302020082	0.03614418820781931
130000	-177.61865495948027	2.599926632412041	-180.2185815918923	0.2535693577882875	-0.012521256133595357	0.0332726320833503	-0.012521256133595357	0.02095321264378708	-0.006700984873204328	0.0332726320833503	-0.006700984873204328	0.026639336663894314
140000	-189.57142004952857	2.17966266546226	-191.75108271499084	0.25786502571070424	0.02943570371724089	0.057986995138410366	0.02943570371724089	0.018566967012861833	0.007660970985131806	0.057986995138410366	0.007660970985131806	0.02908151123441072
150000	-225.28259665051036	2.668681273653947	-227.95127792416432	0.05943808607669253	-0.0011031061013714552	0.025241071314532588	-0.0011031061013714552	0.0191283490794315	0.0014059374205295458	0.025241071314532588	0.0014059374205295458	0.027819896926097404
160000	-171.26723064781518	1.1628644178156193	-172.4300950656308	0.5693382003097094	-0.007933606713786786	0.12469267096565638	-0.007933606713786786	0.017226193865463913	-0.0013459238454235673	0.12469267096565638	-0.0013459238454235673	0.046875069051220186
170000	-198.71843940907567	2.6936817730867766	-201.41212118216245	0.18068720961408694	-0.014577546516776741	0.05336827011248993	-0.014577546516776741	0.025309254524005897	-0.006774134193555272	0.05336827011248993	-0.006774134193555272	0.03359365279172245
180000	-200.78652577624115	2.4860937748834986	-203.27261955112465	0.16581339035990633	0.016031180938637875	0.048110460026661285	0.016031180938637875	0.017056252656488195	2.355397449356738E-5	0.048110460026661285	2.355397449356738E-5	0.034678293188526874
190000	-174.87719368445968	1.7605375992954446	-176.63773128375513	0.3933888235998916	0.013717877894814922	0.05945198773580157	0.013717877894814922	0.017852459199156286	-0.0035869371881958336	0.05945198773580157	-0.0035869371881958336	0.02451772613316659
200000	-157.32315534444643	0.4576340133971959	-157.78078935784362	0.7697395879942958	0.003683686354949023	0.05203545730845497	0.003683686354949023	0.02025753456644132	-3.4382853884176094E-4	0.05203545730845497	-3.4382853884176094E-4	0.019577400064735052
210000	-151.92064061532028	-0.9408484878359014	-150.9797921274844	0.993950951631272	0.030912400519337996	0.16431509442602443	0.030912400519337996	0.013337061121203257	0.002733669325012248	0.16431509442602443	0.002733669325012248	0.04361839861371121
220000	-140.07633680757445	-5.047047207709442	-135.029289599865	1.9237171976590777	0.03450023124749162	0.11618890222967536	0.03450023124749162	0.017717489374916275	5.818695596966643E-4	0.11618890222967536	5.818695596966643E-4	0.0266574105619264
230000	-164.97042588950458	1.071744789588938	-166.04217067909352	0.5397946412263891	0.0358137637664879	0.07043333393103121	0.0358137637664879	0.01832474032992499	0.004136885327032366	0.07043333393103121	0.004136885327032366	0.03243675973370801
