state	type_with_type	type_with_size	type_with_sparsity	size_with_type	size_with_size	size_with_sparsity	sparsity_with_type	sparsity_with_size	sparsity_with_sparsity
8640000	1	-0.345990355522378	0.740684858472281	-0.345990355522378	1	-0.253160317114072	0.740684858472281	-0.253160317114072	1
8650000	1	-0.255586606542914	0.923858959913314	-0.255586606542914	1	-0.206506320835419	0.923858959913314	-0.206506320835419	1
8660000	1	-0.193834180088064	0.620269718950025	-0.193834180088064	1	-0.224153880735818	0.620269718950025	-0.224153880735818	1
8670000	1	-0.0838364515171591	0.84723902025856	-0.0838364515171591	1	-0.0527705667713995	0.84723902025856	-0.0527705667713995	1
8680000	1	-0.107594776862059	0.677294164287393	-0.107594776862059	1	-0.237335882211825	0.677294164287393	-0.237335882211825	1
8690000	1	-0.101419365664132	0.615282225643879	-0.101419365664132	1	0.0831452205570657	0.615282225643879	0.0831452205570657	1
8700000	1	-0.36222043045934	0.635758248097735	-0.36222043045934	1	-0.135553715926447	0.635758248097735	-0.135553715926447	1
8710000	1	-0.168275490145405	0.575069979978653	-0.168275490145405	1	0.129117848377395	0.575069979978653	0.129117848377395	1
8720000	1	-0.00768848277306257	0.611396317548955	-0.00768848277306257	1	0.0689969517755638	0.611396317548955	0.0689969517755638	1
8730000	1	-0.310477956342739	0.776445469209593	-0.310477956342739	1	-0.32049752948612	0.776445469209593	-0.32049752948612	1
8740000	1	-0.146593717802933	0.778827809503438	-0.146593717802933	1	-0.166641127923699	0.778827809503438	-0.166641127923699	1
8750000	1	-0.2343991929469	0.865253759734	-0.2343991929469	1	-0.00489044911146614	0.865253759734	-0.00489044911146604	1
8760000	1	-0.113475917183465	0.718627074936779	-0.113475917183465	1	-0.227922441713516	0.718627074936779	-0.227922441713516	1
8770000	1	-0.387148510888702	0.849180102238858	-0.387148510888702	1	-0.336210450443925	0.849180102238859	-0.336210450443925	1
8780000	1	-0.0459936408666049	0.580672853018975	-0.0459936408666049	1	-0.166104373206137	0.580672853018975	-0.166104373206137	1
8790000	1	-0.145774433187335	0.773403982830021	-0.145774433187335	1	-0.170656469805977	0.773403982830021	-0.170656469805977	1
8800000	1	-0.0548494161604293	0.780737720758069	-0.0548494161604293	1	0.0319796161585053	0.780737720758069	0.0319796161585053	1
8810000	1	-0.317924126303856	0.589802283611185	-0.317924126303856	1	-0.213286605162755	0.589802283611185	-0.213286605162755	1
8820000	1	-0.176253982144427	0.774221511735907	-0.176253982144427	1	-0.0366981334730632	0.774221511735908	-0.0366981334730632	1
8830000	1	-0.3619341879458	0.825971685769705	-0.3619341879458	1	-0.258337935282362	0.825971685769705	-0.258337935282362	1
8840000	1	-0.281865916740469	0.721816406513123	-0.281865916740469	1	-0.0484897311357858	0.721816406513123	-0.0484897311357858	1
8850000	1	0.0466528346814854	0.701569467340213	0.0466528346814854	1	-0.0603538776610263	0.701569467340214	-0.0603538776610263	1
8860000	1	-0.411991962401208	0.670891443517671	-0.411991962401208	1	-0.339305948839415	0.670891443517671	-0.339305948839415	1
8870000	1	-0.0162877543244192	0.369055773999527	-0.0162877543244192	1	-0.212763031292898	0.369055773999527	-0.212763031292898	1
8880000	1	-0.195635106558101	0.788542460199511	-0.195635106558101	1	-0.0926388469810708	0.788542460199511	-0.0926388469810708	1
8890000	1	-0.309717173994452	0.863171872076837	-0.309717173994452	1	-0.211959125321583	0.863171872076836	-0.211959125321583	1
8900000	1	-0.165273018237878	0.679830177671056	-0.165273018237878	1	-0.237586485330941	0.679830177671056	-0.237586485330941	1
8910000	1	-0.371710007729712	0.928053298452415	-0.371710007729712	1	-0.191739131208488	0.928053298452416	-0.191739131208488	1
8920000	1	-0.227173685023341	0.895964713001489	-0.227173685023341	1	-0.144006741605875	0.895964713001489	-0.144006741605875	1
8930000	1	-0.282856675602802	0.695023361396433	-0.282856675602802	1	-0.0457165918420703	0.695023361396433	-0.0457165918420702	1
8940000	1	-0.40402268125682	0.72008352303529	-0.40402268125682	1	-0.307566371522253	0.72008352303529	-0.307566371522253	1
8950000	1	-0.225151933309379	0.81749089815656	-0.225151933309379	1	-0.0720598828436677	0.81749089815656	-0.0720598828436677	1
8960000	1	-0.24357170928788	0.456135278326157	-0.24357170928788	1	-0.219261056212975	0.456135278326157	-0.219261056212975	1
8970000	1	-0.193657062918727	0.930236146363616	-0.193657062918727	1	-0.141837828551835	0.930236146363616	-0.141837828551835	1
8980000	1	-0.361469746671431	0.549835038057946	-0.361469746671431	1	-0.204458855076456	0.549835038057946	-0.204458855076455	1
8990000	1	0.132322949888358	0.499436897460246	0.132322949888358	1	-0.120850232636228	0.499436897460246	-0.120850232636228	1
9e+06	1	-0.281109191335324	0.861314720801828	-0.281109191335324	1	-0.208307217829334	0.861314720801828	-0.208307217829334	1
9010000	1	-0.274481173854185	0.816647644539854	-0.274481173854185	1	-0.195439220828169	0.816647644539854	-0.195439220828169	1
9020000	1	-0.356751245077454	0.888892614002772	-0.356751245077454	1	-0.266506053458751	0.888892614002772	-0.266506053458751	1
9030000	1	-0.21170567905674	0.768747614517881	-0.21170567905674	1	-0.310783258138131	0.768747614517881	-0.310783258138131	1
9040000	1	-0.413608933216005	0.886493692018928	-0.413608933216005	1	-0.2292947578717	0.886493692018928	-0.2292947578717	1
9050000	1	-0.470100768400704	0.866015413706148	-0.470100768400704	1	-0.339997382695327	0.866015413706148	-0.339997382695327	1
9060000	1	-0.357291392535858	0.687582527606259	-0.357291392535858	1	-0.18389207545996	0.687582527606259	-0.18389207545996	1
9070000	1	-0.148788282219021	0.822737909264961	-0.148788282219021	1	-0.00423970154300064	0.822737909264961	-0.00423970154300062	1
9080000	1	-0.369139024154604	0.749083962012935	-0.369139024154604	1	-0.139862739465281	0.749083962012935	-0.139862739465281	1
9090000	1	-0.135340914327375	0.889048876862837	-0.135340914327375	1	-0.10492723837307	0.889048876862837	-0.10492723837307	1
9100000	1	-0.186156764096188	0.548468130477654	-0.186156764096188	1	-0.0813787612601979	0.548468130477654	-0.0813787612601979	1
9110000	1	0.114355837308182	0.616778977339043	0.114355837308182	1	0.220171250409901	0.616778977339043	0.220171250409901	1
9120000	1	-0.369945777477541	0.3641590274105	-0.369945777477541	1	-0.417913702641928	0.3641590274105	-0.417913702641928	1
9130000	1	-0.151523403136648	0.603391477447654	-0.151523403136648	1	-0.0508814798131222	0.603391477447654	-0.0508814798131222	1
9140000	1	-0.394388242162037	0.847236950478523	-0.394388242162037	1	-0.312900102763985	0.847236950478523	-0.312900102763985	1
9150000	1	-0.510292488344322	0.865834960084829	-0.510292488344322	1	-0.285402242426008	0.865834960084829	-0.285402242426008	1
9160000	1	-0.0501707436557636	0.814471298215122	-0.0501707436557636	1	-0.109334490010285	0.814471298215122	-0.109334490010285	1
9170000	1	-0.268585029397264	0.682345198836329	-0.268585029397264	1	-0.0332272313373078	0.682345198836328	-0.0332272313373078	1
9180000	1	-0.331476723388097	0.819973385106445	-0.331476723388097	1	-0.0845293369113787	0.819973385106445	-0.0845293369113787	1
9190000	1	-0.082210690340597	0.66769666890035	-0.082210690340597	1	0.00850823554965138	0.66769666890035	0.00850823554965138	1
9200000	1	0.0343724887089275	0.572988430946381	0.0343724887089275	1	0.00630541972178986	0.572988430946381	0.00630541972178986	1
9210000	1	-0.330992639441101	0.755010389964442	-0.330992639441101	1	-0.244970338869785	0.755010389964442	-0.244970338869785	1
9220000	1	-0.477900561313568	0.897560336703693	-0.477900561313568	1	-0.367132655250991	0.897560336703693	-0.367132655250991	1
9230000	1	0.00307541412803325	0.752013260468832	0.00307541412803324	1	0.188310594616766	0.752013260468832	0.188310594616766	1
9240000	1	-0.284796102145281	0.744507592600017	-0.284796102145281	1	-0.326047003346625	0.744507592600017	-0.326047003346625	1
9250000	1	-0.131108674951762	0.759752328221293	-0.131108674951762	1	-0.193353641335318	0.759752328221293	-0.193353641335318	1
