state	type_with_type	type_with_size	type_with_sparsity	size_with_type	size_with_size	size_with_sparsity	sparsity_with_type	sparsity_with_size	sparsity_with_sparsity
0	20	0	0	0	20	0	0	0	20
10000	2.27073481626961	-9.02142926375498	-3.09698506543194	-9.02142926375498	75.905286221553	32.3054854629256	-3.09698506543194	32.3054854629256	61.050419250006
20000	2.786272363026	-4.82785830266054	0.414169889946297	-4.82785830266054	59.9131330874399	9.21054095767605	0.414169889946297	9.21054095767605	74.7949474173542
30000	1.95431729793789	6.10181205362805	1.37686018871556	6.10181205362805	50.4870034210786	24.7329272083053	1.37686018871556	24.7329272083053	57.0705695539494
40000	1.88657952068628	-1.1625033802007	-2.53758068804523	-1.1625033802007	54.213620951726	33.3443100315356	-2.53758068804523	33.3443100315356	73.9843321387903
50000	9.99272011060048	20.8072135684894	17.4947384638021	20.8072135684894	76.4583416663832	27.8311260633956	17.4947384638021	27.8311260633956	46.8150767172467
60000	5.48126421003531	15.453419801365	15.413370497126	15.453419801365	82.5050085844956	29.1499350583929	15.413370497126	29.1499350583929	59.3428088434034
70000	4.89891213716708	-1.04820086722919	13.1683646304791	-1.04820086722919	63.6128066803051	20.9017513214336	13.1683646304791	20.9017513214336	67.7484268401953
80000	8.26421206758486	1.14736182927521	18.7775418629777	1.1473618292752	79.5765405908431	45.6573565217877	18.7775418629777	45.6573565217877	71.1757461815403
90000	15.880410400665	11.2322208183636	32.3788769334712	11.2322208183636	65.2890355937177	33.7544324778842	32.3788769334712	33.7544324778842	75.0490147541123
1e+05	4.76303536585581	5.74460690314876	15.1074614345579	5.74460690314875	65.9375129453598	38.9108296165818	15.1074614345579	38.9108296165818	92.9837594076024
110000	8.09072762710434	-9.00393690870176	7.93936980957119	-9.00393690870176	60.7837418698185	20.5880545682357	7.93936980957119	20.5880545682357	65.2304242850775
120000	4.06557931408712	8.75069241171387	11.4510744908695	8.75069241171387	44.5564934654243	20.5541933496251	11.4510744908695	20.5541933496251	60.7850080591345
130000	4.36578649483259	10.1887474130874	15.4783961695036	10.1887474130874	67.2377947847732	26.4408045641826	15.4783961695036	26.4408045641826	78.5557609758595
140000	1.97518950826932	5.93324829036141	8.8129672292687	5.93324829036141	51.2516219500857	33.6822043172459	8.8129672292687	33.6822043172459	78.8842155859447
150000	3.33547559577818	-0.519203510311348	-0.901547372391775	-0.519203510311348	48.705638360789	5.29121626980324	-0.901547372391775	5.29121626980324	59.489715928753
160000	3.7449054704756	2.65647759311071	12.1120076185048	2.65647759311071	58.7887130263551	20.5823742792711	12.1120076185048	20.5823742792711	61.6901635037176
170000	5.05659789680727	2.08344069534399	12.7710103175024	2.08344069534399	67.772127741173	31.1310040246971	12.7710103175024	31.1310040246971	56.1240701141744
180000	4.93314243093202	5.32186003885849	15.7883942117982	5.32186003885849	64.0735776516506	26.8666719463259	15.7883942117982	26.8666719463259	64.2338036309995
190000	5.29761521470141	9.5463328846736	16.0488477448143	9.5463328846736	75.5471709242782	25.6630309401217	16.0488477448143	25.6630309401217	76.9834313356885
2e+05	1.29552609070639	-3.55566922021569	1.79116259108006	-3.55566922021569	64.8062607172015	41.671849889804	1.79116259108006	41.671849889804	88.4919265579025
210000	4.86649222011056	-10.4326245710986	-7.74004300708288	-10.4326245710986	64.9120957900134	28.6691017591682	-7.74004300708288	28.6691017591682	61.9374302459734
220000	3.72411857766862	4.88242391114851	12.4174350634215	4.88242391114851	61.4230919201774	17.4243627058482	12.4174350634215	17.4243627058482	53.5408551518548
230000	4.27121284617187	7.33432794554178	6.71240453907535	7.33432794554178	54.7464031550403	22.5485259773583	6.71240453907535	22.5485259773583	68.9520073973833
240000	4.86986591607336	10.7333060091844	16.222542587126	10.7333060091844	71.6754041390498	25.4425249816846	16.222542587126	25.4425249816846	72.0313938695119
250000	9.45022539663315	19.9145648094218	19.1932342379357	19.9145648094218	59.2098595715279	35.4154833529422	19.1932342379357	35.4154833529422	68.0905622795098
260000	6.27372553546546	16.8947271929046	4.29184809319073	16.8947271929046	58.9376488743449	12.0216614279345	4.29184809319073	12.0216614279345	76.362635649329
270000	4.45264317863751	14.1956250223237	14.9453940181102	14.1956250223237	65.8273727102903	39.0840547136873	14.9453940181102	39.0840547136873	86.3916750306796
280000	7.60242619391303	20.5483065170984	13.1050516250657	20.5483065170984	62.3085435349541	30.7234383151422	13.1050516250657	30.7234383151422	76.2332800018022
290000	7.74871310663068	14.9287760197642	11.7532884152507	14.9287760197642	58.33831322502	23.3575166231833	11.7532884152507	23.3575166231833	60.4968836179685
3e+05	8.25517407308591	10.8761055446351	20.8449623096404	10.8761055446351	61.9140917773549	45.6945371087022	20.8449623096404	45.6945371087022	86.7840156924579
310000	7.01128403166784	9.9527599865234	8.76393971473291	9.9527599865234	49.905682126587	31.6193478822945	8.76393971473291	31.6193478822945	78.6529992903863
