state	type_with_type	type_with_size	type_with_density	size_with_type	size_with_size	size_with_density	density_with_type	density_with_size	density_with_density
0	20	0	0	0	20	0	0	0	20
10000	4.4052216664017	-1.67945482383042	-7.51617561550411	-1.67945482383042	60.6501296153888	9.05587442102723	-7.51617561550412	9.05587442102723	42.3550977510453
20000	6.241876866233	-1.9213007378544	-11.2695843357995	-1.9213007378544	60.3475955690296	20.8323869933607	-11.2695843357995	20.8323869933607	64.5710435284115
30000	3.93366176771943	1.23938555079602	-8.31429967674765	1.23938555079602	52.8049705630636	10.2358391133185	-8.31429967674765	10.2358391133185	59.425558601866
40000	2.4970385025112	-3.48209778525361	-8.35695870102919	-3.48209778525361	67.7551868652679	26.016118003738	-8.3569587010292	26.016118003738	88.3586172727421
50000	1.80393267180212	-0.493146166906697	-4.88460200178608	-0.493146166906697	70.8337458333044	1.23870914682342	-4.88460200178608	1.23870914682342	55.6250772936359
60000	1.84376043742735	-1.13423417854384	-6.61147343190838	-1.13423417854383	59.5367003059473	9.10667665494644	-6.61147343190838	9.10667665494644	56.9644123170075
70000	4.83376950500532	2.19273466985474	-9.50603189065194	2.19273466985474	77.944507151033	-10.8670662887148	-9.50603189065194	-10.8670662887148	60.2026260560112
80000	3.19949785972617	-2.7924597768014	-8.67691044730814	-2.7924597768014	51.485579611107	-1.82136168536373	-8.67691044730813	-1.82136168536373	69.4839613827929
90000	2.16768721606389	-2.51681127997593	-7.40503213579317	-2.51681127997594	56.1144014017726	-0.722038682982155	-7.40503213579317	-0.722038682982156	52.1854249495248
1e+05	4.84540905523181	-7.65800093341441	-13.4689345003698	-7.65800093341442	68.5995930241344	26.6850167738027	-13.4689345003698	26.6850167738027	64.7288477280356
110000	2.16217076313802	-3.25455643088715	-6.82237461305218	-3.25455643088715	52.8432517064022	14.788380786926	-6.82237461305218	14.788380786926	49.1312312320118
120000	2.32792690668425	-2.99576718902592	-5.84836152387629	-2.99576718902592	61.6071332054158	6.71933157037126	-5.84836152387629	6.71933157037126	51.2322582508042
130000	3.53140959516292	-0.800447632882741	-8.94346941481597	-0.800447632882741	64.0401580718908	11.6276261113501	-8.94346941481597	11.6276261113501	52.034712416704
140000	2.67144043871211	-1.92034487944439	-9.3231061375626	-1.92034487944439	64.0826213010962	11.3429266037881	-9.3231061375626	11.3429266037881	57.319484117314
150000	0.748714116029075	-2.04685859436304	-3.0540062544496	-2.04685859436304	54.1896540919737	6.56993767089438	-3.0540062544496	6.56993767089438	63.5720263504794
160000	4.23767104855955	0.0122534510283017	-11.9072366963406	0.0122534510283015	53.0370615734839	7.21960120845726	-11.9072366963406	7.21960120845726	64.9600863776682
170000	2.43565829788134	-2.65533224007027	-8.16309830728935	-2.65533224007027	71.8540011933947	21.4394857884934	-8.16309830728935	21.4394857884934	77.968928440246
180000	2.94929216965754	0.933694613250867	-4.5347563079795	0.933694613250867	68.9083559794175	5.41409557034221	-4.5347563079795	5.41409557034221	60.9702421722918
190000	9.86006966788133	-2.00198653602839	-18.4884402479982	-2.00198653602839	73.9857214211951	-2.35905176766046	-18.4884402479982	-2.35905176766046	64.104329626109
2e+05	16.6895808396408	-5.70197424357074	-23.1167774305017	-5.70197424357074	47.3031901060322	4.45108751200443	-23.1167774305017	4.45108751200443	54.849904617868
210000	9.8620136709228	6.73041493131055	-15.9859882410833	6.73041493131054	56.506308411729	-1.19954317506736	-15.9859882410833	-1.19954317506736	72.2765561122085
220000	2.70186513614034	-0.952481991050922	-7.61291897509066	-0.952481991050922	104.529272429837	14.0972870968136	-7.61291897509066	14.0972870968136	45.2473771335084
230000	3.14862238703062	1.84241053999657	-8.28480763062874	1.84241053999657	75.4115951406298	6.60559117827335	-8.28480763062874	6.60559117827335	57.8740442985989
240000	5.34999330608499	-4.95574305334966	-12.4242933775563	-4.95574305334966	89.5113780018539	-4.70909401359886	-12.4242933775563	-4.70909401359886	57.518098430605
250000	8.10934906272941	-1.49958918608602	-13.3645848393276	-1.49958918608602	46.2755114534227	5.97633802000917	-13.3645848393276	5.97633802000917	56.3455298345068
260000	4.66269820142117	-4.55181984507478	-9.9732162887204	-4.55181984507478	72.8859445368328	3.6096804908487	-9.9732162887204	3.6096804908487	60.6094024306427
270000	5.97809401827662	0.236684567723794	-11.5289370080582	0.236684567723794	41.6571389552952	0.0648024421844977	-11.5289370080582	0.0648024421844977	47.1241746885586
280000	16.8076338967847	12.8474783564645	-14.5107177650524	12.8474783564645	75.834433910598	2.77596950704992	-14.5107177650524	2.77596950704992	47.4189281252102
290000	7.55253355656772	-8.60612375357447	-11.5347353800033	-8.60612375357446	97.9155495362465	15.1313073531675	-11.5347353800033	15.1313073531675	55.2182150167969
3e+05	2.08244820012374	2.5320970646858	-6.87398216011149	2.5320970646858	74.0360665016358	7.95616665569582	-6.87398216011149	7.95616665569583	55.0833314965313
310000	2.91353240550541	-4.42145283858945	-3.232842245879	-4.42145283858945	53.4198205837967	-0.587867771379891	-3.232842245879	-0.587867771379891	45.2900691789918
320000	3.48130543289326	-2.2783823376397	-7.710304664434	-2.2783823376397	80.9325757489919	0.0130418318019194	-7.710304664434	0.0130418318019198	47.4100265600311
330000	3.43303673210388	-3.0278135086812	-9.6977118286265	-3.0278135086812	79.7161872975029	14.7705757052708	-9.6977118286265	14.7705757052708	79.5211184206954
340000	1.8307399394138	-1.42914631812745	-5.86090627995402	-1.42914631812745	57.2570048264136	15.7948962804753	-5.86090627995402	15.7948962804753	63.3907554305001
350000	3.80153357497488	-3.08633164752916	-9.07547874944782	-3.08633164752916	49.9195153447184	10.5611305390019	-9.07547874944782	10.5611305390019	70.0558020571277
360000	2.26603974965402	-1.44427172102642	-7.73809262207981	-1.44427172102642	120.532419530227	35.4531625363208	-7.73809262207981	35.4531625363208	74.557298723555
370000	1.20884259284144	-0.475331767620516	-4.75423899620776	-0.475331767620516	53.9088327636186	7.44068733413991	-4.75423899620776	7.44068733413991	55.2280194951587
380000	3.76091851440321	-4.98656348926223	-6.59103846681379	-4.98656348926223	74.6502306775471	4.69000650973223	-6.59103846681379	4.69000650973223	49.66833047191
390000	4.71333781494365	-7.48860881012921	-6.36725914773729	-7.48860881012922	60.1789203738697	0.52697025391789	-6.36725914773729	0.52697025391789	48.6829379068436
4e+05	6.0427794995614	-6.65022989320398	-12.5809045203482	-6.65022989320398	61.2544327793866	6.41503123860025	-12.5809045203482	6.41503123860025	57.9004423217407
