state	precisionMatrix11	precisionMatrix12	precisionMatrix13	precisionMatrix21	precisionMatrix22	precisionMatrix23	precisionMatrix31	precisionMatrix32	precisionMatrix33
0	0.05	0	0	0	0.05	0	0	0	0.05
10000	0.325590765274669	0.000401671439682015	0.0576922263014778	0.000401671439682015	0.0170322353062138	-0.00357035537613282	0.0576922263014778	-0.00357035537613282	0.0346111252787707
20000	0.23695688960958	-0.00757611574606123	0.0438003487629543	-0.00757611574606123	0.0188897258119934	-0.0074166023573898	0.0438003487629543	-0.0074166023573898	0.0255240919884062
30000	0.38014511769883	-0.0198965095379485	0.0566136520867637	-0.0198965095379485	0.0206331216482441	-0.00633772513507178	0.0566136520867637	-0.00633772513507178	0.0258403091228711
40000	0.59197028224294	0.0100622847417129	0.0530258367358879	0.0100622847417129	0.0168113417101912	-0.00399820371360642	0.0530258367358879	-0.00399820371360642	0.0175099216698899
50000	0.72837731273068	0.00395399850147693	0.0638729076627465	0.00395399850147693	0.0141445290633656	3.22291950734556e-05	0.0638729076627465	3.22291950734556e-05	0.0235856536990506
60000	0.929101500535604	0.00123628694995524	0.107636876629389	0.00123628694995524	0.0172190234070265	-0.00260925012849686	0.107636876629389	-0.00260925012849686	0.030464633562853
70000	0.300321133720167	-0.00188461552065859	0.0470807042561876	-0.00188461552065859	0.0131726803006231	0.00208019455279918	0.0470807042561876	0.00208019455279918	0.024420135540675
80000	0.515820717437317	0.0302837296191427	0.0652076782428541	0.0302837296191427	0.0212188935764473	0.00433792897933981	0.0652076782428541	0.00433792897933981	0.0226484226130585
90000	1.0053864416236	0.0469370578725663	0.1433122234378	0.0469370578725663	0.0200151945895425	0.00693722753042942	0.1433122234378	0.00693722753042942	0.0395942079352046
100000	0.508696705495997	0.0185936980064611	0.0981854256141404	0.0185936980064611	0.0180412028832466	-0.00356861753450129	0.0981854256141404	-0.00356861753450129	0.0373509149338385
110000	0.843877819677681	0.020944162281609	0.110876935704674	0.020944162281609	0.0211843911345988	-0.00346813864670482	0.110876935704674	-0.00346813864670482	0.0367939516458947
120000	0.633506400070889	0.0232506253842958	0.0692677995327815	0.0232506253842958	0.017320780370718	0.000382454281816419	0.0692677995327815	0.000382454281816419	0.0273759803761734
130000	0.507385116726094	-0.00989347344286372	0.0894176342486175	-0.00989347344286372	0.0164684612039054	-0.0053804676464582	0.0894176342486175	-0.0053804676464582	0.0357889158343292
140000	0.865853102990442	0.00105574322746409	0.140623477075947	0.00105574322746409	0.0161725801527009	-0.00302866618874311	0.140623477075947	-0.00302866618874311	0.0409180504084473
150000	1.83154081679048	0.0592560896075951	0.0818634955211834	0.0592560896075951	0.0206049803103637	0.000717218477123182	0.0818634955211834	0.000717218477123182	0.0195887974338936
160000	0.494825608935383	-0.0126524199563008	0.0921081145216553	-0.0126524199563008	0.0194678839122197	-0.00448284067430141	0.0921081145216553	-0.00448284067430141	0.0327757791274189
170000	0.63353256843594	0.00394463926922987	0.065244164582271	0.00394463926922987	0.0151855668786012	-0.00376265613766004	0.065244164582271	-0.00376265613766004	0.0206911134284572
