state	precisionMatrix11	precisionMatrix12	precisionMatrix13	precisionMatrix21	precisionMatrix22	precisionMatrix23	precisionMatrix31	precisionMatrix32	precisionMatrix33
0	0.05	0	0	0	0.05	0	0	0	0.05
10000	0.429496308518821	0.0207286762078348	0.0616627788087183	0.0207286762078348	0.0159247621131675	0.00472374793120264	0.0616627788087183	0.00472374793120264	0.0206997166820117
20000	0.497922087142013	-0.0175249365134216	0.0652644582221526	-0.0175249365134216	0.0215162367731416	-0.00668264093830756	0.0652644582221526	-0.00668264093830756	0.0290867879496808
30000	0.331910724793173	-0.00726319694979728	0.0624870962720715	-0.00726319694979728	0.0159749127559452	-0.00150822584065208	0.0624870962720715	-0.00150822584065208	0.0305980532555026
40000	0.450932418943293	-0.0123737551709581	0.00811455203129996	-0.0123737551709581	0.0171775875441535	-0.00289358850014205	0.00811455203129996	-0.00289358850014205	0.0178355483827727
50000	0.605706933581745	0.0714871057117414	0.0661431926671132	0.0714871057117414	0.0268216460530115	0.00793574430374663	0.0661431926671132	0.00793574430374663	0.0229462563312206
60000	0.139574642483619	0.013475225985749	0.0226032210152563	0.013475225985749	0.0201188922601768	2.20858887954342e-05	0.0226032210152563	2.20858887954342e-05	0.0184689148883895
70000	0.108140862279301	0.000906544037483891	0.0389099916981127	0.000906544037483891	0.0192437177849831	-0.00177925068684403	0.0389099916981127	-0.00177925068684403	0.0290766782291426
80000	0.047631460503741	0.0113343696639089	0.0150825604637721	0.0113343696639089	0.0222436895252877	0.00354062784082119	0.0150825604637721	0.00354062784082119	0.0170430770974018
90000	0.0873986972932258	0.00426917136436366	0.0323493133769506	0.00426917136436366	0.0144687790093283	-0.00379252494168209	0.0323493133769506	-0.00379252494168209	0.0280681398810422
100000	0.700618062657106	0.0750608341424482	0.132930586727641	0.0750608341424482	0.0264464642352397	0.0148389787465993	0.132930586727641	0.0148389787465993	0.0381325981185122
110000	0.611169053292894	0.00358074969484473	0.0744526243741287	0.00358074969484473	0.0160603606310402	0.00051412734781369	0.0744526243741287	0.00051412734781369	0.0243853006405913
120000	0.630322073313105	-0.0145883630103715	0.0720614452389343	-0.0145883630103715	0.0137765979286406	-0.00555144630175909	0.0720614452389343	-0.00555144630175909	0.0326986758193874
130000	0.423738183825684	-0.0120408418457642	0.0643129970967034	-0.0120408418457642	0.0211047283712355	-0.00508404569340947	0.0643129970967034	-0.00508404569340947	0.0243439868787253
140000	0.497933415265631	0.0200494607154772	0.0737525933268474	0.0200494607154772	0.0216825390894278	0.00343172885063641	0.0737525933268474	0.00343172885063641	0.0243638418862223
150000	0.556189246604844	0.00966148305398451	0.119380381680429	0.00966148305398451	0.0153609018669756	-0.000424168998000411	0.119380381680429	-0.000424168998000411	0.0440322153976675
160000	0.707454839574865	0.0335802110111231	0.0745864337207725	0.0335802110111231	0.0206238318289201	-0.00102792023734601	0.0745864337207725	-0.00102792023734601	0.0250584146784765
170000	0.442404835059579	-0.00166699683736162	0.047313552766627	-0.00166699683736162	0.0247061860406926	-0.00570015979009721	0.047313552766627	-0.00570015979009721	0.0207181223709644
180000	0.511673699147183	0.0172940757894749	0.0794676606996405	0.0172940757894749	0.0144680539829113	0.00104646239732128	0.0794676606996405	0.00104646239732128	0.0252157460173936
190000	0.473734632744192	0.0223788035901337	0.0578580348462582	0.0223788035901337	0.021636389035561	0.000332398761798516	0.0578580348462582	0.000332398761798516	0.024112659120702
200000	0.435489907044614	3.58909172145684e-05	0.0660779134805257	3.58909172145684e-05	0.0184469730097784	-0.00432050456925941	0.0660779134805257	-0.00432050456925941	0.0355695425326517
210000	0.770803276745012	0.0302991488494179	0.0431370828727913	0.0302991488494179	0.014364986001048	0.00122197374854535	0.0431370828727913	0.00122197374854535	0.0183898667294536
220000	0.528627163978648	0.0295256508353685	0.0528690091042157	0.0295256508353685	0.0201473456955421	0.00326125057554498	0.0528690091042157	0.00326125057554498	0.0225163479445984
230000	0.385809260351426	0.00428867545666809	0.0542595204281935	0.00428867545666809	0.0145327290800726	-0.00220815845544959	0.0542595204281935	-0.00220815845544959	0.0208028076133572
240000	0.277322985349564	-0.00803505324428631	0.0833807019225255	-0.00803505324428631	0.0155934717441671	-0.00487745264420298	0.0833807019225255	-0.00487745264420298	0.038623168949985
250000	0.387516838374176	-0.029037465445668	0.0504856791618495	-0.029037465445668	0.016513484314708	-0.00909446833844222	0.0504856791618495	-0.00909446833844222	0.0217657338636882
260000	0.550411019816608	0.0080853504429486	0.0664048347904331	0.0080853504429486	0.0162555869813175	-0.00421252122285588	0.0664048347904331	-0.00421252122285588	0.0283188034667955
270000	0.546795509318208	0.0223096923539383	0.0960677567842738	0.0223096923539383	0.0173876763913917	0.00409875361187631	0.0960677567842738	0.00409875361187631	0.032860926701064
280000	0.413198853621954	-0.0247338747011211	0.0786169592648237	-0.0247338747011211	0.0224819583453412	-0.00412748360240474	0.0786169592648237	-0.00412748360240474	0.0332288303570296
290000	0.0882199521361949	-0.00615853952826034	0.0356223378692432	-0.00615853952826034	0.0250219654036977	-0.00627253038435507	0.0356223378692432	-0.00627253038435507	0.0289916439767747
300000	0.375789449220579	-0.0190779331684505	0.0603143602718159	-0.0190779331684505	0.0181071752523113	-0.00728221858088368	0.0603143602718159	-0.00728221858088368	0.0258861770576118
310000	0.57408755195053	0.0203800008078973	0.11388326018976	0.0203800008078973	0.0190189145498549	0.00608108428493784	0.11388326018976	0.00608108428493784	0.0367808864280748
320000	0.132533576045583	0.0132639882909711	0.0330830583022166	0.0132639882909711	0.015747252351584	0.000643400686805304	0.0330830583022166	0.000643400686805304	0.0188346070244445
330000	0.084393208452699	0.00305425371487873	0.0402132573393156	0.00305425371487873	0.0154567853639354	0.000385025043699162	0.0402132573393156	0.000385025043699162	0.0351817070645422
340000	0.707119050212326	0.0367608198586753	0.10554305237078	0.0367608198586753	0.0157164199594571	0.00196519899644549	0.10554305237078	0.00196519899644549	0.0315714072560984
350000	1.01636474492771	-0.000741112773261622	0.0580761861515939	-0.000741112773261622	0.0147007966491648	-0.00384659060477348	0.0580761861515939	-0.00384659060477348	0.0214502883708777
360000	0.703477390708806	-0.0108645565959822	0.0931185010586183	-0.0108645565959822	0.0242333978819844	-0.00602016605068103	0.0931185010586183	-0.00602016605068103	0.0322334757163081
370000	0.433687333078664	0.0234605265067262	0.0424903854732596	0.0234605265067262	0.0157233340155618	0.000905151604571058	0.0424903854732596	0.000905151604571058	0.0294937968278074
380000	0.382470055265404	0.0301629191271433	0.0381647872545023	0.0301629191271433	0.0183844866531232	0.000952611561826592	0.0381647872545023	0.000952611561826592	0.0192516113742728
390000	0.648848139620694	0.0435635364364022	0.0816691471154426	0.0435635364364022	0.0179964474762004	0.00727332030294849	0.0816691471154426	0.00727332030294849	0.022737902001252
400000	0.92375833369649	0.0254313420223056	0.0679464543876318	0.0254313420223056	0.0183285517275772	0.00123639577037844	0.0679464543876318	0.00123639577037844	0.0189752128817128
410000	0.816701412044051	0.0284455495601474	0.0550773260983614	0.0284455495601474	0.0184953511121007	-0.00229364077588728	0.0550773260983614	-0.00229364077588728	0.0259917127204553
420000	0.762273086797835	-0.00146278814123421	0.133404608899854	-0.00146278814123421	0.017225687768287	0.00151504175840436	0.133404608899854	0.00151504175840436	0.0394799746044964
430000	0.735170658616719	0.0058528097906443	0.119051381556739	0.0058528097906443	0.0142930729755752	0.000247150471867779	0.119051381556739	0.000247150471867779	0.0331560299811182
440000	0.357254941038308	-0.0105237923579362	0.0401825933311316	-0.0105237923579362	0.0162738710902275	-0.00401943367713582	0.0401825933311316	-0.00401943367713582	0.0221408890053438
450000	0.580959444326224	0.0428099755943188	0.121010022351746	0.0428099755943188	0.0212880085960084	0.008404548684345	0.121010022351746	0.008404548684345	0.0407890330966668
460000	0.573048516111261	0.0472911436276354	0.0345396606933871	0.0472911436276354	0.0269971167824483	-0.000407127863380048	0.0345396606933871	-0.000407127863380048	0.0185890642092727
470000	0.624048000864686	-0.00619303526709997	0.0526107230892576	-0.00619303526709997	0.0189015458625887	-0.00498470821701215	0.0526107230892576	-0.00498470821701215	0.0240947292492724
480000	0.519318388224507	0.0524407299876097	0.0479231133582453	0.0524407299876097	0.0225570801974821	0.00185181081251939	0.0479231133582453	0.00185181081251939	0.0209144853545108
490000	0.560814525879571	0.0202577592134535	0.101653986363389	0.0202577592134535	0.0190930986954116	0.00530156305878655	0.101653986363389	0.00530156305878655	0.0351978313722305
500000	1.07466881044028	0.0258466101331581	0.1337322023798	0.0258466101331581	0.0143590256092499	-0.00143468420238498	0.1337322023798	-0.00143468420238498	0.0357746244195198
510000	0.595973788138221	0.00716278203990011	0.061563727327367	0.00716278203990011	0.0170662910437612	0.000251942984882385	0.061563727327367	0.000251942984882385	0.0157816776788998
520000	0.300714294393286	0.0262875261281355	0.063186839652187	0.0262875261281355	0.0234212610630815	0.00603808870367565	0.063186839652187	0.00603808870367565	0.0265542929862625
530000	0.411868540050511	-0.034900437668073	0.0818462666629831	-0.034900437668073	0.0191857368227096	-0.00571555557596784	0.0818462666629831	-0.00571555557596784	0.0287808468389729
540000	0.13339740293291	-0.00165870953099231	0.0322347394007624	-0.00165870953099231	0.0162010838016762	-0.00330774925969859	0.0322347394007624	-0.00330774925969859	0.0217996245469757
550000	0.565266785041359	0.0106513938277615	0.0665505509039323	0.0106513938277615	0.0202275230346833	-0.00148438580420223	0.0665505509039323	-0.00148438580420223	0.0190575785496186
