# BEAST v10.5.0
# Generated Wed May 13 09:42:02 PDT 2026 [seed=1778690490786]
# -window -working -options
state	posterior	prior	likelihood	precisionMatrix11	precisionMatrix12	precisionMatrix21	precisionMatrix22
0	-164.87787258674732	1.183583851483633	-166.06145643823095	0.05	0.0	0.0	0.05
10000	-92.11552705914421	0.3187327650891567	-92.43425982423337	0.33838224948503914	0.07493904451282918	0.07493904451282918	0.03090206174993798
20000	-115.81993259443031	1.222493912836172	-117.04242650726648	0.1171177028776625	0.03787166711417357	0.03787166711417357	0.03825587491952326
30000	-111.10742541022941	0.9696726771089778	-112.07709808733838	0.25248694313244346	0.09309170541594969	0.09309170541594969	0.05965443847269541
40000	-99.82176991040978	1.1962869164622556	-101.01805682687204	0.17616358009587754	0.026712945518729388	0.026712945518729388	0.021009149631397474
50000	-102.41560224124902	1.2051908193011815	-103.6207930605502	0.24305831066312072	0.044560358318682644	0.044560358318682644	0.025257159819290706
60000	-112.72807940608692	1.4761685393941715	-114.20424794548109	0.12093378095931023	0.025333450148084156	0.025333450148084156	0.02518690104343997
70000	-113.4635893091161	1.346524267134559	-114.81011357625066	0.1418310055838914	0.027482821484589744	0.027482821484589744	0.022783016556856033
80000	-85.2315274915694	0.36714581598268603	-85.59867330755208	0.42276648755366053	0.0175784146001602	0.0175784146001602	0.015252956516605415
90000	-48.04766538317924	-3.2583422346367095	-44.789323148542536	1.2977094291908495	0.1388474123002938	0.1388474123002938	0.03495458947104202
100000	-81.0429668829617	-0.4710791944831497	-80.57188768847854	0.6731149399041402	0.07688151841286744	0.07688151841286744	0.029866416184718816
110000	-113.03984259747146	1.220690997233739	-114.26053359470521	0.13607804056748882	0.0503394745193049	0.0503394745193049	0.03501288682405343
120000	-100.26771190329825	0.3699690745859483	-100.6376809778842	0.3310127296861941	0.049191864422575504	0.049191864422575504	0.019134625149878695
130000	-107.84665752802584	0.9780198590663547	-108.8246773870922	0.18385064587977826	0.027378071193393385	0.027378071193393385	0.018808033520058363
140000	-85.0282356981254	0.0565918460005701	-85.08482754412597	0.44332072636490444	0.08798838668593688	0.08798838668593688	0.0352942006965758
150000	-100.36428535045602	0.6068135349423485	-100.97109888539836	0.3093996658331175	0.0725710741091824	0.0725710741091824	0.041630733684238114
160000	-105.66118777408354	0.8313888024704772	-106.49257657655401	0.1954643824265614	0.047199957535062155	0.047199957535062155	0.027067323242561312
170000	-87.57698210715499	0.2298116178399804	-87.80679372499498	0.46607798679368456	0.03425789311334153	0.03425789311334153	0.022649248694818703
180000	-70.04371440903418	-0.7222344479506582	-69.32147996108353	0.5959125190709251	0.08218746166210887	0.08218746166210887	0.026781500399619983
190000	-69.37879183200654	-1.5863579475807779	-67.79243388442576	0.786735660428932	0.10976779724987175	0.10976779724987175	0.03530291131606246
200000	-85.63292842475678	0.12434026572736778	-85.75726869048415	0.35038166102291535	0.05254436796884778	0.05254436796884778	0.024623155221261323
210000	-78.14615933393719	-2.789647923684481	-75.35651141025271	0.9611965574041665	0.11189585969090354	0.11189585969090354	0.024737748365474425
220000	-82.61335515413288	-1.2223011025589665	-81.3910540515739	0.6253559112420785	0.03545567388389951	0.03545567388389951	0.017202133535622787
230000	-124.64032163561023	0.5696032232625172	-125.20992485887275	0.1109366009239277	0.02150273360427147	0.02150273360427147	0.018248943264727667
240000	-167.5232383120173	0.008143314409454483	-167.53138162642676	0.018442094093220653	0.010925899068236742	0.010925899068236742	0.020892421040189065
250000	-104.6804094799656	0.3799377135165507	-105.06034719348216	0.15707777429812136	0.035533549513388205	0.035533549513388205	0.02775106175920379
260000	-94.13496183847835	0.2714595295074349	-94.40642136798579	0.240796954899998	0.0567213413838027	0.0567213413838027	0.0327335815898901
270000	-85.31904529248031	-0.5564782805324002	-84.76256701194791	0.4947991714556679	0.07100836421956125	0.07100836421956125	0.02688631675901617
280000	-71.78194652965918	-1.4098937516980152	-70.37205277796116	0.653390749792267	0.07047357009569817	0.07047357009569817	0.027098173441384644
290000	-77.79145003682775	-1.2082736120779378	-76.58317642474982	0.5749018611540431	0.05903432084429302	0.05903432084429302	0.021392306974211964
300000	-100.05451214406668	-0.25277608250411854	-99.80173606156256	0.3008454937987863	0.06008097731000683	0.06008097731000683	0.025642213517654396
310000	-71.21654558225325	-0.9765493417771314	-70.23999624047612	0.5665542102192337	0.031763474854479466	0.031763474854479466	0.023042430886955977
320000	-63.631072676199544	-2.0709385505786835	-61.56013412562086	0.7616905864049475	0.06396322330284393	0.06396322330284393	0.018157281261060965
330000	-93.15510706402168	-0.6171420393192615	-92.53796502470242	0.3875179715525361	0.042128276909984344	0.042128276909984344	0.020930651016424388
340000	-101.23254775109939	-0.3322244585870444	-100.90032329251234	0.26211771359243	0.05774888285636019	0.05774888285636019	0.02898228912221828
350000	-121.42917333076697	0.09684267725490026	-121.52601600802187	0.10410522968477355	0.04370128119380946	0.04370128119380946	0.038214655098160216
360000	-115.72267481053025	0.19002110677059525	-115.91269591730085	0.1392081033100558	0.04587364897610277	0.04587364897610277	0.035927021445667014
370000	-102.05631367186383	0.002951473447917241	-102.05926514531176	0.1934470033462446	0.024463167150545313	0.024463167150545313	0.01955388242374612
380000	-86.8116508368774	-0.9576715810489151	-85.85397925582849	0.4139337917380688	0.0730948520815687	0.0730948520815687	0.03510097574817765
390000	-106.61835276137293	-0.21436314263412504	-106.4039896187388	0.1950681960527039	0.03815674390608215	0.03815674390608215	0.03481856743491184
400000	-94.2440023732152	-0.7927180038632038	-93.451284369352	0.30374104241641997	0.03767653110620594	0.03767653110620594	0.01969590820724823
410000	-119.15716261065052	-0.7261871072649089	-118.43097550338561	0.20724661025293933	0.053283043442874115	0.053283043442874115	0.02942636468125157
420000	-79.25868385867535	-1.6161181325854899	-77.64256572608987	0.41333249185058873	0.04366309699623559	0.04366309699623559	0.017949112087665225
430000	-90.75396718589312	-1.0891303612611871	-89.66483682463193	0.2858761752632385	0.054431217483978854	0.054431217483978854	0.026731683617550003
440000	-108.86514647748649	-0.8464145885867072	-108.01873188889978	0.24819695409649875	0.058020159756548895	0.058020159756548895	0.03231435199754133
450000	-109.04047527045356	-0.5750207565110439	-108.46545451394252	0.21592917486313845	0.03760972496639033	0.03760972496639033	0.025811328680073808
460000	-82.90364280782708	-1.5371057714549168	-81.36653703637216	0.4838876352256062	0.07620891860732433	0.07620891860732433	0.027612864686436207
470000	-108.4830816521123	-0.4799693225988846	-108.00311232951341	0.19823442143045894	0.017791240139203364	0.017791240139203364	0.018949826357225884
480000	-90.64801438932489	-1.1909737281173949	-89.45704066120749	0.48909230121773917	0.08285332703614114	0.08285332703614114	0.04054579592628062
490000	-86.07946829064464	-0.8814151042117664	-85.19805318643287	0.4180728957125631	0.0924998787549868	0.0924998787549868	0.039886998191406384
500000	-79.81235772040674	-1.3675381922137428	-78.444819528193	0.5406103580302191	0.09877055206437559	0.09877055206437559	0.03098305960825682
510000	-142.55609571156464	0.2732905376179846	-142.82938624918262	0.0787774481436844	0.0338651391191393	0.0338651391191393	0.02935277024068205
520000	-104.94731517681635	0.2308166621356862	-105.17813183895203	0.2320783473628786	0.04029510896313684	0.04029510896313684	0.02092511983318946
530000	-81.8793768848354	-0.11730667305013265	-81.76207021178526	0.3734775349638467	0.03773425995036314	0.03773425995036314	0.018578789955483888
540000	-92.0148127193879	0.33483977570540313	-92.34965249509331	0.29054232019202453	0.05046953331851094	0.05046953331851094	0.026687998193987233
550000	-66.96371444840172	-2.183692972182348	-64.78002147621937	0.85470667506345	0.10580126269606557	0.10580126269606557	0.026303438062114656
560000	-83.13527449299701	-0.4289135472306098	-82.7063609457664	0.5193588805084449	0.06726302096794642	0.06726302096794642	0.028507111230053603
570000	-87.6374183876778	0.09960028627543505	-87.73701867395323	0.4060521120587862	0.033433599430584056	0.033433599430584056	0.024367497569755855
580000	-65.05553312042868	-1.7170742401489827	-63.33845888027969	0.8890805326694899	0.05898575830635085	0.05898575830635085	0.02458783343371382
590000	-89.19321682098627	0.29907795076251675	-89.49229477174879	0.4175928538554625	0.04674874151941312	0.04674874151941312	0.02530667848809328
600000	-55.226538553546305	-2.15204432542579	-53.074494228120514	0.9805155823070978	0.10683672808772711	0.10683672808772711	0.027288743272214033
610000	-79.82005180112942	0.18106498187682252	-80.00111678300624	0.4983240257213798	0.03850609515020464	0.03850609515020464	0.023168944102648276
620000	-99.67519727673172	0.734443668090723	-100.40964094482244	0.3169611177559603	0.05226557571725585	0.05226557571725585	0.021225305486021376
630000	-93.38865895381436	0.2525817696878664	-93.64124072350222	0.4003623681873879	0.06422030576122184	0.06422030576122184	0.023035432390205335
640000	-75.43048291162481	-0.28585368118216037	-75.14462923044265	0.5257597924051691	0.04210752732865184	0.04210752732865184	0.02130716146399196
650000	-70.76443536244197	-0.7146459303495409	-70.04978943209242	0.6205613844783648	0.07835779149436613	0.07835779149436613	0.027948579003386854
660000	-59.90374402225114	-2.654940403529551	-57.24880361872159	1.0925553902342044	0.13933068666816692	0.13933068666816692	0.033344883461495896
670000	-76.46251234074599	0.027939224122376927	-76.49045156486837	0.5143644962783132	0.08343766014421312	0.08343766014421312	0.03451881501510874
680000	-119.19543123875678	1.1735830885066552	-120.36901432726344	0.15191499695593164	0.03341264127546105	0.03341264127546105	0.024615667992921614
690000	-82.92047671677841	0.1741772987604958	-83.09465401553891	0.4613689495966857	0.031879446628776974	0.031879446628776974	0.01680771631985881
700000	-73.67001652066261	-0.1104020942296976	-73.55961442643292	0.5561334344090756	0.09515112004678562	0.09515112004678562	0.03881272735486002
