# BEAST v10.5.0
# Generated Wed May 13 09:31:20 PDT 2026 [seed=1778689850145]
# -window -working -options
state	posterior	prior	likelihood	null1	Bomarea_brevis_Bolivia_Teran1759.latent1	Bomarea_brevis_Bolivia_Teran1759.latent2	Bomarea_coccinea_Peru_Nunez13229.latent1	Bomarea_coccinea_Peru_Nunez13229.latent2	Bomarea_sp__oso_Peru_Graham12613.latent1	Bomarea_sp__oso_Peru_Graham12613.latent2	Bomarea_pumila_Bolivia_Fuentes13830.latent1	Bomarea_pumila_Bolivia_Fuentes13830.latent2	Bomarea_secundifolia_Peru_Macbride4962.latent1	Bomarea_secundifolia_Peru_Macbride4962.latent2	Bomarea_dispar_Peru_SchunkeV_3544.latent1	Bomarea_dispar_Peru_SchunkeV_3544.latent2	Bomarea_sp__ponillalsoya_Peru_Graham12616.latent1	Bomarea_sp__ponillalsoya_Peru_Graham12616.latent2	Bomarea_diffracta_Colombia_Tribble12.latent1	Bomarea_diffracta_Colombia_Tribble12.latent2	Bomarea_amilcariana_Venezuela_Dorr8337.latent1	Bomarea_amilcariana_Venezuela_Dorr8337.latent2	Bomarea_peruviana_Peru_Stein2033B.latent1	Bomarea_peruviana_Peru_Stein2033B.latent2	Bomarea_setacea_Colombia_Tribble7.latent1	Bomarea_setacea_Colombia_Tribble7.latent2	Bomarea_sp__catanatasoya_Peru_Graham12611.latent1	Bomarea_sp__catanatasoya_Peru_Graham12611.latent2	Bomarea_ampayesana_Peru_Bocke3215.latent1	Bomarea_ampayesana_Peru_Bocke3215.latent2	Bomarea_macrocephala_Bolivia_Vargas7052.latent1	Bomarea_macrocephala_Bolivia_Vargas7052.latent2	Bomarea_involucrosa_Peru_Galiano6988.latent1	Bomarea_involucrosa_Peru_Galiano6988.latent2	Bomarea_andimarcana_Peru_Suclli1307.latent1	Bomarea_andimarcana_Peru_Suclli1307.latent2	Bomarea_libertadensis_Peru_Alayo020.latent1	Bomarea_libertadensis_Peru_Alayo020.latent2	Bomarea_porrecta_Peru_AlayoB_020.latent1	Bomarea_porrecta_Peru_AlayoB_020.latent2	Bomarea_albimontana_Peru_LeivaS_N_.latent1	Bomarea_albimontana_Peru_LeivaS_N_.latent2	Bomarea_aurantiaca_Bolivia_Fuentes13880.latent1	Bomarea_aurantiaca_Bolivia_Fuentes13880.latent2	Bomarea_cornuta_Bolivia_Fuentes17664.latent1	Bomarea_cornuta_Bolivia_Fuentes17664.latent2	Bomarea_campylophylla_Bolivia_Maldonado3174.latent1	Bomarea_campylophylla_Bolivia_Maldonado3174.latent2	Bomarea_ovata_Peru_Farfan526.latent1	Bomarea_ovata_Peru_Farfan526.latent2	Bomarea_brachysepala_Ecuador_Jorgensen2129.latent1	Bomarea_brachysepala_Ecuador_Jorgensen2129.latent2	Bomarea_hieronymi_Ecuador_Aluarez2557.latent1	Bomarea_hieronymi_Ecuador_Aluarez2557.latent2	Bomarea_linifolia_Colombia_Tribble8.latent1	Bomarea_linifolia_Colombia_Tribble8.latent2	Bomarea_lutea_Ecuador_vanderWerff12169.latent1	Bomarea_lutea_Ecuador_vanderWerff12169.latent2	Bomarea_multipes_Alzate3153.latent1	Bomarea_multipes_Alzate3153.latent2	Bomarea_torta_Alzate3270.latent1	Bomarea_torta_Alzate3270.latent2	Bomarea_angulata_Peru_Quiroz3208.latent1	Bomarea_angulata_Peru_Quiroz3208.latent2	Bomarea_trichophylla_Venezuela_Rivero1217.latent1	Bomarea_trichophylla_Venezuela_Rivero1217.latent2	Bomarea_densiflora_Alzate3151.latent1	Bomarea_densiflora_Alzate3151.latent2	Bomarea_cf_anceps_Peru_LopezM_8913.latent1	Bomarea_cf_anceps_Peru_LopezM_8913.latent2	Bomarea_distichifolia_CultivatedinCA_SFBG20120053.latent1	Bomarea_distichifolia_CultivatedinCA_SFBG20120053.latent2	Bomarea_nervosa_Alzate3154.latent1	Bomarea_nervosa_Alzate3154.latent2	Bomarea_euryphylla_Ecuador_Vargas2930.latent1	Bomarea_euryphylla_Ecuador_Vargas2930.latent2	Bomarea_vestita_AlzateS_N_.latent1	Bomarea_vestita_AlzateS_N_.latent2	Bomarea_patinii_Colombia_Tribble3.latent1	Bomarea_patinii_Colombia_Tribble3.latent2	Bomarea_patacocensis_Ecuador_Luteyn14078.latent1	Bomarea_patacocensis_Ecuador_Luteyn14078.latent2	Bomarea_multiflora_AlzateS_N_.latent1	Bomarea_multiflora_AlzateS_N_.latent2	Bomarea_bredemeyerana_Venezuela_Liesner7935.latent1	Bomarea_bredemeyerana_Venezuela_Liesner7935.latent2	Bomarea_chiriquina_Panama_Hammel6374.latent1	Bomarea_chiriquina_Panama_Hammel6374.latent2	Bomarea_hirsuta_CR_Bonifacino6052.latent1	Bomarea_hirsuta_CR_Bonifacino6052.latent2	Bomarea_puracensis_GarciaBarriga13025.latent1	Bomarea_puracensis_GarciaBarriga13025.latent2	Bomarea_suberecta_CR_Bonifacino6053.latent1	Bomarea_suberecta_CR_Bonifacino6053.latent2	Bomarea_bredemeyerana_Colombia_Tribble06.latent1	Bomarea_bredemeyerana_Colombia_Tribble06.latent2	Bomarea_tarmensis_Bolivia_Fernandez3467.latent1	Bomarea_tarmensis_Bolivia_Fernandez3467.latent2	Bomarea_chaparensis_Bolivia_Steinbach8897.latent1	Bomarea_chaparensis_Bolivia_Steinbach8897.latent2	Bomarea_weigendii_Peru_Davis1224.latent1	Bomarea_weigendii_Peru_Davis1224.latent2	Bomarea_speciosa_Bolivia_Cornejo800.latent1	Bomarea_speciosa_Bolivia_Cornejo800.latent2	Bomarea_edulis_Argentina_Novara2378.latent1	Bomarea_edulis_Argentina_Novara2378.latent2	Bomarea_edulis_MorelosN_Tribble325.latent1	Bomarea_edulis_MorelosN_Tribble325.latent2	Bomarea_obovata_Ecuador_Clark4985.latent1	Bomarea_obovata_Ecuador_Clark4985.latent2	Bomarea_ovallei_KEW.latent1	Bomarea_ovallei_KEW.latent2	Bomarea_salsilla_Chile_Ackerman545.latent1	Bomarea_salsilla_Chile_Ackerman545.latent2	precisionMatrix11	precisionMatrix12	precisionMatrix21	precisionMatrix22
0	-164.87787258674732	1.183583851483633	-166.06145643823095	1.0	0.0	0.235630819052517	0.0	0.709477073088659	0.0	0.129015411894385	0.0	1.76378498831907	0.0	0.685784760386852	1.0	0.792400167544984	1.0	2.40347743126787	1.0	-1.29252335021404	1.0	-1.90852348046102	0.0	1.32547720333564	0.0	-0.498830874703502	1.0	1.20701563982661	1.0	0.0816307864907713	0.0	-0.261907747685431	1.0	-2.08621582572458	1.0	-1.4939080081794	0.0	-0.143446184176396	1.0	-2.1691389201809	0.0	-0.854215565230608	0.0	0.709477073088659	1.0	0.152707724596193	1.0	-0.640984750914345	1.0	-1.69529266614476	1.0	0.129015411894385	1.0	-0.250061591334528	0.0	1.40840029779197	0.0	1.02932329456305	1.0	-0.0960615587727817	0.0	0.543630884176009	0.0	0.567323196877817	1.0	-0.0723692460709746	0.0	0.0224000047362538	0.0	0.01055384838535	0.0	-0.0842154024218784	0.0	-0.143446184176396	0.0	0.697630916737755	0.0	0.721323229439562	0.0	0.614707822281431	0.0	0.472553946070588	0.0	0.37778469526336	0.0	-1.13852331765229	0.0	0.223784662701614	0.0	0.0224000047362538	0.0	1.53870801765191	0.0	0.117169255543482	0.0	-1.13852331765229	1.0	-1.57683110263572	0.0	1.05301560726486	0.0	1.05301560726486	1.0	0.21193850635071	1.0	-0.972677128739644	1.0	-0.972677128739644	1.0	-0.00129230796555331	1.0	-0.321138529439949	1.0	-1.19775409940681	0.05	0.0	0.0	0.05
10000	-69.52719298555432	-3.405087434540022	-66.1221055510143	1.0319038117872184	-0.26296916946284643	0.235630819052517	-0.14340576234829228	0.709477073088659	-0.16674785125696823	0.129015411894385	-0.332658169977587	1.76378498831907	-0.1994696603687771	0.685784760386852	0.12626936501024	0.792400167544984	0.10281668163424973	2.40347743126787	0.22835882553425568	-1.29252335021404	0.07364401798883713	-1.90852348046102	-0.10494660542729783	1.32547720333564	-0.013598144912576826	-0.498830874703502	0.1571038909476281	1.20701563982661	0.04178115380364522	0.0816307864907713	-0.0828682821640101	-0.261907747685431	0.2524952535325191	-2.08621582572458	0.06606688740137656	-1.4939080081794	-0.17905740689787097	-0.143446184176396	0.19361885698779835	-2.1691389201809	-0.08715291868247776	-0.854215565230608	-0.006953176213760015	0.709477073088659	0.0057209108591957936	0.152707724596193	0.17818655613958212	-0.640984750914345	0.01284897816406172	-1.69529266614476	0.01802178561227752	0.129015411894385	0.14791304680223605	-0.250061591334528	-0.04631643770587224	1.40840029779197	-0.32840678352635444	1.02932329456305	0.010706903327743822	-0.0960615587727817	-0.11583713429118547	0.543630884176009	-0.3922093407255265	0.567323196877817	0.019705922089286565	-0.0723692460709746	-0.1044236443497728	0.0224000047362538	-0.1942141471935861	0.01055384838535	-0.13076327355331907	-0.0842154024218784	-0.22539514881609812	-0.143446184176396	-0.2732497576724564	0.697630916737755	-0.28794399946592475	0.721323229439562	-0.12558138211525605	0.614707822281431	-0.1888368224553798	0.472553946070588	-0.33565681637297007	0.37778469526336	-0.41720990772894795	-1.13852331765229	-0.42829757230997445	0.223784662701614	-0.3068794664956893	0.0224000047362538	-0.155094148300974	1.53870801765191	-0.2384625065776902	0.117169255543482	-0.09587594844835601	-1.13852331765229	0.021364664985877413	-1.57683110263572	-0.3108184957221587	1.05301560726486	-0.21298603658212967	1.05301560726486	0.0583996143425467	0.21193850635071	0.15280803471973625	-0.972677128739644	0.19041425090785657	-0.972677128739644	0.1477437741046146	-0.00129230796555331	0.2669897666982839	-0.321138529439949	0.2381606985704796	-1.19775409940681	1.2043357223675828	0.08672245835081242	0.08672245835081242	0.026014127466688332
20000	-71.28612178847067	-1.16274764685119	-70.12337414161948	1.0566384668969184	-0.08923852115752506	0.235630819052517	-0.18229013808399208	0.709477073088659	-0.09503502153600851	0.129015411894385	-0.4173168928483486	1.76378498831907	-0.20759320105118118	0.685784760386852	0.0967350573988408	0.792400167544984	0.128033673782447	2.40347743126787	0.011096390557665092	-1.29252335021404	0.29508502318084795	-1.90852348046102	-0.44819995003993895	1.32547720333564	-0.010937025325973737	-0.498830874703502	0.019024652024116406	1.20701563982661	0.11420502542719424	0.0816307864907713	-0.02740271313519682	-0.261907747685431	0.22300051204565663	-2.08621582572458	0.13973461217323369	-1.4939080081794	-0.20172667566962077	-0.143446184176396	0.23477907781639495	-2.1691389201809	-0.1121923337159132	-0.854215565230608	-0.15722387115694292	0.709477073088659	0.09774176273303614	0.152707724596193	0.10642739429054515	-0.640984750914345	0.2605989975738756	-1.69529266614476	0.08613459803709622	0.129015411894385	0.04719939301776588	-0.250061591334528	-0.02093792450812426	1.40840029779197	-0.354753377509355	1.02932329456305	0.12037928310503565	-0.0960615587727817	-0.18445680113346485	0.543630884176009	-0.21073124519097397	0.567323196877817	0.0639810785076993	-0.0723692460709746	-0.18812268458274217	0.0224000047362538	-0.29963696656835626	0.01055384838535	-0.11953603550571401	-0.0842154024218784	-0.01020335962740937	-0.143446184176396	-0.1998125891747602	0.697630916737755	-0.17571460478558087	0.721323229439562	-0.21493651750426435	0.614707822281431	-0.5085303456869013	0.472553946070588	-0.24651529637176872	0.37778469526336	-0.14602787318876476	-1.13852331765229	-0.40314099865520947	0.223784662701614	-0.3342052308708876	0.0224000047362538	-0.5316811369065229	1.53870801765191	-0.24290492480307257	0.117169255543482	-0.030403087585778588	-1.13852331765229	0.3374293629176941	-1.57683110263572	-0.07114125038367614	1.05301560726486	-0.026979325236327956	1.05301560726486	0.13521438886542336	0.21193850635071	0.10226628428307971	-0.972677128739644	0.1790793513450608	-0.972677128739644	0.16823598762688752	-0.00129230796555331	0.30694882094947906	-0.321138529439949	0.7851834186883948	-1.19775409940681	0.652819122971459	0.10650455671195191	0.10650455671195191	0.03274334982454557
30000	-62.30646340977842	-3.1008115005964028	-59.205651909182016	1.1076055108618723	-0.05836587679574223	0.235630819052517	-0.10598347063720315	0.709477073088659	-0.08417720857632327	0.129015411894385	-0.23807998946867692	1.76378498831907	-0.05514479790733495	0.685784760386852	0.08247714537525641	0.792400167544984	0.09211138477336522	2.40347743126787	0.3241971491230988	-1.29252335021404	0.32076044179756136	-1.90852348046102	-0.2924537858814773	1.32547720333564	-0.10745569252626486	-0.498830874703502	0.03221323339340909	1.20701563982661	0.07409521333201496	0.0816307864907713	-0.1219945597901706	-0.261907747685431	0.24639509387983227	-2.08621582572458	0.24553990626927247	-1.4939080081794	-0.10495165690383357	-0.143446184176396	0.18095091828956122	-2.1691389201809	-0.05576053487270327	-0.854215565230608	-0.05292658410801554	0.709477073088659	0.11472821914079256	0.152707724596193	0.1477172236731903	-0.640984750914345	0.5708242956158163	-1.69529266614476	0.08287587015088249	0.129015411894385	0.1067951238663365	-0.250061591334528	-0.27933670900600927	1.40840029779197	-0.18690578435954208	1.02932329456305	0.07815162390605113	-0.0960615587727817	-0.1128331019983384	0.543630884176009	-0.012377939384378367	0.567323196877817	0.05918006704440493	-0.0723692460709746	-0.12226393971558291	0.0224000047362538	-0.07159872184027183	0.01055384838535	-0.28735620709587906	-0.0842154024218784	-0.19886728865015701	-0.143446184176396	-0.3001202598688828	0.697630916737755	-0.3859852448093748	0.721323229439562	-0.3167165517610071	0.614707822281431	-0.35569767270440966	0.472553946070588	-0.30493957783330905	0.37778469526336	-0.07591938649358032	-1.13852331765229	-0.2530046321346988	0.223784662701614	-0.06202593375366883	0.0224000047362538	-0.44707402773330895	1.53870801765191	-0.17477670650750254	0.117169255543482	-0.13334753269800892	-1.13852331765229	0.11639389595857064	-1.57683110263572	-0.32887077098032513	1.05301560726486	-0.2824197118644627	1.05301560726486	0.03262083004990024	0.21193850635071	0.3736496176009987	-0.972677128739644	0.023471087069996566	-0.972677128739644	0.3231077999192693	-0.00129230796555331	0.35861742439969535	-0.321138529439949	0.281456806766893	-1.19775409940681	1.0844363666146064	0.15034018038836652	0.15034018038836652	0.03973036113610302
40000	-114.12025752208896	0.687314161655868	-114.80757168374483	1.0759962610157188	-0.0495742876507721	0.235630819052517	-0.2917991274789602	0.709477073088659	-0.45942710657582	0.129015411894385	-0.44800147528012935	1.76378498831907	-0.2162717849444511	0.685784760386852	1.0522563617925498	0.792400167544984	0.2700402085356559	2.40347743126787	1.131162334028544	-1.29252335021404	0.8260128604417096	-1.90852348046102	-0.1812046538402412	1.32547720333564	-0.009336551908819768	-0.498830874703502	0.1672789123375813	1.20701563982661	0.052645316265392594	0.0816307864907713	-0.39477448217450894	-0.261907747685431	0.5410831235064113	-2.08621582572458	0.5324363631592834	-1.4939080081794	-0.42197623890174074	-0.143446184176396	0.12766956134520746	-2.1691389201809	-0.4375375825931358	-0.854215565230608	-0.3691405587777701	0.709477073088659	0.04654500646781634	0.152707724596193	0.3752015816001002	-0.640984750914345	0.8866122346961527	-1.69529266614476	0.04523237749920983	0.129015411894385	0.36801255467457805	-0.250061591334528	-0.006584385420500105	1.40840029779197	-0.705599396947137	1.02932329456305	0.5478198469274727	-0.0960615587727817	-0.24826192511012524	0.543630884176009	-0.7293125044450033	0.567323196877817	0.4360807398773432	-0.0723692460709746	-0.07939007544340004	0.0224000047362538	-0.21033016089001477	0.01055384838535	-0.19035507019570197	-0.0842154024218784	-0.10469892430436722	-0.143446184176396	-0.7065627151643172	0.697630916737755	-0.5382949513312465	0.721323229439562	-0.6263972961017221	0.614707822281431	-0.5823089561771422	0.472553946070588	-0.6904716111447451	0.37778469526336	-0.23625600328873464	-1.13852331765229	-0.2950495300915945	0.223784662701614	-0.2635504828893547	0.0224000047362538	-0.17886765331860355	1.53870801765191	-0.27580974011428805	0.117169255543482	-0.5024821996694622	-1.13852331765229	0.29061780483148025	-1.57683110263572	-0.07237589085102969	1.05301560726486	-0.13191444965361954	1.05301560726486	0.056259293355790385	0.21193850635071	0.3705005995547088	-0.972677128739644	0.8990461905224276	-0.972677128739644	0.23817701869997432	-0.00129230796555331	0.8966851668692333	-0.321138529439949	1.0602537753201964	-1.19775409940681	0.15912486607564952	0.03592640366690096	0.03592640366690096	0.02673420198496762
50000	-108.86067895005519	0.7197015284762305	-109.58038047853142	1.107576061027714	-0.38643552520176216	0.235630819052517	-0.4263546349950036	0.709477073088659	-0.33932853202037916	0.129015411894385	-0.47397946906838806	1.76378498831907	-0.3266480508139351	0.685784760386852	0.272259860462575	0.792400167544984	0.08871558263437551	2.40347743126787	0.5502807736480879	-1.29252335021404	0.5489213539571687	-1.90852348046102	-0.4327072047086946	1.32547720333564	-0.17252303794611	-0.498830874703502	0.010182246563175346	1.20701563982661	0.2738273219384264	0.0816307864907713	-0.4016835639235785	-0.261907747685431	0.22787351939514444	-2.08621582572458	0.43883514372206855	-1.4939080081794	-0.26213945280496787	-0.143446184176396	0.3751322633895757	-2.1691389201809	-0.412540063167951	-0.854215565230608	-0.065599508246035	0.709477073088659	0.047777407252242776	0.152707724596193	0.2674023147613904	-0.640984750914345	0.15133645108763671	-1.69529266614476	0.17848533917509313	0.129015411894385	0.20712534990911258	-0.250061591334528	-0.4828633508932547	1.40840029779197	-0.6110368053374406	1.02932329456305	0.720708564744067	-0.0960615587727817	-0.3570743225207984	0.543630884176009	-0.21127783840698977	0.567323196877817	0.3140876070724905	-0.0723692460709746	-0.6567444517523748	0.0224000047362538	-0.30135172975690283	0.01055384838535	-0.12338114531446687	-0.0842154024218784	-0.003294994963923603	-0.143446184176396	-0.7640658126751854	0.697630916737755	-0.5587019326804885	0.721323229439562	-0.4275382861438104	0.614707822281431	-0.24418394100615592	0.472553946070588	-0.3212562203185303	0.37778469526336	-0.09152280447466077	-1.13852331765229	-0.39931911003003506	0.223784662701614	-0.7650132899290607	0.0224000047362538	-0.8456765735529166	1.53870801765191	-0.5452039859746034	0.117169255543482	-0.4061844788671336	-1.13852331765229	0.21528740467794205	-1.57683110263572	-0.35345631227026253	1.05301560726486	-0.5081783219737905	1.05301560726486	0.12394227705544103	0.21193850635071	0.5957459574761024	-0.972677128739644	0.3920188897292016	-0.972677128739644	0.8079172797306458	-0.00129230796555331	0.4924076871730072	-0.321138529439949	0.4378726999133691	-1.19775409940681	0.17058505354201095	0.03393044825824093	0.03393044825824093	0.031478155066861066
60000	-76.13873455429462	-2.6463736868846217	-73.49236086741	1.1046602576280629	-0.04090723453335121	0.235630819052517	-0.0869171379675997	0.709477073088659	-0.15172242712927897	0.129015411894385	-0.25662714042305357	1.76378498831907	-0.03691413447909353	0.685784760386852	0.24063647951313083	0.792400167544984	0.12899648218711768	2.40347743126787	0.16050545959979923	-1.29252335021404	0.1286643426665961	-1.90852348046102	-0.10112031795597543	1.32547720333564	-0.018114899956323427	-0.498830874703502	0.15210635808191086	1.20701563982661	0.07917035694783858	0.0816307864907713	-0.11169376750887117	-0.261907747685431	0.23482666749109415	-2.08621582572458	0.17725753469436256	-1.4939080081794	-0.19011709433880575	-0.143446184176396	0.009864456299983448	-2.1691389201809	-0.12177395790288648	-0.854215565230608	-0.11453520023117059	0.709477073088659	0.02138140797931154	0.152707724596193	0.07357924658598991	-0.640984750914345	0.4527553945981637	-1.69529266614476	0.10474488596523224	0.129015411894385	0.13599681445715817	-0.250061591334528	-0.10460125929918074	1.40840029779197	-0.587549951424224	1.02932329456305	0.018922303954914454	-0.0960615587727817	-0.03359349320236005	0.543630884176009	-0.1629836620593912	0.567323196877817	0.06304282280994955	-0.0723692460709746	-0.17108523450809043	0.0224000047362538	-0.03788808828414969	0.01055384838535	-0.09542304385476719	-0.0842154024218784	-0.2773669274324455	-0.143446184176396	-0.40933374811229783	0.697630916737755	-0.3066486326337605	0.721323229439562	-0.3716309637047279	0.614707822281431	-0.3239243586975791	0.472553946070588	-0.23048618339340265	0.37778469526336	-0.06262712707991058	-1.13852331765229	-0.40618161974169165	0.223784662701614	-0.12142392646564182	0.0224000047362538	-0.290000977428849	1.53870801765191	-0.06095525112259348	0.117169255543482	-0.10196355259032974	-1.13852331765229	0.1379600587737808	-1.57683110263572	-0.39469089656983636	1.05301560726486	-0.2871797994560332	1.05301560726486	0.07558473127054488	0.21193850635071	0.11558315759838744	-0.972677128739644	0.20557167203755378	-0.972677128739644	0.5539305802103229	-0.00129230796555331	0.9868037940311338	-0.321138529439949	0.401932511533845	-1.19775409940681	0.9672671042768181	0.11902923155845878	0.11902923155845878	0.029118507991462744
70000	-81.23880935501722	-0.45228530295030556	-80.78652405206692	1.0261401792299685	-0.3996519080421552	0.235630819052517	-0.4911992084141332	0.709477073088659	-0.20121327475696305	0.129015411894385	-0.09457041235292007	1.76378498831907	-0.14353091876137203	0.685784760386852	0.19056685383433036	0.792400167544984	0.3247808867826998	2.40347743126787	0.5710428317299445	-1.29252335021404	0.49962002296713814	-1.90852348046102	-0.20509748659734073	1.32547720333564	-0.09983607224515745	-0.498830874703502	0.10254694650735896	1.20701563982661	0.09655002345713193	0.0816307864907713	-0.11152460261557806	-0.261907747685431	0.15486694344484553	-2.08621582572458	0.09236894316876332	-1.4939080081794	-0.18151905636273935	-0.143446184176396	0.02393705102218968	-2.1691389201809	-0.03175490238361012	-0.854215565230608	-0.060632850966223284	0.709477073088659	0.1385564924853857	0.152707724596193	0.15985752046901003	-0.640984750914345	0.390154947345436	-1.69529266614476	0.2158363662866256	0.129015411894385	0.11559516257794034	-0.250061591334528	-0.027614310098938555	1.40840029779197	-0.13429072662290897	1.02932329456305	0.07589308358982017	-0.0960615587727817	-0.014583727692168313	0.543630884176009	-0.06089175932422908	0.567323196877817	0.31282139399658226	-0.0723692460709746	-0.30097533930062026	0.0224000047362538	-0.16946752605888205	0.01055384838535	-0.13379249179747044	-0.0842154024218784	-0.12187922699858955	-0.143446184176396	-0.22272119333429607	0.697630916737755	-0.24608996612578693	0.721323229439562	-0.2547788284124315	0.614707822281431	-0.09265957754452558	0.472553946070588	-0.14728883183764574	0.37778469526336	-0.17910383458908896	-1.13852331765229	-0.2444888707217927	0.223784662701614	-0.17175573026353996	0.0224000047362538	-0.21484886808775316	1.53870801765191	-0.03178769398745307	0.117169255543482	-0.04043394682153867	-1.13852331765229	0.10971883979614483	-1.57683110263572	-0.3948086501277266	1.05301560726486	-0.30811659745582065	1.05301560726486	0.042337461097451845	0.21193850635071	0.2974552826950363	-0.972677128739644	0.697106725129462	-0.972677128739644	0.8746518765283673	-0.00129230796555331	1.0989563445830148	-0.321138529439949	0.09969283388353634	-1.19775409940681	0.5116651354901528	0.05658164987691759	0.05658164987691759	0.021989781107298177
80000	-82.56723105275034	-0.8691078339459763	-81.69812321880437	1.0790296887170767	-0.30454625113462774	0.235630819052517	-0.3482793426056656	0.709477073088659	-0.025940259695600876	0.129015411894385	-0.5544231497212717	1.76378498831907	-0.48977264478392146	0.685784760386852	0.1709104873077072	0.792400167544984	0.04260922086403296	2.40347743126787	0.3877833052274553	-1.29252335021404	0.24897549793810136	-1.90852348046102	-0.11929205456289327	1.32547720333564	-0.04150988241836395	-0.498830874703502	0.14655160294676017	1.20701563982661	0.26431897597462206	0.0816307864907713	-0.02676192680206313	-0.261907747685431	0.5394776009617777	-2.08621582572458	0.12931314511658143	-1.4939080081794	-0.11780974343662698	-0.143446184176396	0.3016107946988389	-2.1691389201809	-0.1273518534131386	-0.854215565230608	-0.16214926155955567	0.709477073088659	0.0428039170956922	0.152707724596193	0.21539680146320306	-0.640984750914345	0.051645137103891514	-1.69529266614476	0.3629107855277125	0.129015411894385	0.04689499705167166	-0.250061591334528	-0.1443357089631827	1.40840029779197	-0.23258492337094894	1.02932329456305	0.2219208268722519	-0.0960615587727817	-0.1334347949949608	0.543630884176009	-0.2111238557788937	0.567323196877817	0.26407280120011767	-0.0723692460709746	-0.2120018706789102	0.0224000047362538	-0.2303004875247614	0.01055384838535	-0.31301573757095724	-0.0842154024218784	-0.36671371121497165	-0.143446184176396	-0.2429036496109631	0.697630916737755	-0.2926193702728819	0.721323229439562	-0.13624664585358603	0.614707822281431	-0.2311842341751027	0.472553946070588	-0.34074788571698944	0.37778469526336	-0.06679596874603888	-1.13852331765229	-0.2926385389370587	0.223784662701614	-0.15367744460057575	0.0224000047362538	-0.4506724793584125	1.53870801765191	-0.29676545018267086	0.117169255543482	-0.01809609821824054	-1.13852331765229	0.5142205635120292	-1.57683110263572	-0.21688954532205096	1.05301560726486	-0.20955585434453483	1.05301560726486	0.3238691643495488	0.21193850635071	0.028088769471979358	-0.972677128739644	0.5979131588122986	-0.972677128739644	0.20500277670029843	-0.00129230796555331	0.34997637052873065	-0.321138529439949	0.14224294515230418	-1.19775409940681	0.5796884103971811	0.08819625239213862	0.08819625239213862	0.029243914838234512
90000	-80.37286539647765	0.0036514210309377404	-80.37651681750859	1.0082080950383179	-0.29548205977678466	0.235630819052517	-0.3197293361475242	0.709477073088659	-0.07385969198540976	0.129015411894385	-0.10962282376967813	1.76378498831907	-0.2710813149128466	0.685784760386852	0.04868220417379221	0.792400167544984	0.07017032229872955	2.40347743126787	0.2688810392515377	-1.29252335021404	0.27493769708073956	-1.90852348046102	-0.3057066244414115	1.32547720333564	-0.14180387387100946	-0.498830874703502	0.0157518536357224	1.20701563982661	0.05404064632634498	0.0816307864907713	-0.0321358691486171	-0.261907747685431	0.08249714394315011	-2.08621582572458	0.4519074290725571	-1.4939080081794	-0.12774314168447032	-0.143446184176396	0.1428170274370273	-2.1691389201809	-0.05172737382933357	-0.854215565230608	-0.10403588767994498	0.709477073088659	0.09843013032765935	0.152707724596193	0.1776309235202682	-0.640984750914345	0.13847546659154553	-1.69529266614476	0.13841306545217535	0.129015411894385	0.18487578025158413	-0.250061591334528	-0.035682792737141034	1.40840029779197	-0.4271441469677786	1.02932329456305	0.280208376671494	-0.0960615587727817	-0.054651696159926155	0.543630884176009	-0.018319271027344985	0.567323196877817	0.16414904861427915	-0.0723692460709746	-0.02119612521654113	0.0224000047362538	-0.23781364534597804	0.01055384838535	-0.3585445769983002	-0.0842154024218784	-0.19828280402634557	-0.143446184176396	-0.39008706393458503	0.697630916737755	-0.3920905743443892	0.721323229439562	-0.3329082033516113	0.614707822281431	-0.36221880714036603	0.472553946070588	-0.4232020262573246	0.37778469526336	-0.22442888772671266	-1.13852331765229	-0.2504329836830115	0.223784662701614	-0.3088327865244409	0.0224000047362538	-0.23539868463049363	1.53870801765191	-0.02991453086900986	0.117169255543482	-0.019887285661903897	-1.13852331765229	0.10602234613043549	-1.57683110263572	-0.2161848159334776	1.05301560726486	-0.48150913135692064	1.05301560726486	0.004481814762228531	0.21193850635071	0.6126913638679716	-0.972677128739644	0.09377611053165502	-0.972677128739644	0.3767994149858991	-0.00129230796555331	0.6314999774346415	-0.321138529439949	0.6183416778174937	-1.19775409940681	0.39228632504567684	0.016638932912666427	0.016638932912666427	0.014008478904140542
