# BEAST v10.5.0
# Generated Fri Dec 05 11:15:30 PST 2025 [seed=1764962065192]
# -window -working -options
state	posterior	prior	likelihood	null1	Bomarea_brevis_Bolivia_Teran1759.latent1	Bomarea_brevis_Bolivia_Teran1759.latent2	Bomarea_coccinea_Peru_Nunez13229.latent1	Bomarea_coccinea_Peru_Nunez13229.latent2	Bomarea_sp__oso_Peru_Graham12613.latent1	Bomarea_sp__oso_Peru_Graham12613.latent2	Bomarea_pumila_Bolivia_Fuentes13830.latent1	Bomarea_pumila_Bolivia_Fuentes13830.latent2	Bomarea_secundifolia_Peru_Macbride4962.latent1	Bomarea_secundifolia_Peru_Macbride4962.latent2	Bomarea_dispar_Peru_SchunkeV_3544.latent1	Bomarea_dispar_Peru_SchunkeV_3544.latent2	Bomarea_sp__ponillalsoya_Peru_Graham12616.latent1	Bomarea_sp__ponillalsoya_Peru_Graham12616.latent2	Bomarea_diffracta_Colombia_Tribble12.latent1	Bomarea_diffracta_Colombia_Tribble12.latent2	Bomarea_amilcariana_Venezuela_Dorr8337.latent1	Bomarea_amilcariana_Venezuela_Dorr8337.latent2	Bomarea_peruviana_Peru_Stein2033B.latent1	Bomarea_peruviana_Peru_Stein2033B.latent2	Bomarea_setacea_Colombia_Tribble7.latent1	Bomarea_setacea_Colombia_Tribble7.latent2	Bomarea_sp__catanatasoya_Peru_Graham12611.latent1	Bomarea_sp__catanatasoya_Peru_Graham12611.latent2	Bomarea_ampayesana_Peru_Bocke3215.latent1	Bomarea_ampayesana_Peru_Bocke3215.latent2	Bomarea_macrocephala_Bolivia_Vargas7052.latent1	Bomarea_macrocephala_Bolivia_Vargas7052.latent2	Bomarea_involucrosa_Peru_Galiano6988.latent1	Bomarea_involucrosa_Peru_Galiano6988.latent2	Bomarea_andimarcana_Peru_Suclli1307.latent1	Bomarea_andimarcana_Peru_Suclli1307.latent2	Bomarea_libertadensis_Peru_Alayo020.latent1	Bomarea_libertadensis_Peru_Alayo020.latent2	Bomarea_porrecta_Peru_AlayoB_020.latent1	Bomarea_porrecta_Peru_AlayoB_020.latent2	Bomarea_albimontana_Peru_LeivaS_N_.latent1	Bomarea_albimontana_Peru_LeivaS_N_.latent2	Bomarea_aurantiaca_Bolivia_Fuentes13880.latent1	Bomarea_aurantiaca_Bolivia_Fuentes13880.latent2	Bomarea_cornuta_Bolivia_Fuentes17664.latent1	Bomarea_cornuta_Bolivia_Fuentes17664.latent2	Bomarea_campylophylla_Bolivia_Maldonado3174.latent1	Bomarea_campylophylla_Bolivia_Maldonado3174.latent2	Bomarea_ovata_Peru_Farfan526.latent1	Bomarea_ovata_Peru_Farfan526.latent2	Bomarea_brachysepala_Ecuador_Jorgensen2129.latent1	Bomarea_brachysepala_Ecuador_Jorgensen2129.latent2	Bomarea_hieronymi_Ecuador_Aluarez2557.latent1	Bomarea_hieronymi_Ecuador_Aluarez2557.latent2	Bomarea_linifolia_Colombia_Tribble8.latent1	Bomarea_linifolia_Colombia_Tribble8.latent2	Bomarea_lutea_Ecuador_vanderWerff12169.latent1	Bomarea_lutea_Ecuador_vanderWerff12169.latent2	Bomarea_multipes_Alzate3153.latent1	Bomarea_multipes_Alzate3153.latent2	Bomarea_torta_Alzate3270.latent1	Bomarea_torta_Alzate3270.latent2	Bomarea_angulata_Peru_Quiroz3208.latent1	Bomarea_angulata_Peru_Quiroz3208.latent2	Bomarea_trichophylla_Venezuela_Rivero1217.latent1	Bomarea_trichophylla_Venezuela_Rivero1217.latent2	Bomarea_densiflora_Alzate3151.latent1	Bomarea_densiflora_Alzate3151.latent2	Bomarea_cf_anceps_Peru_LopezM_8913.latent1	Bomarea_cf_anceps_Peru_LopezM_8913.latent2	Bomarea_distichifolia_CultivatedinCA_SFBG20120053.latent1	Bomarea_distichifolia_CultivatedinCA_SFBG20120053.latent2	Bomarea_nervosa_Alzate3154.latent1	Bomarea_nervosa_Alzate3154.latent2	Bomarea_euryphylla_Ecuador_Vargas2930.latent1	Bomarea_euryphylla_Ecuador_Vargas2930.latent2	Bomarea_vestita_AlzateS_N_.latent1	Bomarea_vestita_AlzateS_N_.latent2	Bomarea_patinii_Colombia_Tribble3.latent1	Bomarea_patinii_Colombia_Tribble3.latent2	Bomarea_patacocensis_Ecuador_Luteyn14078.latent1	Bomarea_patacocensis_Ecuador_Luteyn14078.latent2	Bomarea_multiflora_AlzateS_N_.latent1	Bomarea_multiflora_AlzateS_N_.latent2	Bomarea_multiflora_CultivatedinCAfromCol_Greenhouse.latent1	Bomarea_multiflora_CultivatedinCAfromCol_Greenhouse.latent2	Bomarea_bredemeyerana_Venezuela_Liesner7935.latent1	Bomarea_bredemeyerana_Venezuela_Liesner7935.latent2	Bomarea_chiriquina_Panama_Hammel6374.latent1	Bomarea_chiriquina_Panama_Hammel6374.latent2	Bomarea_hirsuta_CR_Bonifacino6052.latent1	Bomarea_hirsuta_CR_Bonifacino6052.latent2	Bomarea_puracensis_GarciaBarriga13025.latent1	Bomarea_puracensis_GarciaBarriga13025.latent2	Bomarea_suberecta_CR_Bonifacino6053.latent1	Bomarea_suberecta_CR_Bonifacino6053.latent2	Bomarea_bredemeyerana_Colombia_Tribble06.latent1	Bomarea_bredemeyerana_Colombia_Tribble06.latent2	Bomarea_tarmensis_Bolivia_Fernandez3467.latent1	Bomarea_tarmensis_Bolivia_Fernandez3467.latent2	Bomarea_chaparensis_Bolivia_Steinbach8897.latent1	Bomarea_chaparensis_Bolivia_Steinbach8897.latent2	Bomarea_weigendii_Peru_Davis1224.latent1	Bomarea_weigendii_Peru_Davis1224.latent2	Bomarea_speciosa_Bolivia_Cornejo800.latent1	Bomarea_speciosa_Bolivia_Cornejo800.latent2	Bomarea_edulis_Argentina_Novara2378.latent1	Bomarea_edulis_Argentina_Novara2378.latent2	Bomarea_edulis_MorelosN_Tribble325.latent1	Bomarea_edulis_MorelosN_Tribble325.latent2	Bomarea_obovata_Ecuador_Clark4985.latent1	Bomarea_obovata_Ecuador_Clark4985.latent2	Bomarea_ovallei_KEW.latent1	Bomarea_ovallei_KEW.latent2	Bomarea_salsilla_Chile_Ackerman545.latent1	Bomarea_salsilla_Chile_Ackerman545.latent2	precisionMatrix11	precisionMatrix12	precisionMatrix21	precisionMatrix22
0	-167.1717520409697	1.183583851483633	-168.35533589245333	1.0	0.0	0.230668175779539	0.0	0.708267982374545	0.0	0.125747605668093	0.0	1.77092755204843	0.0	0.684387992044795	1.0	0.791847948528671	1.0	2.41576769449316	1.0	-1.30959120048936	1.0	-1.93047094906286	0.0	1.32914773094805	0.0	-0.509611524442721	1.0	1.20878491412613	1.0	0.0754482386361619	0.0	-0.270811621145218	1.0	-2.10957087653599	1.0	-1.51257111829223	0.0	-0.151411669496466	1.0	-2.19315084269012	0.0	-0.867811379388975	0.0	0.708267982374545	1.0	0.147088209625413	1.0	-0.652891466421223	1.0	-1.71555103609511	1.0	0.123208219295663	1.0	-0.258871625980342	0.0	1.41272769710218	0.0	1.03064785182617	1.0	-0.103651688836965	0.0	0.541108050066293	0.0	0.564988040396043	1.0	-0.079771698507215	0.0	0.0157482628117864	0.0	0.00380826764691092	0.0	-0.0917116936720904	0.0	-0.151411669496466	0.0	0.69632798720967	0.0	0.72020797753942	0.0	0.612748021055544	0.0	0.469468079077042	0.0	0.373948117758041	0.0	0.373948117758041	0.0	-1.15437126334598	0.0	0.218728180614664	0.0	0.0157482628117864	0.0	1.54406764391581	0.0	0.111268224130787	0.0	-1.15437126334598	1.0	-1.59615108444636	0.0	1.05452784215592	0.0	1.05452784215592	1.0	0.206788185449788	1.0	-0.987211331037727	1.0	-0.987211331037727	1.0	-0.00813172751796397	1.0	-0.330511596969593	1.0	-1.21407123917035	0.05	0.0	0.0	0.05
10000	-114.30978501799684	0.3682711912764911	-114.67805620927334	1.0957507739106507	-0.021298115164066544	0.230668175779539	-0.35442419165096317	0.708267982374545	-0.48418521472497544	0.125747605668093	-0.45874418244768367	1.77092755204843	-0.20435127910696904	0.684387992044795	0.30830263583212414	0.791847948528671	0.03376162448576725	2.41576769449316	0.8245510686664719	-1.30959120048936	0.4701436921914264	-1.93047094906286	-0.31103920124985796	1.32914773094805	-0.3762681420526337	-0.509611524442721	0.027319555212666602	1.20878491412613	0.2335895012945326	0.0754482386361619	-0.11278849884065067	-0.270811621145218	0.789748834359913	-2.10957087653599	0.8772655795295954	-1.51257111829223	-0.4023870648414549	-0.151411669496466	0.01969650088200381	-2.19315084269012	-0.18469717891073145	-0.867811379388975	-0.05827820988455401	0.708267982374545	0.13284024278008788	0.147088209625413	0.25129371836829395	-0.652891466421223	1.2568394698494603	-1.71555103609511	0.07590321616033857	0.123208219295663	0.3825560336800764	-0.258871625980342	-0.10030360331323385	1.41272769710218	-0.1356505947546185	1.03064785182617	0.2687257297871608	-0.103651688836965	-0.5525220974385376	0.541108050066293	-0.05220348699589139	0.564988040396043	0.22193279180471115	-0.079771698507215	-0.802188514336543	0.0157482628117864	-0.2841370212515575	0.00380826764691092	-0.033604848899509765	-0.0917116936720904	-0.26034922456560894	-0.151411669496466	-0.7109259235540415	0.69632798720967	-0.49906598051188733	0.72020797753942	-1.0423426480869922	0.612748021055544	-0.16908136901923498	0.469468079077042	-0.9274742896951407	0.373948117758041	-0.21357137233219836	0.373948117758041	-0.147984921849857	-1.15437126334598	-0.4440033114296058	0.218728180614664	-0.3613511049795899	0.0157482628117864	-0.46794388419817046	1.54406764391581	-0.3788264585007821	0.111268224130787	-0.24720289997499312	-1.15437126334598	0.3047900945909623	-1.59615108444636	-0.4547214030457185	1.05452784215592	-0.39750137886689196	1.05452784215592	0.31267350249630055	0.206788185449788	1.1096247917476731	-0.987211331037727	0.23960218795064403	-0.987211331037727	0.38765184572283795	-0.00813172751796397	0.30998394284617636	-0.330511596969593	0.7370418086132964	-1.21407123917035	0.184956370491501	0.04573855092780492	0.04573855092780492	0.02270266076129342
20000	-122.8476393517326	0.634685038601221	-123.48232439033382	1.095580127415766	-0.6025705687108627	0.230668175779539	-0.635740698349647	0.708267982374545	-0.20992395654047935	0.125747605668093	-0.7146102617635808	1.77092755204843	-0.06355752906333523	0.684387992044795	0.5325118907907802	0.791847948528671	0.22160522849612785	2.41576769449316	0.7325697066684616	-1.30959120048936	1.3959170027478438	-1.93047094906286	-0.4770591814550167	1.32914773094805	-0.2524253573137234	-0.509611524442721	0.4375914847796398	1.20878491412613	0.3570245919306001	0.0754482386361619	-0.015969804389123654	-0.270811621145218	0.43392292734502	-2.10957087653599	0.2677404315367109	-1.51257111829223	-0.4117893202780629	-0.151411669496466	0.38021754132849805	-2.19315084269012	-0.12647184611842466	-0.867811379388975	-0.3241229171932969	0.708267982374545	0.007979454943764175	0.147088209625413	0.6682259709311085	-0.652891466421223	0.28360727565721633	-1.71555103609511	0.44309496368188817	0.123208219295663	0.13430471290131418	-0.258871625980342	-0.2738041058533913	1.41272769710218	-0.30232407383959425	1.03064785182617	0.2393997877900529	-0.103651688836965	-0.024037054846960837	0.541108050066293	-0.6769279294148904	0.564988040396043	0.5015507140621378	-0.079771698507215	-0.6456266130286881	0.0157482628117864	-0.22240231824101508	0.00380826764691092	-0.6659445795393133	-0.0917116936720904	-1.1701066181559368	-0.151411669496466	-0.35734308930713476	0.69632798720967	-0.15149551701077257	0.72020797753942	-0.5914835626276349	0.612748021055544	-0.8051625339742625	0.469468079077042	-0.5546843892672808	0.373948117758041	-0.7140593727191749	0.373948117758041	-0.00668101813576194	-1.15437126334598	-0.4789685396820331	0.218728180614664	-0.39465926472982993	0.0157482628117864	-1.0800310850754353	1.54406764391581	-1.1917499952393182	0.111268224130787	-0.3366849561170906	-1.15437126334598	0.05768210563674314	-1.59615108444636	-1.1553377812829233	1.05452784215592	-0.9756751315760583	1.05452784215592	0.5316731400857093	0.206788185449788	0.264034451937575	-0.987211331037727	0.4012309829972851	-0.987211331037727	0.3167950656539571	-0.00813172751796397	1.6476772823249834	-0.330511596969593	0.26540999423410416	-1.21407123917035	0.10302144817428961	0.030873646690169777	0.030873646690169777	0.024946833714843124
30000	-104.5735460849694	0.4615502763346324	-105.03509636130403	1.0641965354577834	-0.3184517526380881	0.230668175779539	-0.4623708200257979	0.708267982374545	-0.43008710133041705	0.125747605668093	-0.5979794048752676	1.77092755204843	-0.5293894275632556	0.684387992044795	0.22774590731529454	0.791847948528671	0.3170912497523437	2.41576769449316	0.49833438048142353	-1.30959120048936	0.24353395425080437	-1.93047094906286	-0.1631603934793091	1.32914773094805	-0.39042672943675294	-0.509611524442721	0.05939265771620761	1.20878491412613	0.28468042165570995	0.0754482386361619	-0.29471146295461703	-0.270811621145218	0.20582312182714824	-2.10957087653599	0.5602473669287016	-1.51257111829223	-0.24357649788538094	-0.151411669496466	0.315143860511655	-2.19315084269012	-0.2007542818202559	-0.867811379388975	-0.11436860819169414	0.708267982374545	0.11822019438340514	0.147088209625413	0.14074713439413644	-0.652891466421223	0.6101545285958117	-1.71555103609511	0.09092617916964363	0.123208219295663	0.04681298155901148	-0.258871625980342	-0.2639264665610672	1.41272769710218	-0.615694229275227	1.03064785182617	0.04003434317413013	-0.103651688836965	-0.18531276154359544	0.541108050066293	-0.04079895490831098	0.564988040396043	0.27224646598504565	-0.079771698507215	-0.018695368877736263	0.0157482628117864	-0.42148209916207957	0.00380826764691092	-0.062219610721417906	-0.0917116936720904	-0.7193628556536973	-0.151411669496466	-0.5065111941947342	0.69632798720967	-0.30149557664192006	0.72020797753942	-0.611605519982902	0.612748021055544	-0.746601111188536	0.469468079077042	-0.7800244998133243	0.373948117758041	-0.5705019143642298	0.373948117758041	-0.0545385911181111	-1.15437126334598	-0.19722983483035694	0.218728180614664	-0.14461668860193044	0.0157482628117864	-0.3260138504897514	1.54406764391581	-0.3603318905767081	0.111268224130787	-0.3137740973010392	-1.15437126334598	0.27010193051525144	-1.59615108444636	-0.21638399018893328	1.05452784215592	-0.5143103822946831	1.05452784215592	0.08503801557972968	0.206788185449788	0.1495697387741839	-0.987211331037727	1.040589838718928	-0.987211331037727	0.06522091184408185	-0.00813172751796397	0.25562084211095026	-0.330511596969593	0.38650246287690027	-1.21407123917035	0.24024082349204798	0.04633492400856146	0.04633492400856146	0.025606278971659
40000	-79.93177060892631	-0.48377129119934503	-79.44799931772697	1.00459537723268	-0.013185190002539038	0.230668175779539	-0.01793626987029917	0.708267982374545	-0.04711195987532246	0.125747605668093	-0.3185049452313542	1.77092755204843	-0.15266176717860347	0.684387992044795	0.24268104887108066	0.791847948528671	0.04600683007335937	2.41576769449316	0.24972847781959673	-1.30959120048936	0.4713234262493313	-1.93047094906286	-0.10205281229542895	1.32914773094805	-0.03335970432816726	-0.509611524442721	0.01694024853529208	1.20878491412613	0.3043944083900074	0.0754482386361619	-0.02171326389019157	-0.270811621145218	0.1266925732401456	-2.10957087653599	0.30344982941370047	-1.51257111829223	-0.05556190428667085	-0.151411669496466	0.11630223613804302	-2.19315084269012	-0.07449926990772782	-0.867811379388975	-0.054710126995451525	0.708267982374545	0.04571188829530026	0.147088209625413	0.3783040253948269	-0.652891466421223	0.008701171604185154	-1.71555103609511	0.2657873004989648	0.123208219295663	0.08086237219791093	-0.258871625980342	-0.016317489276150843	1.41272769710218	-0.408977465603255	1.03064785182617	0.17234435453935215	-0.103651688836965	-0.344307177399668	0.541108050066293	-0.1792287398565069	0.564988040396043	0.14671717997819278	-0.079771698507215	-0.01937507198493127	0.0157482628117864	-0.05679497314777815	0.00380826764691092	-0.13320870027818676	-0.0917116936720904	-0.1838289962374271	-0.151411669496466	-0.39978092814615684	0.69632798720967	-0.4454244973491961	0.72020797753942	-0.28531351218341094	0.612748021055544	-0.24733205576340378	0.469468079077042	-0.6134755018814364	0.373948117758041	-0.34477986351616363	0.373948117758041	-0.15587778636191207	-1.15437126334598	-0.2688026261750185	0.218728180614664	-0.21402819729727818	0.0157482628117864	-0.4451618664601513	1.54406764391581	-0.19976242117807974	0.111268224130787	-0.23567607918248346	-1.15437126334598	0.21881206992920843	-1.59615108444636	-0.1372462649602384	1.05452784215592	-0.3574578573319702	1.05452784215592	0.2909419189815412	0.206788185449788	0.4150754347850685	-0.987211331037727	0.4973621317920609	-0.987211331037727	0.20435888788802825	-0.00813172751796397	0.4061511393696904	-0.330511596969593	0.7637099705052979	-1.21407123917035	0.5336832581496858	0.03733111166194846	0.03733111166194846	0.018203723348654922
50000	-49.203620475380895	-3.1416162103145617	-46.062004265066335	0.9905868609416123	-0.16459003186923038	0.230668175779539	-0.21380477634958006	0.708267982374545	-0.09859607266207338	0.125747605668093	-0.21684984880064695	1.77092755204843	-0.12724969449378887	0.684387992044795	0.003079174513335614	0.791847948528671	0.004129503230180909	2.41576769449316	0.0211927935340388	-1.30959120048936	0.01718699974280402	-1.93047094906286	-0.319544369157547	1.32914773094805	-0.03619110862260144	-0.509611524442721	0.15034490275109103	1.20878491412613	0.030634634792612525	0.0754482386361619	-0.06532433133616156	-0.270811621145218	0.22412201803077836	-2.10957087653599	0.1797822107794873	-1.51257111829223	-0.04325493510919909	-0.151411669496466	0.0978949617466689	-2.19315084269012	-0.00310272760769581	-0.867811379388975	-0.05754339809947728	0.708267982374545	0.02710604936995642	0.147088209625413	0.023376388879980503	-0.652891466421223	0.10710926337483428	-1.71555103609511	0.08638759882606317	0.123208219295663	0.05278830683767732	-0.258871625980342	-0.08320991541998857	1.41272769710218	-2.2445769652224E-4	1.03064785182617	0.09798973436271763	-0.103651688836965	-0.1574994483574239	0.541108050066293	-0.07985453377171892	0.564988040396043	0.1500361286528229	-0.079771698507215	-0.07455633071623291	0.0157482628117864	-0.0486031466454282	0.00380826764691092	-0.08897944843589789	-0.0917116936720904	-0.04697993983180404	-0.151411669496466	-0.23400384732492774	0.69632798720967	-0.25083718366107455	0.72020797753942	-0.24724228434552686	0.612748021055544	-0.23967940862313974	0.469468079077042	-0.2148558184169711	0.373948117758041	-0.05189003891653732	0.373948117758041	-0.06427835353166933	-1.15437126334598	-0.19774830416922007	0.218728180614664	-0.09041571322836028	0.0157482628117864	-0.25833045333975346	1.54406764391581	-0.2493709867864362	0.111268224130787	-0.13865403880267402	-1.15437126334598	0.3180246347461011	-1.59615108444636	-0.17538223403186404	1.05452784215592	-0.05238842771693775	1.05452784215592	0.06632573483104554	0.206788185449788	0.03335187472629464	-0.987211331037727	0.12234030121470729	-0.987211331037727	0.1193659489536203	-0.00813172751796397	0.05468318373459269	-0.330511596969593	0.2728376152701615	-1.21407123917035	1.1464973023911598	0.08661354923038511	0.08661354923038511	0.022722496450878614
60000	-62.71040200596468	-3.278395787468282	-59.4320062184964	0.9301519467576302	-0.06230115631473998	0.230668175779539	-0.17411012850292518	0.708267982374545	-0.07690604707453574	0.125747605668093	-0.14026410720712712	1.77092755204843	-0.06288715400727507	0.684387992044795	0.15949292019706118	0.791847948528671	0.14593577392465584	2.41576769449316	0.28980248917890417	-1.30959120048936	0.22699402463455032	-1.93047094906286	-0.11300439018921349	1.32914773094805	-0.12240744317417063	-0.509611524442721	0.115143184026262	1.20878491412613	0.013291234544817954	0.0754482386361619	-0.06997305820387134	-0.270811621145218	0.3013289591262429	-2.10957087653599	0.16952381264240013	-1.51257111829223	-0.06331304944773009	-0.151411669496466	0.11022786964714215	-2.19315084269012	-0.01024639608756428	-0.867811379388975	-0.006913799051067038	0.708267982374545	0.11588089328396323	0.147088209625413	0.08942154268748914	-0.652891466421223	0.26045843571047045	-1.71555103609511	0.10546957516321487	0.123208219295663	0.06245591671696182	-0.258871625980342	-0.007041411042207235	1.41272769710218	-0.06921503001549434	1.03064785182617	0.03261105320979052	-0.103651688836965	-0.030066515000460425	0.541108050066293	-0.013663288612517865	0.564988040396043	0.17949939099800583	-0.079771698507215	-0.042841793495579594	0.0157482628117864	-0.08371006404007697	0.00380826764691092	-0.3792137826461477	-0.0917116936720904	-0.49017314832939207	-0.151411669496466	-0.33077835469360073	0.69632798720967	-0.32171742286225125	0.72020797753942	-0.25775447257786244	0.612748021055544	-0.25968026698623725	0.469468079077042	-0.16685241760717462	0.373948117758041	-0.27950959026661093	0.373948117758041	-0.2167406348951273	-1.15437126334598	-0.242246080435512	0.218728180614664	-0.3112075755920649	0.0157482628117864	-0.4361643834490565	1.54406764391581	-0.09881668315149494	0.111268224130787	-0.10516771289007054	-1.15437126334598	0.13195743644543656	-1.59615108444636	-0.20808180022881206	1.05452784215592	-0.2533290662023102	1.05452784215592	0.16604138899654508	0.206788185449788	0.0750900404579844	-0.987211331037727	0.3772028015101119	-0.987211331037727	0.21052047390155737	-0.00813172751796397	0.31567111653694324	-0.330511596969593	0.17173999517475025	-1.21407123917035	1.2154955618283771	0.050822423170496844	0.050822423170496844	0.01976978792568983
70000	-77.86342708396947	0.20395856470840856	-78.06738564867788	0.9539266763991996	-0.06819969711210194	0.230668175779539	-0.19777769006680623	0.708267982374545	-0.2527377966940425	0.125747605668093	-0.1912246908885027	1.77092755204843	-0.4168758195917208	0.684387992044795	0.12049115037026747	0.791847948528671	0.006280786717500986	2.41576769449316	0.27622300572198255	-1.30959120048936	0.7026555742985328	-1.93047094906286	-0.1323018050678184	1.32914773094805	-0.18642189867169567	-0.509611524442721	0.10799618029174285	1.20878491412613	0.10838882698596097	0.0754482386361619	-0.04370964263557098	-0.270811621145218	0.4237043742803248	-2.10957087653599	0.05195558926933663	-1.51257111829223	-0.2763097271690613	-0.151411669496466	0.11684532768648404	-2.19315084269012	-0.11126359936512764	-0.867811379388975	-0.06770645527327979	0.708267982374545	0.02121300859905495	0.147088209625413	0.19747628409977191	-0.652891466421223	0.4593588331935121	-1.71555103609511	0.1324269814074297	0.123208219295663	0.09696225367889211	-0.258871625980342	-0.17641103232834165	1.41272769710218	-0.35828735459160543	1.03064785182617	0.033369502303284504	-0.103651688836965	-0.2685985489219329	0.541108050066293	-0.009243354145326288	0.564988040396043	0.11481015893454205	-0.079771698507215	-0.3827212308707395	0.0157482628117864	-0.27265739286222446	0.00380826764691092	-0.29204966329857784	-0.0917116936720904	-0.18343155594990823	-0.151411669496466	-0.13911252774221494	0.69632798720967	-0.3118955668401677	0.72020797753942	-0.22447035907664126	0.612748021055544	-0.007237261289008368	0.469468079077042	-0.4041390877030073	0.373948117758041	-0.3242775349736662	0.373948117758041	-0.08955865466823631	-1.15437126334598	-0.21363464919940145	0.218728180614664	-0.21158256386519292	0.0157482628117864	-0.09574111223744208	1.54406764391581	-0.3018258579934223	0.111268224130787	-0.0870448959391763	-1.15437126334598	0.08784836763682646	-1.59615108444636	-0.3551682053835612	1.05452784215592	-0.32305436667924026	1.05452784215592	0.03135616802959307	0.206788185449788	0.05463953384202269	-0.987211331037727	0.17087277092043496	-0.987211331037727	0.17333433652263874	-0.00813172751796397	0.20735499629560006	-0.330511596969593	0.0019643789912113796	-1.21407123917035	0.3982995362928994	0.05668151145276866	0.05668151145276866	0.0271254284896198
80000	-69.7809070609058	-1.9088091404927452	-67.87209792041305	0.8783014914955656	-0.11543615980878275	0.230668175779539	-0.12484887757487684	0.708267982374545	-0.12897657579747035	0.125747605668093	-0.31394259387098655	1.77092755204843	-0.07766651773036903	0.684387992044795	0.05427284302307034	0.791847948528671	9.411675392183572E-4	2.41576769449316	0.41801028858937195	-1.30959120048936	0.39185750386227713	-1.93047094906286	-0.07192595639060961	1.32914773094805	-0.004321223361241744	-0.509611524442721	0.08289738108272005	1.20878491412613	0.0655575177713057	0.0754482386361619	-0.1228783417627679	-0.270811621145218	0.05431242508210543	-2.10957087653599	0.1663676835714074	-1.51257111829223	-0.14244074365716397	-0.151411669496466	0.16193177948343207	-2.19315084269012	-0.024850804514495062	-0.867811379388975	-0.020691550440838258	0.708267982374545	0.18890301496308814	0.147088209625413	0.22550682003064826	-0.652891466421223	0.20208749490044386	-1.71555103609511	0.19540336997760255	0.123208219295663	0.22967512840438253	-0.258871625980342	-0.001103046912321215	1.41272769710218	-0.43514189011317206	1.03064785182617	0.05871083254091358	-0.103651688836965	-0.1757227242372399	0.541108050066293	-0.299299472812216	0.564988040396043	0.03417470518126531	-0.079771698507215	-0.040297260966896564	0.0157482628117864	-0.036651796379923995	0.00380826764691092	-0.05334159187484966	-0.0917116936720904	-0.0010194768802829213	-0.151411669496466	-0.3128913838041938	0.69632798720967	-0.48490345121163103	0.72020797753942	-0.37667538891711216	0.612748021055544	-0.3938544042078256	0.469468079077042	-0.34545948970823726	0.373948117758041	-0.22501339920461794	0.373948117758041	-0.23409665578060745	-1.15437126334598	-0.39766974554005063	0.218728180614664	-0.3766535777025841	0.0157482628117864	-0.7845806337247512	1.54406764391581	-0.3644372524036794	0.111268224130787	-0.28686338509649856	-1.15437126334598	0.17835061787179907	-1.59615108444636	-0.35109960985625666	1.05452784215592	-0.3832447241307322	1.05452784215592	0.09198439307901518	0.206788185449788	0.16789759397851634	-0.987211331037727	0.3824584506726225	-0.987211331037727	0.09028558828724842	-0.00813172751796397	0.07780839594509392	-0.330511596969593	0.060099586237770675	-1.21407123917035	0.9305445506173048	0.09108164531632092	0.09108164531632092	0.026935284833471487
90000	-118.20953600469362	0.981754693721124	-119.19129069841475	0.7807051770391726	-0.4086998106306754	0.230668175779539	-0.5071645931170086	0.708267982374545	-0.5767828666412314	0.125747605668093	-0.7948078516029482	1.77092755204843	-0.6538625181534554	0.684387992044795	0.3483240619894925	0.791847948528671	0.018635752053877574	2.41576769449316	0.07175918591263852	-1.30959120048936	0.4634329793404799	-1.93047094906286	-0.26902588570449226	1.32914773094805	-0.2119754145316286	-0.509611524442721	0.2314286943111179	1.20878491412613	0.05028907581651443	0.0754482386361619	-0.35213198727791184	-0.270811621145218	0.12701004873856947	-2.10957087653599	0.15366439989494762	-1.51257111829223	-0.41752817695317157	-0.151411669496466	0.07950967637639605	-2.19315084269012	-0.2032158567325586	-0.867811379388975	-0.1223753359128672	0.708267982374545	0.1474024447621307	0.147088209625413	0.648326554810353	-0.652891466421223	0.13633425099615937	-1.71555103609511	0.10558108306681757	0.123208219295663	0.6043634953667081	-0.258871625980342	-0.11991865131362811	1.41272769710218	-0.1808574602567723	1.03064785182617	0.38577111818101306	-0.103651688836965	-0.3303819490709514	0.541108050066293	-1.2029886979782332	0.564988040396043	0.42662543966367994	-0.079771698507215	-0.46339408112887037	0.0157482628117864	-0.5944771783843517	0.00380826764691092	-0.1028286690441349	-0.0917116936720904	-0.1121661881651217	-0.151411669496466	-1.499230403913661	0.69632798720967	-1.428294966281226	0.72020797753942	-1.1148061283383097	0.612748021055544	-0.9769062732189624	0.469468079077042	-1.2249102989348786	0.373948117758041	-0.7288421750220093	0.373948117758041	-0.3041278725509824	-1.15437126334598	-0.856273589155194	0.218728180614664	-0.65669217747007	0.0157482628117864	-0.9075419095362431	1.54406764391581	-0.7975490369482428	0.111268224130787	-0.2110723645236121	-1.15437126334598	0.5546805673670223	-1.59615108444636	-0.45379958734967474	1.05452784215592	-0.4004725167813994	1.05452784215592	0.24318107897593655	0.206788185449788	0.7429888477158362	-0.987211331037727	0.4162473905605699	-0.987211331037727	0.47830891120260577	-0.00813172751796397	0.11898387618868878	-0.330511596969593	1.3638007538845518	-1.21407123917035	0.20329460523707288	0.06408187115051998	0.06408187115051998	0.03363439935062435
