# BEAST v10.5.0
# Generated Thu May 21 12:19:32 PDT 2026 [seed=1779391146496]
# -window -working -options
state	posterior	prior	likelihood	precisionMatrix11	precisionMatrix12	precisionMatrix21	precisionMatrix22
0	-164.87787258674732	1.183583851483633	-166.06145643823095	0.05	0.0	0.0	0.05
10000	-112.09890288885055	0.9993353787232886	-113.09823826757383	0.1423024227056993	0.010391062434760826	0.010391062434760826	0.0176038004343926
20000	-73.26503885629573	-1.0505014369390184	-72.21453741935672	0.7267231672984424	0.08071372981082922	0.08071372981082922	0.030462409835776083
30000	-75.46410265133753	-1.1633255203346327	-74.30077713100289	0.7517650211065863	0.04086171760345661	0.04086171760345661	0.02155172768270629
40000	-69.91717993875847	-1.437586871757024	-68.47959306700145	0.8061829701458005	0.07329012854598733	0.07329012854598733	0.02124909403355118
50000	-92.09875601746099	0.5491312883956545	-92.64788730585664	0.2820761476613665	0.06592059745776245	0.06592059745776245	0.027695385266304363
60000	-105.48144762923457	0.9942929015808236	-106.47574053081539	0.1515816188120731	0.03819960309732027	0.03819960309732027	0.022169885196688374
70000	-147.84819909533365	1.1963928057134434	-149.04459190104708	0.04923430805443906	0.025193609256019888	0.025193609256019888	0.03283037642250872
80000	-125.47908492440568	1.2761727250482604	-126.75525764945394	0.12948602246900817	0.028249821523735803	0.028249821523735803	0.02909898471968533
90000	-111.11875152209613	1.1131025293961265	-112.23185405149226	0.16772740296533303	0.04115385685745778	0.04115385685745778	0.025900939258438983
100000	-92.54763408356575	0.8507790886380379	-93.39841317220379	0.3085887041857107	0.05439949986493068	0.05439949986493068	0.030169200472918236
110000	-109.58980911156758	1.1572384954539636	-110.74704760702154	0.17977306215101072	0.03530271434160755	0.03530271434160755	0.025721720147249705
120000	-88.62381832016153	0.41062135151073065	-89.03443967167226	0.30200279530128266	0.0742269001549149	0.0742269001549149	0.031597583208834296
130000	-104.11020537163203	0.8030512385762396	-104.91325661020828	0.18238449432173123	0.04061658565760248	0.04061658565760248	0.023644030876616207
140000	-89.19453394631935	-0.06889547454076084	-89.12563847177859	0.4509753773140112	0.05569675122874819	0.05569675122874819	0.023224316995369778
150000	-96.56477532761558	0.5347080089414646	-97.09948333655704	0.3047908249076785	0.05560766010129328	0.05560766010129328	0.02811994461355983
160000	-85.63817249782795	-0.9424419566435724	-84.69573054118437	0.6495015171348942	0.12709891131691253	0.12709891131691253	0.04374899325808186
170000	-70.22182789264687	-1.5263804679084632	-68.6954474247384	0.8362201903516382	0.0628767447068432	0.0628767447068432	0.02331690274497336
180000	-75.48974937631402	-0.7351559551585867	-74.75459342115543	0.6503502907790493	0.03420829186322933	0.03420829186322933	0.020850193372842246
190000	-88.13206874260968	0.0242312147112429	-88.15629995732091	0.400737459011648	0.07065357397421931	0.07065357397421931	0.03309101939695889
200000	-98.27454878960657	0.5499148617139697	-98.82446365132054	0.25080852077668925	0.035123211455289696	0.035123211455289696	0.02574151935748262
210000	-77.56585184322202	-0.49438792913475504	-77.07146391408726	0.5421370416861023	0.05751010833643004	0.05751010833643004	0.022314781457165256
220000	-85.5793805034362	0.07081731722791185	-85.6501978206641	0.37109122829345403	0.05633610758165945	0.05633610758165945	0.02317306852545773
230000	-74.03603529281163	-0.9899268302758135	-73.04610846253581	0.724045985568663	0.04147270269187499	0.04147270269187499	0.02187159400474117
240000	-105.59472945745135	0.682275272484	-106.27700472993536	0.2505151670139059	0.07836483747618563	0.07836483747618563	0.04198635082265795
250000	-135.5248852441765	0.739177210187123	-136.26406245436362	0.08088081739652911	0.02320192800037552	0.02320192800037552	0.022288689943945183
260000	-78.60481770393586	-0.2571499153091361	-78.34766778862672	0.4711130549342175	0.054909966563781054	0.054909966563781054	0.023997641032859545
