Iteration	Posterior	Likelihood	Prior	correlations[1]	proportional_rates[1]	proportional_rates[2]	relative_rates[1]	relative_rates[2]	sigma2
198280	-83867.78	-83867.37	-0.40545	0.0171055	0.91765	0.0823502	1.8353	0.1647	0.9999849
198290	-83868	-83867.6	-0.40545	0.0157804	0.91765	0.0823502	1.8353	0.1647	0.9999849
198300	-83869.32	-83868.91	-0.40545	0.0217571	0.91765	0.0823502	1.8353	0.1647	0.9999849
198310	-83867.78	-83867.38	-0.40545	0.0170206	0.91765	0.0823502	1.8353	0.1647	0.9999849
198320	-83866.85	-83866.44	-0.40545	0.0172351	0.918688	0.0813118	1.83738	0.162624	0.9999849
198330	-83868.95	-83868.54	-0.40545	0.0225757	0.918688	0.0813118	1.83738	0.162624	0.9999849
198340	-83867.17	-83866.76	-0.40545	0.0155781	0.918688	0.0813118	1.83738	0.162624	0.9999849
198350	-83866.9	-83866.5	-0.40545	0.0184254	0.918688	0.0813118	1.83738	0.162624	0.9999849
198360	-83867.02	-83866.62	-0.40545	0.0160755	0.918688	0.0813118	1.83738	0.162624	0.9999849
198370	-83868.46	-83868.06	-0.40545	0.019862	0.919613	0.0803875	1.83923	0.160775	0.9999849
198380	-83866.94	-83866.54	-0.40545	0.0172848	0.91825	0.08175	1.8365	0.1635	0.9999849
198390	-83866.94	-83866.54	-0.40545	0.0173732	0.91825	0.08175	1.8365	0.1635	0.9999849
198400	-83867.52	-83867.11	-0.40545	0.0201444	0.91825	0.08175	1.8365	0.1635	0.9999849
198410	-83867.13	-83866.73	-0.40545	0.0190309	0.91825	0.08175	1.8365	0.1635	0.9999849
198420	-83867.65	-83867.24	-0.40545	0.0146058	0.91825	0.08175	1.8365	0.1635	0.9999849
198430	-83867.39	-83866.98	-0.40545	0.0152004	0.91825	0.08175	1.8365	0.1635	0.9999849
198440	-83867.53	-83867.12	-0.40545	0.0148596	0.91825	0.08175	1.8365	0.1635	0.9999849
198450	-83870.05	-83869.64	-0.40545	0.0236099	0.91825	0.08175	1.8365	0.1635	0.9999849
198460	-83867.24	-83866.84	-0.40545	0.0194179	0.91825	0.08175	1.8365	0.1635	0.9999849
198470	-83867.57	-83867.16	-0.40545	0.0202497	0.91825	0.08175	1.8365	0.1635	0.9999849
198480	-83867.03	-83866.63	-0.40545	0.0164515	0.91825	0.08175	1.8365	0.1635	0.9999849
198490	-83866.97	-83866.56	-0.40545	0.0169307	0.91825	0.08175	1.8365	0.1635	0.9999849
198500	-83867.05	-83866.64	-0.40545	0.0163686	0.91825	0.08175	1.8365	0.1635	0.9999849
198510	-83867.07	-83866.66	-0.40545	0.0162872	0.91825	0.08175	1.8365	0.1635	0.9999849
198520	-83867.3	-83866.9	-0.40545	0.0199344	0.918645	0.0813545	1.83729	0.162709	0.9999849
198530	-83868.05	-83867.65	-0.40545	0.0137331	0.918645	0.0813545	1.83729	0.162709	0.9999849
198540	-83866.83	-83866.43	-0.40545	0.0177931	0.918645	0.0813545	1.83729	0.162709	0.9999849
198550	-83866.86	-83866.45	-0.40545	0.0181382	0.918645	0.0813545	1.83729	0.162709	0.9999849
198560	-83867.45	-83867.05	-0.40545	0.0148263	0.918645	0.0813545	1.83729	0.162709	0.9999849
198570	-83866.95	-83866.54	-0.40545	0.0163598	0.918645	0.0813545	1.83729	0.162709	0.9999849
198580	-83867.01	-83866.61	-0.40545	0.016067	0.918645	0.0813545	1.83729	0.162709	0.9999849
198590	-83867.58	-83867.18	-0.40545	0.0145553	0.918645	0.0813545	1.83729	0.162709	0.9999849
198600	-83867.58	-83867.18	-0.40545	0.0145553	0.918645	0.0813545	1.83729	0.162709	0.9999849
198610	-83866.85	-83866.44	-0.40545	0.0180317	0.918645	0.0813545	1.83729	0.162709	0.9999849
198620	-83867.21	-83866.8	-0.40545	0.0154287	0.918645	0.0813545	1.83729	0.162709	0.9999849
198630	-83866.83	-83866.42	-0.40545	0.017389	0.918546	0.0814544	1.83709	0.162909	0.9999849
198640	-83866.87	-83866.46	-0.40545	0.0182517	0.918546	0.0814544	1.83709	0.162909	0.9999849
198650	-83867.04	-83866.64	-0.40545	0.0191575	0.918546	0.0814544	1.83709	0.162909	0.9999849
198660	-83866.82	-83866.42	-0.40545	0.0176429	0.918546	0.0814544	1.83709	0.162909	0.9999849
198670	-83867.5	-83867.09	-0.40545	0.0147048	0.918546	0.0814544	1.83709	0.162909	0.9999849
198680	-83866.93	-83866.52	-0.40545	0.0186566	0.918546	0.0814544	1.83709	0.162909	0.9999849
198690	-83866.88	-83866.48	-0.40545	0.0166966	0.918546	0.0814544	1.83709	0.162909	0.9999849
198700	-83866.88	-83866.48	-0.40545	0.0166966	0.918546	0.0814544	1.83709	0.162909	0.9999849
198710	-83867.43	-83867.03	-0.40545	0.0148511	0.918546	0.0814544	1.83709	0.162909	0.9999849
198720	-83867.48	-83867.08	-0.40545	0.0195868	0.91911	0.0808899	1.83822	0.16178	0.9999849
198730	-83867.48	-83867.08	-0.40545	0.0195868	0.91911	0.0808899	1.83822	0.16178	0.9999849
198740	-83867.24	-83866.84	-0.40545	0.0186451	0.91911	0.0808899	1.83822	0.16178	0.9999849
198750	-83867.23	-83866.82	-0.40545	0.0185526	0.91911	0.0808899	1.83822	0.16178	0.9999849
198760	-83868.02	-83867.61	-0.40545	0.0143836	0.91911	0.0808899	1.83822	0.16178	0.9999849
198770	-83867.39	-83866.98	-0.40545	0.019279	0.91911	0.0808899	1.83822	0.16178	0.9999849
198780	-83867.39	-83866.98	-0.40545	0.019279	0.91911	0.0808899	1.83822	0.16178	0.9999849
198790	-83867.15	-83866.75	-0.40545	0.0174318	0.91911	0.0808899	1.83822	0.16178	0.9999849
198800	-83867.14	-83866.73	-0.40545	0.0157048	0.918727	0.0812731	1.83745	0.162546	0.9999849
198810	-83867.18	-83866.77	-0.40545	0.0195455	0.918727	0.0812731	1.83745	0.162546	0.9999849
198820	-83867.18	-83866.77	-0.40545	0.0195455	0.918727	0.0812731	1.83745	0.162546	0.9999849
198830	-83866.95	-83866.54	-0.40545	0.0164825	0.918727	0.0812731	1.83745	0.162546	0.9999849
198840	-83867.34	-83866.93	-0.40545	0.0151486	0.918727	0.0812731	1.83745	0.162546	0.9999849
198850	-83867.34	-83866.93	-0.40545	0.0151486	0.918727	0.0812731	1.83745	0.162546	0.9999849
198860	-83867.23	-83866.82	-0.40545	0.0196858	0.918727	0.0812731	1.83745	0.162546	0.9999849
198870	-83867.53	-83867.13	-0.40545	0.0188269	0.917864	0.0821361	1.83573	0.164272	0.9999849
198880	-83869.29	-83868.88	-0.40545	0.0222471	0.917864	0.0821361	1.83573	0.164272	0.9999849
198890	-83869.88	-83869.47	-0.40545	0.0225591	0.917684	0.0823158	1.83537	0.164632	0.9999849
198900	-83867.7	-83867.29	-0.40545	0.017462	0.917684	0.0823158	1.83537	0.164632	0.9999849
198910	-83867.13	-83866.73	-0.40545	0.0193544	0.91841	0.0815898	1.83682	0.16318	0.9999849
198920	-83866.85	-83866.45	-0.40545	0.0174276	0.91841	0.0815898	1.83682	0.16318	0.9999849
198930	-83867.31	-83866.91	-0.40545	0.0165293	0.919163	0.0808373	1.83833	0.161675	0.9999849
198940	-83867.23	-83866.82	-0.40545	0.01794	0.919163	0.0808373	1.83833	0.161675	0.9999849
198950	-83867.87	-83867.46	-0.40545	0.0148167	0.919163	0.0808373	1.83833	0.161675	0.9999849
198960	-83868.76	-83868.36	-0.40545	0.0133121	0.919163	0.0808373	1.83833	0.161675	0.9999849
198970	-83867.38	-83866.97	-0.40545	0.016216	0.919163	0.0808373	1.83833	0.161675	0.9999849
198980	-83867.48	-83867.07	-0.40545	0.0195708	0.919114	0.080886	1.83823	0.161772	0.9999849
198990	-83867.76	-83867.36	-0.40545	0.0171824	0.917655	0.0823454	1.83531	0.164691	0.9999849
199000	-83867.8	-83867.39	-0.40545	0.0167637	0.917655	0.0823454	1.83531	0.164691	0.9999849
199010	-83868.48	-83868.08	-0.40545	0.0204003	0.917655	0.0823454	1.83531	0.164691	0.9999849
199020	-83867.77	-83867.36	-0.40545	0.0171151	0.917655	0.0823454	1.83531	0.164691	0.9999849
199030	-83867.95	-83867.54	-0.40545	0.0189642	0.917655	0.0823454	1.83531	0.164691	0.9999849
199040	-83867.95	-83867.54	-0.40545	0.0189642	0.917655	0.0823454	1.83531	0.164691	0.9999849
199050	-83868.68	-83868.27	-0.40545	0.0207722	0.917655	0.0823454	1.83531	0.164691	0.9999849
199060	-83867.77	-83867.36	-0.40545	0.0171309	0.917655	0.0823454	1.83531	0.164691	0.9999849
199070	-83868.43	-83868.02	-0.40545	0.0202852	0.917655	0.0823454	1.83531	0.164691	0.9999849
199080	-83867.78	-83867.38	-0.40545	0.0168774	0.917655	0.0823454	1.83531	0.164691	0.9999849
199090	-83868.38	-83867.98	-0.40545	0.0201866	0.917655	0.0823454	1.83531	0.164691	0.9999849
199100	-83867.76	-83867.36	-0.40545	0.0177454	0.917655	0.0823454	1.83531	0.164691	0.9999849
199110	-83869.83	-83869.42	-0.40545	0.0124856	0.917655	0.0823454	1.83531	0.164691	0.9999849
199120	-83867.76	-83867.35	-0.40545	0.0175448	0.917655	0.0823454	1.83531	0.164691	0.9999849
199130	-83869.26	-83868.85	-0.40545	0.0147653	0.91728	0.0827196	1.83456	0.165439	0.9999849
199140	-83868.89	-83868.49	-0.40545	0.0199384	0.919772	0.0802283	1.83954	0.160457	0.9999849
199150	-83868.46	-83868.06	-0.40545	0.0176204	0.919772	0.0802283	1.83954	0.160457	0.9999849
199160	-83868.44	-83868.03	-0.40545	0.0180552	0.919758	0.0802416	1.83952	0.160483	0.9999849
199170	-83868.51	-83868.11	-0.40545	0.0166438	0.919758	0.0802416	1.83952	0.160483	0.9999849
199180	-83868.56	-83868.15	-0.40545	0.0189151	0.919758	0.0802416	1.83952	0.160483	0.9999849
199190	-83870.6	-83870.19	-0.40545	0.012572	0.919758	0.0802416	1.83952	0.160483	0.9999849
199200	-83868.24	-83867.83	-0.40545	0.0207381	0.917883	0.0821168	1.83577	0.164234	0.9999849
199210	-83868.06	-83867.65	-0.40545	0.0203841	0.917883	0.0821168	1.83577	0.164234	0.9999849
199220	-83868.42	-83868.01	-0.40545	0.0139062	0.917883	0.0821168	1.83577	0.164234	0.9999849
199230	-83868.42	-83868.01	-0.40545	0.0139062	0.917883	0.0821168	1.83577	0.164234	0.9999849
199240	-83867.71	-83867.31	-0.40545	0.0154038	0.917883	0.0821168	1.83577	0.164234	0.9999849
199250	-83867.51	-83867.1	-0.40545	0.0161162	0.917883	0.0821168	1.83577	0.164234	0.9999849
199260	-83867.79	-83867.39	-0.40545	0.0197757	0.917883	0.0821168	1.83577	0.164234	0.9999849
199270	-83867.6	-83867.2	-0.40545	0.0157493	0.917883	0.0821168	1.83577	0.164234	0.9999849
199280	-83867.38	-83866.98	-0.40545	0.0181071	0.917883	0.0821168	1.83577	0.164234	0.9999849
199290	-83867.75	-83867.34	-0.40545	0.0196508	0.917883	0.0821168	1.83577	0.164234	0.9999849
199300	-83867.43	-83867.02	-0.40545	0.0165046	0.917883	0.0821168	1.83577	0.164234	0.9999849
199310	-83867.43	-83867.02	-0.40545	0.0165046	0.917883	0.0821168	1.83577	0.164234	0.9999849
199320	-83870.32	-83869.92	-0.40545	0.0115209	0.917883	0.0821168	1.83577	0.164234	0.9999849
199330	-83869.95	-83869.55	-0.40545	0.0115209	0.918812	0.0811884	1.83762	0.162377	0.9999849
199340	-83867.34	-83866.93	-0.40545	0.0152479	0.918812	0.0811884	1.83762	0.162377	0.9999849
199350	-83867.22	-83866.81	-0.40545	0.015589	0.918812	0.0811884	1.83762	0.162377	0.9999849
199360	-83867.75	-83867.35	-0.40545	0.0200963	0.918003	0.0819968	1.83601	0.163994	0.9999849
199370	-83867.65	-83867.24	-0.40545	0.0198497	0.918003	0.0819968	1.83601	0.163994	0.9999849
199380	-83867.5	-83867.09	-0.40545	0.0194308	0.918003	0.0819968	1.83601	0.163994	0.9999849
199390	-83867.5	-83867.09	-0.40545	0.0194308	0.918003	0.0819968	1.83601	0.163994	0.9999849
199400	-83867.29	-83866.88	-0.40545	0.0163738	0.918003	0.0819968	1.83601	0.163994	0.9999849
199410	-83867.89	-83867.48	-0.40545	0.0145948	0.918003	0.0819968	1.83601	0.163994	0.9999849
199420	-83867.27	-83866.86	-0.40545	0.0165003	0.918003	0.0819968	1.83601	0.163994	0.9999849
199430	-83867.65	-83867.24	-0.40545	0.0198422	0.918003	0.0819968	1.83601	0.163994	0.9999849
199440	-83868.52	-83868.12	-0.40545	0.01349	0.918003	0.0819968	1.83601	0.163994	0.9999849
199450	-83873.16	-83872.76	-0.40545	0.0208905	0.916376	0.0836244	1.83275	0.167249	0.9999849
199460	-83872.52	-83872.12	-0.40545	0.0195808	0.916376	0.0836244	1.83275	0.167249	0.9999849
199470	-83872.11	-83871.7	-0.40545	0.0170643	0.916376	0.0836244	1.83275	0.167249	0.9999849
199480	-83868.23	-83867.82	-0.40545	0.0170643	0.919671	0.0803287	1.83934	0.160657	0.9999849
199490	-83868.64	-83868.23	-0.40545	0.0153597	0.919671	0.0803287	1.83934	0.160657	0.9999849
199500	-83868.21	-83867.8	-0.40545	0.0172852	0.919671	0.0803287	1.83934	0.160657	0.9999849
199510	-83869.43	-83869.03	-0.40545	0.0138106	0.919671	0.0803287	1.83934	0.160657	0.9999849
199520	-83866.95	-83866.54	-0.40545	0.0180913	0.918871	0.0811291	1.83774	0.162258	0.9999849
199530	-83866.95	-83866.54	-0.40545	0.0180913	0.918871	0.0811291	1.83774	0.162258	0.9999849
199540	-83867.03	-83866.62	-0.40545	0.0164662	0.918871	0.0811291	1.83774	0.162258	0.9999849
199550	-83866.94	-83866.54	-0.40545	0.0171144	0.918871	0.0811291	1.83774	0.162258	0.9999849
199560	-83866.93	-83866.53	-0.40545	0.0178938	0.918871	0.0811291	1.83774	0.162258	0.9999849
199570	-83866.93	-83866.53	-0.40545	0.0172785	0.918871	0.0811291	1.83774	0.162258	0.9999849
199580	-83867.15	-83866.75	-0.40545	0.0192314	0.918871	0.0811291	1.83774	0.162258	0.9999849
199590	-83867.69	-83867.29	-0.40545	0.020605	0.918871	0.0811291	1.83774	0.162258	0.9999849
199600	-83870.01	-83869.6	-0.40545	0.0197627	0.917003	0.0829973	1.83401	0.165995	0.9999849
199610	-83869.83	-83869.43	-0.40545	0.0155089	0.917003	0.0829973	1.83401	0.165995	0.9999849
199620	-83869.54	-83869.13	-0.40545	0.0174384	0.917003	0.0829973	1.83401	0.165995	0.9999849
199630	-83866.93	-83866.53	-0.40545	0.0182975	0.91881	0.08119	1.83762	0.16238	0.9999849
199640	-83868.48	-83868.07	-0.40545	0.0186128	0.91975	0.08025	1.8395	0.1605	0.9999849
199650	-83868.4	-83868	-0.40545	0.0177193	0.91975	0.08025	1.8395	0.1605	0.9999849
199660	-83869.21	-83868.8	-0.40545	0.0198031	0.917258	0.0827423	1.83452	0.165485	0.9999849
199670	-83868.87	-83868.47	-0.40545	0.016125	0.917258	0.0827423	1.83452	0.165485	0.9999849
199680	-83870.09	-83869.69	-0.40545	0.0214535	0.917258	0.0827423	1.83452	0.165485	0.9999849
199690	-83868.74	-83868.33	-0.40545	0.0177229	0.917258	0.0827423	1.83452	0.165485	0.9999849
199700	-83869.45	-83869.05	-0.40545	0.0144883	0.917258	0.0827423	1.83452	0.165485	0.9999849
199710	-83868.79	-83868.38	-0.40545	0.0182423	0.917258	0.0827423	1.83452	0.165485	0.9999849
199720	-83868.8	-83868.39	-0.40545	0.0165177	0.917258	0.0827423	1.83452	0.165485	0.9999849
199730	-83868.83	-83868.43	-0.40545	0.0185184	0.917258	0.0827423	1.83452	0.165485	0.9999849
199740	-83869.52	-83869.12	-0.40545	0.0204956	0.917258	0.0827423	1.83452	0.165485	0.9999849
199750	-83868.89	-83868.49	-0.40545	0.0188067	0.917258	0.0827423	1.83452	0.165485	0.9999849
199760	-83868.77	-83868.37	-0.40545	0.0167071	0.917258	0.0827423	1.83452	0.165485	0.9999849
199770	-83868.73	-83868.33	-0.40545	0.0173278	0.917258	0.0827423	1.83452	0.165485	0.9999849
199780	-83869.08	-83868.68	-0.40545	0.0153654	0.917258	0.0827423	1.83452	0.165485	0.9999849
199790	-83869	-83868.59	-0.40545	0.0192033	0.917258	0.0827423	1.83452	0.165485	0.9999849
199800	-83869.39	-83868.99	-0.40545	0.0146044	0.917258	0.0827423	1.83452	0.165485	0.9999849
199810	-83870.39	-83869.98	-0.40545	0.0129722	0.917258	0.0827423	1.83452	0.165485	0.9999849
199820	-83869.04	-83868.63	-0.40545	0.0224932	0.91899	0.0810103	1.83798	0.162021	0.9999849
199830	-83867.61	-83867.21	-0.40545	0.0202463	0.91899	0.0810103	1.83798	0.162021	0.9999849
199840	-83867.61	-83867.21	-0.40545	0.0202463	0.91899	0.0810103	1.83798	0.162021	0.9999849
199850	-83867.02	-83866.62	-0.40545	0.0177588	0.91899	0.0810103	1.83798	0.162021	0.9999849
199860	-83868.55	-83868.14	-0.40545	0.0146336	0.917595	0.0824048	1.83519	0.16481	0.9999849
199870	-83869.03	-83868.63	-0.40545	0.0145393	0.919681	0.080319	1.83936	0.160638	0.9999849
199880	-83868.23	-83867.83	-0.40545	0.017249	0.919681	0.080319	1.83936	0.160638	0.9999849
199890	-83868.23	-83867.83	-0.40545	0.0180134	0.919681	0.080319	1.83936	0.160638	0.9999849
199900	-83868.89	-83868.49	-0.40545	0.0130194	0.917974	0.0820263	1.83595	0.164053	0.9999849
199910	-83868.89	-83868.49	-0.40545	0.0130194	0.917974	0.0820263	1.83595	0.164053	0.9999849
199920	-83868.23	-83867.83	-0.40545	0.014558	0.919316	0.0806844	1.83863	0.161369	0.9999849
199930	-83869.24	-83868.84	-0.40545	0.022247	0.919316	0.0806844	1.83863	0.161369	0.9999849
199940	-83869.16	-83868.75	-0.40545	0.0131041	0.919316	0.0806844	1.83863	0.161369	0.9999849
199950	-83867.61	-83867.2	-0.40545	0.0162419	0.919316	0.0806844	1.83863	0.161369	0.9999849
199960	-83867.66	-83867.26	-0.40545	0.0160296	0.919316	0.0806844	1.83863	0.161369	0.9999849
199970	-83867.66	-83867.26	-0.40545	0.0160296	0.919316	0.0806844	1.83863	0.161369	0.9999849
199980	-83868.32	-83867.92	-0.40545	0.0200477	0.917653	0.0823468	1.83531	0.164694	0.9999849
199990	-83869.3	-83868.9	-0.40545	0.0217479	0.917653	0.0823468	1.83531	0.164694	0.9999849
200000	-83867.15	-83866.75	-0.40545	0.0170709	0.918042	0.0819582	1.83608	0.163916	0.9999849
200010	-83867.29	-83866.88	-0.40545	0.0188286	0.918042	0.0819582	1.83608	0.163916	0.9999849
200020	-83867.69	-83867.29	-0.40545	0.0161826	0.917761	0.0822389	1.83552	0.164478	0.9999849
200030	-83867.88	-83867.47	-0.40545	0.019438	0.917761	0.0822389	1.83552	0.164478	0.9999849
200040	-83868.06	-83867.66	-0.40545	0.0150064	0.917761	0.0822389	1.83552	0.164478	0.9999849
200050	-83867.84	-83867.44	-0.40545	0.0193289	0.917761	0.0822389	1.83552	0.164478	0.9999849
200060	-83868.05	-83867.65	-0.40545	0.0145592	0.917893	0.082107	1.83579	0.164214	0.9999849
200070	-83868.08	-83867.67	-0.40545	0.0204543	0.917893	0.082107	1.83579	0.164214	0.9999849
200080	-83867.52	-83867.12	-0.40545	0.0159956	0.917893	0.082107	1.83579	0.164214	0.9999849
200090	-83867.34	-83866.93	-0.40545	0.0176205	0.917893	0.082107	1.83579	0.164214	0.9999849
200100	-83868.37	-83867.97	-0.40545	0.0210012	0.917893	0.082107	1.83579	0.164214	0.9999849
200110	-83867.68	-83867.27	-0.40545	0.0195001	0.917893	0.082107	1.83579	0.164214	0.9999849
200120	-83868.22	-83867.81	-0.40545	0.0207218	0.917893	0.082107	1.83579	0.164214	0.9999849
200130	-83867.59	-83867.18	-0.40545	0.0177487	0.917745	0.0822552	1.83549	0.16451	0.9999849
200140	-83867.64	-83867.23	-0.40545	0.0166432	0.917745	0.0822552	1.83549	0.16451	0.9999849
200150	-83867.9	-83867.49	-0.40545	0.0155335	0.917745	0.0822552	1.83549	0.16451	0.9999849
200160	-83869.29	-83868.88	-0.40545	0.0219774	0.917745	0.0822552	1.83549	0.16451	0.9999849
200170	-83868.2	-83867.8	-0.40545	0.0147446	0.917745	0.0822552	1.83549	0.16451	0.9999849
200180	-83870.36	-83869.96	-0.40545	0.0111873	0.918154	0.0818463	1.83631	0.163693	0.9999849
200190	-83866.9	-83866.5	-0.40545	0.0168207	0.918387	0.0816131	1.83677	0.163226	0.9999849
200200	-83867.54	-83867.14	-0.40545	0.020381	0.918387	0.0816131	1.83677	0.163226	0.9999849
200210	-83867.49	-83867.09	-0.40545	0.0147811	0.918387	0.0816131	1.83677	0.163226	0.9999849
200220	-83866.91	-83866.5	-0.40545	0.0167814	0.918387	0.0816131	1.83677	0.163226	0.9999849
200230	-83867.47	-83867.06	-0.40545	0.0202137	0.918387	0.0816131	1.83677	0.163226	0.9999849
200240	-83867.2	-83866.79	-0.40545	0.0155298	0.918387	0.0816131	1.83677	0.163226	0.9999849
200250	-83866.96	-83866.55	-0.40545	0.0164617	0.918387	0.0816131	1.83677	0.163226	0.9999849
200260	-83866.96	-83866.55	-0.40545	0.0164617	0.918387	0.0816131	1.83677	0.163226	0.9999849
200270	-83867.54	-83867.13	-0.40545	0.0146905	0.918387	0.0816131	1.83677	0.163226	0.9999849
200280	-83866.95	-83866.55	-0.40545	0.0185671	0.918387	0.0816131	1.83677	0.163226	0.9999849
200290	-83867.12	-83866.72	-0.40545	0.0185671	0.919012	0.0809884	1.83802	0.161977	0.9999849
200300	-83867.57	-83867.16	-0.40545	0.0200934	0.919012	0.0809884	1.83802	0.161977	0.9999849
200310	-83867.14	-83866.73	-0.40545	0.0165083	0.919012	0.0809884	1.83802	0.161977	0.9999849
200320	-83867.07	-83866.66	-0.40545	0.017404	0.919035	0.0809648	1.83807	0.16193	0.9999849
200330	-83867.07	-83866.66	-0.40545	0.0174574	0.919035	0.0809648	1.83807	0.16193	0.9999849
200340	-83868.03	-83867.63	-0.40545	0.0141918	0.919035	0.0809648	1.83807	0.16193	0.9999849
200350	-83867.31	-83866.9	-0.40545	0.0192927	0.919035	0.0809648	1.83807	0.16193	0.9999849
200360	-83867.19	-83866.79	-0.40545	0.0163559	0.919035	0.0809648	1.83807	0.16193	0.9999849
200370	-83869.32	-83868.92	-0.40545	0.0157818	0.919961	0.0800394	1.83992	0.160079	0.9999849
200380	-83869.02	-83868.62	-0.40545	0.0175138	0.919961	0.0800394	1.83992	0.160079	0.9999849
200390	-83869.79	-83869.39	-0.40545	0.0188811	0.920152	0.0798479	1.8403	0.159696	0.9999849
200400	-83870.88	-83870.48	-0.40545	0.0215003	0.920152	0.0798479	1.8403	0.159696	0.9999849
200410	-83869.7	-83869.29	-0.40545	0.0171925	0.920152	0.0798479	1.8403	0.159696	0.9999849
200420	-83869.81	-83869.4	-0.40545	0.018958	0.920152	0.0798479	1.8403	0.159696	0.9999849
200430	-83869.69	-83869.28	-0.40545	0.0181082	0.920152	0.0798479	1.8403	0.159696	0.9999849
200440	-83869.89	-83869.48	-0.40545	0.0161015	0.920152	0.0798479	1.8403	0.159696	0.9999849
200450	-83869.89	-83869.48	-0.40545	0.0161015	0.920152	0.0798479	1.8403	0.159696	0.9999849
200460	-83869.69	-83869.29	-0.40545	0.0181473	0.920152	0.0798479	1.8403	0.159696	0.9999849
200470	-83870.45	-83870.05	-0.40545	0.0207545	0.920152	0.0798479	1.8403	0.159696	0.9999849
200480	-83869.69	-83869.28	-0.40545	0.0180771	0.920152	0.0798479	1.8403	0.159696	0.9999849
200490	-83869.73	-83869.33	-0.40545	0.0185164	0.920152	0.0798479	1.8403	0.159696	0.9999849
200500	-83869.74	-83869.34	-0.40545	0.016821	0.920152	0.0798479	1.8403	0.159696	0.9999849
200510	-83871.56	-83871.16	-0.40545	0.0129558	0.920152	0.0798479	1.8403	0.159696	0.9999849
200520	-83869.78	-83869.37	-0.40545	0.0188205	0.920152	0.0798479	1.8403	0.159696	0.9999849
200530	-83869.7	-83869.29	-0.40545	0.0181983	0.920152	0.0798479	1.8403	0.159696	0.9999849
200540	-83867.96	-83867.56	-0.40545	0.0181983	0.919562	0.0804381	1.83912	0.160876	0.9999849
200550	-83867.65	-83867.25	-0.40545	0.0164734	0.919369	0.0806314	1.83874	0.161263	0.9999849
200560	-83868.06	-83867.65	-0.40545	0.0180348	0.91961	0.08039	1.83922	0.16078	0.9999849
200570	-83870.17	-83869.76	-0.40545	0.012614	0.91961	0.08039	1.83922	0.16078	0.9999849
200580	-83866.95	-83866.55	-0.40545	0.0180868	0.91827	0.0817304	1.83654	0.163461	0.9999849
200590	-83868.57	-83868.16	-0.40545	0.0130891	0.91827	0.0817304	1.83654	0.163461	0.9999849
200600	-83867.64	-83867.23	-0.40545	0.0204379	0.91827	0.0817304	1.83654	0.163461	0.9999849
200610	-83868.7	-83868.3	-0.40545	0.0221232	0.91827	0.0817304	1.83654	0.163461	0.9999849
200620	-83870.5	-83870.09	-0.40545	0.0240466	0.91827	0.0817304	1.83654	0.163461	0.9999849
200630	-83867.11	-83866.7	-0.40545	0.0189909	0.91827	0.0817304	1.83654	0.163461	0.9999849
200640	-83866.87	-83866.46	-0.40545	0.0177123	0.918764	0.0812355	1.83753	0.162471	0.9999849
200650	-83866.88	-83866.47	-0.40545	0.0171415	0.918764	0.0812355	1.83753	0.162471	0.9999849
200660	-83870.12	-83869.71	-0.40545	0.0237981	0.918764	0.0812355	1.83753	0.162471	0.9999849
200670	-83866.87	-83866.47	-0.40545	0.0178681	0.918764	0.0812355	1.83753	0.162471	0.9999849
200680	-83867.01	-83866.6	-0.40545	0.0188673	0.918764	0.0812355	1.83753	0.162471	0.9999849
200690	-83867.01	-83866.6	-0.40545	0.0188673	0.918764	0.0812355	1.83753	0.162471	0.9999849
200700	-83867.93	-83867.53	-0.40545	0.0139927	0.918764	0.0812355	1.83753	0.162471	0.9999849
200710	-83867.66	-83867.26	-0.40545	0.0144789	0.918764	0.0812355	1.83753	0.162471	0.9999849
200720	-83867.24	-83866.84	-0.40545	0.0154441	0.918764	0.0812355	1.83753	0.162471	0.9999849
200730	-83867.23	-83866.82	-0.40545	0.015488	0.918764	0.0812355	1.83753	0.162471	0.9999849
200740	-83867.02	-83866.62	-0.40545	0.0161915	0.918764	0.0812355	1.83753	0.162471	0.9999849
200750	-83867.16	-83866.76	-0.40545	0.0195188	0.918471	0.0815294	1.83694	0.163059	0.9999849
200760	-83866.84	-83866.44	-0.40545	0.0178528	0.918471	0.0815294	1.83694	0.163059	0.9999849
200770	-83867.16	-83866.75	-0.40545	0.0195016	0.918471	0.0815294	1.83694	0.163059	0.9999849
200780	-83867.16	-83866.75	-0.40545	0.0195016	0.918471	0.0815294	1.83694	0.163059	0.9999849
200790	-83866.84	-83866.43	-0.40545	0.0173114	0.918471	0.0815294	1.83694	0.163059	0.9999849
200800	-83867.14	-83866.73	-0.40545	0.019438	0.918471	0.0815294	1.83694	0.163059	0.9999849
200810	-83867.22	-83866.81	-0.40545	0.0153915	0.918471	0.0815294	1.83694	0.163059	0.9999849
200820	-83866.83	-83866.43	-0.40545	0.0175588	0.918471	0.0815294	1.83694	0.163059	0.9999849
200830	-83867.94	-83867.54	-0.40545	0.0138985	0.918471	0.0815294	1.83694	0.163059	0.9999849
200840	-83867.11	-83866.71	-0.40545	0.0193623	0.918471	0.0815294	1.83694	0.163059	0.9999849
200850	-83868.37	-83867.97	-0.40545	0.0132532	0.918471	0.0815294	1.83694	0.163059	0.9999849
200860	-83866.9	-83866.5	-0.40545	0.016649	0.918471	0.0815294	1.83694	0.163059	0.9999849
