Iteration	Posterior	Likelihood	Prior	q_down	q_up	rf[1]	rf[2]	rf[3]	rf[4]	rf[5]	rf[6]	rf[7]	rf[8]
4600	-80.68056	-88.1065	7.425937	0.717268	0.5254913	0.0293262	0.140982	0.244867	0.153385	0.108911	0.0446257	0.19927	0.0786336
4610	-80.84385	-86.4527	5.608846	1.151906	0.9993989	0.0137761	0.153767	0.229699	0.0205254	0.0146219	0.135395	0.0566694	0.375545
4620	-78.24237	-84.26186	6.019488	1.335981	0.6100032	0.0207529	0.0733063	0.149719	0.150878	0.024119	0.148331	0.0358222	0.397072
4630	-79.02126	-85.4428	6.421539	1.348778	0.3961807	0.0369758	0.196534	0.215794	0.101835	0.0198733	0.077395	0.227134	0.124458
4640	-78.70995	-85.20231	6.492359	1.232368	0.47718	0.0524481	0.18078	0.0520046	0.116682	0.155295	0.227186	0.183682	0.0319217
4650	-79.01113	-85.81059	6.799457	1.245328	0.3106712	0.0150202	0.00662088	0.167437	0.186343	0.0385501	0.18726	0.151401	0.247367
4660	-78.37575	-84.53808	6.162335	1.395423	0.479138	0.0520183	0.0061529	0.00112998	0.0753319	0.179523	0.115507	0.485508	0.0848288
4670	-79.67272	-83.40948	3.736768	1.997788	1.089556	0.271197	0.0176383	0.00323929	0.111175	0.044389	0.0407895	0.23217	0.279402
4680	-79.63543	-84.09589	4.460461	1.953668	0.7718296	0.139891	0.0242333	0.00445046	0.0835986	0.10322	0.0978521	0.162883	0.383871
4690	-78.18165	-84.08035	5.898697	1.474105	0.5322743	0.017817	0.0521618	0.0129464	0.0986445	0.0894661	0.054639	0.296364	0.377961
4700	-78.34635	-84.3182	5.971848	1.365177	0.6046268	0.0183693	0.0496249	0.0738033	0.236879	0.0415182	0.253146	0.140516	0.186144
4710	-78.8899	-83.73505	4.845157	1.605286	0.9278636	0.0489165	0.0179338	0.10762	0.150392	0.0101291	0.357246	0.0126481	0.295115
4720	-79.92849	-84.43867	4.510179	1.895218	0.8054203	0.050483	0.0447471	0.202899	0.192503	0.0442354	0.367288	0.0315586	0.0662859
4730	-79.07949	-84.23163	5.152147	1.525144	0.8545106	0.312318	0.110838	0.0866606	0.189354	0.0247605	0.0826423	0.140099	0.0533269
4740	-78.91346	-85.88106	6.967598	1.078454	0.3934751	0.0768808	0.0347554	0.0113963	0.125125	0.234661	0.331516	0.100146	0.0855192
4750	-78.83885	-84.1793	5.340448	1.579848	0.7056561	0.252302	0.055992	0.0308249	0.0913618	0.125263	0.0793298	0.311659	0.0532671
4760	-79.57464	-84.74996	5.175316	1.368534	0.9995352	0.0761415	0.0812454	0.00335918	0.400305	0.130736	0.115109	0.0772487	0.115855
4770	-80.17342	-85.83161	5.658197	1.165667	0.9609626	0.120723	0.0541955	0.0151495	0.280744	0.179817	0.276492	0.0174434	0.0554359
4780	-79.74034	-83.73944	3.999106	1.849651	1.106524	0.0969426	0.435838	0.139702	0.173938	0.0675942	0.0301521	0.00700351	0.0488291
4790	-80.1312	-83.55207	3.420875	2.088041	1.15725	0.0881057	0.289271	0.111372	0.168343	0.0522987	0.142747	0.00578209	0.142081
4800	-79.05725	-84.95213	5.894887	1.407877	0.6004073	0.00700327	0.273095	0.0537354	0.314685	0.114826	0.142591	0.0356002	0.0584654
4810	-80.66363	-83.36703	2.703399	2.238661	1.365368	0.00817608	0.436251	0.177655	0.125112	0.0335859	0.111785	0.0728818	0.0345534
4820	-78.88283	-85.48492	6.602092	1.043225	0.6114568	0.00553462	0.0481834	0.0637096	0.210445	0.115213	0.170485	0.0932471	0.293182
4830	-78.40692	-84.7992	6.392278	1.259759	0.4998297	0.00790488	0.0654453	0.330851	0.0530388	0.110198	0.020021	0.165037	0.247503
4840	-79.37358	-83.94438	4.570798	1.742603	0.9277257	0.00305655	0.455703	0.146706	0.0617163	0.0104566	0.0326169	0.20486	0.0848845
4850	-79.83236	-84.60877	4.776409	1.484165	1.083359	0.00155477	0.301281	0.163453	0.0636023	0.017842	0.159131	0.238206	0.0549296
4860	-80.04068	-86.97732	6.936639	0.8216835	0.6657246	0.104469	0.026685	0.475705	0.0764598	0.0103625	0.0898705	0.0488963	0.167552
4870	-79.82013	-83.43723	3.617094	1.964283	1.182898	0.0321246	0.00394373	0.157828	0.235386	0.153636	0.209509	0.0835691	0.124003
4880	-78.8614	-83.93874	5.077348	1.515986	0.9010679	0.021078	0.0361848	0.16956	0.154445	0.100806	0.121424	0.146316	0.250186
4890	-78.27387	-84.79831	6.524442	1.202665	0.4908425	0.016693	0.0491859	0.155841	0.191548	0.0590577	0.02195	0.181467	0.324256
4900	-79.33413	-83.848	4.513873	1.648482	1.050309	0.0327396	0.0569918	0.199404	0.134189	0.0658699	0.129078	0.273037	0.108691
4910	-79.12399	-84.33997	5.215982	1.655123	0.6926139	0.0121684	0.0260112	0.13641	0.304605	0.182955	0.0816915	0.142588	0.113571
4920	-79.18081	-86.0137	6.832888	0.9518545	0.5874293	0.00593877	0.0316566	0.17467	0.175716	0.203521	0.324078	0.0288286	0.05559
4930	-79.401	-85.71823	6.317224	1.033257	0.7638588	0.00343521	0.0478714	0.206798	0.192945	0.0149791	0.503749	0.0107359	0.0194857
4940	-79.22272	-84.45523	5.232506	1.62966	0.7098151	0.0797427	0.300208	0.0827847	0.0185787	0.0956143	0.33116	0.015876	0.0760349
4950	-79.11376	-84.64919	5.535432	1.302563	0.885449	0.269954	0.0501623	0.0399178	0.011879	0.313682	0.23845	0.0253641	0.0505919
4960	-82.73459	-90.65666	7.922072	0.5467495	0.4479424	0.0595069	0.270153	0.0469659	0.154783	0.0537382	0.00618502	0.197435	0.211233
4970	-78.78101	-84.47938	5.698366	1.328977	0.7775678	0.0512484	0.0669992	0.294251	0.0838701	0.180214	0.0441871	0.0942074	0.185023
4980	-78.7257	-85.33669	6.610994	1.061694	0.5885372	0.0645704	0.0609222	0.037884	0.0632218	0.0771954	0.254482	0.0898316	0.351893
4990	-80.52277	-83.5813	3.058532	2.299995	1.126467	0.0203952	0.0201587	0.154188	0.119133	0.169966	0.0643971	0.00965356	0.442108
5000	-79.60307	-83.69548	4.092416	1.891167	1.018353	0.0274369	0.00302207	0.290228	0.205226	0.228649	0.0636109	0.100754	0.0810733
5010	-77.95348	-84.09934	6.14586	1.35402	0.5287782	0.0194983	0.000350495	0.0717321	0.10558	0.0540664	0.166452	0.052936	0.529385
5020	-81.72543	-89.65397	7.928538	0.7455408	0.2459183	0.0313005	0.000212599	0.142758	0.0663949	0.180414	0.011516	0.203194	0.36421
5030	-79.60864	-84.55809	4.949452	1.846834	0.6341683	0.158825	0.0333679	0.113137	0.0692673	0.11519	0.0074127	0.0509108	0.451889
5040	-79.75314	-87.155	7.401852	0.9594864	0.2953156	0.0570033	0.0378971	0.0127739	0.164313	0.0370374	0.49039	0.15904	0.0415455
5050	-79.54558	-86.39401	6.848428	1.205125	0.3263885	0.177208	0.0165211	0.15268	0.0581346	0.0931152	0.38463	0.0504087	0.0673018
5060	-79.45268	-86.63172	7.179044	0.8832229	0.4829831	0.0825647	0.0291643	0.0536487	0.0388613	0.489578	0.103374	0.156928	0.0458813
5070	-79.14883	-84.609	5.460174	1.525211	0.7004296	0.105896	0.0222536	0.470782	0.00304347	0.18572	0.055426	0.113047	0.0438319
5080	-78.82051	-84.76058	5.940068	1.458558	0.5271353	0.198614	0.0351911	0.299639	0.00190726	0.0224991	0.177129	0.0698732	0.195148
5090	-81.7527	-86.31829	4.565585	2.036154	0.6367814	0.357153	0.0880403	0.0955963	0.03714	0.0830411	0.189813	0.0748769	0.0743389
5100	-79.73997	-84.2304	4.49043	1.594204	1.116309	0.252652	0.142498	0.040468	0.0250941	0.275297	0.155605	0.0932006	0.0151843
5110	-79.23073	-84.77422	5.543489	1.279151	0.9048322	0.348789	0.056645	0.243175	0.11513	0.0108466	0.156299	0.0421502	0.0269646
5120	-79.33432	-83.88129	4.546967	1.762958	0.9192868	0.338775	0.0415911	0.0965569	0.0576776	0.0106089	0.249257	0.109143	0.0963912
5130	-79.75792	-83.792	4.034084	1.923833	1.014853	0.260966	0.130571	0.156057	0.0367039	0.0228119	0.222893	0.0888376	0.0811592
5140	-80.17893	-84.32256	4.143632	2.037002	0.8469097	0.138926	0.0514295	0.133174	0.0177405	0.267146	0.0115081	0.181072	0.199004
5150	-79.62318	-83.4271	3.803917	1.950169	1.103601	0.127622	0.218919	0.0554703	0.00147378	0.0722624	0.0316082	0.183722	0.308922
5160	-82.55763	-83.86106	1.303428	2.902713	1.401301	0.0224899	0.154235	0.122269	0.00443815	0.0678778	0.0188034	0.485094	0.124793
5170	-79.21757	-83.9495	4.731927	1.640621	0.9491431	0.0630683	0.133806	0.400873	0.0577785	0.122393	0.0199991	0.10855	0.0935321
5180	-80.46787	-84.2769	3.809037	2.113165	0.9380447	0.0166367	0.208455	0.0750712	0.129819	0.139952	0.211026	0.150794	0.0682454
5190	-79.19711	-83.516	4.318888	1.813489	0.9827949	0.0813359	0.0476029	0.10743	0.0539047	0.0789718	0.183812	0.349279	0.0976624
5200	-79.12823	-84.42213	5.2939	1.614942	0.6938356	0.0277649	0.0315575	0.347954	0.114024	0.0908621	0.202675	0.124774	0.0603884
5210	-78.80923	-84.18476	5.375531	1.472607	0.7953556	0.160196	0.0590833	0.137589	0.0326368	0.206684	0.281984	0.11801	0.00381793
5220	-78.922	-84.20526	5.28326	1.472607	0.8414913	0.12057	0.102433	0.181015	0.165318	0.124237	0.154024	0.115983	0.0364202
5230	-80.17182	-86.49018	6.31836	1.477221	0.3193267	0.108463	0.0838221	0.0910501	0.335242	0.111762	0.00788945	0.0548592	0.206912
5240	-78.66951	-84.64257	5.973063	1.37475	0.5944463	0.0900448	0.00151538	0.0755887	0.278314	0.285398	0.0795528	0.0455435	0.144043
5250	-79.48355	-86.11013	6.626588	0.9571699	0.685264	0.0564295	0.0718194	0.0680291	0.0315381	0.342265	0.218072	0.107865	0.103982
5260	-79.13246	-84.27304	5.140577	1.437323	0.9481161	0.0870712	0.0775929	0.128598	0.0719361	0.26765	0.180137	0.0930022	0.0940128
5270	-79.31389	-84.10983	4.795941	1.665284	0.8924733	0.322077	0.140489	0.0617933	0.0763955	0.173302	0.11357	0.0433496	0.0690236
5280	-79.97517	-87.26521	7.29004	0.8654139	0.445294	0.0625827	0.174489	0.0564716	0.439055	0.102033	0.105999	0.0248618	0.0345081
5290	-79.22955	-85.83938	6.609829	1.058233	0.5925803	0.0520934	0.154493	0.268742	0.381227	0.0712118	0.0206814	0.0215872	0.0299631
5300	-78.79319	-85.68971	6.896523	1.184659	0.3228075	0.0859229	0.0472719	0.049517	0.0664427	0.29542	0.0754248	0.0142879	0.365713
5310	-79.43619	-84.62893	5.192736	1.685851	0.673509	0.35257	0.109487	0.0319318	0.0376754	0.0317791	0.274247	0.0652935	0.0970165
5320	-79.36422	-85.82039	6.456168	1.192739	0.5349053	0.296764	0.100634	0.267351	0.165223	0.0114269	0.0517922	0.0543257	0.0524835
5330	-79.62132	-83.72621	4.104894	1.913196	0.990085	0.143364	0.219883	0.0130888	0.156433	0.0265284	0.153866	0.164994	0.121844
5340	-80.10638	-87.36121	7.254828	1.083255	0.245059	0.0946068	0.158945	0.068101	0.0444597	0.13742	0.317444	0.065697	0.113327
5350	-79.83432	-87.20812	7.373807	0.8558767	0.4129476	0.042334	0.124632	0.171325	0.0208262	0.110991	0.37895	0.0156576	0.135284
5360	-78.55917	-83.89318	5.334013	1.518931	0.7697901	0.036922	0.0270186	0.149422	0.0181637	0.145333	0.330505	0.131633	0.161002
5370	-79.44056	-85.31639	5.875825	1.165427	0.8523884	0.0643855	0.0420219	0.342887	0.0236387	0.0225538	0.0748247	0.229545	0.200144
5380	-79.35326	-83.61149	4.258237	1.867748	0.9588615	0.0553391	0.134755	0.112188	0.0601907	0.0303064	0.218476	0.308947	0.0797979
5390	-78.79023	-85.14398	6.353749	1.354323	0.4245304	0.101554	0.0154246	0.178933	0.0427223	0.221977	0.166815	0.0536738	0.2189
5400	-79.05353	-85.48657	6.433037	1.04441	0.6947998	0.0228238	0.0809794	0.0855844	0.120767	0.353998	0.239359	0.0855964	0.010892
5410	-79.36588	-84.04495	4.679072	1.718525	0.8976663	0.268625	0.0687562	0.0584903	0.0507237	0.329594	0.163583	0.0584985	0.00172923
5420	-80.72132	-83.40873	2.687403	2.20751	1.404516	0.0813505	0.0403723	0.0521833	0.0490121	0.108871	0.438992	0.225774	0.00344534
5430	-80.36444	-83.34119	2.976752	2.20751	1.259842	0.0906246	0.264456	0.0199457	0.134736	0.0990819	0.0427095	0.344608	0.00383812
5440	-84.44022	-87.39492	2.954705	2.575564	0.9028109	0.00764478	0.589793	0.202433	0.0327284	0.00964758	0.0183726	0.137499	0.00188165
5450	-79.05809	-84.38561	5.327527	1.38482	0.9071451	0.0589029	0.183195	0.201577	0.20552	0.228332	0.0782799	0.0404848	0.00370784
5460	-79.04986	-85.75532	6.705457	1.127754	0.475245	0.00581421	0.0834944	0.290233	0.135115	0.283018	0.0478553	0.136346	0.0181234
5470	-79.98217	-87.42372	7.441548	0.9236535	0.3113001	0.0658481	0.157811	0.0848841	0.0954499	0.17512	0.131495	0.281019	0.00837278
5480	-78.93904	-85.02252	6.083479	1.158543	0.7554449	0.120247	0.0150216	0.142324	0.0636762	0.391344	0.061464	0.196988	0.00893493
5490	-79.50834	-85.25229	5.743953	1.554521	0.5292305	0.105116	0.00971601	0.24371	0.183377	0.0183122	0.298155	0.12577	0.0158432
5500	-80.08214	-83.60758	3.525445	2.028688	1.164317	0.434256	0.00846275	0.259455	0.020713	0.0836631	0.0691615	0.124029	0.000260086
5510	-80.89254	-88.09109	7.19855	1.177908	0.1785446	0.014724	0.0570471	0.354474	0.0282987	0.0791611	0.115246	0.257222	0.0938274
5520	-79.099	-83.70599	4.60699	1.782553	0.8696802	0.0229626	0.0882453	0.143976	0.0893378	0.123454	0.0872668	0.280841	0.163917
5530	-79.94846	-83.41833	3.46987	1.997131	1.223662	0.00332591	0.0936093	0.112459	0.0682784	0.193603	0.358007	0.0729324	0.0977853
5540	-78.56995	-83.63932	5.069361	1.647761	0.7732865	0.0017196	0.0707248	0.0922139	0.164532	0.0121772	0.0741927	0.1794	0.40504
5550	-79.25632	-83.47779	4.221467	1.8355	1.009494	0.0460321	0.117981	0.0959719	0.0442429	0.158304	0.112745	0.0252278	0.399495
5560	-78.24946	-84.32518	6.075727	1.32187	0.5959944	0.00793228	0.0578635	0.142803	0.0926345	0.158616	0.12077	0.119169	0.300212
5570	-78.54056	-85.40647	6.865918	1.091887	0.4308824	0.00588266	0.057404	0.00396866	0.00316527	0.171831	0.543512	0.146828	0.0674089
5580	-79.37275	-86.09347	6.720722	0.9587668	0.6366001	0.00111125	0.263368	0.027308	0.00994741	0.202133	0.21559	0.208855	0.0716863
5590	-78.83165	-85.36669	6.535048	1.354506	0.3336973	0.0668085	0.163687	0.0118059	0.0101806	0.125629	0.0618442	0.198758	0.361287
5600	-78.79658	-85.46852	6.67194	1.093004	0.5267534	0.0297861	0.436002	0.00333982	0.0164021	0.0115413	0.131227	0.252163	0.119539
5610	-78.4641	-84.07821	5.614109	1.575261	0.5734118	0.0143207	0.0354585	0.00839923	0.0412492	0.00139337	0.330019	0.34331	0.22585
5620	-79.59208	-85.34174	5.74966	1.621494	0.4594039	0.00567691	0.141865	0.0103129	0.16152	0.00160957	0.212458	0.40871	0.0578478
5630	-81.65634	-85.26006	3.603726	1.76988	1.383984	0.0735238	0.0438111	0.107159	0.274438	0.00175329	0.1705	0.288046	0.0407693
5640	-80.02208	-83.53842	3.516346	2.043055	1.1545	0.248281	0.0663423	0.157187	0.223174	0.00299097	0.125795	0.0761907	0.10004
5650	-80.51378	-84.6318	4.118016	2.043055	0.8536645	0.00788094	0.0352741	0.241175	0.407314	0.00667424	0.0867723	0.0902951	0.124614
5660	-79.2776	-85.41027	6.13267	1.094889	0.794504	0.00802848	0.233817	0.137808	0.337205	0.000869397	0.0940289	0.0863174	0.101926
5670	-78.05535	-84.27369	6.218343	1.308692	0.5378649	0.116261	0.0273896	0.0205448	0.234123	0.00338841	0.0179128	0.0599306	0.52045
5680	-79.9398	-86.53622	6.596414	0.9082046	0.7493165	0.264416	0.084231	0.0798937	0.184615	0.00435932	0.174042	0.148168	0.0602741
5690	-79.05875	-84.34397	5.285215	1.396545	0.916575	0.0252806	0.045368	0.103262	0.178842	0.0081927	0.376912	0.0537021	0.20844
5700	-78.99156	-83.8177	4.826139	1.670034	0.8726247	0.0127968	0.0247518	0.131636	0.2763	0.0739939	0.293048	0.0817581	0.105715
5710	-79.52766	-84.82452	5.296856	1.729741	0.5775591	0.0431488	0.034146	0.181707	0.15803	0.055163	0.10095	0.289917	0.136939
5720	-79.52797	-86.34048	6.81251	1.261904	0.2875691	0.0755582	0.0631983	0.0716644	0.0228781	0.166506	0.21949	0.303338	0.0773671
5730	-80.70657	-88.13145	7.424878	0.7224149	0.5208741	0.192838	0.120502	0.0461146	0.053335	0.265415	0.125799	0.163642	0.0323543
5740	-78.87312	-85.43299	6.559874	1.125849	0.5499413	0.10788	0.0814635	0.0498963	0.20469	0.374487	0.098473	0.0547639	0.0283459
5750	-79.099	-85.06189	5.962886	1.182172	0.7921123	0.147765	0.0503102	0.219984	0.0280187	0.175547	0.0461324	0.0514623	0.280781
5760	-78.75344	-85.03664	6.283197	1.184874	0.6292558	0.320849	0.0206806	0.0550718	0.0268943	0.234474	0.105167	0.0528152	0.184048
5770	-79.09108	-85.22405	6.132972	1.402336	0.4869052	0.284567	0.160867	0.00513613	0.0532658	0.107795	0.2069	0.123203	0.0582656
5780	-78.81692	-85.11772	6.300802	1.263972	0.5413545	0.140102	0.375323	0.00313115	0.0313605	0.191671	0.0280399	0.104065	0.126308
5790	-78.6062	-84.10458	5.498371	1.42197	0.7845723	0.0673416	0.165839	0.0569672	0.074313	0.0673322	0.0841084	0.326765	0.157333
5800	-78.77855	-85.24079	6.462238	1.191691	0.5329175	0.0642722	0.297702	0.0802184	0.0548413	0.0865814	0.293385	0.0501548	0.0728454
5810	-79.32331	-83.73052	4.407206	1.804388	0.9477369	0.231945	0.132124	0.0830774	0.0243923	0.0425608	0.221971	0.0155077	0.248421
5820	-79.75111	-85.3199	5.568798	1.685929	0.4853995	0.0471978	0.0615605	0.0408809	0.124558	0.0307524	0.445683	0.0133933	0.235974
5830	-81.27469	-83.28109	2.006406	2.540285	1.41224	0.0112255	0.120296	0.383144	0.0402327	0.10407	0.129402	0.128182	0.0834477
5840	-81.7616	-85.03859	3.27699	2.348687	0.9685463	0.268684	0.077361	0.060151	0.235934	0.0382238	0.0195055	0.260831	0.0393098
5850	-82.04274	-88.53032	6.487581	1.426627	0.2853108	0.188028	0.296441	0.0132362	0.314698	0.00841117	0.13064	0.0446921	0.00385284
5860	-79.10878	-83.96854	4.859759	1.562223	0.9636251	0.0671679	0.126039	0.11368	0.238622	0.049879	0.366537	0.0363958	0.00167839
5870	-79.06948	-83.68145	4.611974	1.671172	0.978569	0.052388	0.0365427	0.100375	0.0465819	0.251727	0.191896	0.318654	0.00183518
5880	-79.45707	-85.14839	5.691321	1.530133	0.5799344	0.0639675	0.164244	0.132635	0.135283	0.323506	0.0827761	0.0597296	0.0378595
5890	-79.09268	-84.30748	5.214798	1.469932	0.8783971	0.206413	0.256768	0.101989	0.104025	0.21334	0.0636504	0.0327363	0.0210778
5900	-80.00387	-84.03887	4.035008	1.95957	0.9786536	0.509845	0.0254447	0.0867706	0.0113212	0.0748222	0.124049	0.0191077	0.148639
5910	-79.13408	-85.21912	6.085039	1.396768	0.5164408	0.0314529	0.198992	0.204851	0.0267275	0.0965069	0.390496	0.0451101	0.00586441
5920	-78.74301	-85.79081	7.047804	1.123687	0.3081386	0.00904084	0.0165736	0.27444	0.0711621	0.0209933	0.0919902	0.106226	0.409574
5930	-80.07043	-83.53858	3.468144	1.967593	1.254062	0.00640223	0.0744078	0.186775	0.0594298	0.21786	0.121529	0.0233147	0.310282
5940	-79.01729	-85.65041	6.633119	1.064085	0.5750827	0.276403	0.0255554	0.144121	0.0257075	0.20604	0.0239843	0.039315	0.258873
5950	-78.76669	-84.65664	5.889952	1.264403	0.7463484	0.109885	0.0214845	0.252421	0.0249787	0.258902	0.0973383	0.0445183	0.190473
5960	-79.29606	-84.48708	5.191018	1.718654	0.6415648	0.138258	0.0834186	0.16667	0.0179562	0.149201	0.0120152	0.308711	0.123769
5970	-79.82617	-85.74218	5.916012	1.102866	0.894856	0.227446	0.12846	0.200718	0.0915036	0.0474436	0.0892899	0.0594003	0.155739
5980	-81.80052	-88.84998	7.049461	1.318963	0.1120343	0.11064	0.0541945	0.236942	0.102394	0.0414307	0.0378544	0.0150852	0.40146
5990	-80.65445	-87.39955	6.7451	0.8019496	0.7812282	0.215442	0.326193	0.0276215	0.193723	0.0751766	0.0154354	0.052546	0.093863
6000	-79.00773	-85.13231	6.124572	1.130496	0.7629456	0.0137506	0.0782253	0.0723279	0.0976421	0.544777	0.0271015	0.0698202	0.0963555
6010	-80.39979	-83.94599	3.546205	2.143275	1.03935	0.0511585	0.34692	0.144891	0.0355995	0.103606	0.012485	0.109989	0.195351
6020	-78.92855	-84.26885	5.340297	1.405789	0.8797903	0.0725338	0.0763671	0.205893	0.0184529	0.233968	0.23053	0.00715503	0.1551
6030	-80.84683	-87.99238	7.145549	0.7079168	0.6750364	0.159553	0.137709	0.20385	0.0741859	0.158909	0.212883	0.0222049	0.0307049
6040	-78.61045	-85.3399	6.72945	1.220765	0.3702378	0.0822066	0.136615	0.0389569	0.0719108	0.193961	0.0785701	0.0911663	0.306613
6050	-80.78118	-87.95629	7.175106	0.7186626	0.6495123	0.010387	0.116122	0.293481	0.171335	0.0549104	0.0878023	0.066725	0.199237
6060	-78.4129	-84.68103	6.268125	1.321438	0.5002276	0.123132	0.185288	0.132686	0.0166996	0.0248256	0.172658	0.0520907	0.29262
6070	-80.12675	-84.05674	3.929996	2.012416	0.9783136	0.148235	0.238238	0.135436	0.0181748	0.109741	0.195918	0.104914	0.0493421
6080	-78.92707	-85.16258	6.235508	1.409498	0.4284758	0.386418	0.0101994	0.0686063	0.0345052	0.0750117	0.0480106	0.199183	0.178067
6090	-80.19418	-84.63821	4.444037	1.964408	0.7693017	0.0193383	0.00716854	0.219756	0.198417	0.160834	0.063092	0.261751	0.0696435
6100	-78.47179	-85.32559	6.853798	1.109677	0.419152	0.00594229	0.00402987	0.173341	0.140602	0.160452	0.08707	0.01691	0.411653
6110	-78.97812	-83.61121	4.63309	1.667199	0.9719836	0.0341495	0.0242876	0.0934553	0.142183	0.0196087	0.100048	0.315862	0.270406
6120	-79.16789	-83.73812	4.57023	1.750213	0.9203999	0.0907687	0.136411	0.204894	0.031376	0.0359665	0.218083	0.0299646	0.252536
6130	-79.16711	-84.79465	5.627541	1.257659	0.8842985	0.0436076	0.0963906	0.154579	0.192286	0.325375	0.0994452	0.0869202	0.00139657
6140	-78.53446	-84.63287	6.098419	1.237262	0.6692557	0.0798323	0.065272	0.0628642	0.126284	0.154588	0.18311	0.259477	0.0685732
6150	-79.3545	-85.69567	6.341177	1.045169	0.7399708	0.183801	0.105862	0.0367398	0.115598	0.0934428	0.206693	0.0899283	0.167936
6160	-80.14727	-84.7932	4.645928	1.505967	1.126797	0.0852539	0.0657325	0.0339254	0.177261	0.174298	0.259836	0.143154	0.0605384
6170	-78.91404	-84.22936	5.315314	1.598925	0.6991463	0.0540576	0.235274	0.127922	0.0771667	0.0275966	0.247652	0.0429112	0.18742
6180	-78.87737	-85.2887	6.411327	1.118783	0.6312809	0.166179	0.100168	0.0285314	0.208099	0.233817	0.0538069	0.11449	0.0949086
6190	-79.22303	-83.88994	4.666914	1.607192	1.015079	0.0662424	0.0840388	0.0151026	0.184586	0.434418	0.0604906	0.0744258	0.0806952
6200	-78.8667	-84.46066	5.59396	1.322184	0.8365637	0.0742465	0.109875	0.0397325	0.0496285	0.558491	0.0851421	0.0170549	0.06583
6210	-80.6187	-88.10699	7.488285	0.7982895	0.4132959	0.399552	0.0356246	0.0340583	0.0910243	0.153389	0.111787	0.00959946	0.164965
6220	-80.89864	-84.83518	3.936544	2.082624	0.9048324	0.394737	0.137322	0.035039	0.148446	0.0518276	0.138399	0.0136318	0.0805971
6230	-79.31101	-84.21994	4.908932	1.728803	0.7724589	0.0934189	0.0602371	0.0743658	0.0912223	0.339594	0.232376	0.00646002	0.102326
6240	-78.87204	-84.95565	6.083613	1.203909	0.7100122	0.246223	0.0237483	0.0847584	0.143521	0.387052	0.027218	0.0073628	0.0801168
6250	-79.02113	-85.70527	6.684138	1.003326	0.6103322	0.0835281	0.0201977	0.0360557	0.129168	0.238709	0.313237	0.0064826	0.172621
6260	-78.60852	-84.82692	6.218399	1.216844	0.6296842	0.0508275	0.0415978	0.214551	0.0617396	0.197537	0.332106	0.0251465	0.0764941
6270	-79.54999	-83.63527	4.085283	1.814735	1.098352	0.0617597	0.0753855	0.171737	0.364942	0.074407	0.0251486	0.109618	0.117002
6280	-79.14776	-83.56924	4.421483	1.834007	0.9109792	0.0131228	0.0852241	0.191045	0.139113	0.0207204	0.0337925	0.079781	0.437201
6290	-82.06341	-84.92582	2.862412	2.004102	1.52042	0.198123	0.112636	0.205659	0.0879501	0.0125688	0.0229042	0.178879	0.18128
6300	-81.99472	-84.93213	2.937415	1.985543	1.501477	0.0454277	0.0616978	0.208536	0.103689	0.10977	0.127848	0.114314	0.228717
6310	-79.36483	-83.82518	4.460349	1.727547	0.9980062	0.321004	0.0762414	0.127966	0.0762501	0.124546	0.0792191	0.0846596	0.110114
6320	-81.0846	-87.93525	6.850652	0.7477697	0.7826324	0.0785348	0.456366	0.15308	0.13235	0.0420021	0.0990439	0.0135652	0.0250581
6330	-79.39414	-83.86418	4.470033	1.853841	0.8668705	0.0782733	0.124757	0.0433257	0.291213	0.0531565	0.065426	0.00286976	0.340979
6340	-79.46142	-86.00725	6.545831	1.209789	0.4730237	0.0260168	0.0472478	0.411454	0.271377	0.0533895	0.155303	0.0240831	0.0111282
6350	-78.81225	-85.2149	6.402645	1.152613	0.6017927	0.022914	0.0428638	0.102579	0.461876	0.13804	0.172565	0.013695	0.0454678
6360	-79.11138	-83.92042	4.809033	1.570669	0.9805424	0.00879533	0.0240473	0.329675	0.0347243	0.0193871	0.0968704	0.01	0.476501
6370	-79.08447	-84.32394	5.23947	1.570669	0.7653234	0.0278763	0.327897	0.145545	0.151217	0.0350966	0.139888	0.0461118	0.126369
6380	-81.38847	-83.10523	1.716768	2.58419	1.513153	0.0953196	0.0102915	0.123065	0.0390651	0.119814	0.247628	0.142179	0.222639
6390	-79.0501	-83.67263	4.622521	1.753661	0.8908061	0.0895755	0.0284828	0.086873	0.172994	0.194428	0.0358632	0.0559051	0.335878
6400	-78.5041	-83.97038	5.466285	1.542884	0.6797007	0.0829705	0.0214347	0.195339	0.0295273	0.0114803	0.315394	0.0522331	0.291621
6410	-79.32256	-84.08351	4.760955	1.715044	0.8602061	0.0299404	0.0436952	0.519014	0.0327625	0.010281	0.219413	0.0496089	0.095285
6420	-78.5896	-84.89975	6.31015	1.143638	0.6570145	0.0191293	0.00782329	0.0442366	0.102778	0.144822	0.0571822	0.0363413	0.587688
6430	-78.6842	-84.53213	5.847928	1.470045	0.5617193	0.0694344	0.359748	0.0217943	0.10077	0.0410629	0.0546074	0.110907	0.241677
6440	-80.51803	-84.46051	3.942486	1.726938	1.257547	0.0175914	0.0800519	0.153667	0.196168	0.11549	0.108433	0.234827	0.0937723
6450	-80.17589	-83.34648	3.17059	2.141787	1.228645	0.0176502	0.0881476	0.267963	0.0517033	0.113497	0.264364	0.111651	0.0850241
