Iteration	Posterior	Likelihood	Prior	q_down	q_up	rf[1]	rf[2]	rf[3]	rf[4]	rf[5]	rf[6]	rf[7]	rf[8]
430	-79.43056	-83.89933	4.468771	1.651442	1.0699	0.0882374	0.140762	0.111303	0.00527427	0.32763	0.0457568	0.0600023	0.221034
440	-78.76119	-83.95345	5.192253	1.523292	0.8363095	0.0507061	0.233337	0.0842941	0.0268441	0.0866492	0.156529	0.0840242	0.277617
450	-78.85889	-84.93627	6.077376	1.316679	0.6003608	0.193585	0.233775	0.0965096	0.0862127	0.096039	0.0786186	0.170177	0.0450837
460	-79.00355	-85.37951	6.375959	1.323554	0.4441951	0.205575	0.14509	0.1305	0.0269722	0.143547	0.0947603	0.189648	0.0639092
470	-79.83874	-83.41859	3.579852	2.010363	1.155439	0.117555	0.197185	0.0846771	0.0913805	0.0875103	0.036542	0.0936587	0.291491
480	-78.65252	-84.83062	6.178104	1.271947	0.594729	0.0685374	0.132219	0.146902	0.0128887	0.392513	0.0284153	0.147106	0.071419
490	-78.92422	-84.04152	5.117309	1.517903	0.879171	0.0294006	0.235902	0.085329	0.112818	0.228936	0.03964	0.089949	0.178026
500	-79.41586	-83.63245	4.216588	1.900856	0.9465776	0.0157242	0.0609764	0.170304	0.156785	0.0674545	0.0766791	0.294489	0.157587
510	-80.45394	-84.81116	4.357216	2.0456	0.73152	0.0093473	0.0184011	0.220192	0.02819	0.0334129	0.149388	0.442819	0.0982499
520	-78.71916	-85.32745	6.608287	1.109118	0.542467	0.031013	0.0781169	0.291433	0.05304	0.102737	0.121193	0.208065	0.114402
530	-80.94634	-85.52519	4.57885	2.042822	0.623481	0.203355	0.0454864	0.0314461	0.130526	0.0320026	0.0384911	0.106926	0.411767
540	-78.34713	-84.03988	5.692742	1.468218	0.641139	0.273871	0.00285943	0.00558836	0.165358	0.0185189	0.00985032	0.144004	0.37995
550	-78.45526	-84.11886	5.6636	1.379229	0.7446986	0.0787121	0.0179154	0.154467	0.105566	0.0734849	0.0132564	0.0647034	0.491895
560	-79.33792	-85.65956	6.321641	1.346793	0.4481141	0.145172	0.0375102	0.165418	0.135947	0.336852	0.0373146	0.0821158	0.0596701
570	-78.50226	-84.1877	5.685443	1.366256	0.7467501	0.0161006	0.00225407	0.0527426	0.252714	0.200432	0.0132108	0.443405	0.0191403
580	-79.0209	-85.81749	6.7966	1.132957	0.4244711	0.272468	0.00231433	0.00430471	0.241975	0.191915	0.0126494	0.260525	0.0138483
590	-78.52894	-84.59503	6.066096	1.360896	0.5617836	0.261237	0.0289812	0.0102007	0.0640284	0.222755	0.0525356	0.284582	0.0756793
600	-78.72594	-84.5354	5.809453	1.550649	0.500353	0.181367	0.0396975	0.0160763	0.0390835	0.10328	0.05723	0.280686	0.28258
610	-79.07662	-84.13842	5.061795	1.478084	0.9467466	0.0607024	0.13312	0.0539094	0.0317977	0.0894957	0.243811	0.0276062	0.359558
620	-79.29787	-83.90277	4.604893	1.643368	1.009913	0.117381	0.0364291	0.488764	0.0368897	0.0555263	0.118715	0.00912534	0.137169
630	-80.14477	-83.56489	3.420112	2.108014	1.137658	0.116531	0.0354762	0.283216	0.17062	0.0150706	0.236618	0.00888665	0.133581
640	-81.11855	-83.88324	2.764688	2.362061	1.211323	0.19795	0.137382	0.189222	0.225465	0.161379	0.0137658	0.00734101	0.0674957
650	-79.87351	-83.92961	4.056092	1.941388	0.9862941	0.191674	0.0289672	0.0861225	0.4039	0.0866845	0.0227962	0.0559229	0.123933
660	-80.21925	-84.10682	3.887567	1.773881	1.238063	0.0645154	0.111845	0.248722	0.0912819	0.0768871	0.137515	0.039901	0.229332
670	-78.77193	-83.86908	5.097144	1.569709	0.8374467	0.0189795	0.0298514	0.244851	0.127164	0.121194	0.112136	0.0751636	0.270661
680	-79.95907	-87.24458	7.285504	0.821023	0.4919528	0.0269036	0.00125127	0.258042	0.136903	0.0739047	0.273461	0.0157548	0.21378
690	-79.42604	-84.97214	5.546099	1.613706	0.5689721	0.0755975	0.00175445	0.30761	0.202353	0.105806	0.115703	0.0310139	0.160161
700	-79.16462	-84.62735	5.462737	1.535229	0.6891301	0.0550487	0.17683	0.308564	0.173698	0.088928	0.0233492	0.0348897	0.138692
710	-80.09374	-84.44355	4.349809	1.971026	0.809797	0.0620483	0.179625	0.143559	0.00940096	0.0874947	0.333833	0.025821	0.158218
720	-78.82609	-84.43283	5.606743	1.42408	0.7282767	0.105474	0.198982	0.235648	0.010414	0.147802	0.0979198	0.0140938	0.189666
730	-78.51479	-84.70241	6.187626	1.242223	0.6196918	0.0166317	0.194937	0.110217	0.057519	0.194605	0.143566	0.0133158	0.269208
740	-80.08611	-84.03972	3.95361	1.763731	1.215192	0.146532	0.251789	0.0624379	0.0277058	0.0981857	0.109371	0.0850221	0.218957
750	-80.43793	-83.46202	3.024083	2.108197	1.33549	0.0696424	0.141409	0.25721	0.0175817	0.11716	0.220422	0.150512	0.0260618
760	-79.14765	-84.20611	5.05846	1.469703	0.9567944	0.0896545	0.209511	0.044866	0.0807891	0.0423889	0.179547	0.323935	0.0293085
770	-80.2752	-83.8974	3.622195	2.099863	1.044767	0.336455	0.0958777	0.0465337	0.0494839	0.055481	0.196466	0.218713	0.000988911
780	-78.47518	-84.76821	6.293033	1.170796	0.6384155	0.0488797	0.04496	0.0162882	0.0232045	0.294435	0.184325	0.386674	0.00123367
790	-78.54167	-85.40684	6.865165	1.068948	0.4541971	0.136336	0.0321542	0.0137182	0.0263421	0.0566479	0.303764	0.430091	0.00094577
800	-81.87595	-89.73672	7.860774	0.7132334	0.3121072	0.102897	0.373454	0.00689339	0.0472828	0.0450495	0.0473365	0.371992	0.00509495
810	-80.41127	-87.96149	7.550226	0.7865951	0.39402	0.0125912	0.320562	0.00909625	0.041396	0.0291889	0.349795	0.23407	0.00330118
820	-79.76608	-86.71732	6.951232	0.8684167	0.6116953	0.0802468	0.55132	0.017753	0.0914698	0.0569673	0.182406	0.0190353	0.000801649
830	-79.30221	-84.17818	4.875973	1.544156	0.973585	0.230838	0.502165	0.0986466	0.0314439	0.00596658	0.115561	0.0138003	0.00157854
840	-79.37147	-84.54728	5.175817	1.386353	0.9814666	0.0199026	0.238282	0.0458195	0.334094	0.012774	0.309932	0.0351734	0.00402329
850	-80.0285	-84.4221	4.393603	1.964906	0.7940197	0.129147	0.0415701	0.00680054	0.0287188	0.0995951	0.581132	0.0318412	0.0811951
860	-80.52309	-87.55692	7.033832	1.210649	0.2281622	0.134098	0.0269189	0.0178737	0.0251872	0.178235	0.50967	0.0219647	0.0860525
870	-81.31379	-84.46111	3.14732	1.957139	1.424929	0.152539	0.0820834	0.0384673	0.124583	0.127049	0.071159	0.144903	0.259216
880	-78.95992	-83.60149	4.641565	1.703543	0.9314018	0.151572	0.0708389	0.0487598	0.0528615	0.0691707	0.072511	0.270344	0.263942
890	-78.16271	-83.97493	5.812229	1.461059	0.5885547	0.138017	0.0721739	0.0346589	0.0825136	0.00197066	0.0313796	0.234108	0.405179
900	-79.4602	-85.7166	6.256395	1.037374	0.7901565	0.0933182	0.166882	0.118491	0.227883	0.147703	0.120935	0.0748578	0.0499301
910	-80.37347	-87.09617	6.722693	0.8435765	0.7508047	0.126385	0.0664702	0.103572	0.348578	0.017138	0.164843	0.101646	0.071368
920	-80.46786	-87.63182	7.163963	0.7408233	0.632923	0.44874	0.011362	0.110894	0.110709	0.0747546	0.0112857	0.0975583	0.134696
930	-78.57056	-84.00788	5.437315	1.514394	0.7226768	0.154856	0.00690774	0.0322775	0.342495	0.00593183	0.00198632	0.175106	0.28044
940	-78.69978	-84.30885	5.609067	1.392376	0.7588179	0.235315	0.0523734	0.0366256	0.224574	0.00690933	0.0190386	0.362886	0.0622787
950	-79.43001	-86.64789	7.217879	0.9721273	0.3746609	0.155487	0.151593	0.134609	0.0671664	0.106911	0.0198659	0.24965	0.114717
960	-82.9209	-90.47203	7.551137	1.079732	0.1004277	0.169899	0.0927022	0.353664	0.0950204	0.0347823	0.10906	0.0386181	0.106254
970	-79.24621	-86.2791	7.032886	0.9320268	0.507258	0.0299126	0.029083	0.0990549	0.246638	0.0177108	0.256352	0.101217	0.220031
980	-78.97943	-84.55205	5.572619	1.309444	0.8599749	0.120923	0.0167598	0.0506661	0.491053	0.0918075	0.12779	0.0437147	0.0572862
990	-79.2236	-85.42452	6.20092	1.418041	0.4372267	0.0716813	0.0307259	0.0929837	0.16661	0.01505	0.512484	0.0535707	0.0568944
1000	-79.00389	-85.32279	6.318903	1.096837	0.6994397	0.0763054	0.0743313	0.257531	0.0506767	0.0219077	0.313022	0.155373	0.050853
1010	-78.85859	-85.62645	6.767862	1.06661	0.5051864	0.0450281	0.048825	0.387532	0.0348444	0.0229485	0.0985419	0.300037	0.0622434
1020	-79.68768	-83.89942	4.21174	1.716436	1.133422	0.37008	0.01486	0.0612573	0.00454461	0.00357002	0.255596	0.113778	0.176314
1030	-78.79498	-84.37748	5.582503	1.334432	0.8300442	0.0475689	0.0442255	0.0560916	0.0630345	0.131876	0.217517	0.0540634	0.385623
1040	-80.78337	-84.39925	3.615884	1.825872	1.321913	0.0394338	0.157669	0.0714667	0.086218	0.154594	0.222879	0.0278964	0.239844
1050	-79.06194	-83.66891	4.606961	1.770198	0.882049	0.0496945	0.108402	0.018648	0.179094	0.111472	0.193889	0.0229801	0.315821
1060	-78.46658	-85.02733	6.560747	1.162563	0.5127912	0.0281116	0.207383	0.143049	0.0283683	0.0543027	0.179228	0.0676178	0.29194
1070	-78.82765	-83.831	5.003353	1.542218	0.9118331	0.0106593	0.0471481	0.138161	0.0125314	0.041375	0.483673	0.00572486	0.260728
1080	-78.75942	-83.94887	5.189444	1.505967	0.8550389	0.00637052	0.169725	0.0374196	0.00687648	0.146662	0.581624	0.0039251	0.0473977
1090	-79.56489	-86.73693	7.172038	1.016988	0.3527208	0.145693	0.136223	0.166755	0.00125936	0.0886068	0.39108	0.00629407	0.0640884
1100	-80.68318	-87.86297	7.179785	0.7138119	0.6520233	0.100399	0.38446	0.105858	0.0219456	0.0862091	0.108742	0.0443849	0.148002
1110	-79.27479	-84.87671	5.601924	1.515177	0.6395891	0.203842	0.233746	0.135228	0.062136	0.174541	0.0507538	0.0506933	0.0890601
1120	-80.68527	-83.74009	3.054824	2.266832	1.161484	0.0221461	0.224036	0.078598	0.303143	0.0441386	0.176443	0.116582	0.0349127
1130	-81.88572	-84.21921	2.333499	2.577438	1.211541	0.0540367	0.300167	0.0129054	0.168976	0.0593843	0.13608	0.261259	0.00719126
1140	-79.74135	-84.81622	5.074867	1.712752	0.7055429	0.203191	0.136417	0.121297	0.0553074	0.250611	0.111926	0.115618	0.00563251
1150	-81.33719	-87.46782	6.130628	0.9605773	0.9298365	0.160611	0.141464	0.0466736	0.0485747	0.223903	0.157888	0.163097	0.0577886
1160	-79.15615	-84.25471	5.09856	1.637949	0.7684995	0.0817844	0.0290467	0.0652357	0.452815	0.0328276	0.203962	0.0780867	0.0562417
1170	-79.86655	-83.45482	3.588266	1.97352	1.188074	0.176029	0.100729	0.0479584	0.146963	0.0678673	0.237954	0.0561178	0.166381
1180	-78.773	-84.55503	5.782023	1.304023	0.7606929	0.069142	0.0927738	0.0860979	0.344135	0.112318	0.0602183	0.194984	0.0403321
1190	-79.98737	-86.50447	6.517093	0.9289194	0.7682618	0.0491619	0.0665486	0.0594107	0.334579	0.147595	0.178803	0.153883	0.010018
1200	-79.83331	-87.15683	7.323524	0.8642153	0.4297507	0.0561208	0.0908026	0.0977735	0.265094	0.221189	0.21207	0.0423965	0.014554
1210	-79.02348	-85.95141	6.927929	1.090934	0.4008289	0.0714393	0.0378807	0.0814031	0.0503673	0.360109	0.244223	0.130883	0.0236948
1220	-78.74382	-85.14545	6.401634	1.139532	0.615379	0.198558	0.0166312	0.0828818	0.207763	0.0407141	0.12687	0.0761462	0.250435
1230	-79.67752	-84.41514	4.737621	1.749215	0.8377019	0.311705	0.082608	0.120841	0.258792	0.0260303	0.0693455	0.0472796	0.0833991
1240	-80.12138	-84.62789	4.506506	1.907494	0.7949814	0.178132	0.211676	0.0806324	0.0918468	0.0887755	0.219258	0.00844064	0.121238
1250	-79.66787	-83.55811	3.890248	1.893884	1.11672	0.140604	0.0278156	0.169179	0.173179	0.134183	0.304258	0.00881703	0.0419644
1260	-81.0022	-85.94152	4.939313	1.874187	0.6118839	0.10048	0.157392	0.208651	0.220222	0.0721571	0.0635839	0.161746	0.0157686
1270	-78.35664	-85.09406	6.737428	1.097733	0.4892804	0.0363999	0.107189	0.0440085	0.064511	0.0189208	0.108492	0.40659	0.213889
1280	-79.73076	-86.80299	7.072225	0.8990566	0.5205587	0.251757	0.119073	0.0681834	0.071501	0.00697535	0.105268	0.226775	0.150468
1290	-78.89555	-85.0373	6.141753	1.168174	0.7166776	0.166881	0.0502642	0.0371377	0.149246	0.00138326	0.00663567	0.103662	0.48479
1300	-79.11933	-85.74957	6.630241	1.099872	0.5407353	0.140603	0.268216	0.125349	0.187956	0.0145967	0.0116869	0.182572	0.0690198
1310	-78.5615	-84.35906	5.797562	1.383616	0.6733315	0.0931688	0.242986	0.0860423	0.0847513	0.0132236	0.170224	0.0480334	0.261571
1320	-79.00431	-83.51364	4.509329	1.751932	0.949131	0.0288007	0.161333	0.0505546	0.0645927	0.0077696	0.173242	0.185752	0.327956
1330	-78.99404	-84.08918	5.095144	1.496163	0.9119923	0.0411892	0.23073	0.153313	0.0948641	0.00339408	0.202897	0.265652	0.00796059
1340	-80.7862	-84.46809	3.681883	2.202794	0.9119923	0.150838	0.138478	0.011983	0.081134	0.0118196	0.116561	0.48631	0.00287733
1350	-78.60794	-84.38379	5.77585	1.335732	0.7320707	0.245889	0.0282669	0.0673658	0.0834753	0.00730736	0.133442	0.37751	0.056744
1360	-78.3256	-84.37441	6.048812	1.296596	0.6347258	0.140832	0.0161898	0.033112	0.127091	0.00347823	0.232959	0.418374	0.0279649
1370	-79.4637	-84.37247	4.90877	1.791705	0.7096376	0.189579	0.0714251	0.0423248	0.124988	0.00486205	0.209869	0.296121	0.0608311
1380	-79.44754	-83.4761	4.028558	1.924264	1.017185	0.0588756	0.185607	0.0495278	0.0871808	0.041547	0.100975	0.171026	0.30526
1390	-81.81464	-83.18532	1.37068	2.654091	1.616297	0.0979799	0.204001	0.0425266	0.204163	0.0733481	0.173623	0.173571	0.0307878
1400	-78.82543	-84.40056	5.575136	1.394087	0.7740734	0.254514	0.171334	0.0272094	0.0393068	0.07464	0.253505	0.177291	0.00219997
1410	-78.78757	-84.6634	5.875832	1.243738	0.7740734	0.0668634	0.0161516	0.121923	0.111153	0.0446391	0.0977304	0.521007	0.0205329
1420	-80.24181	-87.04095	6.799136	0.8383077	0.7178524	0.0312372	0.197054	0.244185	0.0755798	0.0486317	0.113589	0.231322	0.0584026
1430	-80.08749	-86.8011	6.713613	0.8457351	0.7531862	0.582931	0.0589331	0.0487202	0.0653804	0.0386899	0.117391	0.0707235	0.0172317
1440	-78.8871	-85.06928	6.182182	1.175312	0.6893245	0.347369	0.0182024	0.00853153	0.174332	0.0729304	0.100482	0.271567	0.00658599
1450	-79.06727	-83.73859	4.671323	1.754574	0.8654924	0.0921143	0.0030676	0.0880251	0.142896	0.0311709	0.321431	0.303021	0.0182732
1460	-80.23743	-84.04775	3.810322	1.800464	1.250103	0.0986546	0.123359	0.0678238	0.0613125	0.251513	0.260304	0.100593	0.0364403
1470	-79.32726	-86.1721	6.844838	1.008414	0.5248951	0.245071	0.137492	0.17297	0.0896626	0.0371742	0.0269575	0.20942	0.0812532
1480	-80.21873	-84.57367	4.354936	1.941133	0.8371273	0.122136	0.0593103	0.471839	0.0277292	0.0199774	0.107853	0.0849204	0.106235
1490	-78.29858	-84.72439	6.425812	1.205061	0.5377612	0.0703634	0.0443332	0.195798	0.0648567	0.0152011	0.152117	0.16358	0.29375
1500	-78.87024	-84.21093	5.340695	1.489655	0.7957257	0.0233533	0.118521	0.22322	0.321079	0.00317132	0.0679624	0.0674265	0.175267
1510	-79.83494	-86.9921	7.157157	1.099198	0.2779513	0.0934512	0.165866	0.0263694	0.460608	0.00437022	0.00581778	0.0967277	0.14679
1520	-79.56676	-83.98777	4.421008	1.846065	0.8991591	0.0786513	0.268309	0.0154772	0.0799845	0.339568	0.00378185	0.0246993	0.189528
1530	-80.14869	-85.31437	5.165682	1.321888	1.050999	0.0348616	0.323791	0.00749007	0.271559	0.103668	0.00532866	0.152952	0.10035
1540	-79.54817	-86.6991	7.15093	0.9260836	0.4541795	0.152484	0.132165	0.00818886	0.225012	0.186954	0.0058258	0.0442629	0.245107
1550	-79.40117	-86.6627	7.261528	1.086556	0.2384081	0.0148233	0.164761	0.0865181	0.0326386	0.248061	0.0101626	0.00786926	0.435167
1560	-78.45609	-84.34819	5.892102	1.380276	0.6294013	0.127038	0.209597	0.0584707	0.0682872	0.11338	0.0612941	0.0125812	0.349352
1570	-79.95063	-86.18432	6.233691	1.431736	0.4071458	0.0258987	0.47049	0.0583005	0.0592247	0.176457	0.100986	0.0329341	0.0757093
1580	-79.11935	-84.38477	5.265412	1.395192	0.92783	0.0364457	0.0742778	0.362285	0.09603	0.185673	0.0477593	0.149324	0.0482052
1590	-78.68134	-84.54859	5.867254	1.407201	0.6149003	0.120441	0.0468186	0.20458	0.205119	0.156471	0.00258816	0.0129445	0.251038
1600	-79.73994	-84.29103	4.551093	1.576486	1.103695	0.119666	0.0253651	0.134841	0.0227161	0.104127	0.441505	0.0828497	0.0689292
1610	-79.11679	-83.93878	4.821986	1.576486	0.9682488	0.164404	0.0549449	0.243368	0.00561213	0.0736065	0.0545813	0.126195	0.277287
1620	-79.31183	-83.90089	4.589067	1.692946	0.9682488	0.177434	0.0592997	0.262657	0.06439	0.274819	0.0597568	0.0743738	0.0272699
1630	-78.96589	-85.16449	6.198604	1.39677	0.4596558	0.0460304	0.164137	0.0239648	0.271938	0.104601	0.184855	0.042049	0.162424
1640	-79.04431	-84.06421	5.019906	1.695449	0.7503257	0.123572	0.220269	0.00736935	0.22977	0.0321657	0.0363438	0.0141462	0.336365
1650	-78.35847	-84.41279	6.054316	1.332433	0.5961365	0.0816897	0.14241	0.043929	0.251121	0.0184479	0.0363655	0.0894715	0.336566
1660	-79.93435	-85.6565	5.722151	1.62155	0.4731024	0.0226949	0.09762	0.135032	0.0556894	0.189768	0.358717	0.0553411	0.0851383
1670	-79.10557	-84.45005	5.344485	1.372184	0.9113016	0.0497201	0.288372	0.015383	0.25132	0.0446788	0.177458	0.0862273	0.0868408
1680	-80.4231	-85.25437	4.831264	1.42818	1.111916	0.0720818	0.0516058	0.0390589	0.128116	0.0845093	0.313606	0.301552	0.00947013
1690	-78.52213	-84.88709	6.364956	1.188707	0.5845428	0.0430754	0.0446651	0.0552629	0.181267	0.257708	0.204121	0.125683	0.0882176
1700	-79.00473	-84.81761	5.81288	1.2699	0.7793883	0.396211	0.116241	0.0557686	0.0183579	0.11291	0.032498	0.052251	0.215763
1710	-79.85665	-87.32429	7.467638	0.8857572	0.3361514	0.0832556	0.0991714	0.134957	0.0193613	0.0226437	0.416787	0.0981677	0.125657
1720	-80.45421	-84.24655	3.79234	1.788225	1.271332	0.0282138	0.0334284	0.128521	0.130193	0.233014	0.245243	0.0209761	0.180411
1730	-79.15635	-83.94721	4.79086	1.58945	0.9708474	0.11404	0.0952667	0.242363	0.077672	0.11238	0.318719	0.021243	0.0183161
1740	-79.55328	-84.96102	5.407739	1.595345	0.6565133	0.217429	0.181636	0.096703	0.252137	0.0136173	0.144138	0.0268701	0.0674694
1750	-79.93277	-83.77813	3.845362	2.020542	1.012505	0.0415118	0.186945	0.0645902	0.270527	0.0125066	0.232607	0.00612927	0.185182
1760	-79.12876	-85.52863	6.399865	1.048058	0.7077375	0.00808416	0.0123342	0.0715464	0.558905	0.0162636	0.0849992	0.027502	0.220365
1770	-78.93684	-84.0141	5.077256	1.757819	0.6592806	0.0109176	0.0489953	0.057205	0.0480773	0.0815381	0.139994	0.2531	0.360173
1780	-79.59825	-86.30204	6.703791	1.214837	0.3889955	0.0136268	0.00942303	0.02955	0.631033	0.143354	0.0657975	0.0718499	0.0353659
1790	-79.45253	-86.44848	6.995949	1.133099	0.3246546	0.0121548	0.030125	0.0775511	0.136993	0.458296	0.122233	0.0445453	0.118102
1800	-79.9354	-84.43849	4.503089	1.90409	0.8000929	0.0822677	0.165645	0.0626819	0.148163	0.236999	0.103091	0.0466224	0.15453
1810	-78.74626	-85.37224	6.625975	1.179943	0.4627971	0.0809235	0.130385	0.170832	0.200569	0.0402746	0.147607	0.0202786	0.20913
1820	-79.03454	-85.11382	6.07928	1.348048	0.5680395	0.104879	0.106061	0.251648	0.271664	0.052197	0.0284959	0.13817	0.0468841
1830	-78.61941	-84.06763	5.448217	1.59139	0.6402294	0.086013	0.0340149	0.04342	0.335784	0.0330214	0.0128878	0.0495357	0.405323
1840	-79.22619	-84.75838	5.532192	1.292011	0.8976209	0.0855739	0.0199683	0.0370327	0.384193	0.0925906	0.0066206	0.157857	0.216164
1850	-80.14749	-83.86186	3.714363	2.041519	1.057027	0.0519164	0.0893562	0.233782	0.323308	0.144717	0.0240505	0.0880393	0.0448307
1860	-80.59422	-87.23744	6.643223	0.8390301	0.7950861	0.193248	0.0415815	0.344892	0.0972405	0.141657	0.0133606	0.110834	0.0571863
