Iteration	Posterior	Likelihood	Prior	correlations[1]	proportional_rates[1]	proportional_rates[2]	relative_rates[1]	relative_rates[2]	sigma2
860	-83870.27	-83869.86	-0.4054095	0.0174097	0.918342	0.0816582	1.83668	0.163316	0.9999444
870	-83870.27	-83869.86	-0.4054095	0.0174097	0.918342	0.0816582	1.83668	0.163316	0.9999444
880	-83872.22	-83871.82	-0.4054095	0.0223555	0.918342	0.0816582	1.83668	0.163316	0.9999444
890	-83870.6	-83870.2	-0.4054095	0.0195218	0.918342	0.0816582	1.83668	0.163316	0.9999444
900	-83870.38	-83869.98	-0.4054095	0.0186859	0.918342	0.0816582	1.83668	0.163316	0.9999444
910	-83870.53	-83870.13	-0.4054095	0.0192976	0.918342	0.0816582	1.83668	0.163316	0.9999444
920	-83870.47	-83870.06	-0.4054095	0.0159893	0.918342	0.0816582	1.83668	0.163316	0.9999444
930	-83871.68	-83871.28	-0.4054095	0.0154834	0.919548	0.0804519	1.8391	0.160904	0.9999444
940	-83871.68	-83871.28	-0.4054095	0.0154834	0.919548	0.0804519	1.8391	0.160904	0.9999444
950	-83872.39	-83871.98	-0.4054095	0.0140218	0.919548	0.0804519	1.8391	0.160904	0.9999444
960	-83871.29	-83870.89	-0.4054095	0.0177034	0.919548	0.0804519	1.8391	0.160904	0.9999444
970	-83871.89	-83871.49	-0.4054095	0.0149629	0.919548	0.0804519	1.8391	0.160904	0.9999444
980	-83871.61	-83871.2	-0.4054095	0.0195949	0.919548	0.0804519	1.8391	0.160904	0.9999444
990	-83871.4	-83871	-0.4054095	0.0164962	0.919548	0.0804519	1.8391	0.160904	0.9999444
1000	-83870.88	-83870.47	-0.4054095	0.0159329	0.919192	0.080808	1.83838	0.161616	0.9999444
1010	-83873.18	-83872.77	-0.4054095	0.0121072	0.919192	0.080808	1.83838	0.161616	0.9999444
1020	-83870.64	-83870.24	-0.4054095	0.0176743	0.919192	0.080808	1.83838	0.161616	0.9999444
1030	-83871.46	-83871.06	-0.4054095	0.0212425	0.918909	0.0810906	1.83782	0.162181	0.9999444
1040	-83870.34	-83869.93	-0.4054095	0.0174613	0.918909	0.0810906	1.83782	0.162181	0.9999444
1050	-83871.3	-83870.89	-0.4054095	0.0205457	0.918043	0.0819566	1.83609	0.163913	0.9999444
1060	-83876.85	-83876.44	-0.4054095	0.0190248	0.920948	0.0790519	1.8419	0.158104	0.9999444
1070	-83876.72	-83876.31	-0.4054095	0.0179579	0.920948	0.0790519	1.8419	0.158104	0.9999444
1080	-83872.78	-83872.38	-0.4054095	0.0147025	0.919841	0.0801588	1.83968	0.160318	0.9999444
1090	-83870.9	-83870.49	-0.4054095	0.0147025	0.918457	0.0815434	1.83691	0.163087	0.9999444
1100	-83871.2	-83870.8	-0.4054095	0.0141175	0.918457	0.0815434	1.83691	0.163087	0.9999444
1110	-83870.44	-83870.03	-0.4054095	0.0159441	0.918457	0.0815434	1.83691	0.163087	0.9999444
1120	-83870.66	-83870.25	-0.4054095	0.0153328	0.918736	0.0812638	1.83747	0.162528	0.9999444
1130	-83870.45	-83870.05	-0.4054095	0.0191482	0.918736	0.0812638	1.83747	0.162528	0.9999444
1140	-83871.29	-83870.89	-0.4054095	0.021111	0.918736	0.0812638	1.83747	0.162528	0.9999444
1150	-83870.32	-83869.92	-0.4054095	0.018562	0.918736	0.0812638	1.83747	0.162528	0.9999444
1160	-83870.25	-83869.85	-0.4054095	0.0179861	0.918736	0.0812638	1.83747	0.162528	0.9999444
1170	-83871	-83870.59	-0.4054095	0.0205659	0.918736	0.0812638	1.83747	0.162528	0.9999444
1180	-83870.27	-83869.86	-0.4054095	0.0181122	0.918736	0.0812638	1.83747	0.162528	0.9999444
1190	-83871.37	-83870.96	-0.4054095	0.013896	0.918736	0.0812638	1.83747	0.162528	0.9999444
1200	-83872.38	-83871.98	-0.4054095	0.0208669	0.919645	0.0803552	1.83929	0.16071	0.9999444
1210	-83871.52	-83871.11	-0.4054095	0.0175377	0.919645	0.0803552	1.83929	0.16071	0.9999444
1220	-83872.31	-83871.9	-0.4054095	0.0145768	0.919645	0.0803552	1.83929	0.16071	0.9999444
1230	-83871.59	-83871.19	-0.4054095	0.0167102	0.919645	0.0803552	1.83929	0.16071	0.9999444
1240	-83872.14	-83871.73	-0.4054095	0.0203772	0.919645	0.0803552	1.83929	0.16071	0.9999444
1250	-83872.03	-83871.63	-0.4054095	0.0151762	0.919645	0.0803552	1.83929	0.16071	0.9999444
1260	-83871.66	-83871.26	-0.4054095	0.0163273	0.919645	0.0803552	1.83929	0.16071	0.9999444
1270	-83872.23	-83871.83	-0.4054095	0.0147251	0.919645	0.0803552	1.83929	0.16071	0.9999444
1280	-83873.5	-83873.09	-0.4054095	0.0225128	0.919645	0.0803552	1.83929	0.16071	0.9999444
1290	-83872.9	-83872.49	-0.4054095	0.0135944	0.919645	0.0803552	1.83929	0.16071	0.9999444
1300	-83873.57	-83873.16	-0.4054095	0.0233836	0.919285	0.0807153	1.83857	0.161431	0.9999444
1310	-83871.19	-83870.78	-0.4054095	0.0198123	0.919285	0.0807153	1.83857	0.161431	0.9999444
1320	-83871.86	-83871.46	-0.4054095	0.0146134	0.919457	0.0805433	1.83891	0.161087	0.9999444
1330	-83871.85	-83871.45	-0.4054095	0.0206399	0.919457	0.0805433	1.83891	0.161087	0.9999444
1340	-83871.85	-83871.45	-0.4054095	0.0206399	0.919457	0.0805433	1.83891	0.161087	0.9999444
1350	-83871.95	-83871.55	-0.4054095	0.015683	0.917412	0.0825878	1.83482	0.165176	0.9999444
1360	-83871.91	-83871.5	-0.4054095	0.015683	0.91743	0.0825698	1.83486	0.16514	0.9999444
1370	-83871.75	-83871.34	-0.4054095	0.0184923	0.91743	0.0825698	1.83486	0.16514	0.9999444
1380	-83871.66	-83871.26	-0.4054095	0.0177795	0.91743	0.0825698	1.83486	0.16514	0.9999444
1390	-83871.68	-83871.28	-0.4054095	0.0168476	0.91743	0.0825698	1.83486	0.16514	0.9999444
1400	-83874.58	-83874.18	-0.4054095	0.0233486	0.91743	0.0825698	1.83486	0.16514	0.9999444
1410	-83871.69	-83871.28	-0.4054095	0.0168054	0.91743	0.0825698	1.83486	0.16514	0.9999444
1420	-83871.66	-83871.25	-0.4054095	0.0176939	0.91743	0.0825698	1.83486	0.16514	0.9999444
1430	-83871.82	-83871.42	-0.4054095	0.0160167	0.91743	0.0825698	1.83486	0.16514	0.9999444
1440	-83870.95	-83870.54	-0.4054095	0.0196228	0.919164	0.0808361	1.83833	0.161672	0.9999444
1450	-83871.76	-83871.36	-0.4054095	0.0213189	0.919164	0.0808361	1.83833	0.161672	0.9999444
1460	-83874.14	-83873.74	-0.4054095	0.0111053	0.919164	0.0808361	1.83833	0.161672	0.9999444
1470	-83870.63	-83870.22	-0.4054095	0.0171179	0.919164	0.0808361	1.83833	0.161672	0.9999444
1480	-83870.68	-83870.27	-0.4054095	0.018519	0.919164	0.0808361	1.83833	0.161672	0.9999444
1490	-83870.63	-83870.23	-0.4054095	0.0181775	0.919164	0.0808361	1.83833	0.161672	0.9999444
1500	-83870.71	-83870.31	-0.4054095	0.0187413	0.919164	0.0808361	1.83833	0.161672	0.9999444
1510	-83870.61	-83870.21	-0.4054095	0.017362	0.919164	0.0808361	1.83833	0.161672	0.9999444
1520	-83870.65	-83870.24	-0.4054095	0.0168791	0.919164	0.0808361	1.83833	0.161672	0.9999444
1530	-83870.61	-83870.2	-0.4054095	0.0175688	0.919164	0.0808361	1.83833	0.161672	0.9999444
1540	-83871.39	-83870.99	-0.4054095	0.0206693	0.919164	0.0808361	1.83833	0.161672	0.9999444
1550	-83870.77	-83870.37	-0.4054095	0.0161852	0.919164	0.0808361	1.83833	0.161672	0.9999444
1560	-83870.85	-83870.45	-0.4054095	0.0158818	0.919164	0.0808361	1.83833	0.161672	0.9999444
1570	-83871.1	-83870.69	-0.4054095	0.0151785	0.919164	0.0808361	1.83833	0.161672	0.9999444
1580	-83871.28	-83870.87	-0.4054095	0.0204399	0.919164	0.0808361	1.83833	0.161672	0.9999444
1590	-83871.43	-83871.02	-0.4054095	0.0207421	0.919164	0.0808361	1.83833	0.161672	0.9999444
1600	-83870.7	-83870.3	-0.4054095	0.0186838	0.919164	0.0808361	1.83833	0.161672	0.9999444
1610	-83870.7	-83870.3	-0.4054095	0.0186838	0.919164	0.0808361	1.83833	0.161672	0.9999444
1620	-83870.81	-83870.41	-0.4054095	0.0160372	0.919164	0.0808361	1.83833	0.161672	0.9999444
1630	-83870.72	-83870.31	-0.4054095	0.0187547	0.919164	0.0808361	1.83833	0.161672	0.9999444
1640	-83871.35	-83870.94	-0.4054095	0.0205839	0.919164	0.0808361	1.83833	0.161672	0.9999444
1650	-83871.35	-83870.94	-0.4054095	0.0205839	0.919164	0.0808361	1.83833	0.161672	0.9999444
1660	-83870.81	-83870.41	-0.4054095	0.0160324	0.919164	0.0808361	1.83833	0.161672	0.9999444
1670	-83872.07	-83871.66	-0.4054095	0.0217803	0.919164	0.0808361	1.83833	0.161672	0.9999444
1680	-83870.61	-83870.2	-0.4054095	0.0175587	0.919164	0.0808361	1.83833	0.161672	0.9999444
1690	-83870.64	-83870.23	-0.4054095	0.0182091	0.919164	0.0808361	1.83833	0.161672	0.9999444
1700	-83870.62	-83870.22	-0.4054095	0.0171539	0.919164	0.0808361	1.83833	0.161672	0.9999444
1710	-83870.62	-83870.22	-0.4054095	0.0171539	0.919164	0.0808361	1.83833	0.161672	0.9999444
1720	-83870.61	-83870.2	-0.4054095	0.0177982	0.919164	0.0808361	1.83833	0.161672	0.9999444
1730	-83870.56	-83870.16	-0.4054095	0.0195115	0.918422	0.081578	1.83684	0.163156	0.9999444
1740	-83870.36	-83869.95	-0.4054095	0.0187351	0.918422	0.081578	1.83684	0.163156	0.9999444
1750	-83870.43	-83870.02	-0.4054095	0.0160181	0.918422	0.081578	1.83684	0.163156	0.9999444
1760	-83870.27	-83869.86	-0.4054095	0.0181609	0.918422	0.081578	1.83684	0.163156	0.9999444
1770	-83870.61	-83870.21	-0.4054095	0.0154132	0.918422	0.081578	1.83684	0.163156	0.9999444
1780	-83873.42	-83873.02	-0.4054095	0.0113611	0.918422	0.081578	1.83684	0.163156	0.9999444
1790	-83870.28	-83869.87	-0.4054095	0.016812	0.918422	0.081578	1.83684	0.163156	0.9999444
1800	-83870.26	-83869.85	-0.4054095	0.0180369	0.918422	0.081578	1.83684	0.163156	0.9999444
1810	-83871.31	-83870.91	-0.4054095	0.0211179	0.918422	0.081578	1.83684	0.163156	0.9999444
1820	-83873.94	-83873.54	-0.4054095	0.0108799	0.918422	0.081578	1.83684	0.163156	0.9999444
1830	-83870.63	-83870.22	-0.4054095	0.0196949	0.918422	0.081578	1.83684	0.163156	0.9999444
1840	-83870.24	-83869.84	-0.4054095	0.0172078	0.918422	0.081578	1.83684	0.163156	0.9999444
1850	-83870.66	-83870.25	-0.4054095	0.0197821	0.918422	0.081578	1.83684	0.163156	0.9999444
1860	-83870.99	-83870.58	-0.4054095	0.0205275	0.918422	0.081578	1.83684	0.163156	0.9999444
1870	-83870.56	-83870.15	-0.4054095	0.0155648	0.918422	0.081578	1.83684	0.163156	0.9999444
1880	-83870.24	-83869.84	-0.4054095	0.017813	0.918422	0.081578	1.83684	0.163156	0.9999444
1890	-83870.27	-83869.87	-0.4054095	0.0175592	0.918337	0.0816632	1.83667	0.163326	0.9999444
1900	-83871.6	-83871.19	-0.4054095	0.0214995	0.918337	0.0816632	1.83667	0.163326	0.9999444
1910	-83870.35	-83869.95	-0.4054095	0.0165298	0.918337	0.0816632	1.83667	0.163326	0.9999444
1920	-83872.05	-83871.64	-0.4054095	0.0221272	0.918337	0.0816632	1.83667	0.163326	0.9999444
1930	-83870.27	-83869.87	-0.4054095	0.0173997	0.918337	0.0816632	1.83667	0.163326	0.9999444
1940	-83870.9	-83870.49	-0.4054095	0.0169547	0.917797	0.0822031	1.83559	0.164406	0.9999444
1950	-83871.33	-83870.92	-0.4054095	0.0151473	0.917797	0.0822031	1.83559	0.164406	0.9999444
1960	-83871.29	-83870.88	-0.4054095	0.0196853	0.917797	0.0822031	1.83559	0.164406	0.9999444
1970	-83872.2	-83871.79	-0.4054095	0.0214442	0.917797	0.0822031	1.83559	0.164406	0.9999444
1980	-83870.88	-83870.47	-0.4054095	0.0173999	0.917797	0.0822031	1.83559	0.164406	0.9999444
1990	-83871.66	-83871.25	-0.4054095	0.0144233	0.917797	0.0822031	1.83559	0.164406	0.9999444
2000	-83871.77	-83871.36	-0.4054095	0.0207314	0.917797	0.0822031	1.83559	0.164406	0.9999444
2010	-83871.03	-83870.63	-0.4054095	0.0188435	0.917797	0.0822031	1.83559	0.164406	0.9999444
2020	-83872.48	-83872.08	-0.4054095	0.0128694	0.919163	0.080837	1.83833	0.161674	0.9999444
2030	-83872.14	-83871.73	-0.4054095	0.0219678	0.919113	0.0808872	1.83823	0.161774	0.9999444
2040	-83871.63	-83871.23	-0.4054095	0.0139886	0.919113	0.0808872	1.83823	0.161774	0.9999444
2050	-83871.47	-83871.06	-0.4054095	0.0179444	0.919622	0.0803783	1.83924	0.160757	0.9999444
2060	-83871.46	-83871.06	-0.4054095	0.0177764	0.919622	0.0803783	1.83924	0.160757	0.9999444
2070	-83871.9	-83871.5	-0.4054095	0.0153522	0.919622	0.0803783	1.83924	0.160757	0.9999444
2080	-83871.68	-83871.27	-0.4054095	0.0192553	0.919622	0.0803783	1.83924	0.160757	0.9999444
2090	-83870.93	-83870.52	-0.4054095	0.0199681	0.918136	0.081864	1.83627	0.163728	0.9999444
2100	-83870.92	-83870.51	-0.4054095	0.0199448	0.918136	0.081864	1.83627	0.163728	0.9999444
2110	-83870.42	-83870.02	-0.4054095	0.0176396	0.918136	0.081864	1.83627	0.163728	0.9999444
2120	-83870.75	-83870.34	-0.4054095	0.0194762	0.918136	0.081864	1.83627	0.163728	0.9999444
2130	-83873.45	-83873.05	-0.4054095	0.0235184	0.918136	0.081864	1.83627	0.163728	0.9999444
2140	-83870.42	-83870.02	-0.4054095	0.0175987	0.918136	0.081864	1.83627	0.163728	0.9999444
2150	-83870.43	-83870.02	-0.4054095	0.0171885	0.918136	0.081864	1.83627	0.163728	0.9999444
2160	-83871.22	-83870.82	-0.4054095	0.0144138	0.918136	0.081864	1.83627	0.163728	0.9999444
2170	-83870.59	-83870.19	-0.4054095	0.0172838	0.919148	0.0808515	1.8383	0.161703	0.9999444
2180	-83870.78	-83870.38	-0.4054095	0.0191357	0.919148	0.0808515	1.8383	0.161703	0.9999444
2190	-83872.16	-83871.76	-0.4054095	0.0219406	0.919148	0.0808515	1.8383	0.161703	0.9999444
2200	-83870.67	-83870.27	-0.4054095	0.0165767	0.919148	0.0808515	1.8383	0.161703	0.9999444
2210	-83870.67	-83870.27	-0.4054095	0.0165767	0.919148	0.0808515	1.8383	0.161703	0.9999444
2220	-83872.57	-83872.17	-0.4054095	0.0127297	0.919148	0.0808515	1.8383	0.161703	0.9999444
2230	-83870.6	-83870.19	-0.4054095	0.0194269	0.918875	0.0811246	1.83775	0.162249	0.9999444
2240	-83870.37	-83869.97	-0.4054095	0.0167406	0.918875	0.0811246	1.83775	0.162249	0.9999444
2250	-83871.09	-83870.68	-0.4054095	0.0145309	0.918875	0.0811246	1.83775	0.162249	0.9999444
2260	-83870.68	-83870.27	-0.4054095	0.0196119	0.918275	0.0817249	1.83655	0.16345	0.9999444
2270	-83870.65	-83870.25	-0.4054095	0.0154841	0.918275	0.0817249	1.83655	0.16345	0.9999444
2280	-83870.74	-83870.34	-0.4054095	0.019797	0.918275	0.0817249	1.83655	0.16345	0.9999444
2290	-83870.48	-83870.07	-0.4054095	0.0160903	0.918275	0.0817249	1.83655	0.16345	0.9999444
2300	-83870.31	-83869.91	-0.4054095	0.0167608	0.918775	0.0812248	1.83755	0.16245	0.9999444
2310	-83870.34	-83869.93	-0.4054095	0.0185606	0.918775	0.0812248	1.83755	0.16245	0.9999444
2320	-83870.3	-83869.9	-0.4054095	0.0183226	0.918775	0.0812248	1.83755	0.16245	0.9999444
2330	-83870.34	-83869.94	-0.4054095	0.0185794	0.918775	0.0812248	1.83755	0.16245	0.9999444
2340	-83871.42	-83871.02	-0.4054095	0.0206542	0.917991	0.082009	1.83598	0.164018	0.9999444
2350	-83871.13	-83870.72	-0.4054095	0.0149413	0.917991	0.082009	1.83598	0.164018	0.9999444
2360	-83870.27	-83869.86	-0.4054095	0.0171224	0.91837	0.0816299	1.83674	0.16326	0.9999444
2370	-83870.27	-83869.86	-0.4054095	0.0178833	0.91837	0.0816299	1.83674	0.16326	0.9999444
2380	-83870.26	-83869.85	-0.4054095	0.0177216	0.91837	0.0816299	1.83674	0.16326	0.9999444
2390	-83870.62	-83870.22	-0.4054095	0.0154298	0.91837	0.0816299	1.83674	0.16326	0.9999444
2400	-83870.72	-83870.32	-0.4054095	0.0198888	0.91837	0.0816299	1.83674	0.16326	0.9999444
2410	-83870.27	-83869.86	-0.4054095	0.0179277	0.91837	0.0816299	1.83674	0.16326	0.9999444
2420	-83870.3	-83869.89	-0.4054095	0.0184969	0.918467	0.0815328	1.83693	0.163066	0.9999444
2430	-83870.3	-83869.89	-0.4054095	0.0184969	0.918467	0.0815328	1.83693	0.163066	0.9999444
2440	-83871.97	-83871.56	-0.4054095	0.0221027	0.918467	0.0815328	1.83693	0.163066	0.9999444
2450	-83870.51	-83870.1	-0.4054095	0.0156805	0.918467	0.0815328	1.83693	0.163066	0.9999444
2460	-83871.19	-83870.78	-0.4054095	0.0141447	0.918467	0.0815328	1.83693	0.163066	0.9999444
2470	-83870.23	-83869.82	-0.4054095	0.0177991	0.918467	0.0815328	1.83693	0.163066	0.9999444
2480	-83870.41	-83870	-0.4054095	0.0160468	0.918467	0.0815328	1.83693	0.163066	0.9999444
2490	-83870.42	-83870.02	-0.4054095	0.0159831	0.918467	0.0815328	1.83693	0.163066	0.9999444
2500	-83871.11	-83870.7	-0.4054095	0.0142839	0.918467	0.0815328	1.83693	0.163066	0.9999444
2510	-83871.11	-83870.7	-0.4054095	0.0142839	0.918467	0.0815328	1.83693	0.163066	0.9999444
2520	-83874.94	-83874.54	-0.4054095	0.0198961	0.920518	0.0794821	1.84104	0.158964	0.9999444
2530	-83876.07	-83875.67	-0.4054095	0.0134802	0.920518	0.0794821	1.84104	0.158964	0.9999444
2540	-83874.58	-83874.18	-0.4054095	0.0171568	0.920518	0.0794821	1.84104	0.158964	0.9999444
