Iteration	Posterior	Likelihood	Prior	correlations[1]	proportional_rates[1]	proportional_rates[2]	relative_rates[1]	relative_rates[2]	sigma2
651470	-83867.95	-83867.54	-0.4054589	0.0221051	0.918264	0.0817359	1.83653	0.163472	0.9999938
651480	-83869.3	-83868.89	-0.4054589	0.0114014	0.918305	0.0816946	1.83661	0.163389	0.9999938
651490	-83867.03	-83866.62	-0.4054589	0.020739	0.918305	0.0816946	1.83661	0.163389	0.9999938
651500	-83867.24	-83866.84	-0.4054589	0.013922	0.918305	0.0816946	1.83661	0.163389	0.9999938
651510	-83866.68	-83866.28	-0.4054589	0.0150195	0.918305	0.0816946	1.83661	0.163389	0.9999938
651520	-83866.18	-83865.77	-0.4054589	0.0170873	0.918305	0.0816946	1.83661	0.163389	0.9999938
651530	-83866.21	-83865.81	-0.4054589	0.0167306	0.918305	0.0816946	1.83661	0.163389	0.9999938
651540	-83866.25	-83865.85	-0.4054589	0.0185884	0.918305	0.0816946	1.83661	0.163389	0.9999938
651550	-83866.32	-83865.92	-0.4054589	0.016127	0.918305	0.0816946	1.83661	0.163389	0.9999938
651560	-83866.25	-83865.84	-0.4054589	0.0177727	0.918956	0.081044	1.83791	0.162088	0.9999938
651570	-83866.3	-83865.89	-0.4054589	0.0168085	0.918956	0.081044	1.83791	0.162088	0.9999938
651580	-83866.26	-83865.85	-0.4054589	0.0179136	0.918956	0.081044	1.83791	0.162088	0.9999938
651590	-83866.23	-83865.82	-0.4054589	0.0181955	0.918256	0.0817437	1.83651	0.163487	0.9999938
651600	-83866.23	-83865.82	-0.4054589	0.0181955	0.918256	0.0817437	1.83651	0.163487	0.9999938
651610	-83866.32	-83865.92	-0.4054589	0.0187629	0.918256	0.0817437	1.83651	0.163487	0.9999938
651620	-83866.2	-83865.79	-0.4054589	0.0172569	0.918256	0.0817437	1.83651	0.163487	0.9999938
651630	-83866.69	-83866.29	-0.4054589	0.0199625	0.918256	0.0817437	1.83651	0.163487	0.9999938
651640	-83866.45	-83866.04	-0.4054589	0.0192657	0.918256	0.0817437	1.83651	0.163487	0.9999938
651650	-83866.57	-83866.17	-0.4054589	0.0196445	0.918256	0.0817437	1.83651	0.163487	0.9999938
651660	-83868.17	-83867.76	-0.4054589	0.0223732	0.918256	0.0817437	1.83651	0.163487	0.9999938
651670	-83866.32	-83865.91	-0.4054589	0.0162796	0.918256	0.0817437	1.83651	0.163487	0.9999938
651680	-83866.31	-83865.91	-0.4054589	0.0188734	0.918854	0.0811461	1.83771	0.162292	0.9999938
651690	-83866.94	-83866.54	-0.4054589	0.015182	0.919145	0.080855	1.83829	0.16171	0.9999938
651700	-83866.63	-83866.23	-0.4054589	0.0190686	0.919145	0.080855	1.83829	0.16171	0.9999938
651710	-83867.36	-83866.96	-0.4054589	0.0143055	0.919145	0.080855	1.83829	0.16171	0.9999938
651720	-83866.95	-83866.54	-0.4054589	0.0200387	0.919145	0.080855	1.83829	0.16171	0.9999938
651730	-83867.26	-83866.86	-0.4054589	0.020111	0.917837	0.0821628	1.83567	0.164326	0.9999938
651740	-83866.8	-83866.39	-0.4054589	0.0186534	0.917837	0.0821628	1.83567	0.164326	0.9999938
651750	-83866.8	-83866.39	-0.4054589	0.0186534	0.917837	0.0821628	1.83567	0.164326	0.9999938
651760	-83866.8	-83866.39	-0.4054589	0.0186534	0.917837	0.0821628	1.83567	0.164326	0.9999938
651770	-83868.89	-83868.49	-0.4054589	0.0212111	0.917363	0.0826369	1.83473	0.165274	0.9999938
651780	-83868.3	-83867.9	-0.4054589	0.0147397	0.917363	0.0826369	1.83473	0.165274	0.9999938
651790	-83866.4	-83865.99	-0.4054589	0.0167475	0.918079	0.0819208	1.83616	0.163842	0.9999938
651800	-83866.4	-83865.99	-0.4054589	0.0167506	0.918079	0.0819208	1.83616	0.163842	0.9999938
651810	-83868.13	-83867.73	-0.4054589	0.0198204	0.917378	0.0826215	1.83476	0.165243	0.9999938
651820	-83867.71	-83867.31	-0.4054589	0.0182721	0.917378	0.0826215	1.83476	0.165243	0.9999938
651830	-83867.79	-83867.39	-0.4054589	0.0187181	0.917378	0.0826215	1.83476	0.165243	0.9999938
651840	-83867.75	-83867.34	-0.4054589	0.0184661	0.917378	0.0826215	1.83476	0.165243	0.9999938
651850	-83867.96	-83867.55	-0.4054589	0.0148373	0.917484	0.0825157	1.83497	0.165031	0.9999938
651860	-83867.56	-83867.16	-0.4054589	0.0160029	0.917484	0.0825157	1.83497	0.165031	0.9999938
651870	-83871.11	-83870.7	-0.4054589	0.024102	0.917484	0.0825157	1.83497	0.165031	0.9999938
651880	-83867.46	-83867.05	-0.4054589	0.0165403	0.917484	0.0825157	1.83497	0.165031	0.9999938
651890	-83867.93	-83867.53	-0.4054589	0.0199848	0.917484	0.0825157	1.83497	0.165031	0.9999938
651900	-83867.72	-83867.31	-0.4054589	0.0194168	0.917484	0.0825157	1.83497	0.165031	0.9999938
651910	-83870.87	-83870.46	-0.4054589	0.0238818	0.917484	0.0825157	1.83497	0.165031	0.9999938
651920	-83869.74	-83869.33	-0.4054589	0.0227369	0.917484	0.0825157	1.83497	0.165031	0.9999938
651930	-83867.73	-83867.32	-0.4054589	0.0194535	0.917484	0.0825157	1.83497	0.165031	0.9999938
651940	-83867.69	-83867.29	-0.4054589	0.0193458	0.917484	0.0825157	1.83497	0.165031	0.9999938
651950	-83867.51	-83867.1	-0.4054589	0.0186169	0.917484	0.0825157	1.83497	0.165031	0.9999938
651960	-83867.42	-83867.01	-0.4054589	0.0168845	0.917484	0.0825157	1.83497	0.165031	0.9999938
651970	-83867.67	-83867.27	-0.4054589	0.0192812	0.917484	0.0825157	1.83497	0.165031	0.9999938
651980	-83868.06	-83867.65	-0.4054589	0.0146221	0.917484	0.0825157	1.83497	0.165031	0.9999938
651990	-83867.28	-83866.87	-0.4054589	0.0141311	0.918101	0.0818991	1.8362	0.163798	0.9999938
652000	-83868.13	-83867.73	-0.4054589	0.0172266	0.919909	0.0800914	1.83982	0.160183	0.9999938
652010	-83869.21	-83868.8	-0.4054589	0.0140702	0.919909	0.0800914	1.83982	0.160183	0.9999938
652020	-83868.2	-83867.79	-0.4054589	0.0166695	0.919909	0.0800914	1.83982	0.160183	0.9999938
652030	-83868.31	-83867.91	-0.4054589	0.019222	0.919909	0.0800914	1.83982	0.160183	0.9999938
652040	-83869.16	-83868.75	-0.4054589	0.021204	0.919909	0.0800914	1.83982	0.160183	0.9999938
652050	-83867.24	-83866.83	-0.4054589	0.01414	0.918952	0.0810479	1.8379	0.162096	0.9999938
652060	-83866.62	-83866.21	-0.4054589	0.0154768	0.918952	0.0810479	1.8379	0.162096	0.9999938
652070	-83866.72	-83866.31	-0.4054589	0.0152087	0.918952	0.0810479	1.8379	0.162096	0.9999938
652080	-83869.23	-83868.82	-0.4054589	0.0236332	0.918822	0.0811775	1.83764	0.162355	0.9999938
652090	-83868.06	-83867.65	-0.4054589	0.0127999	0.918822	0.0811775	1.83764	0.162355	0.9999938
652100	-83866.78	-83866.37	-0.4054589	0.0189688	0.919264	0.080736	1.83853	0.161472	0.9999938
652110	-83866.64	-83866.24	-0.4054589	0.0170401	0.91787	0.0821301	1.83574	0.16426	0.9999938
652120	-83866.82	-83866.42	-0.4054589	0.0159544	0.91787	0.0821301	1.83574	0.16426	0.9999938
652130	-83866.63	-83866.22	-0.4054589	0.0175481	0.91787	0.0821301	1.83574	0.16426	0.9999938
652140	-83867.6	-83867.19	-0.4054589	0.0140795	0.91787	0.0821301	1.83574	0.16426	0.9999938
652150	-83866.86	-83866.46	-0.4054589	0.0191473	0.91787	0.0821301	1.83574	0.16426	0.9999938
652160	-83869.31	-83868.91	-0.4054589	0.0231418	0.91787	0.0821301	1.83574	0.16426	0.9999938
652170	-83866.64	-83866.23	-0.4054589	0.0178578	0.91787	0.0821301	1.83574	0.16426	0.9999938
652180	-83867.11	-83866.7	-0.4054589	0.0198751	0.91787	0.0821301	1.83574	0.16426	0.9999938
652190	-83866.86	-83866.45	-0.4054589	0.0158275	0.91787	0.0821301	1.83574	0.16426	0.9999938
652200	-83866.78	-83866.37	-0.4054589	0.016146	0.91787	0.0821301	1.83574	0.16426	0.9999938
652210	-83867.43	-83867.03	-0.4054589	0.0174409	0.917467	0.0825327	1.83493	0.165065	0.9999938
652220	-83867.87	-83867.46	-0.4054589	0.0197196	0.917467	0.0825327	1.83493	0.165065	0.9999938
652230	-83867.44	-83867.04	-0.4054589	0.0178041	0.917467	0.0825327	1.83493	0.165065	0.9999938
652240	-83867.89	-83867.48	-0.4054589	0.0151064	0.917467	0.0825327	1.83493	0.165065	0.9999938
652250	-83869.15	-83868.75	-0.4054589	0.0169454	0.916905	0.0830945	1.83381	0.166189	0.9999938
652260	-83869.08	-83868.67	-0.4054589	0.0163782	0.916946	0.0830536	1.83389	0.166107	0.9999938
652270	-83868.99	-83868.58	-0.4054589	0.0173174	0.916946	0.0830536	1.83389	0.166107	0.9999938
652280	-83868.25	-83867.84	-0.4054589	0.0130931	0.917864	0.0821362	1.83573	0.164272	0.9999938
652290	-83866.78	-83866.37	-0.4054589	0.0187727	0.917864	0.0821362	1.83573	0.164272	0.9999938
652300	-83867.06	-83866.65	-0.4054589	0.0197195	0.917864	0.0821362	1.83573	0.164272	0.9999938
652310	-83866.66	-83866.25	-0.4054589	0.0179473	0.917864	0.0821362	1.83573	0.164272	0.9999938
652320	-83866.77	-83866.36	-0.4054589	0.0187153	0.917864	0.0821362	1.83573	0.164272	0.9999938
652330	-83868.65	-83868.24	-0.4054589	0.0223752	0.917864	0.0821362	1.83573	0.164272	0.9999938
652340	-83867.36	-83866.96	-0.4054589	0.0174458	0.919633	0.0803675	1.83927	0.160735	0.9999938
652350	-83869.22	-83868.81	-0.4054589	0.0118251	0.919125	0.080875	1.83825	0.16175	0.9999938
652360	-83866.43	-83866.02	-0.4054589	0.0177047	0.919125	0.080875	1.83825	0.16175	0.9999938
652370	-83866.61	-83866.2	-0.4054589	0.0190793	0.919125	0.080875	1.83825	0.16175	0.9999938
652380	-83866.45	-83866.04	-0.4054589	0.0171139	0.919125	0.080875	1.83825	0.16175	0.9999938
652390	-83866.78	-83866.37	-0.4054589	0.0155489	0.919125	0.080875	1.83825	0.16175	0.9999938
652400	-83866.94	-83866.54	-0.4054589	0.0200902	0.919125	0.080875	1.83825	0.16175	0.9999938
652410	-83866.53	-83866.13	-0.4054589	0.0164618	0.919125	0.080875	1.83825	0.16175	0.9999938
652420	-83867.73	-83867.32	-0.4054589	0.0136569	0.919125	0.080875	1.83825	0.16175	0.9999938
652430	-83866.69	-83866.29	-0.4054589	0.0200352	0.91888	0.0811203	1.83776	0.162241	0.9999938
652440	-83868.14	-83867.74	-0.4054589	0.0152782	0.917341	0.0826593	1.83468	0.165319	0.9999938
652450	-83867.77	-83867.37	-0.4054589	0.0169796	0.917341	0.0826593	1.83468	0.165319	0.9999938
652460	-83868.54	-83868.14	-0.4054589	0.014365	0.917341	0.0826593	1.83468	0.165319	0.9999938
652470	-83866.43	-83866.02	-0.4054589	0.0172858	0.918014	0.0819857	1.83603	0.163971	0.9999938
652480	-83867.65	-83867.25	-0.4054589	0.021317	0.918014	0.0819857	1.83603	0.163971	0.9999938
652490	-83867.71	-83867.31	-0.4054589	0.01516	0.919564	0.0804362	1.83913	0.160872	0.9999938
652500	-83867.27	-83866.86	-0.4054589	0.0167284	0.919564	0.0804362	1.83913	0.160872	0.9999938
652510	-83866.95	-83866.54	-0.4054589	0.0197479	0.917942	0.0820576	1.83588	0.164115	0.9999938
652520	-83870.19	-83869.79	-0.4054589	0.0241067	0.917942	0.0820576	1.83588	0.164115	0.9999938
652530	-83866.82	-83866.42	-0.4054589	0.0198743	0.919096	0.0809039	1.83819	0.161808	0.9999938
652540	-83866.69	-83866.29	-0.4054589	0.0156932	0.919096	0.0809039	1.83819	0.161808	0.9999938
652550	-83866.41	-83866	-0.4054589	0.0180595	0.919096	0.0809039	1.83819	0.161808	0.9999938
652560	-83866.11	-83865.71	-0.4054589	0.0180969	0.918498	0.0815015	1.837	0.163003	0.9999938
652570	-83867.34	-83866.94	-0.4054589	0.0136627	0.918498	0.0815015	1.837	0.163003	0.9999938
652580	-83866.56	-83866.16	-0.4054589	0.0151518	0.918498	0.0815015	1.837	0.163003	0.9999938
652590	-83866.09	-83865.68	-0.4054589	0.0174341	0.918498	0.0815015	1.837	0.163003	0.9999938
652600	-83866.2	-83865.8	-0.4054589	0.0163701	0.918498	0.0815015	1.837	0.163003	0.9999938
652610	-83866.2	-83865.8	-0.4054589	0.0163701	0.918498	0.0815015	1.837	0.163003	0.9999938
652620	-83866.18	-83865.78	-0.4054589	0.0186123	0.918498	0.0815015	1.837	0.163003	0.9999938
652630	-83866.1	-83865.69	-0.4054589	0.0171518	0.918498	0.0815015	1.837	0.163003	0.9999938
652640	-83867.53	-83867.13	-0.4054589	0.0133845	0.918498	0.0815015	1.837	0.163003	0.9999938
652650	-83866.69	-83866.29	-0.4054589	0.0148455	0.918498	0.0815015	1.837	0.163003	0.9999938
652660	-83866.27	-83865.87	-0.4054589	0.0190408	0.918498	0.0815015	1.837	0.163003	0.9999938
652670	-83866.52	-83866.11	-0.4054589	0.0180823	0.91918	0.0808201	1.83836	0.16164	0.9999938
652680	-83867.46	-83867.06	-0.4054589	0.021001	0.91918	0.0808201	1.83836	0.16164	0.9999938
652690	-83870.78	-83870.37	-0.4054589	0.0104565	0.91918	0.0808201	1.83836	0.16164	0.9999938
652700	-83866.61	-83866.2	-0.4054589	0.0187524	0.91918	0.0808201	1.83836	0.16164	0.9999938
652710	-83867.23	-83866.82	-0.4054589	0.0205606	0.91918	0.0808201	1.83836	0.16164	0.9999938
652720	-83866.52	-83866.11	-0.4054589	0.0171169	0.91918	0.0808201	1.83836	0.16164	0.9999938
652730	-83868.04	-83867.63	-0.4054589	0.0133189	0.91918	0.0808201	1.83836	0.16164	0.9999938
652740	-83867.33	-83866.92	-0.4054589	0.0207535	0.91918	0.0808201	1.83836	0.16164	0.9999938
652750	-83866.9	-83866.5	-0.4054589	0.0198066	0.91918	0.0808201	1.83836	0.16164	0.9999938
652760	-83867.11	-83866.71	-0.4054589	0.0203164	0.91918	0.0808201	1.83836	0.16164	0.9999938
652770	-83867.54	-83867.13	-0.4054589	0.014082	0.91918	0.0808201	1.83836	0.16164	0.9999938
652780	-83866.99	-83866.59	-0.4054589	0.0200413	0.91918	0.0808201	1.83836	0.16164	0.9999938
652790	-83867.04	-83866.64	-0.4054589	0.0150607	0.91918	0.0808201	1.83836	0.16164	0.9999938
652800	-83866.5	-83866.09	-0.4054589	0.0177505	0.917962	0.0820377	1.83592	0.164075	0.9999938
652810	-83866.57	-83866.17	-0.4054589	0.0184481	0.917962	0.0820377	1.83592	0.164075	0.9999938
652820	-83868.45	-83868.05	-0.4054589	0.0126506	0.917962	0.0820377	1.83592	0.164075	0.9999938
652830	-83866.82	-83866.42	-0.4054589	0.0155036	0.917962	0.0820377	1.83592	0.164075	0.9999938
652840	-83866.6	-83866.2	-0.4054589	0.0163532	0.917962	0.0820377	1.83592	0.164075	0.9999938
652850	-83866.6	-83866.2	-0.4054589	0.0163532	0.917962	0.0820377	1.83592	0.164075	0.9999938
652860	-83867.46	-83867.06	-0.4054589	0.0208869	0.917962	0.0820377	1.83592	0.164075	0.9999938
652870	-83866.72	-83866.32	-0.4054589	0.0191491	0.917962	0.0820377	1.83592	0.164075	0.9999938
652880	-83868	-83867.59	-0.4054589	0.0135855	0.917806	0.0821935	1.83561	0.164387	0.9999938
652890	-83867.22	-83866.82	-0.4054589	0.0198927	0.917806	0.0821935	1.83561	0.164387	0.9999938
652900	-83866.83	-83866.43	-0.4054589	0.0185774	0.917806	0.0821935	1.83561	0.164387	0.9999938
652910	-83867.2	-83866.79	-0.4054589	0.015113	0.917806	0.0821935	1.83561	0.164387	0.9999938
652920	-83866.89	-83866.49	-0.4054589	0.0188533	0.917806	0.0821935	1.83561	0.164387	0.9999938
652930	-83866.89	-83866.49	-0.4054589	0.0188533	0.917806	0.0821935	1.83561	0.164387	0.9999938
652940	-83868.74	-83868.34	-0.4054589	0.0125698	0.917806	0.0821935	1.83561	0.164387	0.9999938
652950	-83867.17	-83866.77	-0.4054589	0.0152428	0.919313	0.0806873	1.83863	0.161375	0.9999938
652960	-83866.71	-83866.31	-0.4054589	0.0180158	0.919313	0.0806873	1.83863	0.161375	0.9999938
652970	-83866.71	-83866.31	-0.4054589	0.0180158	0.919313	0.0806873	1.83863	0.161375	0.9999938
652980	-83866.71	-83866.31	-0.4054589	0.0179878	0.919313	0.0806873	1.83863	0.161375	0.9999938
652990	-83866.71	-83866.31	-0.4054589	0.0172402	0.919313	0.0806873	1.83863	0.161375	0.9999938
653000	-83867.13	-83866.72	-0.4054589	0.0172402	0.919528	0.0804722	1.83906	0.160944	0.9999938
653010	-83868.28	-83867.88	-0.4054589	0.0224754	0.918996	0.0810038	1.83799	0.162008	0.9999938
653020	-83866.29	-83865.88	-0.4054589	0.0173793	0.918996	0.0810038	1.83799	0.162008	0.9999938
653030	-83866.8	-83866.4	-0.4054589	0.0200837	0.918996	0.0810038	1.83799	0.162008	0.9999938
653040	-83866.38	-83865.98	-0.4054589	0.0186884	0.918996	0.0810038	1.83799	0.162008	0.9999938
653050	-83866.68	-83866.28	-0.4054589	0.0197749	0.918996	0.0810038	1.83799	0.162008	0.9999938
653060	-83869.2	-83868.79	-0.4054589	0.0206045	0.91714	0.0828598	1.83428	0.16572	0.9999938
653070	-83869.31	-83868.91	-0.4054589	0.0132375	0.917308	0.0826917	1.83462	0.165383	0.9999938
653080	-83870.79	-83870.39	-0.4054589	0.0100505	0.918418	0.0815817	1.83684	0.163163	0.9999938
653090	-83866.12	-83865.72	-0.4054589	0.0179711	0.918418	0.0815817	1.83684	0.163163	0.9999938
653100	-83866.11	-83865.71	-0.4054589	0.0178165	0.918418	0.0815817	1.83684	0.163163	0.9999938
653110	-83866.17	-83865.76	-0.4054589	0.0183847	0.918418	0.0815817	1.83684	0.163163	0.9999938
653120	-83866.21	-83865.81	-0.4054589	0.0164111	0.918418	0.0815817	1.83684	0.163163	0.9999938
653130	-83866.11	-83865.7	-0.4054589	0.0175228	0.918418	0.0815817	1.83684	0.163163	0.9999938
653140	-83866.58	-83866.17	-0.4054589	0.0198985	0.918418	0.0815817	1.83684	0.163163	0.9999938
653150	-83866.11	-83865.7	-0.4054589	0.0177178	0.918418	0.0815817	1.83684	0.163163	0.9999938
653160	-83866.27	-83865.86	-0.4054589	0.0161501	0.918418	0.0815817	1.83684	0.163163	0.9999938
653170	-83866.27	-83865.87	-0.4054589	0.0161159	0.918418	0.0815817	1.83684	0.163163	0.9999938
653180	-83866.27	-83865.87	-0.4054589	0.0161159	0.918418	0.0815817	1.83684	0.163163	0.9999938
653190	-83866.15	-83865.75	-0.4054589	0.0182602	0.918418	0.0815817	1.83684	0.163163	0.9999938
653200	-83866.15	-83865.75	-0.4054589	0.0182602	0.918418	0.0815817	1.83684	0.163163	0.9999938
653210	-83866.63	-83866.22	-0.4054589	0.0200324	0.918418	0.0815817	1.83684	0.163163	0.9999938
653220	-83866.35	-83865.95	-0.4054589	0.0192441	0.918418	0.0815817	1.83684	0.163163	0.9999938
653230	-83866.2	-83865.8	-0.4054589	0.018604	0.918418	0.0815817	1.83684	0.163163	0.9999938
653240	-83866.15	-83865.74	-0.4054589	0.0168096	0.918418	0.0815817	1.83684	0.163163	0.9999938
653250	-83867.57	-83867.16	-0.4054589	0.0161683	0.919643	0.0803572	1.83929	0.160714	0.9999938
653260	-83867.74	-83867.33	-0.4054589	0.0197069	0.919643	0.0803572	1.83929	0.160714	0.9999938
653270	-83868.12	-83867.72	-0.4054589	0.0217514	0.917891	0.0821094	1.83578	0.164219	0.9999938
653280	-83866.75	-83866.34	-0.4054589	0.0161467	0.917891	0.0821094	1.83578	0.164219	0.9999938
653290	-83867.78	-83867.38	-0.4054589	0.021244	0.917891	0.0821094	1.83578	0.164219	0.9999938
653300	-83867.03	-83866.62	-0.4054589	0.019744	0.917891	0.0821094	1.83578	0.164219	0.9999938
653310	-83866.61	-83866.2	-0.4054589	0.0178493	0.917891	0.0821094	1.83578	0.164219	0.9999938
653320	-83866.65	-83866.25	-0.4054589	0.016659	0.917891	0.0821094	1.83578	0.164219	0.9999938
653330	-83866.84	-83866.43	-0.4054589	0.0191854	0.917891	0.0821094	1.83578	0.164219	0.9999938
653340	-83866.82	-83866.42	-0.4054589	0.0188626	0.919308	0.0806923	1.83862	0.161385	0.9999938
653350	-83867.94	-83867.53	-0.4054589	0.013764	0.919308	0.0806923	1.83862	0.161385	0.9999938
653360	-83866.71	-83866.31	-0.4054589	0.0171174	0.919308	0.0806923	1.83862	0.161385	0.9999938
653370	-83870.77	-83870.37	-0.4054589	0.0245986	0.919308	0.0806923	1.83862	0.161385	0.9999938
653380	-83866.73	-83866.33	-0.4054589	0.0169375	0.919308	0.0806923	1.83862	0.161385	0.9999938
653390	-83866.7	-83866.3	-0.4054589	0.0179263	0.919308	0.0806923	1.83862	0.161385	0.9999938
653400	-83867.12	-83866.71	-0.4054589	0.0153723	0.919308	0.0806923	1.83862	0.161385	0.9999938
653410	-83867.3	-83866.9	-0.4054589	0.0203195	0.919308	0.0806923	1.83862	0.161385	0.9999938
653420	-83866.84	-83866.43	-0.4054589	0.0189267	0.919308	0.0806923	1.83862	0.161385	0.9999938
653430	-83867.17	-83866.77	-0.4054589	0.0140111	0.918346	0.081654	1.83669	0.163308	0.9999938
653440	-83866.16	-83865.75	-0.4054589	0.0170476	0.918346	0.081654	1.83669	0.163308	0.9999938
653450	-83866.54	-83866.14	-0.4054589	0.0153184	0.918346	0.081654	1.83669	0.163308	0.9999938
653460	-83867.23	-83866.83	-0.4054589	0.0139089	0.918346	0.081654	1.83669	0.163308	0.9999938
653470	-83866.28	-83865.88	-0.4054589	0.0188442	0.918346	0.081654	1.83669	0.163308	0.9999938
653480	-83866.26	-83865.86	-0.4054589	0.0162953	0.918346	0.081654	1.83669	0.163308	0.9999938
653490	-83867.19	-83866.78	-0.4054589	0.0139868	0.918346	0.081654	1.83669	0.163308	0.9999938
653500	-83866.42	-83866.01	-0.4054589	0.0157019	0.918346	0.081654	1.83669	0.163308	0.9999938
653510	-83866.53	-83866.12	-0.4054589	0.0153615	0.918346	0.081654	1.83669	0.163308	0.9999938
653520	-83866.14	-83865.73	-0.4054589	0.0176333	0.918346	0.081654	1.83669	0.163308	0.9999938
653530	-83867.17	-83866.77	-0.4054589	0.0210375	0.918346	0.081654	1.83669	0.163308	0.9999938
653540	-83866.15	-83865.74	-0.4054589	0.0171528	0.918346	0.081654	1.83669	0.163308	0.9999938
653550	-83866.15	-83865.74	-0.4054589	0.0171891	0.918346	0.081654	1.83669	0.163308	0.9999938
653560	-83866.14	-83865.73	-0.4054589	0.0176526	0.918346	0.081654	1.83669	0.163308	0.9999938
653570	-83866.16	-83865.76	-0.4054589	0.0180814	0.918346	0.081654	1.83669	0.163308	0.9999938
653580	-83868.01	-83867.6	-0.4054589	0.0127983	0.918346	0.081654	1.83669	0.163308	0.9999938
653590	-83868.46	-83868.05	-0.4054589	0.0122589	0.918346	0.081654	1.83669	0.163308	0.9999938
653600	-83866.4	-83865.99	-0.4054589	0.0188625	0.91819	0.0818105	1.83638	0.163621	0.9999938
653610	-83866.37	-83865.97	-0.4054589	0.0187554	0.91819	0.0818105	1.83638	0.163621	0.9999938
653620	-83867.63	-83867.22	-0.4054589	0.0215777	0.91819	0.0818105	1.83638	0.163621	0.9999938
653630	-83866.25	-83865.84	-0.4054589	0.0173433	0.91819	0.0818105	1.83638	0.163621	0.9999938
653640	-83866.42	-83866.01	-0.4054589	0.0160624	0.91819	0.0818105	1.83638	0.163621	0.9999938
653650	-83866.71	-83866.3	-0.4054589	0.0198685	0.91819	0.0818105	1.83638	0.163621	0.9999938
653660	-83866.76	-83866.35	-0.4054589	0.0168594	0.919317	0.0806825	1.83863	0.161365	0.9999938
653670	-83866.73	-83866.32	-0.4054589	0.0180978	0.919317	0.0806825	1.83863	0.161365	0.9999938
653680	-83866.77	-83866.36	-0.4054589	0.0167861	0.919317	0.0806825	1.83863	0.161365	0.9999938
653690	-83867.07	-83866.66	-0.4054589	0.0196901	0.919317	0.0806825	1.83863	0.161365	0.9999938
653700	-83867.55	-83867.15	-0.4054589	0.0147734	0.919407	0.0805933	1.83881	0.161187	0.9999938
653710	-83867.77	-83867.37	-0.4054589	0.0143466	0.919407	0.0805933	1.83881	0.161187	0.9999938
653720	-83866.99	-83866.59	-0.4054589	0.0188378	0.919407	0.0805933	1.83881	0.161187	0.9999938
653730	-83867.75	-83867.34	-0.4054589	0.0143945	0.919407	0.0805933	1.83881	0.161187	0.9999938
653740	-83867.31	-83866.9	-0.4054589	0.0195374	0.919476	0.0805244	1.83895	0.161049	0.9999938
653750	-83867.01	-83866.6	-0.4054589	0.0177872	0.919476	0.0805244	1.83895	0.161049	0.9999938
653760	-83867.57	-83867.17	-0.4054589	0.0201468	0.917678	0.0823217	1.83536	0.164643	0.9999938
653770	-83867.09	-83866.69	-0.4054589	0.0186871	0.917678	0.0823217	1.83536	0.164643	0.9999938
653780	-83867.45	-83867.04	-0.4054589	0.0150606	0.917678	0.0823217	1.83536	0.164643	0.9999938
653790	-83866.9	-83866.49	-0.4054589	0.0206681	0.918602	0.0813979	1.8372	0.162796	0.9999938
653800	-83866.18	-83865.77	-0.4054589	0.0164804	0.918602	0.0813979	1.8372	0.162796	0.9999938
653810	-83866.09	-83865.68	-0.4054589	0.0172975	0.918602	0.0813979	1.8372	0.162796	0.9999938
653820	-83866.38	-83865.97	-0.4054589	0.0194328	0.918602	0.0813979	1.8372	0.162796	0.9999938
653830	-83867.49	-83867.08	-0.4054589	0.0216512	0.918602	0.0813979	1.8372	0.162796	0.9999938
653840	-83866.28	-83865.87	-0.4054589	0.0160207	0.918602	0.0813979	1.8372	0.162796	0.9999938
653850	-83866.32	-83865.92	-0.4054589	0.018429	0.91818	0.0818196	1.83636	0.163639	0.9999938
653860	-83866.88	-83866.47	-0.4054589	0.0147787	0.91818	0.0818196	1.83636	0.163639	0.9999938
653870	-83867.94	-83867.53	-0.4054589	0.0219971	0.91818	0.0818196	1.83636	0.163639	0.9999938
653880	-83866.26	-83865.85	-0.4054589	0.0178421	0.91818	0.0818196	1.83636	0.163639	0.9999938
653890	-83866.65	-83866.25	-0.4054589	0.0153142	0.91818	0.0818196	1.83636	0.163639	0.9999938
653900	-83866.66	-83866.25	-0.4054589	0.0197055	0.91818	0.0818196	1.83636	0.163639	0.9999938
653910	-83866.83	-83866.42	-0.4054589	0.0148785	0.91818	0.0818196	1.83636	0.163639	0.9999938
653920	-83866.25	-83865.85	-0.4054589	0.0175996	0.91818	0.0818196	1.83636	0.163639	0.9999938
653930	-83866.9	-83866.49	-0.4054589	0.0203882	0.918236	0.0817642	1.83647	0.163528	0.9999938
653940	-83867.74	-83867.34	-0.4054589	0.0217956	0.918236	0.0817642	1.83647	0.163528	0.9999938
653950	-83866.7	-83866.3	-0.4054589	0.0199443	0.918236	0.0817642	1.83647	0.163528	0.9999938
653960	-83866.22	-83865.82	-0.4054589	0.0179773	0.918236	0.0817642	1.83647	0.163528	0.9999938
653970	-83866.22	-83865.82	-0.4054589	0.0179773	0.918236	0.0817642	1.83647	0.163528	0.9999938
653980	-83867.96	-83867.56	-0.4054589	0.0220952	0.918236	0.0817642	1.83647	0.163528	0.9999938
653990	-83866.64	-83866.23	-0.4054589	0.0152399	0.918236	0.0817642	1.83647	0.163528	0.9999938
654000	-83867.1	-83866.7	-0.4054589	0.0207857	0.918236	0.0817642	1.83647	0.163528	0.9999938
