Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]
440	-37.61017	-39.37115	1.76098	0.188178	0.0825129
450	-37.83405	-37.3822	-0.4518524	0.228543	0.232741
460	-37.64743	-37.72953	0.08209447	0.183478	0.231816
470	-37.42129	-38.31965	0.898363	0.163494	0.181494
480	-37.48025	-38.78754	1.30729	0.143283	0.166485
490	-38.28528	-40.66723	2.381955	0.177251	0.039955
500	-38.26234	-39.83488	1.572535	0.239414	0.047508
510	-39.48998	-40.20775	0.7177698	0.0674843	0.293059
520	-37.71233	-38.28831	0.5759807	0.137811	0.234945
530	-41.60929	-40.35939	-1.249899	0.407918	0.122102
540	-37.8479	-37.81613	-0.0317688	0.170693	0.254409
550	-38.95368	-39.44122	0.4875363	0.0906217	0.289752
560	-37.58986	-37.99572	0.4058515	0.162275	0.225135
570	-37.97776	-40.32031	2.342553	0.0495144	0.171086
580	-37.47665	-38.61542	1.138774	0.211362	0.11292
590	-38.00951	-39.2373	1.227794	0.247566	0.0690486
600	-37.6155	-38.69375	1.078249	0.115932	0.213563
610	-37.71235	-37.75609	0.04373569	0.17817	0.240429
620	-38.53247	-37.15215	-1.380315	0.244762	0.29649
630	-37.9524	-37.39562	-0.556786	0.252481	0.217841
640	-37.53052	-39.09883	1.56831	0.19053	0.0967558
650	-37.60237	-38.4365	0.834132	0.234328	0.116193
660	-38.30024	-40.16503	1.864786	0.222342	0.0394079
670	-38.05136	-37.25823	-0.7931209	0.240825	0.249852
680	-37.89295	-37.51799	-0.3749622	0.253915	0.200746
690	-37.67048	-37.52906	-0.1414266	0.22256	0.211987
700	-38.1483	-38.25634	0.1080387	0.140998	0.272062
710	-37.98223	-37.85412	-0.1281088	0.167528	0.265871
720	-37.61322	-37.78212	0.1688956	0.18007	0.227748
730	-37.78582	-39.82983	2.044015	0.0993866	0.146927
740	-39.16918	-37.62585	-1.543327	0.329555	0.225737
750	-38.55078	-37.43653	-1.114257	0.295762	0.222575
760	-37.48138	-38.78615	1.304772	0.170376	0.139609
770	-38.12448	-39.23101	1.106535	0.256601	0.0704582
780	-37.45698	-38.66626	1.209277	0.152665	0.165545
790	-37.46831	-38.72699	1.258681	0.146776	0.167178
800	-37.64769	-39.30374	1.656046	0.135654	0.144075
810	-37.48297	-38.7775	1.294526	0.160947	0.14992
820	-37.68057	-38.14653	0.4659592	0.147961	0.234271
830	-37.41992	-38.36106	0.9411392	0.163729	0.177575
840	-37.78965	-37.42774	-0.3619126	0.217943	0.235594
850	-38.15713	-37.87856	-0.278566	0.167042	0.279316
860	-37.78933	-38.54444	0.7551115	0.121192	0.236135
870	-38.78216	-41.87448	3.092322	0.0238991	0.132123
880	-37.43674	-38.38011	0.9433785	0.153832	0.18728
890	-37.7792	-37.47048	-0.3087182	0.209324	0.239631
900	-37.45827	-38.40284	0.9445681	0.212315	0.128694
910	-38.40983	-37.23626	-1.173567	0.278217	0.245228
920	-39.26332	-39.26922	0.005905197	0.106737	0.31512
930	-38.44443	-39.02206	0.5776344	0.284056	0.0885573
940	-37.4206	-38.05165	0.6310509	0.190419	0.177593
950	-37.42026	-38.35442	0.9341574	0.198476	0.14343
960	-38.38549	-40.86222	2.47673	0.146012	0.0630316
970	-37.99147	-37.91947	-0.07199924	0.16264	0.265926
980	-38.44493	-37.9474	-0.497526	0.296103	0.169115
990	-37.46433	-37.93018	0.4658442	0.20913	0.173112
1000	-37.84716	-39.65475	1.807584	0.209899	0.0567785
1010	-39.21002	-39.67301	0.462987	0.309908	0.0725798
1020	-37.87491	-38.95103	1.076121	0.247063	0.0826152
1030	-37.50565	-37.79207	0.2864234	0.211758	0.185938
1040	-38.09163	-38.02097	-0.07066062	0.156103	0.272348
1050	-38.2935	-38.88047	0.5869712	0.106359	0.26545
1060	-38.36575	-39.11769	0.7519341	0.0950265	0.262574
1070	-37.56051	-38.19884	0.6383301	0.231326	0.136059
1080	-38.1577	-40.32436	2.166658	0.118706	0.117043
1090	-37.4095	-38.17821	0.768709	0.181601	0.174555
1100	-37.86833	-39.94202	2.07369	0.163376	0.0803818
1110	-39.82429	-39.60514	-0.2191475	0.104114	0.337127
1120	-37.47359	-38.69568	1.222093	0.207136	0.10997
1130	-39.05848	-37.19518	-1.863298	0.312001	0.270851
1140	-39.59896	-39.61481	0.01584853	0.332021	0.0889796
1150	-37.80554	-37.93827	0.1327255	0.255065	0.155868
1160	-37.60316	-37.60441	0.001250936	0.209326	0.212931
1170	-37.86894	-37.75128	-0.1176644	0.175937	0.256562
1180	-37.40825	-38.31553	0.9072863	0.181595	0.162626
1190	-37.57182	-38.35711	0.7852927	0.231749	0.122979
1200	-38.20438	-39.88956	1.685188	0.0581434	0.219076
1210	-38.69029	-37.33482	-1.355474	0.300009	0.239104
1220	-37.63938	-39.4703	1.830922	0.0861828	0.178484
1230	-37.79113	-38.07621	0.2850757	0.254317	0.143494
1240	-38.24196	-37.28176	-0.9601992	0.269457	0.235611
1250	-37.59799	-39.10252	1.504529	0.098275	0.194504
1260	-38.02925	-39.59146	1.562214	0.0692221	0.218589
1270	-37.53488	-38.21665	0.6817639	0.149032	0.214613
1280	-40.1175	-37.34136	-2.776143	0.25975	0.401726
1290	-37.51009	-37.78129	0.2712038	0.19348	0.205527
1300	-38.07272	-37.41894	-0.6537777	0.207273	0.271403
1310	-37.40854	-38.22862	0.8200766	0.190209	0.161522
1320	-37.56544	-39.17847	1.613033	0.178491	0.104943
1330	-42.59938	-38.54773	-4.051652	0.470755	0.300581
1340	-37.66188	-39.50068	1.838795	0.190228	0.0737609
1350	-37.49294	-38.82318	1.330242	0.150705	0.157086
1360	-38.52438	-37.92156	-0.6028159	0.300287	0.173999
1370	-37.41194	-38.21682	0.8048804	0.19452	0.158521
1380	-37.64641	-39.54385	1.897444	0.0947463	0.164191
1390	-37.73302	-38.79569	1.06267	0.107588	0.223249
1400	-40.3322	-37.46526	-2.866936	0.254555	0.414741
1410	-37.74348	-39.60845	1.86497	0.164059	0.0976758
1420	-37.68279	-37.56382	-0.1189643	0.231341	0.201271
1430	-37.72882	-37.94492	0.2160972	0.161878	0.241874
1440	-38.35361	-37.22638	-1.127226	0.273296	0.246158
1450	-37.48957	-38.80268	1.313112	0.158624	0.150643
1460	-38.52857	-39.16759	0.6390158	0.0954047	0.271922
1470	-37.49029	-38.85976	1.369476	0.178111	0.126301
1480	-37.6009	-38.40081	0.7999134	0.13345	0.220019
1490	-41.0341	-37.32457	-3.709533	0.292725	0.449144
1500	-39.2191	-37.8177	-1.401402	0.333477	0.209591
1510	-37.61939	-39.37889	1.759502	0.192585	0.0782336
1520	-37.67887	-37.56991	-0.1089553	0.20149	0.23026
1530	-38.15675	-38.4862	0.3294452	0.126833	0.267157
1540	-37.66757	-39.12776	1.460196	0.0931722	0.203426
1550	-37.41312	-38.11727	0.7041513	0.185537	0.176179
1560	-37.58558	-38.63284	1.047263	0.228571	0.103593
1570	-37.53133	-38.35992	0.828592	0.226375	0.124623
1580	-37.92926	-39.98086	2.051598	0.0567321	0.188928
1590	-37.46932	-38.66891	1.199585	0.134362	0.184682
1600	-38.996	-37.28351	-1.712493	0.313383	0.25648
1610	-38.73404	-40.57077	1.836731	0.233714	0.030453
1620	-37.49048	-38.85752	1.367043	0.17757	0.127051
1630	-38.48058	-37.66739	-0.8131906	0.188075	0.304331
1640	-38.49676	-40.85407	2.357308	0.118001	0.101329
1650	-38.01823	-40.36597	2.347733	0.0840474	0.136107
1660	-37.65864	-37.60187	-0.05676706	0.198463	0.228791
1670	-37.50472	-38.18132	0.6765991	0.154064	0.210025
1680	-38.75707	-37.06561	-1.691464	0.278495	0.289557
1690	-40.92472	-38.05076	-2.87396	0.405069	0.264832
1700	-37.75115	-38.62851	0.8773642	0.116599	0.230199
1710	-38.23243	-37.67745	-0.5549796	0.183541	0.286625
1720	-37.69933	-37.55813	-0.1412074	0.201416	0.233112
1730	-37.68063	-39.6218	1.941165	0.0971709	0.158001
1740	-37.46148	-38.76277	1.301292	0.192981	0.117303
1750	-37.44576	-38.01028	0.5645275	0.206639	0.167103
1760	-37.9397	-39.95502	2.01532	0.150241	0.0985436
1770	-37.65092	-37.75754	0.1066238	0.18043	0.232752
1780	-38.22633	-39.30165	1.07532	0.261354	0.0683933
1790	-38.14185	-40.00839	1.866541	0.217656	0.0439431
1800	-37.88728	-38.58127	0.6939872	0.118898	0.243694
1810	-37.76114	-39.74132	1.980177	0.17149	0.0803222
1820	-38.07796	-39.74685	1.668888	0.0631197	0.215503
1830	-37.65339	-38.38935	0.7359573	0.240306	0.118671
1840	-38.87943	-39.77941	0.8999745	0.072979	0.271871
1850	-37.84689	-39.84887	2.001978	0.160464	0.0894697
1860	-41.51155	-38.67998	-2.831573	0.203257	0.462994
1870	-37.69973	-39.66032	1.960587	0.0981128	0.155386
1880	-38.69493	-38.716	0.02107391	0.123302	0.297248
1890	-38.54183	-37.34617	-1.195659	0.218355	0.306993
1900	-38.28714	-39.15711	0.8699634	0.270437	0.076998
1910	-41.03926	-42.22909	1.189836	0.30392	0.0159638
1920	-38.50226	-40.07278	1.570513	0.24564	0.0414559
1930	-37.62845	-37.73932	0.1108671	0.233689	0.179127
1940	-37.94564	-37.31253	-0.6331159	0.233781	0.243115
1950	-37.42998	-38.04343	0.61345	0.180949	0.18858
1960	-38.61594	-39.68788	1.071942	0.0719925	0.258046
1970	-37.45354	-38.58912	1.135584	0.205358	0.119199
1980	-37.7991	-38.81389	1.014789	0.10599	0.228971
1990	-39.11703	-38.78024	-0.3367935	0.129603	0.321771
2000	-37.83923	-38.57032	0.7310864	0.11951	0.239886
2010	-41.1178	-37.9891	-3.128691	0.236959	0.454882
2020	-37.59305	-39.28942	1.696371	0.19518	0.0810762
2030	-37.92217	-38.37106	0.4488904	0.131712	0.25199
2040	-37.51393	-38.92817	1.414242	0.116546	0.18401
2050	-38.23007	-37.20606	-1.024018	0.259061	0.251503
2060	-38.1578	-40.45258	2.294781	0.181145	0.0435696
2070	-39.43614	-38.88771	-0.5484266	0.337693	0.131909
2080	-37.99722	-40.23575	2.238525	0.0953685	0.134192
2090	-37.70039	-39.68601	1.985616	0.0770039	0.174339
2100	-37.46567	-38.78467	1.319002	0.18881	0.119949
2110	-37.48373	-38.48824	1.004507	0.137374	0.198472
2120	-37.98292	-37.45784	-0.5250743	0.259143	0.208447
2130	-37.59367	-39.26653	1.672864	0.198205	0.080076
2140	-37.91964	-39.92126	2.001613	0.15151	0.0984557
2150	-39.4734	-39.43106	-0.04234598	0.330005	0.0960075
2160	-41.37448	-37.34829	-4.026192	0.302361	0.466782
2170	-39.24819	-40.43213	1.183942	0.0528418	0.26755
2180	-37.44602	-38.26201	0.8159981	0.210542	0.141541
2190	-38.39586	-38.37473	-0.02112641	0.137453	0.286732
2200	-37.65345	-39.28498	1.631536	0.148094	0.133747
2210	-38.81092	-37.15972	-1.6512	0.245733	0.318851
2220	-37.48032	-38.79299	1.31267	0.132909	0.176396
2230	-37.99678	-38.80737	0.810593	0.106685	0.245863
2240	-39.58264	-37.28968	-2.292968	0.339641	0.280218
2250	-38.07648	-38.43047	0.3539902	0.272328	0.119548
2260	-37.55514	-39.02019	1.465057	0.154133	0.142046
2270	-37.52798	-37.88701	0.3590309	0.223015	0.168426
2280	-37.47067	-38.72916	1.25849	0.13575	0.178221
2290	-39.96348	-37.00093	-2.962558	0.328017	0.349515
2300	-38.04422	-37.43143	-0.6127922	0.262971	0.212174
2310	-38.44794	-37.44519	-1.002751	0.290248	0.218485
2320	-37.9636	-39.94275	1.979148	0.137631	0.114269
2330	-37.49791	-38.8282	1.330293	0.12232	0.185467
2340	-37.49806	-38.89555	1.397499	0.127913	0.174085
2350	-37.62491	-38.96634	1.341429	0.102041	0.204786
2360	-39.3204	-37.82676	-1.493642	0.195438	0.355575
2370	-40.39278	-37.25473	-3.138049	0.278312	0.414335
2380	-37.43356	-38.43457	1.001012	0.153835	0.182313
2390	-37.46372	-38.63068	1.166958	0.137034	0.184821
2400	-38.64234	-37.32838	-1.313959	0.221884	0.313653
2410	-39.11254	-37.38966	-1.722876	0.322441	0.248316
2420	-38.87426	-37.28622	-1.58804	0.307538	0.251606
2430	-37.94003	-37.60938	-0.3306497	0.188177	0.262667
2440	-39.62148	-38.08786	-1.533624	0.35176	0.202697
2450	-37.43558	-38.15461	0.7190328	0.167731	0.192703
2460	-38.78449	-37.34386	-1.44063	0.305226	0.241221
2470	-37.72647	-37.7367	0.01022538	0.179563	0.241922
2480	-38.44546	-40.87869	2.433228	0.0996028	0.113187
2490	-37.97153	-39.58209	1.610558	0.0696216	0.214026
2500	-37.88841	-39.59652	1.708112	0.0696197	0.205625
2510	-38.1044	-38.15611	0.05170527	0.276197	0.141715
2520	-38.40749	-38.60943	0.2019332	0.123594	0.281379
2530	-37.45861	-38.73423	1.275616	0.185608	0.126888
2540	-37.88136	-39.28726	1.405902	0.0823912	0.218883
2550	-39.374	-39.09157	-0.2824348	0.331731	0.11496
2560	-38.06205	-38.8782	0.8161404	0.26315	0.0889211
2570	-37.47939	-38.79175	1.312361	0.13665	0.172681
2580	-37.73581	-37.46304	-0.2727664	0.218287	0.227572
2590	-37.67151	-39.39066	1.719143	0.204233	0.0700612
2600	-38.45217	-37.12257	-1.329599	0.25667	0.280214
2610	-40.46137	-41.1786	0.7172295	0.324118	0.0364716
2620	-37.95727	-39.09005	1.132779	0.0917219	0.233077
2630	-39.49821	-37.05422	-2.443998	0.319882	0.312987
2640	-37.44443	-38.60548	1.161043	0.166117	0.156247
2650	-41.99247	-37.57484	-4.41763	0.43704	0.365818
2660	-38.47372	-37.42342	-1.050301	0.29109	0.221738
2670	-37.43084	-38.55467	1.123832	0.18642	0.13915
2680	-37.51057	-38.7581	1.247533	0.121093	0.193822
2690	-37.63547	-37.5769	-0.05857518	0.20688	0.22053
2700	-37.46179	-37.91381	0.4520126	0.206804	0.176629
2710	-37.44884	-37.96262	0.5137842	0.18357	0.194543
2720	-38.41875	-38.32351	-0.09523857	0.141061	0.289507
2730	-37.41013	-38.22274	0.8126112	0.192548	0.159827
2740	-37.41834	-38.44212	1.023782	0.176002	0.158185
2750	-38.05161	-39.63231	1.580704	0.0676006	0.218618
2760	-38.67973	-37.85272	-0.8270038	0.308057	0.185538
2770	-37.45108	-38.26548	0.8144052	0.211949	0.140271
2780	-38.53015	-38.74347	0.2133164	0.118274	0.285718
2790	-37.83096	-39.87986	2.048907	0.166488	0.0794035
2800	-37.86918	-38.5401	0.6709247	0.256464	0.108114
2810	-37.644	-38.99907	1.35507	0.099714	0.205939
2820	-37.46496	-38.7628	1.297833	0.18375	0.126832
2830	-38.51887	-38.96434	0.445473	0.105878	0.278119
2840	-39.01035	-40.61977	1.609427	0.253268	0.0304765
2850	-38.20233	-37.35338	-0.8489458	0.271119	0.224367
2860	-38.48752	-37.11956	-1.367964	0.267524	0.272665
2870	-37.98766	-37.30877	-0.6788987	0.227115	0.253724
2880	-43.80008	-39.03705	-4.763035	0.250323	0.582284
2890	-38.66564	-41.31204	2.646407	0.0840651	0.110364
2900	-37.80029	-37.40694	-0.3933462	0.225639	0.230605
2910	-38.00042	-37.74076	-0.2596559	0.176581	0.268148
2920	-38.17499	-37.95733	-0.2176582	0.280723	0.160389
2930	-37.83532	-37.45896	-0.3763588	0.244355	0.210426
2940	-37.52702	-37.7543	0.227275	0.21484	0.18795
2950	-37.86175	-37.96161	0.0998595	0.259637	0.154128
2960	-39.91466	-37.08702	-2.827637	0.285103	0.380808
2970	-37.53116	-37.85942	0.3282577	0.179071	0.215021
2980	-37.61982	-38.23337	0.6135498	0.238159	0.131361
2990	-38.10756	-40.34877	2.241215	0.150825	0.0785031
3000	-38.41331	-40.81602	2.402711	0.180378	0.0350411
3010	-37.56628	-37.83192	0.2656376	0.178444	0.221042
3020	-37.59416	-38.68529	1.09113	0.228242	0.100144
3030	-37.9851	-37.33068	-0.6544191	0.222104	0.256627
3040	-37.53668	-37.89011	0.3534214	0.22467	0.167255
3050	-37.66506	-39.36847	1.703409	0.084676	0.190974
3060	-37.42975	-38.07221	0.6424648	0.202279	0.16475
3070	-38.08426	-37.8343	-0.2499653	0.274495	0.1694
3080	-39.45274	-38.65393	-0.7988023	0.145541	0.345626
3090	-37.73877	-37.60983	-0.1289437	0.242171	0.1913
3100	-37.66327	-39.32041	1.657147	0.155863	0.123771
3110	-39.74857	-37.67166	-2.076905	0.219144	0.382106
3120	-37.69902	-37.85203	0.1530104	0.24458	0.164606
3130	-38.05941	-40.1432	2.083794	0.141769	0.101119
3140	-38.8474	-37.76508	-1.082317	0.188129	0.327457
3150	-37.41166	-38.32798	0.9163267	0.191421	0.152021
3160	-37.42305	-38.48864	1.065588	0.188391	0.142195
3170	-38.47421	-37.2459	-1.228313	0.229489	0.298671
3180	-39.00811	-37.252	-1.75611	0.237733	0.335887
3190	-37.60611	-38.81692	1.210803	0.225624	0.0924548
3200	-37.43967	-38.08665	0.6469788	0.172363	0.194277
3210	-38.2697	-40.1916	1.921904	0.217551	0.0392797
3220	-37.41884	-38.08568	0.6668321	0.195255	0.169675
3230	-37.51413	-38.88809	1.373957	0.207729	0.0962965
3240	-37.6122	-39.38412	1.771913	0.0914311	0.178318
3250	-37.44823	-38.61019	1.16196	0.150124	0.172161
3260	-37.42736	-38.2028	0.7754327	0.204005	0.151572
3270	-38.35027	-37.80704	-0.5432265	0.290322	0.178831
3280	-37.95521	-40.40525	2.450037	0.05708	0.154262
3290	-38.71612	-41.54114	2.825024	0.0660811	0.112964
3300	-39.75844	-38.67261	-1.085832	0.354552	0.161337
3310	-38.07153	-40.26433	2.192797	0.15064	0.0828585
3320	-38.2605	-37.17664	-1.083858	0.249249	0.26647
3330	-38.1994	-40.38613	2.186731	0.137025	0.0969961
3340	-37.94409	-40.05706	2.112976	0.157465	0.0829087
3350	-37.64053	-37.74978	0.1092493	0.235669	0.177287
3360	-38.43057	-37.3873	-1.043273	0.287412	0.224811
3370	-40.16093	-37.50664	-2.65429	0.369105	0.281875
3380	-37.66699	-39.51761	1.850619	0.189383	0.0735875
3390	-37.77289	-37.4443	-0.3285913	0.232426	0.218241
3400	-37.70584	-38.59928	0.8934372	0.24188	0.103533
3410	-37.88372	-39.83223	1.94851	0.124329	0.13021
3420	-37.42748	-38.46957	1.042089	0.197818	0.134792
3430	-38.18243	-37.37949	-0.8029325	0.271011	0.220511
3440	-37.51291	-37.81009	0.2971777	0.187889	0.20888
3450	-37.49939	-38.88932	1.389929	0.134669	0.167981
3460	-37.44597	-38.61335	1.167378	0.200171	0.121648
3470	-37.46418	-38.48423	1.020045	0.212136	0.122373
3480	-38.22939	-37.5653	-0.6640905	0.193102	0.286462
3490	-37.66978	-37.53404	-0.1357354	0.223792	0.210265
3500	-38.6325	-41.37071	2.738209	0.0215888	0.164933
3510	-37.86838	-39.75858	1.890196	0.137564	0.121998
3520	-42.62532	-37.9423	-4.683025	0.289665	0.536051
3530	-37.79351	-39.83758	2.044071	0.179674	0.0666349
3540	-37.75482	-37.80281	0.04798478	0.172975	0.245257
3550	-38.6485	-37.07849	-1.570011	0.268662	0.288929
3560	-38.92856	-39.8352	0.9066352	0.287497	0.0567791
3570	-39.02693	-37.68102	-1.345909	0.198859	0.33943
3580	-37.6022	-39.35585	1.753643	0.0937521	0.177571
3590	-38.4347	-39.99408	1.559376	0.244666	0.043389
3600	-37.69214	-37.65895	-0.03319121	0.238758	0.186466
3610	-37.75824	-38.82235	1.06411	0.241072	0.0896412
3620	-38.26418	-37.33835	-0.9258326	0.274717	0.227391
3630	-37.5329	-38.70199	1.169091	0.120685	0.200986
3640	-38.67596	-38.4186	-0.2573587	0.140427	0.304105
3650	-38.7114	-38.00886	-0.7025405	0.309959	0.172917
3660	-37.47261	-38.82319	1.350573	0.188606	0.117434
3670	-37.83227	-39.24608	1.413803	0.0845413	0.216052
3680	-38.24915	-38.4258	0.1766449	0.131828	0.275323
3690	-37.89054	-38.58161	0.6910722	0.118885	0.243958
3700	-37.6352	-38.90063	1.265436	0.226068	0.0873045
3710	-37.49973	-37.86568	0.3659485	0.18294	0.207906
3720	-37.52318	-37.81533	0.2921439	0.185312	0.211891
3730	-40.43632	-38.53542	-1.900897	0.180175	0.405916
3740	-40.17493	-40.2751	0.1001678	0.0814034	0.332334
3750	-37.82949	-39.91774	2.088249	0.176998	0.0655058
3760	-37.46164	-38.50398	1.042342	0.210963	0.121625
3770	-38.03929	-37.8011	-0.2381921	0.171908	0.270973
3780	-37.65217	-39.40992	1.757751	0.0847825	0.186187
3790	-37.80035	-39.96709	2.166736	0.0650649	0.170678
3800	-37.56648	-38.32597	0.7594908	0.139771	0.217179
3810	-38.71436	-40.67928	1.964928	0.224375	0.0287501
3820	-38.23011	-40.03965	1.809546	0.224127	0.0423814
3830	-37.46979	-38.72534	1.255552	0.164217	0.150007
3840	-37.49833	-38.76281	1.264476	0.123338	0.190118
3850	-39.69323	-40.81298	1.119759	0.292232	0.0336877
3860	-38.2673	-40.71453	2.44723	0.0883009	0.123283
3870	-37.66162	-38.52303	0.8614034	0.239136	0.109036
3880	-39.58397	-41.35902	1.775058	0.250195	0.0192841
3890	-37.5403	-37.71688	0.1765736	0.197926	0.209231
3900	-37.59122	-38.94286	1.351637	0.105007	0.200941
3910	-37.469	-38.72024	1.251241	0.161058	0.153537
3920	-37.8811	-38.57957	0.6984669	0.118984	0.243222
3930	-41.28557	-37.95068	-3.334889	0.418428	0.291173
3940	-38.17516	-37.85767	-0.3174903	0.168801	0.28091
3950	-37.44359	-38.14904	0.7054507	0.165943	0.195662
3960	-37.76588	-39.59128	1.825399	0.0727161	0.192427
3970	-38.34042	-37.17737	-1.163058	0.265781	0.256759
3980	-37.70113	-37.52231	-0.1788259	0.207699	0.230069
3990	-38.0292	-40.25351	2.224306	0.181481	0.0493035
4000	-37.40947	-38.16319	0.7537172	0.188187	0.16926
4010	-38.53977	-38.35794	-0.181832	0.299763	0.138264
4020	-38.9904	-39.39571	0.405315	0.0937214	0.293734
4030	-43.61708	-38.94441	-4.672674	0.250538	0.574287
4040	-37.52587	-39.04746	1.521585	0.198427	0.0928836
4050	-38.49765	-39.32598	0.8283368	0.0868819	0.264138
4060	-38.04466	-40.27178	2.22712	0.0472399	0.183302
4070	-40.40571	-42.20542	1.799715	0.0165896	0.250765
4080	-40.40311	-37.22868	-3.174424	0.368283	0.327497
4090	-41.68828	-38.8746	-2.813686	0.432985	0.231725
4100	-37.67735	-38.35651	0.6791562	0.242994	0.120875
4110	-39.09235	-41.95199	2.85964	0.074999	0.101064
4120	-37.6395	-39.37218	1.732672	0.120018	0.153111
4130	-39.70786	-36.98913	-2.718734	0.312322	0.344209
4140	-38.08191	-39.24159	1.159678	0.253023	0.0694582
4150	-40.59883	-38.96978	-1.629054	0.387355	0.175321
4160	-38.85127	-37.20752	-1.643755	0.30238	0.261562
4170	-37.5523	-37.72739	0.1750889	0.193051	0.214234
4180	-37.67537	-39.54917	1.873795	0.106174	0.154801
4190	-37.70326	-39.58397	1.880712	0.192024	0.0683549
4200	-37.58213	-38.48458	0.9024528	0.231242	0.113394
4210	-37.5949	-37.74451	0.1496119	0.185494	0.223985
4220	-37.58949	-38.57665	0.9871539	0.123493	0.213848
4230	-37.51249	-37.86267	0.3501857	0.181177	0.211026
4240	-38.38334	-39.59533	1.211989	0.0723291	0.245647
4250	-38.66032	-37.65139	-1.008929	0.305509	0.203755
4260	-37.55288	-37.78639	0.2335157	0.184822	0.21743
4270	-37.40943	-38.23193	0.8224938	0.191641	0.159883
4280	-37.40872	-38.32003	0.911302	0.185498	0.158377
4290	-38.48556	-40.99493	2.509375	0.0921531	0.114078
4300	-37.49028	-38.52509	1.034806	0.216926	0.116311
4310	-37.71187	-39.32288	1.611006	0.0837692	0.199839
4320	-37.52985	-39.05466	1.524812	0.120777	0.170255
4330	-38.56479	-40.97615	2.411369	0.127421	0.087252
4340	-38.08056	-37.2458	-0.8347534	0.240198	0.254065
4350	-38.04427	-37.26977	-0.7745007	0.233731	0.255343
4360	-37.5585	-38.04202	0.4835243	0.230588	0.150132
4370	-37.96496	-40.11894	2.153981	0.185554	0.0512882
4380	-37.42782	-38.16226	0.7344322	0.203833	0.155275
4390	-38.8263	-39.78062	0.9543214	0.0718401	0.268329
4400	-38.7094	-39.49934	0.7899372	0.0825491	0.271779
4410	-37.58875	-38.63783	1.049082	0.228832	0.103176
4420	-38.05074	-38.42107	0.3703242	0.129545	0.260924
4430	-37.86241	-39.98842	2.126007	0.0592479	0.180003
4440	-37.5348	-38.81599	1.281187	0.115427	0.196589
4450	-39.03138	-39.1423	0.1109143	0.313829	0.0989837
4460	-39.55371	-42.95543	3.401723	0.0144325	0.114941
4470	-37.45226	-38.35184	0.8995731	0.150581	0.194304
4480	-38.0887	-40.30088	2.212173	0.150457	0.0813724
4490	-38.8295	-41.81579	2.986292	0.0520634	0.113091
4500	-37.54397	-38.94851	1.404538	0.109439	0.191953
4510	-37.43131	-38.53354	1.102221	0.170853	0.156578
4520	-38.09803	-39.02688	0.9288541	0.0959604	0.246402
