Iteration	Posterior	Likelihood	Prior	q_down	q_up	rf[1]	rf[2]	rf[3]	rf[4]	rf[5]	rf[6]	rf[7]	rf[8]
5440	-79.61443	-86.38761	6.773178	1.189697	0.3794416	0.315315	0.0260783	0.200068	0.0793737	0.0619109	0.258782	0.016868	0.0416039
5450	-78.87388	-83.54786	4.673982	1.691897	0.9268394	0.105616	0.00653165	0.00490644	0.0814877	0.0676031	0.143259	0.585563	0.00503261
5460	-78.84328	-84.28251	5.439228	1.461773	0.7743411	0.240658	0.0104691	0.0654585	0.187261	0.0957457	0.321231	0.0720492	0.00712765
5470	-79.82236	-84.00121	4.178849	1.707286	1.159017	0.239406	0.00225574	0.126827	0.179481	0.162659	0.0199927	0.0561998	0.213179
5480	-80.09694	-86.12035	6.023409	1.541824	0.4021993	0.207518	0.0090173	0.207684	0.284513	0.0492946	0.0327388	0.0708935	0.138341
5490	-78.31279	-84.16035	5.847556	1.462779	0.5691716	0.285364	0.00304053	0.0914104	0.0763146	0.0271541	0.0131823	0.0285453	0.474989
5500	-78.51002	-84.99872	6.4887	1.272703	0.4386753	0.156079	0.0137614	0.0907467	0.182361	0.0579982	0.163731	0.0786647	0.256658
5510	-80.87385	-86.04128	5.167427	1.287644	1.08437	0.222058	0.0281611	0.0777018	0.0954945	0.0442401	0.165134	0.0788904	0.28832
5520	-80.41039	-83.25359	2.843197	2.216528	1.317601	0.0245498	0.0279519	0.261031	0.0633362	0.0893424	0.187202	0.118693	0.227894
5530	-80.97356	-83.21867	2.245113	2.498261	1.334911	0.0442182	0.0288511	0.0871149	0.0653738	0.0489748	0.276022	0.0692925	0.380153
5540	-78.25184	-84.28842	6.036581	1.267925	0.6695123	0.0605458	0.0161061	0.0842685	0.0252786	0.0655751	0.0455343	0.178506	0.524185
5550	-78.98553	-85.60109	6.615551	1.0984	0.5495528	0.402302	0.016731	0.0726094	0.0932172	0.0902572	0.039767	0.0421232	0.242994
5560	-80.12146	-83.61164	3.490177	2.101021	1.109618	0.216623	0.0751515	0.152927	0.154612	0.0433284	0.0740488	0.104452	0.178858
5570	-82.86535	-89.46097	6.59562	0.7607401	0.8971779	0.137268	0.12239	0.241341	0.150157	0.0539095	0.0608983	0.13588	0.098156
5580	-79.37182	-84.17224	4.800422	1.719701	0.8358154	0.0127212	0.17557	0.151961	0.270708	0.106966	0.140475	0.0904236	0.0511747
5590	-79.43174	-84.42183	4.990083	1.451267	1.00942	0.0222368	0.00972234	0.129184	0.109257	0.135405	0.417527	0.143556	0.0331129
5600	-78.87611	-85.07987	6.203765	1.371191	0.4826543	0.0031294	0.0772254	0.199788	0.039271	0.381647	0.133919	0.0107948	0.154225
5610	-78.60214	-84.80023	6.198087	1.319506	0.5371776	0.00536975	0.0273495	0.282159	0.100696	0.278537	0.0740262	0.0412283	0.190635
5620	-80.46823	-87.12081	6.652576	1.358188	0.2712521	0.171844	0.150085	0.277858	0.0810886	0.0712064	0.0737204	0.0467594	0.127439
5630	-79.05707	-85.62536	6.568292	1.230395	0.4411872	0.09403	0.0768235	0.26484	0.0989445	0.0431678	0.307688	0.0894408	0.0250649
5640	-78.58389	-84.64306	6.059177	1.284692	0.6414474	0.0136274	0.009477	0.0566452	0.278027	0.447615	0.0188544	0.0952251	0.0805293
5650	-78.86313	-85.46061	6.59748	1.066816	0.5901718	0.0404075	0.0125312	0.251426	0.0711589	0.379885	0.0152785	0.204663	0.0246499
5660	-78.95814	-84.20181	5.24367	1.664173	0.66972	0.0173018	0.0913319	0.163283	0.0396353	0.211595	0.0462078	0.318447	0.112198
5670	-78.83957	-84.75589	5.916323	1.506847	0.49072	0.177346	0.0337316	0.0466004	0.109147	0.0341015	0.0960101	0.41812	0.0849444
5680	-80.2675	-84.34179	4.07429	1.995121	0.9234612	0.0924236	0.243825	0.113532	0.161902	0.0728396	0.233907	0.0288591	0.0527123
5690	-81.3754	-84.27854	2.903145	2.358534	1.145622	0.0520889	0.175418	0.44116	0.0433412	0.132365	0.128503	0.013813	0.0133097
5700	-79.6532	-86.19812	6.544928	1.370833	0.312431	0.196017	0.161155	0.215203	0.0535849	0.0413764	0.0812426	0.0126899	0.238732
5710	-78.58447	-85.04827	6.4638	1.169252	0.5545765	0.215571	0.0310851	0.135587	0.155537	0.0241887	0.00288744	0.186708	0.248436
5720	-78.43021	-84.4152	5.984984	1.297049	0.6661869	0.0875821	0.00869465	0.0937923	0.0997228	0.266344	0.00327419	0.344441	0.0961489
5730	-79.80382	-83.97272	4.168904	2.012471	0.8588046	0.0346417	0.00674989	0.0356648	0.308356	0.10204	0.00384756	0.166221	0.342478
5740	-78.1312	-84.44629	6.315091	1.263	0.5351823	0.0611526	0.0119155	0.0629587	0.200928	0.0650983	0.0124091	0.27778	0.307758
5750	-79.50123	-83.90438	4.403144	1.844621	0.909535	0.0534407	0.0614579	0.151476	0.201132	0.186101	0.15621	0.0934397	0.0967423
5760	-78.67481	-85.06705	6.392232	1.205481	0.5541304	0.128906	0.0698277	0.0507977	0.161262	0.291279	0.109233	0.120345	0.0683493
5770	-82.1464	-86.52143	4.375035	2.103368	0.6648417	0.444984	0.12176	0.00935989	0.0167353	0.141407	0.0859503	0.13914	0.040664
5780	-79.75812	-86.73008	6.971966	0.8869014	0.5828433	0.357547	0.0505412	0.046758	0.156913	0.118999	0.0828103	0.0874207	0.0990101
5790	-78.99793	-84.40343	5.405504	1.384677	0.8682983	0.332736	0.0483098	0.0346905	0.200565	0.0221142	0.245997	0.0272381	0.0883491
5800	-79.49877	-86.2307	6.731937	0.9413548	0.6484044	0.189998	0.123023	0.165966	0.228905	0.026652	0.0713096	0.0755919	0.118555
5810	-81.64503	-85.18961	3.544587	1.789089	1.394346	0.112934	0.215018	0.112966	0.0856555	0.0419018	0.0959577	0.0371369	0.29843
5820	-78.66647	-84.90533	6.238861	1.4049	0.4313971	0.28153	0.0460082	0.0210064	0.0190248	0.105507	0.10766	0.140699	0.278563
5830	-78.9109	-84.92718	6.016279	1.49317	0.4544183	0.103979	0.0984949	0.00723076	0.18084	0.0169158	0.255112	0.0694742	0.267953
5840	-79.19978	-86.19224	6.992463	0.9635563	0.4959399	0.0451287	0.0918361	0.0182823	0.414878	0.027262	0.0136483	0.277529	0.111436
5850	-82.12136	-89.95042	7.829052	0.5960152	0.4451867	0.0977162	0.0575066	0.0260996	0.335222	0.0328661	0.105538	0.10324	0.241812
5860	-78.81337	-85.00617	6.192804	1.211019	0.6483074	0.381095	0.0520007	0.0219569	0.0897037	0.0632344	0.177233	0.0113459	0.20343
5870	-79.86841	-85.90409	6.035674	1.48608	0.4518109	0.574535	0.134704	0.0126349	0.0507584	0.0363878	0.0666567	0.00726131	0.117062
5880	-78.82755	-84.35319	5.525641	1.394986	0.7979216	0.0979343	0.0768773	0.229755	0.12222	0.0996782	0.292118	0.0791247	0.00229202
5890	-78.80889	-84.21621	5.407319	1.468441	0.7836277	0.051804	0.0951369	0.128688	0.108632	0.383403	0.0655486	0.165855	0.000932526
5900	-79.82209	-85.9577	6.135608	1.040628	0.8472963	0.0556615	0.243785	0.06964	0.0412021	0.352771	0.157395	0.0786059	0.000940173
5910	-79.29925	-83.88671	4.587459	1.732211	0.9297876	0.0977719	0.23286	0.139973	0.0160397	0.136756	0.217251	0.157994	0.00135458
5920	-81.94022	-83.70528	1.765058	2.438627	1.634572	0.00533225	0.0172774	0.203293	0.0138138	0.200994	0.0600351	0.33066	0.168594
5930	-82.8465	-84.20946	1.362951	2.919852	1.3544	0.0184821	0.0149804	0.0895007	0.0119772	0.271823	0.258035	0.127152	0.20805
5940	-78.99178	-84.44705	5.45527	1.578042	0.6500504	0.00393535	0.123675	0.121218	0.0483806	0.192811	0.412691	0.0509282	0.0463601
5950	-78.72569	-84.30346	5.57776	1.397834	0.7690133	0.0101035	0.12835	0.122289	0.203087	0.148928	0.280237	0.060235	0.0467696
5960	-79.25072	-83.94803	4.697309	1.596452	1.010621	0.135522	0.0849483	0.120261	0.205645	0.152984	0.0645955	0.0219458	0.214097
5970	-78.82522	-83.82588	5.00066	1.64503	0.8103684	0.0186061	0.0179372	0.0826754	0.282324	0.0781485	0.218623	0.120135	0.181551
5980	-78.90788	-84.45701	5.549128	1.332936	0.8482281	0.00845091	0.210133	0.0340202	0.140909	0.184505	0.0978114	0.302425	0.0217454
5990	-79.10678	-85.54665	6.439871	1.332936	0.4028568	0.0338792	0.147606	0.0717728	0.0618772	0.290872	0.110016	0.242926	0.0410507
6000	-79.02619	-84.69658	5.670396	1.484758	0.6357718	0.0131164	0.538889	0.0320053	0.0721219	0.0284784	0.0755333	0.166785	0.073071
6010	-79.51061	-83.84701	4.336396	1.900528	0.8870016	0.0674372	0.0868783	0.0447485	0.200709	0.0538288	0.203395	0.223612	0.119391
6020	-79.05895	-85.44532	6.386372	1.066286	0.6962553	0.0299983	0.122864	0.0149028	0.375373	0.0519802	0.177868	0.0806664	0.146347
6030	-78.81368	-84.50581	5.692137	1.334034	0.7756253	0.0116432	0.275399	0.0358928	0.255561	0.107955	0.155102	0.112257	0.0461903
6040	-78.93893	-84.57725	5.638323	1.400193	0.7363732	0.00479118	0.390978	0.125584	0.130726	0.0463159	0.171571	0.125628	0.00440724
6050	-78.89539	-85.05672	6.161327	1.295225	0.5798391	0.00776119	0.135563	0.241597	0.211761	0.0999505	0.237581	0.0454306	0.0203559
6060	-78.80366	-85.40508	6.601428	1.102805	0.5522089	0.00513545	0.147495	0.0522282	0.144067	0.398983	0.215585	0.0139314	0.0225749
6070	-79.1348	-85.95241	6.817607	1.060571	0.486354	0.0269868	0.426427	0.0435843	0.0466456	0.184788	0.090667	0.0319823	0.148919
6080	-78.89446	-84.56889	5.67443	1.28803	0.8304825	0.034339	0.0324941	0.0720846	0.121853	0.168527	0.15311	0.317392	0.100201
6090	-79.44314	-86.68736	7.244224	1.011617	0.3219991	0.0488577	0.0836253	0.0284867	0.199957	0.346825	0.0149247	0.0286547	0.248669
6100	-78.76507	-85.21695	6.451879	1.193071	0.5367175	0.0379454	0.259751	0.266923	0.0294816	0.110531	0.00518116	0.083801	0.206386
6110	-79.08112	-85.18573	6.104611	1.150904	0.7525184	0.058037	0.429858	0.108516	0.00092912	0.138954	0.115599	0.0710092	0.0770974
6120	-79.13919	-83.94778	4.808593	1.798913	0.7525184	0.0877075	0.111292	0.0538244	0.0248883	0.15568	0.156988	0.0526275	0.356993
6130	-78.8563	-85.52373	6.667426	1.140869	0.4811459	0.340555	0.0846062	0.0681719	0.017396	0.202435	0.0461109	0.0228088	0.217916
6140	-80.4556	-87.96346	7.507855	0.7935069	0.4082935	0.2887	0.0457978	0.0769685	0.0216955	0.0378539	0.24706	0.186704	0.0952197
6150	-79.10783	-85.69598	6.588153	1.087708	0.5739435	0.195668	0.268149	0.109283	0.0369173	0.101067	0.0393165	0.158736	0.0908621
6160	-78.76346	-85.64531	6.881849	1.049443	0.4653598	0.170338	0.072344	0.0987192	0.0114333	0.0134978	0.346935	0.164974	0.121759
6170	-78.87703	-84.25756	5.380527	1.676682	0.588783	0.0303266	0.0569739	0.222762	0.00253904	0.0262201	0.124652	0.143314	0.393213
6180	-79.38626	-83.50492	4.118661	1.863367	1.03303	0.0883139	0.166159	0.147837	0.0407511	0.0165827	0.0963947	0.0729828	0.370979
6190	-79.40997	-84.43964	5.029666	1.732427	0.7084673	0.0745034	0.0516191	0.0495999	0.412026	0.0151006	0.154068	0.149276	0.0938076
6200	-79.77979	-84.87598	5.096196	1.373361	1.034269	0.3405	0.0442162	0.043314	0.162557	0.0131868	0.300164	0.0526167	0.043445
6210	-79.36946	-85.26169	5.892232	1.513698	0.4959143	0.0931433	0.166779	0.164596	0.0981335	0.0458351	0.262962	0.0877414	0.0808096
6220	-79.17215	-83.32977	4.157614	1.872386	1.004535	0.0271217	0.0699153	0.0420809	0.149776	0.00326796	0.0883916	0.00960081	0.609846
6230	-78.91754	-85.44022	6.522674	1.32027	0.374121	0.0246178	0.014069	0.0929159	0.35843	0.00852515	0.230588	0.0250457	0.245809
6240	-78.90189	-85.06812	6.166235	1.179262	0.6933481	0.216728	0.147056	0.114338	0.029477	0.0316034	0.0838146	0.0350225	0.341961
6250	-79.1464	-85.70522	6.558813	1.086104	0.5902177	0.331551	0.107773	0.0837953	0.145152	0.0463324	0.0297101	0.00507203	0.250614
6260	-79.22173	-85.55632	6.334593	1.079374	0.7090569	0.0570206	0.057977	0.0626139	0.0602977	0.0164565	0.0431201	0.115113	0.587401
6270	-79.72573	-86.90697	7.181236	1.018802	0.3463079	0.101168	0.2371	0.034041	0.377371	0.0142874	0.00888896	0.116814	0.11033
6280	-79.88531	-85.34903	5.46372	1.716512	0.5073556	0.0332833	0.156414	0.300445	0.032906	0.00470043	0.10059	0.168748	0.202913
6290	-79.40557	-86.4927	7.087128	0.9410944	0.4710697	0.162212	0.178062	0.12503	0.0158306	0.000392887	0.391774	0.109113	0.0175866
6300	-80.08179	-87.1971	7.115311	0.8046034	0.5934691	0.080744	0.269337	0.399698	0.00712319	0.000383057	0.0828427	0.0100332	0.14984
6310	-78.51322	-84.48149	5.968276	1.373122	0.5984675	0.151803	0.314824	0.00443752	0.0544711	0.00112283	0.0879507	0.195838	0.189554
6320	-82.21594	-86.8098	4.593863	2.11286	0.5459363	0.108932	0.0839865	0.00455263	0.0971595	0.00386447	0.128501	0.299382	0.273622
6330	-79.70699	-83.67854	3.971545	1.820008	1.149948	0.0326541	0.245435	0.198431	0.168179	0.04524	0.0308049	0.0499361	0.229319
6340	-79.73453	-83.67781	3.94328	1.820008	1.16408	0.131382	0.154975	0.019063	0.0994033	0.0332513	0.0132157	0.187876	0.360834
6350	-84.18558	-91.71337	7.527786	0.4879431	0.7038918	0.137915	0.0738792	0.0542687	0.0361174	0.21819	0.0138729	0.197219	0.268537
6360	-81.54431	-89.33609	7.791775	0.6739112	0.385929	0.0541757	0.0706016	0.190154	0.0863874	0.228763	0.00510358	0.327583	0.0372317
6370	-80.91455	-88.46207	7.547521	0.8893769	0.2925906	0.0180733	0.243159	0.255751	0.152714	0.158493	0.00316033	0.148431	0.0202201
6380	-79.26628	-83.65541	4.389128	1.762193	0.9989714	0.0112419	0.189235	0.201508	0.0919987	0.0178609	0.124976	0.294263	0.0689169
6390	-79.87745	-83.9567	4.079248	2.028408	0.887696	0.00591827	0.0263086	0.119815	0.0606736	0.0906871	0.368333	0.166396	0.161869
6400	-78.92143	-84.70643	5.784996	1.511363	0.5518675	0.0197029	0.0217626	0.0663223	0.104663	0.356892	0.237798	0.0992896	0.0935699
6410	-80.291	-83.97215	3.681147	1.845067	1.270087	0.0182035	0.00935003	0.160674	0.188354	0.245722	0.180191	0.194524	0.00298237
6420	-81.01978	-83.70347	2.683686	2.391724	1.222161	0.250291	0.00726873	0.145996	0.092979	0.134851	0.189786	0.176013	0.00281537
6430	-80.34017	-83.4281	3.087925	2.180167	1.231598	0.0150251	0.0463811	0.183745	0.293637	0.351321	0.0213392	0.0620346	0.0265177
6440	-79.74898	-84.60226	4.853285	1.467932	1.061153	0.0113108	0.283203	0.0863265	0.00555183	0.0394901	0.314401	0.192485	0.0672317
6450	-79.55188	-85.8131	6.261216	1.450824	0.3742961	0.0289695	0.00700587	0.227128	0.0142194	0.15635	0.372542	0.040044	0.153741
6460	-79.12217	-86.18366	7.061486	1.050353	0.374632	0.0240197	0.00950423	0.386007	0.102503	0.0666856	0.0871878	0.197012	0.127081
6470	-80.84417	-88.22123	7.377054	0.7156725	0.5515283	0.0258522	0.12831	0.14198	0.0682875	0.0185065	0.343826	0.212043	0.0611963
6480	-78.72613	-85.63047	6.904338	1.173371	0.3301879	0.0510846	0.147372	0.0934914	0.0927955	0.0801979	0.124345	0.0495614	0.361152
6490	-79.02847	-84.39719	5.368721	1.377095	0.8942726	0.0215994	0.0440601	0.165014	0.209567	0.0813764	0.0369175	0.0432048	0.398261
6500	-78.71898	-85.0039	6.284915	1.136463	0.6768074	0.0230813	0.134664	0.0176697	0.0212483	0.17806	0.176116	0.365182	0.0839793
6510	-79.67065	-86.27184	6.60119	1.397412	0.2577208	0.0466099	0.0772471	0.0905112	0.0142854	0.0493783	0.0979685	0.245514	0.378486
6520	-78.60291	-83.83095	5.228046	1.554437	0.7872678	0.0553737	0.0287435	0.107816	0.0169713	0.15429	0.290497	0.259824	0.0864833
6530	-78.78355	-86.05892	7.275365	1.019264	0.2987814	0.0343965	0.0239034	0.0335537	0.053288	0.0113523	0.111633	0.234363	0.49751
6540	-83.07246	-90.92573	7.853276	0.9409413	0.08814879	0.0496879	0.0419303	0.0931608	0.357754	0.0149357	0.131871	0.0234478	0.287213
6550	-79.04946	-84.42877	5.379306	1.664931	0.6011437	0.0920646	0.0751444	0.0265278	0.262631	0.0229667	0.0505893	0.272422	0.197655
6560	-78.5576	-83.77836	5.220764	1.619614	0.7257317	0.0991851	0.0966109	0.00447312	0.139381	0.00171714	0.061552	0.356594	0.240487
6570	-78.98819	-85.78208	6.793895	1.137247	0.4215338	0.144764	0.159735	0.00739577	0.274978	0.00283908	0.257779	0.0213859	0.131124
6580	-78.97652	-85.35566	6.379143	1.21318	0.5529759	0.296499	0.108827	0.286044	0.0146179	0.00391829	0.109144	0.0114925	0.169458
6590	-78.64346	-85.11545	6.471987	1.116794	0.6029402	0.05636	0.139062	0.00792371	0.175227	0.00806113	0.224543	0.173725	0.215098
6600	-78.91999	-84.61017	5.690176	1.566483	0.5441571	0.101523	0.0103947	0.00679552	0.325858	0.0435902	0.230251	0.0167505	0.264838
6610	-78.96243	-84.5837	5.621269	1.329552	0.8155411	0.311596	0.0125731	0.101374	0.24282	0.226722	0.00268913	0.00793012	0.0942946
6620	-79.0148	-85.94492	6.930128	1.135634	0.3550302	0.254608	0.149016	0.0654461	0.153627	0.0448487	0.0500189	0.0026587	0.279776
6630	-79.40306	-84.35283	4.949773	1.467743	1.013098	0.227406	0.418558	0.110215	0.0528459	0.0154275	0.0172059	0.0332553	0.125086
6640	-79.16087	-84.94219	5.781322	1.517161	0.5479053	0.0389482	0.192096	0.14293	0.0738683	0.154227	0.243565	0.068069	0.0862972
6650	-78.36104	-84.0805	5.719468	1.516593	0.579401	0.0186465	0.113051	0.0293874	0.107387	0.0192085	0.19549	0.209819	0.30701
6660	-78.62187	-84.133	5.51113	1.480483	0.7196795	0.149061	0.0431924	0.227278	0.089866	0.0186859	0.0980729	0.134377	0.239467
6670	-79.82904	-86.64774	6.8187	0.8879756	0.6584021	0.121319	0.0247223	0.259954	0.11419	0.0455809	0.0232171	0.271826	0.13919
6680	-79.92639	-83.72261	3.796216	2.066508	0.9911116	0.200277	0.0463119	0.0764892	0.05448	0.0601534	0.0623921	0.36944	0.130456
6690	-79.39008	-83.92925	4.539175	1.734417	0.9517233	0.102357	0.282242	0.259694	0.0273369	0.0200777	0.0962874	0.145332	0.0666729
6700	-79.28917	-84.52397	5.2348	1.612066	0.7262625	0.436422	0.100106	0.0291573	0.0464955	0.0425898	0.228983	0.0131018	0.103144
6710	-82.62916	-86.75084	4.121673	2.2011	0.6937914	0.158657	0.016482	0.400879	0.107279	0.0438036	0.133273	0.0390363	0.10059
6720	-79.29451	-85.88006	6.585546	1.300632	0.3623224	0.0481758	0.01239	0.434634	0.0675864	0.0329284	0.104871	0.23508	0.0643344
6730	-78.88399	-84.80183	5.917836	1.380621	0.616189	0.211813	0.154159	0.19075	0.104861	0.0453327	0.109983	0.0336646	0.149436
6740	-79.17558	-83.74079	4.56521	1.78018	0.8929425	0.180406	0.0174341	0.0179057	0.167932	0.0993965	0.166324	0.261536	0.0890647
6750	-79.85285	-84.49567	4.642828	1.880851	0.7534633	0.269738	0.103522	0.025785	0.082007	0.0485387	0.239806	0.0554622	0.175141
6760	-78.78444	-83.86552	5.081083	1.585257	0.8299289	0.146802	0.072388	0.0270404	0.0446315	0.0262013	0.545501	0.0470709	0.0903643
6770	-78.97414	-84.33829	5.364152	1.481357	0.7922954	0.180326	0.00112245	0.350784	0.0412944	0.174685	0.14972	0.0252884	0.0767804
6780	-78.74976	-84.28255	5.532792	1.397037	0.7922954	0.217818	0.00100472	0.040856	0.0796345	0.402364	0.0573548	0.0347131	0.166254
6790	-81.6409	-88.50012	6.859222	0.7338215	0.7922954	0.229482	0.000635321	0.102864	0.286695	0.304904	0.044758	0.0230406	0.00762135
6800	-80.91926	-83.34881	2.429549	2.301863	1.43909	0.275632	0.000313959	0.0425289	0.169198	0.261285	0.152226	0.0635904	0.0352256
6810	-79.90488	-83.83237	3.927488	2.036145	0.9558389	0.0183551	0.0043329	0.0621292	0.153966	0.0743619	0.550182	0.0820592	0.0546139
6820	-83.73381	-86.94581	3.212003	2.51371	0.8360163	0.41952	0.00836788	0.0509108	0.0433609	0.165098	0.120633	0.0241902	0.167919
6830	-79.01484	-85.44562	6.430779	1.073716	0.6666221	0.16609	0.0117135	0.0712659	0.0606975	0.126009	0.168864	0.0338619	0.361497
6840	-79.40921	-84.01976	4.610551	1.598154	1.052299	0.199551	0.0479347	0.05437	0.0729258	0.256571	0.092294	0.0406839	0.235669
6850	-80.69194	-86.58785	5.895905	1.598154	0.4096214	0.0658395	0.203833	0.0314906	0.295321	0.107379	0.169057	0.0718009	0.055279
6860	-79.54919	-86.13425	6.585061	0.9663619	0.6968355	0.189521	0.0998012	0.0248156	0.176747	0.084661	0.0353964	0.339221	0.0498379
6870	-79.03902	-85.6685	6.629482	1.173038	0.4679493	0.222037	0.119114	0.0287072	0.347344	0.0305323	0.0624731	0.0788521	0.11094
6880	-79.46857	-86.37947	6.910896	0.9082787	0.5920013	0.0449676	0.0585767	0.0106422	0.460488	0.0688063	0.0819759	0.12897	0.145574
6890	-79.09498	-84.84776	5.752779	1.587475	0.4918634	0.0611335	0.0625409	0.0674097	0.157249	0.103144	0.087713	0.242587	0.218223
6900	-80.65616	-83.6984	3.042244	2.298786	1.13582	0.05779	0.0434268	0.200871	0.0747374	0.0870922	0.310114	0.00673965	0.219229
6910	-81.13414	-84.0256	2.891461	2.400174	1.109824	0.120289	0.0417956	0.0502872	0.0170209	0.0579951	0.554436	0.0110508	0.147125
6920	-78.88211	-84.6263	5.744186	1.396295	0.6873401	0.0633186	0.259893	0.0758929	0.243449	0.0144276	0.244354	0.0589926	0.0396719
6930	-81.57379	-88.23136	6.657568	0.7960043	0.8309397	0.0568852	0.242347	0.0532634	0.215232	0.0159881	0.371633	0.0414024	0.00324888
6940	-81.02432	-88.71598	7.691658	0.6760099	0.4338888	0.0762567	0.0252825	0.0762496	0.364564	0.247067	0.181726	0.0191057	0.00974935
6950	-79.4818	-86.40434	6.922544	0.9633809	0.531075	0.27821	0.0430097	0.0850387	0.311281	0.210956	0.0527367	0.0163133	0.00245426
6960	-78.71363	-84.20093	5.487301	1.388757	0.8233207	0.0948353	0.031107	0.0715623	0.124521	0.0272289	0.435509	0.187865	0.0273705
6970	-79.46022	-84.10927	4.649052	1.807881	0.8233207	0.0660556	0.221833	0.010173	0.0521896	0.214208	0.232038	0.169533	0.0339712
6980	-79.54074	-83.79803	4.257285	1.809022	1.018063	0.342073	0.0791939	0.0934842	0.0441268	0.218711	0.0935297	0.100158	0.028723
6990	-78.74887	-84.82057	6.071692	1.465933	0.4539484	0.074658	0.106423	0.0597568	0.0458801	0.268633	0.0191885	0.123019	0.302441
7000	-79.01687	-85.44587	6.429003	1.142983	0.5982433	0.21436	0.141547	0.0376718	0.210489	0.279627	0.00880013	0.0910214	0.0164832
7010	-81.70373	-89.47851	7.774785	0.7835087	0.2848266	0.135963	0.419142	0.00224009	0.0131115	0.241697	0.0451742	0.093751	0.0489217
7020	-80.74487	-88.3036	7.558737	0.7835087	0.3928507	0.163561	0.288017	0.0016982	0.0137787	0.127921	0.0838073	0.10572	0.215497
7030	-79.54437	-83.53749	3.993117	1.909048	1.050121	0.282695	0.0906701	0.00311827	0.03913	0.0478023	0.252829	0.0459739	0.237782
7040	-78.82855	-83.93154	5.102996	1.559426	0.8448042	0.0137794	0.11377	0.0111088	0.371732	0.0793942	0.116303	0.174045	0.119867
7050	-81.18928	-85.46041	4.27113	2.111271	0.7088914	0.0267928	0.202475	0.0216001	0.0750944	0.13716	0.223302	0.113683	0.199894
7060	-81.92273	-83.40784	1.485106	2.564644	1.648531	0.270535	0.282642	0.0607315	0.0145911	0.0222609	0.0193905	0.101641	0.228208
7070	-78.70736	-84.59655	5.88919	1.297407	0.7137263	0.117972	0.261302	0.0371482	0.102633	0.0307555	0.0385234	0.389626	0.02204
7080	-80.47549	-87.56765	7.092161	0.7675923	0.6420548	0.0518057	0.325234	0.12475	0.0345623	0.0243001	0.0165975	0.375804	0.0469473
7090	-80.0091	-85.09261	5.083517	1.828827	0.5851422	0.0638105	0.176196	0.155668	0.0256559	0.106623	0.124364	0.0563009	0.291381
7100	-78.60857	-84.9807	6.372133	1.138294	0.631367	0.024947	0.0674762	0.0778612	0.0997402	0.235602	0.056629	0.269023	0.168722
7110	-78.67493	-85.35676	6.681836	1.136797	0.4780127	0.167418	0.0968651	0.104991	0.124297	0.0854164	0.0337746	0.292353	0.0948841
7120	-78.91255	-85.74104	6.828494	0.9953946	0.5460862	0.0524871	0.00341714	0.0355482	0.140692	0.184221	0.135224	0.108023	0.340386
7130	-78.61231	-84.14494	5.53263	1.44384	0.7455732	0.0392799	0.00118771	0.0549027	0.246086	0.284523	0.208848	0.0124268	0.152746
7140	-78.34223	-84.53476	6.192531	1.288936	0.570526	0.00118199	0.0829274	0.1735	0.106016	0.0394374	0.184516	0.369438	0.0429828
7150	-79.13609	-85.28865	6.152556	1.109032	0.7704178	0.0153852	0.119703	0.259306	0.190571	0.15063	0.0865144	0.115845	0.0620446
7160	-79.14604	-84.06802	4.921978	1.565597	0.9291419	0.0018132	0.0775147	0.549141	0.141859	0.0205926	0.0651791	0.0872765	0.0566233
7170	-79.09402	-85.59138	6.497357	1.065232	0.6418179	0.0126174	0.257169	0.251271	0.0621108	0.0135686	0.192013	0.0329724	0.178277
7180	-79.14871	-84.43615	5.287439	1.647752	0.6642562	0.0376795	0.101588	0.0992387	0.00795006	0.359888	0.142045	0.241936	0.00967471
7190	-78.98731	-85.07899	6.091685	1.353669	0.5562161	0.079721	0.291431	0.093583	0.0262512	0.162964	0.280314	0.0438304	0.0219047
7200	-79.70797	-86.21403	6.506057	1.358305	0.3443937	0.107528	0.132854	0.0179076	0.237647	0.0911689	0.127786	0.263682	0.0214256
7210	-80.56193	-86.84051	6.27858	0.9397861	0.876652	0.140278	0.222306	0.324572	0.0356668	0.0303115	0.117608	0.0685879	0.0606703
7220	-79.65431	-86.54906	6.894757	0.9397861	0.5685632	0.178461	0.292095	0.211878	0.0273545	0.0414453	0.0994455	0.0928739	0.0564465
7230	-79.58998	-83.62978	4.0398	1.807769	1.128059	0.0907586	0.0804119	0.0853164	0.154915	0.197958	0.100961	0.191294	0.0983859
7240	-79.31394	-83.88938	4.575438	1.717098	0.9509104	0.273068	0.225995	0.0672343	0.0104761	0.153221	0.0110865	0.062798	0.19612
7250	-78.9417	-85.91003	6.968335	1.048747	0.4228139	0.217615	0.0351677	0.0210247	0.0132303	0.39561	0.00158	0.176356	0.139417
7260	-78.66548	-85.03865	6.373169	1.223715	0.545429	0.15419	0.183926	0.0421811	0.112411	0.214806	0.00884844	0.120455	0.163182
7270	-79.29958	-85.08372	5.784145	1.200898	0.8627574	0.0824432	0.360294	0.0666276	0.0764347	0.0557828	0.127498	0.111979	0.11894
7280	-78.70214	-85.43102	6.728872	1.098303	0.4929891	0.0668794	0.0137287	0.0654901	0.0165752	0.443369	0.316447	0.0379476	0.0395623
7290	-78.72253	-84.45966	5.737139	1.349136	0.7380227	0.0833911	0.163594	0.110506	0.0445989	0.326079	0.0452024	0.14607	0.0805573
