Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	q_01A	q_01B	q_10A	q_10B	root_frequencies[1]	root_frequencies[2]	root_frequencies[3]	root_frequencies[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
1110	318.0692	395.7618	-77.69267	0.103205	0.00919477	0.0217967	0.00194193	-2.27104	-4.68912	-1.55495	-1.15258	1.513148	0.0371146	0.6120894	0.02149126	0.7032864	6.043375e-06	0.360659	0.248431	0.003451	0.387459	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.61125
1111	320.0455	396.1642	-76.1187	0.103205	0.00919477	0.0217967	0.00194193	-2.27104	-4.68912	-1.55495	-1.15258	1.513148	0.0371146	0.6120894	0.02149126	0.7032864	6.043375e-06	0.410275	0.463957	0.00443943	0.121328	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.0372873
1112	321.5629	395.6201	-74.05722	0.103205	0.00956248	0.0217967	0.00201959	-2.27104	-4.64991	-1.55495	-1.15258	1.513148	0.0371146	0.6120894	0.0008032276	0.7032864	6.043375e-06	0.410275	0.463957	0.00443943	0.121328	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.256465
1113	321.6751	396.0135	-74.33845	0.103205	0.00931421	0.0217967	0.00196715	-2.27104	-4.67621	-1.55495	1.02025	1.513148	0.0371146	0.6120894	0.001476174	0.7032864	6.043375e-06	0.409331	0.4647	0.00444654	0.121522	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.256465
1114	317.5419	392.7433	-75.20136	0.103205	0.00899073	0.0217967	0.00189883	-2.27104	-4.71156	-1.55495	1.54062	1.513148	0.0371146	0.6120894	0.001476174	0.7032864	6.049713e-06	0.0107797	0.369239	0.294606	0.325375	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.310276
1115	317.666	392.5226	-74.8566	0.103205	0.00899073	0.0217967	0.00189883	-2.27104	-4.71156	-1.55495	1.54062	1.513148	0.0371146	0.6120894	0.0002319534	0.7032864	6.049713e-06	0.0107797	0.294606	0.325375	0.369239	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.919746
1116	314.503	392.0343	-77.53125	0.103205	0.009019	0.0217967	0.0019048	-2.27104	-4.70842	-1.55495	-1.36922	1.513148	0.0371146	0.6119487	0.02557941	0.7032864	6.049713e-06	0.235017	0.00859935	0.126795	0.629589	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.919746
1117	316.0734	393.2432	-77.16979	0.103205	0.009019	0.0217967	0.0019048	-2.27104	-4.70842	-1.55495	1.07324	1.513148	0.0371146	0.6119487	0.02557941	0.7032864	6.049713e-06	0.174607	0.467757	0.351247	0.00638894	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.919746
1118	320.3557	395.8802	-75.52449	0.103205	0.009019	0.0217967	0.0019048	-2.27104	-4.70842	-1.55495	-1.14935	1.513148	0.0371146	0.6119487	0.003361189	0.6949635	6.049713e-06	0.462921	0.347616	0.0166609	0.172802	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.919746
1119	320.2219	394.9514	-74.72958	0.103205	0.00899432	0.0217967	0.00189959	-2.27104	-4.71116	-1.55495	-1.14935	1.513148	0.0371146	0.611743	0.003361189	0.6949635	6.049713e-06	0.0558301	0.611099	0.303781	0.0292895	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.11871
1120	314.6079	394.9514	-80.34349	0.103205	0.00899432	0.0217967	0.00189959	-2.27104	-4.71116	-1.55495	1.31422	1.513148	0.0371146	0.611743	0.01252286	0.6949635	6.049713e-06	0.0558301	0.611099	0.303781	0.0292895	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	4.65916
1121	317.1442	394.0421	-76.89791	0.103205	0.0094473	0.0217967	0.00199526	-2.27104	-4.66203	-1.55495	-0.549173	1.513148	0.0371146	0.611743	0.06206058	0.6949635	6.049713e-06	0.0348839	0.727822	0.066494	0.1708	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.173231
1122	318.4624	394.4408	-75.97839	0.103205	0.0094473	0.0217967	0.00199526	-2.27104	-4.66203	-1.55495	0.34265	1.513148	0.0371146	0.611743	0.02899372	0.6953245	6.049713e-06	0.409678	0.392189	0.129956	0.0681772	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.485517
1123	315.972	393.7832	-77.81115	0.103205	0.00952487	0.0217967	0.00201164	-2.27104	-4.65385	-1.55495	-0.328076	1.513148	0.0371146	0.611743	0.02899372	0.6953245	6.049713e-06	0.41355	0.131184	0.395895	0.0593702	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.35578
1124	315.3025	394.8595	-79.55699	0.103205	0.00952487	0.0217967	0.00201164	-2.27104	-4.65385	-1.55495	1.22446	1.513148	0.0371146	0.6119737	0.02899372	0.6953245	6.049713e-06	0.437793	0.0628505	0.138874	0.360482	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	3.40024
1125	311.4608	391.1781	-79.71733	0.103232	0.00914659	0.0217497	0.00192708	-2.27078	-4.69437	-1.55738	1.22446	1.513148	0.0371146	0.6117518	0.02899372	0.6953245	6.049713e-06	0.437793	0.0628505	0.360482	0.138874	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	3.40024
1126	317.0494	391.5876	-74.53823	0.103232	0.00914659	0.0217497	0.00192708	-2.27078	-4.69437	-1.55738	1.22446	1.513148	0.0371146	0.6117518	0.0005037551	0.6953245	6.049713e-06	0.111313	0.487403	0.350907	0.050377	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.90907
1127	312.5672	393.0824	-80.51519	0.103232	0.00945794	0.0217497	0.00199267	-2.27078	-4.6609	-1.55738	2.17755	1.513148	0.0371146	0.6122066	0.06422375	0.6953245	6.049713e-06	0.127879	0.411114	0.0578746	0.403132	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.48445
1128	316.6983	392.9715	-76.27315	0.103232	0.00970303	0.0217497	0.00204431	-2.27078	-4.63532	-1.55738	1.22336	1.513148	0.0371146	0.6122066	0.006186277	0.6953245	6.049713e-06	0.173637	0.54738	0.0785831	0.200399	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.48445
1129	316.5816	392.5829	-76.00131	0.103232	0.00921019	0.0217497	0.00194048	-2.27078	-4.68744	-1.55738	0.741168	1.513148	0.0371146	0.6119431	0.006186277	0.6953245	6.049713e-06	0.200399	0.54738	0.173637	0.0785831	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.48445
1130	314.3304	392.4969	-78.16655	0.103232	0.00921019	0.0217497	0.00194048	-2.27078	-4.68744	-1.55738	0.741168	1.513148	0.0371146	0.6119431	0.05289141	0.6956491	6.049713e-06	0.143779	0.453256	0.389032	0.013933	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.48445
1131	317.5737	394.4351	-76.86136	0.103443	0.00969606	0.0217943	0.00204284	-2.26873	-4.63604	-1.55738	0.246159	1.513148	0.0371146	0.6119431	0.05289141	0.6956491	6.049713e-06	0.013933	0.453256	0.389032	0.143779	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.632199
1132	316.0238	393.4401	-77.41629	0.103443	0.0100265	0.0217943	0.00211247	-2.26873	-4.60252	-1.55738	-1.67968	1.513148	0.0371146	0.6119431	0.0001721438	0.6956491	6.049713e-06	0.013933	0.453256	0.143779	0.389032	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	4.02717
1133	318.7927	395.1024	-76.30969	0.103443	0.00949488	0.0217943	0.00200046	-2.26873	-4.657	-1.55738	0.420113	1.513148	0.0371146	0.6119431	0.0001721438	0.6956491	6.049713e-06	0.0669591	0.592521	0.318221	0.0222988	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	4.02717
1134	318.5693	394.9074	-76.33813	0.103443	0.00949488	0.0217943	0.00200046	-2.26873	-4.657	-1.55738	-0.727478	1.513148	0.0371146	0.6119431	0.005079407	0.6954385	6.049713e-06	0.0323323	0.575067	0.0970877	0.295513	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.07803
1135	317.7139	393.9328	-76.21884	0.103443	0.00978425	0.0217943	0.00206142	-2.26873	-4.62698	-1.55738	-0.727478	1.513148	0.0371146	0.6119431	0.005079407	0.6954385	6.049713e-06	0.575067	0.0323323	0.0970877	0.295513	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.07803
1136	317.4747	393.9328	-76.45807	0.103443	0.00978425	0.0217943	0.00206142	-2.26873	-4.62698	-1.55738	-0.727478	1.513148	0.0371146	0.6119431	0.007369191	0.6954385	6.049713e-06	0.575067	0.0323323	0.295513	0.0970877	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.07803
1137	314.4233	390.8793	-76.45599	0.103578	0.00978425	0.0218226	0.00206142	-2.26743	-4.62698	-1.55738	-0.727478	1.513148	0.0371146	0.6119431	0.007369191	0.6954385	6.049713e-06	0.438715	0.0697013	0.282285	0.209299	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.07803
1138	314.9923	391.2098	-76.21757	0.103532	0.00968431	0.0218129	0.00204037	-2.26787	-4.63725	-1.55738	-1.47486	1.513148	0.0371146	0.6120955	0.007369191	0.6957418	6.049713e-06	0.438715	0.282285	0.209299	0.0697013	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.964296
1139	315.1302	391.6627	-76.53247	0.103532	0.00924363	0.0218147	0.00194767	-2.26787	-4.68382	-1.5573	1.57369	1.513148	0.0371146	0.6120955	0.007369191	0.6948416	6.049713e-06	0.282285	0.438715	0.0697013	0.209299	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.964296
1140	319.1666	395.5535	-76.38691	0.103532	0.00977871	0.0218147	0.00206042	-2.26787	-4.62755	-1.5573	-0.0825069	1.513148	0.0371146	0.6120955	0.05742514	0.6930259	6.049713e-06	0.0843293	0.253225	0.320919	0.341527	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.132514
1141	319.6282	396.6379	-77.00968	0.103532	0.00941109	0.0218147	0.00198296	-2.26787	-4.66587	-1.5573	0.413666	1.513148	0.0371146	0.6120955	0.05742514	0.6929123	6.049713e-06	0.0766616	0.321126	0.291739	0.310474	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.523409
1142	317.8075	394.8195	-77.01207	0.103377	0.00941109	0.0217821	0.00198296	-2.26937	-4.66587	-1.5573	0.413666	1.513148	0.0371146	0.6120955	0.05742514	0.6929123	6.049713e-06	0.328912	0.298812	0.0542754	0.318001	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.523409
1143	316.7268	394.6988	-77.97199	0.103377	0.00953715	0.0217821	0.00200952	-2.26937	-4.65256	-1.5573	-0.871276	1.513148	0.0371146	0.6120955	0.0698663	0.6929123	6.049713e-06	0.513632	0.358181	0.0611332	0.0670538	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.855486
1144	317.8509	395.5206	-77.66962	0.103377	0.00953715	0.0217821	0.00200952	-2.26937	-4.65256	-1.5573	1.00443	1.513148	0.0371146	0.6121652	0.0698663	0.693601	6.049713e-06	0.239727	0.375589	0.343768	0.0409158	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.410077
1145	319.9969	395.8816	-75.88475	0.103377	0.00932587	0.0217821	0.001965	-2.26937	-4.67496	-1.5573	1.00443	1.513148	0.0371146	0.6122005	0.001849581	0.693601	6.049713e-06	0.239727	0.343768	0.0409158	0.375589	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.93005
1146	318.7124	395.9341	-77.22172	0.103377	0.00931421	0.0217821	0.00196255	-2.26937	-4.67621	-1.5573	0.485947	1.513148	0.0371146	0.6122005	0.05315848	0.693601	6.049713e-06	0.395786	0.252618	0.043116	0.308479	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.77779
1147	318.5199	395.0779	-76.55805	0.103377	0.00961725	0.0217821	0.0020264	-2.26937	-4.6442	-1.5573	1.23021	1.513148	0.0371146	0.6122005	0.03268817	0.693601	6.049713e-06	0.043116	0.308479	0.395786	0.252618	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.321761
1148	317.8622	395.393	-77.53076	0.103377	0.00961725	0.0217821	0.0020264	-2.26937	-4.6442	-1.5573	1.23021	1.513148	0.0371146	0.6122005	0.03268817	0.693601	6.049713e-06	0.326796	0.230797	0.410149	0.0322583	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.29447
1149	319.9944	395.393	-75.3985	0.103377	0.00961725	0.0217821	0.0020264	-2.26937	-4.6442	-1.5573	-1.08555	1.513148	0.0371146	0.6122005	0.0001223985	0.693601	6.049713e-06	0.326796	0.230797	0.410149	0.0322583	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.87964
1150	318.2529	394.71	-76.45713	0.103377	0.00961725	0.0217821	0.0020264	-2.26937	-4.6442	-1.5573	-1.81532	1.513148	0.0371146	0.6122005	0.0001223985	0.693601	6.051523e-06	0.0322583	0.410149	0.326796	0.230797	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.87964
1151	318.5914	394.9868	-76.39538	0.103481	0.00974482	0.0218039	0.00205328	-2.26837	-4.63102	-1.5573	-1.81532	1.513148	0.0371146	0.6118739	0.0001223985	0.693601	6.051523e-06	0.280698	0.498828	0.181241	0.039233	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.87964
1152	316.5533	393.078	-76.52471	0.103481	0.00991134	0.0218039	0.00208836	-2.26837	-4.61408	-1.5573	0.248015	1.513148	0.0371146	0.6117012	0.003893192	0.693601	6.051523e-06	0.28655	0.509227	0.164172	0.0400509	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	2.87964
1153	317.5793	394.8684	-77.28911	0.103481	0.00991134	0.0218039	0.00208836	-2.26837	-4.61408	-1.5573	0.248015	1.513148	0.0371146	0.6120722	0.003893192	0.693601	6.051523e-06	0.390374	0.030703	0.536436	0.0424878	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	3.63513
1154	318.5902	395.8566	-77.26641	0.103481	0.00991134	0.0218039	0.00208836	-2.26837	-4.61408	-1.5573	-0.126888	1.513148	0.0371146	0.6120722	0.003893192	0.693601	6.051523e-06	0.0621103	0.789702	0.143644	0.00454413	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	3.63513
1155	318.8289	395.1982	-76.36933	0.103425	0.00991134	0.0217866	0.00208782	-2.2689	-4.61408	-1.55756	1.14188	1.513148	0.0371146	0.6120722	0.01340049	0.693601	6.051523e-06	0.00454413	0.789702	0.143644	0.0621103	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.2541
1156	318.6398	395.249	-76.60917	0.103425	0.00991134	0.0217866	0.00208782	-2.2689	-4.61408	-1.55756	1.14188	1.513148	0.0371146	0.6120722	0.01340049	0.693601	6.051523e-06	0.0621103	0.789702	0.00454413	0.143644	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.49394
1157	318.398	394.9579	-76.55993	0.103425	0.00994077	0.0217866	0.00209402	-2.2689	-4.61111	-1.55756	1.14188	1.513148	0.0371146	0.6120722	0.01290602	0.6932974	6.051523e-06	0.175581	0.405503	0.0128459	0.40607	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	1.49394
1158	318.893	394.8882	-75.99514	0.103425	0.00998987	0.0217866	0.00210436	-2.2689	-4.60618	-1.55756	1.14188	1.513148	0.0371146	0.6120722	0.01290602	0.6932974	6.051523e-06	0.175581	0.405503	0.40607	0.0128459	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.948568
1159	317.6084	393.5998	-75.99138	0.103425	0.00998987	0.0217866	0.00210436	-2.2689	-4.60618	-1.55756	1.14188	1.513148	0.0371146	0.6119156	0.01290602	0.6932974	6.051523e-06	0.00953927	0.301544	0.327312	0.361604	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.948568
1160	320.3565	394.8345	-74.478	0.103425	0.00998987	0.0217866	0.00210436	-2.2689	-4.60618	-1.55756	0.0320436	1.513148	0.0371146	0.6123656	0.01290602	0.6932974	6.051523e-06	0.389462	0.358801	0.0113506	0.240387	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.0758053
1161	316.3688	394.642	-78.27319	0.103425	0.00998987	0.0217866	0.00210436	-2.2689	-4.60618	-1.55756	-0.467421	1.513148	0.0371146	0.6123656	0.01290602	0.6932974	6.051523e-06	0.220554	0.368169	0.0116469	0.39963	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	3.76227
1162	318.8643	393.3597	-74.49534	0.103454	0.00998987	0.0217754	0.0021027	-2.26862	-4.60618	-1.55835	-0.467421	1.513148	0.0371146	0.6123656	0.008650698	0.6932974	6.051523e-06	0.324002	0.0171097	0.0718179	0.587071	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.282468
1163	317.0124	392.1534	-75.14101	0.103454	0.00982871	0.0218077	0.00207185	-2.26862	-4.62245	-1.55687	-0.683464	1.513148	0.0371146	0.6123656	0.01565994	0.6932974	6.051523e-06	0.324002	0.587071	0.0171097	0.0718179	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.282468
1164	320.4374	394.201	-73.76352	0.103454	0.00933837	0.0218077	0.00196849	-2.26862	-4.67362	-1.55687	-0.490031	1.513148	0.0371146	0.6123656	0.001932906	0.6966467	6.051523e-06	0.0369619	0.575213	0.0703673	0.317458	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.0994243
1165	320.0836	396.1201	-76.03649	0.103454	0.00969778	0.0218077	0.00204425	-2.26862	-4.63586	-1.55687	-0.490031	1.513148	0.0371146	0.6131864	0.03189887	0.6966467	6.05672e-06	0.0341792	0.531909	0.293558	0.140354	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.405174
1166	321.1493	395.4918	-74.3425	0.103454	0.00999694	0.0218077	0.00210731	-2.26862	-4.60548	-1.55687	0.363764	1.513148	0.0371146	0.6131864	0.009071037	0.6966467	6.05672e-06	0.0341792	0.531909	0.293558	0.140354	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.0439836
1167	319.4674	394.2101	-74.74272	0.103454	0.00999694	0.0218077	0.00210731	-2.26862	-4.60548	-1.55687	0.363764	1.513148	0.0371146	0.6129834	0.009071037	0.6966467	6.05672e-06	0.397788	0.376977	0.0255609	0.199674	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.449081
1168	320.7514	395.1007	-74.34933	0.103428	0.00942164	0.0218022	0.00198604	-2.26888	-4.66475	-1.55687	-1.09576	1.513148	0.0371146	0.6129834	0.001272636	0.6966467	6.05672e-06	0.0255609	0.376977	0.397788	0.199674	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.449081
1169	318.8553	393.7455	-74.89025	0.103428	0.00925518	0.0218022	0.00195095	-2.26888	-4.68257	-1.55687	-0.970327	1.513148	0.0371146	0.6129834	0.003757957	0.6966467	6.05672e-06	0.365377	0.224302	0.0247744	0.385547	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.449081
1170	319.1311	394.963	-75.83188	0.103428	0.00976998	0.0218022	0.00205947	-2.26888	-4.62844	-1.55687	-1.10787	1.513148	0.0371146	0.6129834	0.01573273	0.6966467	6.05672e-06	0.179142	0.493149	0.0197864	0.307923	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.469622
1171	319.7257	394.6174	-74.89167	0.103428	0.00976628	0.0218022	0.00205869	-2.26888	-4.62882	-1.55687	0.223981	1.513148	0.0371146	0.6129834	0.01009022	0.6966467	6.05672e-06	0.179142	0.307923	0.493149	0.0197864	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.469622
1172	320.2991	394.7492	-74.45008	0.103428	0.00916516	0.0218022	0.00193197	-2.26888	-4.69235	-1.55687	0.995297	1.513148	0.0371146	0.6128231	0.002152332	0.6966467	6.05672e-06	0.307923	0.179142	0.493149	0.0197864	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.264881
1173	320.9983	395.1903	-74.19198	0.103428	0.00916516	0.0218022	0.00193197	-2.26888	-4.69235	-1.55687	0.995297	1.513148	0.0371146	0.6128231	0.002152332	0.6966467	6.05672e-06	0.179142	0.493149	0.307923	0.0197864	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.00678914
1174	317.9558	392.6218	-74.66599	0.103428	0.00916516	0.0218022	0.00193197	-2.26888	-4.69235	-1.55687	0.300722	1.513148	0.0371146	0.6123397	0.006199215	0.6966467	6.05672e-06	0.0197864	0.493149	0.307923	0.179142	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.319599
1175	318.2622	393.064	-74.80175	0.103428	0.00916516	0.0218022	0.00193197	-2.26888	-4.69235	-1.55687	0.300722	1.513148	0.0371146	0.6123397	0.006199215	0.6967769	6.05672e-06	0.572658	0.282165	0.114011	0.0311655	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.45224
1176	315.3024	390.893	-75.59066	0.10351	0.00886747	0.0218195	0.00186922	-2.26809	-4.72537	-1.55687	0.300722	1.513148	0.0371146	0.6128382	0.01579466	0.6948699	6.05672e-06	0.573231	0.0311967	0.282448	0.113124	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.45224
1177	315.1826	391.178	-75.99538	0.10351	0.00910259	0.0218195	0.00191878	-2.26809	-4.6992	-1.55687	0.300722	1.513148	0.0371146	0.6128382	0.01579466	0.6948699	6.05672e-06	0.71326	0.0947664	0.16584	0.0261341	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.962788
1178	312.3367	389.6779	-77.34116	0.103392	0.00910259	0.0217946	0.00191878	-2.26922	-4.6992	-1.55687	-1.66684	1.513148	0.0371146	0.6128382	0.01579466	0.6948699	6.05672e-06	0.71326	0.0261341	0.0947664	0.16584	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.962788
1179	318.3492	394.8332	-76.48398	0.103505	0.00858866	0.0218185	0.00181045	-2.26813	-4.75731	-1.55687	-0.93197	1.513148	0.0371146	0.6128382	0.01579466	0.6948699	6.05672e-06	0.134275	0.226176	0.022605	0.616944	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.826308
1180	319.3039	396.3681	-77.06421	0.103505	0.00808687	0.0218185	0.00170468	-2.26813	-4.81751	-1.55687	1.23819	1.513148	0.0371146	0.6128382	0.01579466	0.6948699	6.05672e-06	0.616944	0.134275	0.022605	0.226176	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.826308
1181	318.196	394.7049	-76.50883	0.103505	0.00832127	0.0218185	0.00175409	-2.26813	-4.78894	-1.55687	-0.807104	1.513148	0.0371146	0.6128382	0.01579466	0.6950204	6.05672e-06	0.0137053	0.126167	0.722998	0.137129	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.826308
1182	319.8009	395.8103	-76.00938	0.103505	0.00830222	0.0218185	0.00175007	-2.26813	-4.79123	-1.55687	-0.807104	1.513148	0.0371146	0.6128382	0.006687407	0.6950204	6.05672e-06	0.204308	0.253421	0.514742	0.0275288	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.958615
1183	320.3292	396.0084	-75.6792	0.103505	0.00814245	0.0218185	0.00171639	-2.26813	-4.81066	-1.55687	0.820992	1.513148	0.0371146	0.6128382	0.006687407	0.6950204	6.05672e-06	0.204308	0.253421	0.514742	0.0275288	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.536827
1184	318.3603	394.0374	-75.67713	0.10335	0.00835357	0.0217858	0.00176089	-2.26963	-4.78507	-1.55687	0.820992	1.513148	0.0371146	0.6128382	0.006687407	0.6950204	6.05672e-06	0.441352	0.152879	0.385169	0.0205991	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.638057
1185	316.68	393.7061	-77.02608	0.10335	0.00835357	0.0217858	0.00176089	-2.26963	-4.78507	-1.55687	-1.40237	1.513148	0.0371146	0.6128382	0.01693692	0.6950204	6.05672e-06	0.441352	0.0205991	0.152879	0.385169	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.638057
1186	316.4097	393.3578	-76.9481	0.10335	0.00835357	0.0217678	0.00175944	-2.26963	-4.78507	-1.55769	-0.925855	1.513148	0.0371146	0.6128382	0.02720687	0.6950204	6.05672e-06	0.0229915	0.492611	0.429903	0.0544947	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.638057
1187	317.1739	394.4161	-77.24215	0.10346	0.00777927	0.0217909	0.00163848	-2.26857	-4.85629	-1.55769	-0.925855	1.513148	0.0371146	0.6128382	0.02720687	0.6950204	6.05672e-06	0.40096	0.135561	0.41981	0.0436689	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.638057
1188	316.7482	394.59	-77.84178	0.10346	0.0078934	0.0217909	0.00166252	-2.26857	-4.84173	-1.55769	-0.828547	1.513148	0.0371146	0.6128382	0.04738242	0.6950204	6.05672e-06	0.0998729	0.507826	0.0385295	0.353771	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.638057
1189	316.3099	394.6092	-78.2993	0.10346	0.0078934	0.0217909	0.00166252	-2.26857	-4.84173	-1.55769	-1.5978	1.513148	0.0371146	0.6129529	0.04738242	0.6946031	6.05672e-06	0.127635	0.371013	0.0492399	0.452112	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.169574
1190	316.4283	395.1899	-78.76159	0.10351	0.00842306	0.0218014	0.00177408	-2.26809	-4.77678	-1.55769	-1.5978	1.513148	0.0371146	0.6129529	0.04738242	0.6946031	6.05672e-06	0.127635	0.371013	0.452112	0.0492399	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.901561
1191	319.9117	395.6202	-75.70858	0.10351	0.00842306	0.0218014	0.00177408	-2.26809	-4.77678	-1.55769	0.745602	1.513148	0.0371146	0.6129529	0.005454501	0.6946031	6.05672e-06	0.0848116	0.639039	0.219841	0.0563083	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.901561
1192	319.3656	394.8832	-75.51759	0.10351	0.00822147	0.0218014	0.00173162	-2.26809	-4.80101	-1.55769	-0.146567	1.513148	0.0371146	0.6129529	0.005252281	0.6946031	6.05672e-06	0.0528267	0.206248	0.599527	0.141398	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.901561
1193	318.8038	394.8293	-76.02554	0.10351	0.00871915	0.0218014	0.00183644	-2.26809	-4.74223	-1.55769	-0.338827	1.513148	0.0371146	0.6129529	0.02694689	0.6946031	6.05672e-06	0.206248	0.599527	0.141398	0.0528267	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.282642
1194	320.4204	395.7059	-75.28548	0.10351	0.00824158	0.0218014	0.00173585	-2.26809	-4.79856	-1.55769	-0.338827	1.513148	0.0371146	0.6129529	0.004864565	0.6946031	6.05672e-06	0.599527	0.141398	0.206248	0.0528267	0.831352	1.25169	165805	249638	-0.184702	0.224498	12.2033	0.680228
