Iteration	Posterior	Likelihood	Prior	q_down	q_up	rf[1]	rf[2]	rf[3]	rf[4]	rf[5]	rf[6]	rf[7]	rf[8]
310	-78.64228	-84.56008	5.917797	1.509117	0.4877125	0.151874	0.263139	0.0596993	0.0140802	0.0162479	0.0177085	0.0369744	0.440277
320	-80.3906	-84.05138	3.660788	1.842184	1.283149	0.0202892	0.207869	0.362121	0.0460439	0.00721334	0.0682956	0.0119186	0.276249
330	-80.5556	-83.42965	2.87405	2.153605	1.365098	0.00487233	0.129019	0.321126	0.0211829	0.0132246	0.00794615	0.289799	0.212829
340	-81.18212	-86.08938	4.90726	1.968532	0.5335658	0.0100296	0.122247	0.226165	0.0454548	0.0213533	0.129992	0.10111	0.343648
350	-80.00077	-83.49364	3.492875	2.07792	1.131371	0.0125901	0.06332	0.114896	0.0750482	0.473039	0.163177	0.0358038	0.0621261
360	-79.34136	-84.32378	4.982428	1.695717	0.7687964	0.110285	0.0592377	0.313175	0.037393	0.18425	0.0901796	0.154167	0.0513126
370	-81.16962	-88.82799	7.658372	0.8692382	0.2573036	0.1672	0.0465349	0.0536951	0.282644	0.212399	0.102613	0.0298178	0.105095
380	-78.70228	-84.78829	6.086013	1.36211	0.5506113	0.194415	0.28515	0.0766799	0.0520743	0.0665886	0.0668462	0.00507831	0.253167
390	-78.09895	-84.15821	6.059262	1.355847	0.5702497	0.0607225	0.0629681	0.0586307	0.0479053	0.147202	0.151895	0.00467175	0.466005
400	-80.39277	-86.78807	6.395308	0.9248027	0.8332713	0.00737328	0.334427	0.0789038	0.238994	0.0435158	0.126697	0.0130489	0.15704
410	-79.01241	-83.77632	4.763908	1.720428	0.8533457	0.00915773	0.188154	0.160067	0.0498448	0.0569394	0.218985	0.0454236	0.271429
420	-79.32176	-84.56542	5.24366	1.368356	0.9655418	0.00665169	0.301608	0.189414	0.0271257	0.278309	0.121624	0.0609378	0.0143299
430	-79.43807	-86.45644	7.018376	0.9071005	0.5394394	0.0124429	0.225616	0.0200733	0.0547575	0.0168213	0.432514	0.106745	0.13103
440	-79.31099	-83.50364	4.192648	1.811057	1.048346	0.033862	0.036995	0.0166411	0.16924	0.212336	0.206257	0.27323	0.0514385
450	-79.11452	-84.49119	5.37667	1.625074	0.6423192	0.0375288	0.0362933	0.0617105	0.346842	0.0772745	0.166959	0.237591	0.0358005
460	-81.11704	-84.19089	3.073848	2.321455	1.097349	0.0232466	0.0224813	0.171773	0.216691	0.364696	0.129191	0.0288064	0.0431145
470	-79.03152	-83.9532	4.921685	1.657692	0.8371936	0.07877	0.0330706	0.237548	0.0634023	0.0657003	0.377191	0.13234	0.0119783
480	-81.42007	-85.50632	4.086246	2.107348	0.805257	0.11208	0.0427875	0.196182	0.350985	0.125992	0.0445718	0.0855774	0.0418246
490	-80.45637	-84.92145	4.465085	1.996353	0.7268323	0.0255231	0.0292709	0.272875	0.0844474	0.208306	0.0687018	0.102302	0.208574
500	-78.68602	-85.01745	6.331421	1.160338	0.6296789	0.0235709	0.154056	0.0872414	0.0829326	0.33916	0.0742577	0.118556	0.120225
510	-78.35946	-84.03675	5.677298	1.490421	0.6266576	0.0182559	0.0106279	0.161635	0.0218563	0.135093	0.191138	0.283426	0.177969
520	-79.15046	-85.0143	5.863844	1.553743	0.4700633	0.0130003	0.0130321	0.0189866	0.192579	0.00757139	0.509799	0.0566812	0.18835
530	-78.85796	-84.99199	6.134027	1.27451	0.6142046	0.420672	0.00956631	0.0133996	0.226191	0.013736	0.142749	0.0665742	0.107112
540	-79.9091	-84.54101	4.631903	1.535858	1.103919	0.209069	0.00397957	0.0014332	0.0204989	0.0129711	0.480647	0.119878	0.151523
550	-79.27272	-84.75582	5.483103	1.299988	0.9141881	0.296748	0.00822135	0.00510718	0.121668	0.09412	0.357657	0.0707525	0.0457267
560	-78.99652	-84.17779	5.181272	1.44735	0.9177414	0.0660302	0.170924	0.021447	0.0481017	0.152128	0.282168	0.110058	0.149144
570	-80.2005	-83.59583	3.395328	2.129825	1.128239	0.0248069	0.170156	0.0435855	0.335046	0.106201	0.148296	0.0755808	0.0963289
580	-79.70258	-84.16478	4.4622	1.862519	0.8621089	0.0551224	0.278063	0.142227	0.050742	0.172247	0.0919993	0.0533639	0.156235
590	-79.63	-83.58022	3.950228	1.9432	1.037414	0.0709666	0.126366	0.0334802	0.110038	0.311689	0.0892197	0.138194	0.120047
600	-79.22263	-85.70611	6.483482	1.057049	0.6569379	0.0839543	0.201889	0.420002	0.0636482	0.0462955	0.0546577	0.0285543	0.101
610	-79.42756	-84.75863	5.331065	1.338324	0.951871	0.105815	0.179617	0.0854832	0.0334367	0.168517	0.024599	0.207245	0.195288
620	-79.36806	-84.99203	5.623964	1.479734	0.6640118	0.187628	0.482325	0.0161763	0.0440814	0.109407	0.0242362	0.0759177	0.0602288
630	-79.75928	-86.31995	6.560667	1.415213	0.2601813	0.039056	0.185344	0.138577	0.0651472	0.0728748	0.02354	0.0121642	0.463297
640	-79.14233	-84.5066	5.364278	1.465934	0.8076544	0.0852685	0.440288	0.156503	0.0416706	0.0860521	0.106364	0.00778067	0.0760728
650	-79.43222	-84.44799	5.015769	1.632762	0.8150817	0.108017	0.309023	0.101985	0.158403	0.217901	0.0229416	0.0190267	0.0627021
660	-79.67065	-83.90137	4.23072	1.86796	0.9724073	0.0594567	0.191353	0.168787	0.201281	0.100593	0.1347	0.120321	0.0235084
670	-78.88587	-85.69674	6.810877	1.124601	0.425688	0.429583	0.0254174	0.0471748	0.0562567	0.0657529	0.0375132	0.215343	0.12296
680	-79.44764	-84.77758	5.329942	1.66438	0.6263766	0.330372	0.0546011	0.148842	0.0173942	0.139291	0.0317843	0.175494	0.102221
690	-78.78581	-84.23718	5.451369	1.444015	0.7860286	0.194129	0.142985	0.0702999	0.0528352	0.208186	0.0182502	0.145098	0.168217
700	-79.4032	-84.27966	4.876458	1.818822	0.6986767	0.0642763	0.19664	0.0474945	0.0823903	0.116062	0.00455903	0.226263	0.262314
710	-79.24695	-84.50184	5.254887	1.662945	0.6653392	0.0434277	0.256662	0.0939686	0.0977658	0.137722	0.0338477	0.300732	0.0358738
720	-78.72592	-84.78225	6.056336	1.480933	0.4466275	0.0278804	0.0311763	0.0603274	0.0626776	0.290426	0.0131076	0.22297	0.291435
730	-78.31859	-85.12324	6.804648	1.109559	0.4438445	0.00789153	0.0611424	0.131143	0.0628567	0.0104682	0.0627315	0.507961	0.155806
740	-78.44608	-84.40058	5.954493	1.286873	0.6916081	0.104696	0.0502747	0.0510827	0.0234153	0.173736	0.189516	0.30416	0.103119
750	-80.33856	-84.79175	4.453188	1.997704	0.7314297	0.0980238	0.10866	0.0831043	0.0149987	0.151439	0.172618	0.228639	0.142518
760	-78.51995	-85.11304	6.593095	1.140879	0.5183009	0.0491731	0.076813	0.221738	0.0273548	0.0494327	0.288017	0.0622953	0.225177
770	-80.22706	-86.67837	6.451305	0.9048893	0.8251862	0.109125	0.224861	0.405133	0.118335	0.0180621	0.0612969	0.0181994	0.0449879
780	-79.95633	-87.15007	7.193747	1.051204	0.3076507	0.136033	0.185529	0.219375	0.162684	0.0207151	0.13288	0.0355568	0.107227
790	-82.24542	-84.98883	2.743409	2.526599	1.057424	0.123223	0.148481	0.0380909	0.0915443	0.127178	0.261729	0.139351	0.0704038
800	-80.52816	-83.38521	2.857047	2.168745	1.35846	0.138499	0.0303649	0.120457	0.150987	0.059321	0.240827	0.0737125	0.185831
810	-78.81835	-83.76184	4.943488	1.642787	0.8411963	0.116932	0.0439587	0.130685	0.0781614	0.127492	0.0959121	0.106712	0.300147
820	-78.75584	-85.5149	6.759057	1.156831	0.4193683	0.0580129	0.0509047	0.147969	0.164779	0.210331	0.00546934	0.277308	0.0852256
830	-80.13455	-85.0071	4.87255	1.876725	0.6427276	0.0471148	0.185839	0.0790416	0.0791268	0.168168	0.0649826	0.245846	0.129882
840	-80.7687	-87.66157	6.892868	0.7972381	0.7120558	0.145774	0.0331396	0.129074	0.0529881	0.0906034	0.127028	0.13311	0.288283
850	-81.54492	-88.94004	7.395117	0.6317021	0.626467	0.304188	0.0144459	0.0721641	0.0500058	0.0499682	0.18391	0.295105	0.0302124
860	-80.34449	-87.4113	7.066808	0.7680004	0.6543234	0.159883	0.091702	0.243124	0.0636452	0.188299	0.1451	0.0122179	0.0960291
870	-79.98507	-87.0643	7.079223	0.827786	0.5883304	0.0479951	0.105756	0.0308896	0.318013	0.0664663	0.0155818	0.378426	0.0368715
880	-79.80542	-85.29764	5.492214	1.242886	0.9667342	0.147586	0.263115	0.00745731	0.119944	0.152984	0.00438603	0.157571	0.146958
890	-78.17996	-84.16521	5.985246	1.392649	0.5704565	0.0851051	0.201593	0.029438	0.0229679	0.0985663	0.0474673	0.0704243	0.444438
900	-80.10222	-83.66963	3.567412	1.918751	1.253271	0.110633	0.081511	0.0975017	0.0076444	0.347872	0.0166016	0.0702161	0.268021
910	-80.76131	-83.64244	2.881132	2.328602	1.18656	0.165461	0.114955	0.0943988	0.00708958	0.192904	0.214213	0.0842335	0.126745
920	-79.30193	-85.6226	6.320669	1.044355	0.7510383	0.101936	0.193551	0.24611	0.0119368	0.194985	0.0838773	0.139426	0.0281773
930	-81.70108	-87.33742	5.636338	1.764912	0.3726468	0.0117877	0.171133	0.211462	0.00839883	0.0529736	0.131193	0.367489	0.0455627
940	-78.98067	-84.8223	5.841633	1.321956	0.7129553	0.163308	0.389481	0.0894316	0.00909106	0.110979	0.0138753	0.189544	0.0342896
950	-79.11968	-84.4288	5.309115	1.460383	0.8407869	0.0931421	0.348927	0.10834	0.284578	0.0276073	0.0795256	0.0190009	0.0388789
960	-78.97323	-84.51115	5.537922	1.629102	0.557665	0.0171936	0.0831371	0.125453	0.013044	0.153874	0.25212	0.0709743	0.284205
970	-79.62751	-86.00209	6.374576	1.002657	0.7657829	0.311599	0.0645012	0.143837	0.030263	0.00653494	0.153052	0.136014	0.154199
980	-79.13108	-85.15773	6.026654	1.541021	0.4013801	0.0691608	0.0870214	0.102774	0.0270296	0.0295295	0.152888	0.134099	0.397498
990	-78.85323	-84.14128	5.288041	1.640048	0.6716594	0.103041	0.129651	0.107883	0.00530897	0.0733748	0.224576	0.166592	0.189574
1000	-80.99582	-83.28263	2.286811	2.347101	1.465221	0.00369385	0.0702104	0.206969	0.000424871	0.015248	0.149741	0.138292	0.415421
1010	-81.14045	-84.36387	3.223416	1.938423	1.405597	0.0164775	0.223634	0.321321	0.000751648	0.0269756	0.127552	0.186178	0.0971101
1020	-78.98821	-85.38922	6.401009	1.352009	0.4032143	0.0223543	0.120086	0.396298	0.000953321	0.0940884	0.109794	0.0270754	0.229351
1030	-79.67833	-86.22518	6.546848	0.9545325	0.7277711	0.0566478	0.217581	0.336812	0.00202098	0.0169497	0.0241208	0.0417785	0.304089
1040	-79.08315	-85.26065	6.177496	1.361271	0.5057082	0.125701	0.0774715	0.430984	0.0103101	0.106651	0.00188166	0.213135	0.0338655
1050	-79.16493	-86.06547	6.900541	1.203769	0.301688	0.128347	0.171723	0.12466	0.00340548	0.108896	0.00105764	0.311429	0.150482
1060	-78.7644	-84.25319	5.488793	1.52116	0.690171	0.120484	0.0564739	0.0163405	0.0278328	0.540627	0.00116908	0.131684	0.105389
1070	-78.50162	-85.40265	6.901029	1.072153	0.4330606	0.0213008	0.0295062	0.18265	0.133788	0.0268558	0.00127951	0.305392	0.299228
1080	-78.62473	-84.13341	5.508685	1.44216	0.7592249	0.0554377	0.129496	0.184065	0.148157	0.0202189	0.00117953	0.222614	0.238832
1090	-79.11929	-85.30501	6.185719	1.464873	0.3979953	0.0319647	0.214444	0.0923432	0.164834	0.0855625	0.00318274	0.119177	0.288492
1100	-79.39034	-84.32281	4.932464	1.730835	0.758661	0.190644	0.154725	0.185524	0.0696883	0.0868074	0.00238937	0.188254	0.121968
1110	-79.72175	-83.68661	3.96486	1.969889	1.003409	0.0450778	0.0147451	0.255877	0.173175	0.195918	0.00880613	0.0576711	0.248729
1120	-79.25895	-85.04013	5.781186	1.498439	0.5666959	0.366684	0.0176439	0.119844	0.0682644	0.196319	0.0172877	0.172563	0.0413948
1130	-78.99985	-85.53586	6.536004	1.055838	0.6318877	0.1712	0.0188974	0.182129	0.0374148	0.368039	0.120436	0.0258039	0.0760806
1140	-78.99765	-85.0406	6.042956	1.176826	0.7574238	0.217018	0.0339426	0.0851078	0.109692	0.0839469	0.118549	0.138312	0.213432
1150	-78.93766	-84.83199	5.894333	1.241561	0.7670008	0.249502	0.0713983	0.203716	0.0188991	0.232035	0.106978	0.075023	0.0424486
1160	-79.61297	-83.55838	3.945406	1.839997	1.143028	0.0380934	0.0722271	0.145416	0.00783873	0.113646	0.274644	0.257292	0.0908443
1170	-79.08739	-85.91099	6.823602	1.205605	0.3383221	0.0382296	0.0944388	0.190665	0.00034742	0.143921	0.145855	0.353551	0.0329926
1180	-78.7146	-83.69137	4.976763	1.603565	0.8637816	0.0425474	0.038951	0.159714	0.000141663	0.0988196	0.0517807	0.600484	0.00756126
1190	-79.20649	-84.53839	5.331902	1.729857	0.55992	0.136576	0.0167183	0.0223604	0.0399	0.0680606	0.170148	0.158964	0.387273
1200	-78.28235	-84.33815	6.055803	1.308215	0.6196108	0.131398	0.011765	0.0044092	0.0316204	0.031652	0.607776	0.0536884	0.127691
1210	-78.75405	-85.06811	6.31406	1.140161	0.6585372	0.148553	0.0401509	0.0334279	0.184292	0.0689233	0.213474	0.111513	0.199666
1220	-78.74837	-85.38182	6.633447	1.164349	0.4746558	0.0110843	0.0343319	0.105443	0.135436	0.415626	0.150202	0.0702943	0.0775828
1230	-78.93004	-85.69921	6.769173	1.182142	0.3889993	0.00189954	0.00146315	0.141837	0.0511298	0.0921241	0.644812	0.0397396	0.0269942
1240	-79.77943	-84.63017	4.850739	1.902348	0.6280101	0.00831304	0.00250108	0.0465399	0.0874	0.0433493	0.275288	0.075052	0.461557
1250	-79.64816	-84.74754	5.099379	1.836004	0.5700345	0.0197855	0.00448594	0.0158391	0.0486947	0.162863	0.21113	0.00538733	0.531815
1260	-79.6541	-83.58636	3.93226	1.909934	1.079664	0.0154671	0.131141	0.402114	0.0681292	0.0147967	0.121989	0.0762279	0.170135
1270	-79.3804	-84.35716	4.976763	1.707279	0.7600671	0.104798	0.414954	0.0447698	0.0747643	0.0295248	0.124307	0.0169995	0.189883
1280	-82.3374	-83.11218	0.7747833	2.869579	1.698757	0.114018	0.187151	0.251825	0.0719882	0.043838	0.125014	0.0252405	0.180925
1290	-82.14681	-83.25722	1.110407	2.869579	1.530945	0.0908448	0.0473329	0.0587563	0.046786	0.0724951	0.440106	0.0665905	0.177088
1300	-82.46826	-83.71718	1.248924	2.869579	1.461687	0.206561	0.0159319	0.339843	0.0437475	0.139399	0.162069	0.0263461	0.0661029
1310	-81.00503	-83.3383	2.333274	2.327404	1.461687	0.0777426	0.00791594	0.108859	0.12911	0.402554	0.20127	0.0498871	0.0226614
1320	-81.86896	-84.23288	2.363913	2.549866	1.223905	0.0856322	0.0294706	0.268423	0.238371	0.199239	0.117571	0.0450166	0.0162763
1330	-78.91352	-84.60956	5.69604	1.358003	0.7497051	0.179717	0.00993955	0.278709	0.0833253	0.320621	0.0902461	0.0308218	0.00662056
1340	-79.63942	-84.79251	5.153089	1.374867	1.004317	0.143362	0.0286261	0.108066	0.218304	0.0885505	0.0353705	0.222719	0.155002
1350	-78.79388	-85.4222	6.628323	1.100991	0.5405756	0.0387454	0.0193161	0.0332985	0.465763	0.180152	0.0401438	0.104678	0.117903
1360	-79.26496	-83.84176	4.576803	1.651039	1.016287	0.103693	0.189626	0.102754	0.146112	0.0809164	0.108219	0.184538	0.0841421
1370	-79.54724	-84.65987	5.112628	1.649931	0.7494827	0.141238	0.288144	0.215151	0.0324828	0.150651	0.0565839	0.0244835	0.0912654
1380	-79.08645	-86.01508	6.928628	1.177707	0.3137064	0.200932	0.146868	0.0228502	0.0400345	0.185675	0.0697387	0.0872259	0.246677
1390	-78.73926	-85.48588	6.746616	1.177707	0.4047124	0.0632272	0.119315	0.318491	0.0244366	0.08327	0.0687836	0.0829403	0.239536
1400	-79.12528	-85.37451	6.249234	1.302394	0.5287171	0.153524	0.230654	0.173915	0.171742	0.0348127	0.0793954	0.110325	0.0456317
1410	-79.2016	-84.98056	5.778962	1.217591	0.8486555	0.128457	0.253134	0.0594566	0.0361308	0.187669	0.0183687	0.258883	0.0578997
1420	-78.78589	-84.63758	5.851692	1.364604	0.6652785	0.189548	0.0544561	0.235253	0.133947	0.0669971	0.0831069	0.159023	0.0776685
1430	-80.62195	-85.68878	5.066828	1.320069	1.102244	0.249485	0.034827	0.0998521	0.394975	0.0428476	0.00897312	0.144847	0.0241939
1440	-80.17761	-84.05445	3.876837	1.780781	1.236528	0.0399038	0.07657	0.0607893	0.478453	0.0738137	0.015458	0.110221	0.144791
1450	-79.21827	-84.48368	5.265418	1.568652	0.7543668	0.290625	0.134689	0.0845223	0.108288	0.1263	0.151445	0.0405456	0.0635852
1460	-78.30219	-84.28873	5.986539	1.365229	0.5972294	0.0320937	0.0438321	0.100848	0.0352403	0.203091	0.265627	0.128841	0.190427
1470	-79.44043	-86.49847	7.058047	1.157978	0.2687262	0.0456999	0.384789	0.0744466	0.0305417	0.0722074	0.0173967	0.150425	0.224493
1480	-79.29468	-83.89787	4.603186	1.683873	0.9702623	0.074935	0.361861	0.20721	0.0291587	0.0553924	0.00914931	0.0511774	0.211117
1490	-78.93533	-84.28414	5.348816	1.396453	0.8848669	0.0372185	0.0762262	0.123452	0.0465101	0.414789	0.0109921	0.0425322	0.248279
1500	-79.26743	-83.74299	4.475561	1.723197	0.9947507	0.0601883	0.0805237	0.342542	0.110492	0.0235411	0.0273112	0.313505	0.0418973
1510	-79.2678	-84.83402	5.566221	1.443351	0.7292659	0.158823	0.352593	0.234359	0.0433663	0.0335765	0.0481176	0.108923	0.0202414
1520	-79.15028	-84.26915	5.118872	1.443351	0.9529404	0.10314	0.0205412	0.324373	0.273075	0.13927	0.0389335	0.0884991	0.0121684
1530	-79.35733	-84.0754	4.718064	1.687578	0.9091175	0.0273396	0.053183	0.442949	0.252967	0.08366	0.0181661	0.0181945	0.103541
1540	-79.7161	-83.56709	3.850992	1.939577	1.090654	0.113502	0.0444	0.210936	0.13868	0.208572	0.0993602	0.0895514	0.0949987
1550	-79.47516	-84.02164	4.546481	1.816329	0.8661582	0.0185967	0.0391778	0.133335	0.443623	0.0272735	0.114218	0.104786	0.11899
1560	-82.53371	-84.13721	1.603502	2.826944	1.327033	0.177025	0.00449904	0.0933567	0.0980689	0.055042	0.128581	0.372533	0.070894
1570	-79.06949	-85.43323	6.363735	1.079712	0.6941487	0.151969	0.00569922	0.10907	0.0947113	0.0675609	0.0602711	0.4237	0.0870183
1580	-79.36688	-83.89425	4.527369	1.808693	0.8833506	0.154819	0.00472633	0.157636	0.205136	0.0792594	0.118744	0.125172	0.154508
1590	-78.96418	-83.91418	4.950001	1.630017	0.8507109	0.143794	0.076927	0.23871	0.0608153	0.0575444	0.0767989	0.129366	0.216044
1600	-81.79926	-85.09721	3.297944	2.346199	0.9605567	0.109921	0.326791	0.0794366	0.0485671	0.0626331	0.142669	0.180509	0.049473
1610	-80.73618	-84.61348	3.877296	2.134917	0.8821629	0.210866	0.00884423	0.0112536	0.0568591	0.176948	0.399765	0.095049	0.0404155
1620	-81.52942	-83.97184	2.442416	2.508076	1.226444	0.0990314	0.0883776	0.0758601	0.400482	0.0104566	0.186002	0.0284765	0.111313
1630	-77.91201	-83.68514	5.773135	1.48472	0.5844404	0.058541	0.0302643	0.0327671	0.0515329	0.00358078	0.0466928	0.00815322	0.768468
1640	-78.97562	-85.00769	6.032066	1.259275	0.6804198	0.110494	0.000299178	0.563388	0.0681238	0.0052852	0.17908	0.057381	0.0159497
1650	-78.63286	-85.05214	6.41928	1.205249	0.5408386	0.053795	0.000356982	0.324816	0.0120917	0.0252236	0.547523	0.0265115	0.00968277
1660	-78.74321	-84.28471	5.541506	1.42258	0.7623952	0.218521	0.167779	0.102126	0.0184391	0.0137686	0.113808	0.282837	0.0827227
1670	-80.36355	-85.06663	4.703078	1.945148	0.6590406	0.138746	0.236746	0.00198047	0.0214592	0.00944822	0.238998	0.161898	0.190724
1680	-81.16693	-86.55646	5.38953	1.20356	1.057403	0.0575423	0.0508261	0.0404628	0.370081	0.00572627	0.178753	0.023232	0.273376
1690	-80.00948	-83.79025	3.780766	2.047045	1.0183	0.0573797	0.19096	0.0701634	0.313373	0.0432657	0.0275186	0.0283037	0.269036
1700	-78.95171	-84.46197	5.510256	1.352103	0.8484968	0.0368804	0.26675	0.0543696	0.236971	0.0088904	0.0208094	0.116344	0.258986
1710	-79.14064	-84.80652	5.665882	1.27429	0.8484968	0.255098	0.343823	0.0560477	0.110494	0.00364353	0.00906333	0.00946712	0.212364
1720	-79.39552	-84.92492	5.529401	1.256264	0.9347634	0.418394	0.413091	0.0016805	0.0210972	0.0204934	0.0147718	0.0248371	0.0856356
1730	-78.59701	-84.5703	5.973292	1.259355	0.7097271	0.264653	0.0432381	0.000987581	0.0123982	0.09717	0.00868096	0.0304283	0.542444
1740	-78.87497	-84.31637	5.441398	1.432551	0.8024779	0.0806388	0.165578	0.226825	0.0391233	0.251722	0.042421	0.0739265	0.119765
1750	-78.94817	-85.58191	6.633737	1.12452	0.5143395	0.0633112	0.0583926	0.388327	0.117223	0.0779202	0.102435	0.0580413	0.134349
1760	-78.86574	-84.30207	5.436329	1.388256	0.849307	0.00745334	0.0746989	0.288699	0.108197	0.139302	0.10411	0.0782586	0.199282
1770	-79.15248	-85.32845	6.175964	1.119778	0.7479683	0.126645	0.250616	0.118813	0.11104	0.0231242	0.130308	0.0430481	0.196405
1780	-79.14981	-84.92661	5.776803	1.543472	0.523854	0.157285	0.244484	0.0344448	0.0609091	0.0955572	0.0371	0.304431	0.0657901
1790	-78.98472	-84.43363	5.448915	1.635799	0.595472	0.009005	0.170795	0.0905888	0.0932835	0.183891	0.0259179	0.212674	0.213845
1800	-78.96035	-84.64787	5.687522	1.303468	0.8084982	0.262769	0.128586	0.0308159	0.240659	0.214067	0.0172732	0.100554	0.00527566
1810	-79.35951	-85.08071	5.721193	1.50824	0.586891	0.129829	0.101899	0.00298101	0.203395	0.365783	0.122527	0.0694057	0.00418071
1820	-79.13048	-85.33103	6.200549	1.438648	0.416805	0.208722	0.122802	0.0131698	0.0623976	0.0455744	0.0633955	0.480285	0.00365428
1830	-78.96081	-83.94937	4.988562	1.615561	0.8458859	0.0599195	0.0918468	0.206126	0.206611	0.0340863	0.00433232	0.394345	0.00273314
1840	-79.20164	-85.26428	6.062639	1.116351	0.808057	0.035748	0.129296	0.526524	0.134989	0.0398668	0.00258467	0.129361	0.00163059
1850	-79.52537	-85.73709	6.211725	1.021847	0.8280183	0.430318	0.139638	0.253743	0.094406	0.0564842	0.0033417	0.016821	0.0052483
1860	-79.08206	-84.76681	5.68475	1.263847	0.8495053	0.198749	0.0662561	0.63185	0.036165	0.0126836	0.00369698	0.0455366	0.00506272
