Iteration	Replicate_ID	Posterior	Likelihood	Prior	correlations[1]	proportional_rates[1]	proportional_rates[2]	relative_rates[1]	relative_rates[2]	sigma2
6171	1	-83868.44	-83868.03	-0.4054597	0.0226133	0.918109	0.0818913	1.83622	0.163783	0.9999946
6172	0	-83866.01	-83865.6	-0.4054636	0.019106	0.918912	0.081088	1.83782	0.162176	0.9999985
6173	1	-83866.94	-83866.53	-0.4054597	0.0146428	0.918109	0.0818913	1.83622	0.163783	0.9999946
6174	0	-83866.09	-83865.69	-0.4054636	0.0194019	0.918912	0.081088	1.83782	0.162176	0.9999985
6175	1	-83867.06	-83866.65	-0.4054597	0.0206	0.918109	0.0818913	1.83622	0.163783	0.9999946
6176	0	-83866.45	-83866.05	-0.4054636	0.0203373	0.918912	0.081088	1.83782	0.162176	0.9999985
6177	1	-83866.78	-83866.38	-0.4054597	0.0147813	0.918893	0.0811072	1.83779	0.162214	0.9999946
6178	0	-83865.82	-83865.41	-0.4054636	0.0174568	0.918912	0.081088	1.83782	0.162176	0.9999985
6179	1	-83866.78	-83866.38	-0.4054597	0.0147813	0.918893	0.0811072	1.83779	0.162214	0.9999946
6180	0	-83867.08	-83866.67	-0.4054636	0.0136991	0.918912	0.081088	1.83782	0.162176	0.9999985
6181	1	-83866.65	-83866.24	-0.4054597	0.0200712	0.918893	0.0811072	1.83779	0.162214	0.9999946
6182	0	-83866.64	-83866.23	-0.4054636	0.0144468	0.918912	0.081088	1.83782	0.162176	0.9999985
6183	1	-83866.34	-83865.93	-0.4054597	0.019166	0.918893	0.0811072	1.83779	0.162214	0.9999946
6184	0	-83867.46	-83867.06	-0.4054636	0.0220162	0.918912	0.081088	1.83782	0.162176	0.9999985
6185	1	-83866.62	-83866.22	-0.4054597	0.0151487	0.918893	0.0811072	1.83779	0.162214	0.9999946
6186	0	-83867.49	-83867.09	-0.4054636	0.0220596	0.918912	0.081088	1.83782	0.162176	0.9999985
6187	1	-83866.16	-83865.75	-0.4054597	0.0181759	0.918893	0.0811072	1.83779	0.162214	0.9999946
6188	0	-83867.49	-83867.09	-0.4054636	0.0220596	0.918912	0.081088	1.83782	0.162176	0.9999985
6189	1	-83866.27	-83865.86	-0.4054597	0.0162991	0.918893	0.0811072	1.83779	0.162214	0.9999946
6190	0	-83866.96	-83866.56	-0.4054636	0.0138773	0.918912	0.081088	1.83782	0.162176	0.9999985
6191	1	-83868.47	-83868.06	-0.4054597	0.0227605	0.918207	0.081793	1.83641	0.163586	0.9999946
6192	0	-83866.02	-83865.61	-0.4054636	0.0191359	0.918912	0.081088	1.83782	0.162176	0.9999985
6193	1	-83866.28	-83865.88	-0.4054597	0.0187208	0.918207	0.081793	1.83641	0.163586	0.9999946
6194	0	-83865.84	-83865.43	-0.4054636	0.0170654	0.918912	0.081088	1.83782	0.162176	0.9999985
6195	1	-83866.23	-83865.82	-0.4054597	0.0184173	0.918207	0.081793	1.83641	0.163586	0.9999946
6196	0	-83867.71	-83867.3	-0.4054636	0.0223354	0.918912	0.081088	1.83782	0.162176	0.9999985
6197	1	-83866.19	-83865.79	-0.4054597	0.0181143	0.918207	0.081793	1.83641	0.163586	0.9999946
6198	0	-83867.95	-83867.54	-0.4054636	0.0226272	0.918912	0.081088	1.83782	0.162176	0.9999985
6199	1	-83866.19	-83865.79	-0.4054597	0.0181143	0.918207	0.081793	1.83641	0.163586	0.9999946
6200	0	-83865.86	-83865.45	-0.4054636	0.0168563	0.918912	0.081088	1.83782	0.162176	0.9999985
6201	1	-83866.78	-83866.38	-0.4054597	0.0202398	0.918207	0.081793	1.83641	0.163586	0.9999946
6202	0	-83866.51	-83866.11	-0.4054636	0.0204713	0.918912	0.081088	1.83782	0.162176	0.9999985
6203	1	-83866.18	-83865.78	-0.4054597	0.0169988	0.918207	0.081793	1.83641	0.163586	0.9999946
6204	0	-83866.51	-83866.11	-0.4054636	0.0204713	0.918912	0.081088	1.83782	0.162176	0.9999985
6205	1	-83866.18	-83865.78	-0.4054597	0.0169988	0.918207	0.081793	1.83641	0.163586	0.9999946
6206	0	-83869.01	-83868.6	-0.4054636	0.0237523	0.918912	0.081088	1.83782	0.162176	0.9999985
6207	1	-83866.18	-83865.78	-0.4054597	0.0169988	0.918207	0.081793	1.83641	0.163586	0.9999946
6208	0	-83866.13	-83865.73	-0.4054636	0.0156275	0.918912	0.081088	1.83782	0.162176	0.9999985
6209	1	-83866.46	-83866.05	-0.4054597	0.0193996	0.918207	0.081793	1.83641	0.163586	0.9999946
6210	0	-83869.24	-83868.83	-0.4054636	0.0239751	0.918912	0.081088	1.83782	0.162176	0.9999985
6211	1	-83866.16	-83865.76	-0.4054597	0.0176087	0.918207	0.081793	1.83641	0.163586	0.9999946
6212	0	-83865.92	-83865.51	-0.4054636	0.0187063	0.918912	0.081088	1.83782	0.162176	0.9999985
6213	1	-83866.45	-83866.04	-0.4054597	0.0193594	0.918207	0.081793	1.83641	0.163586	0.9999946
6214	0	-83866	-83865.59	-0.4054636	0.0160907	0.918912	0.081088	1.83782	0.162176	0.9999985
6215	1	-83867.85	-83867.45	-0.4054597	0.022007	0.918207	0.081793	1.83641	0.163586	0.9999946
6216	0	-83866.35	-83865.94	-0.4054636	0.0200993	0.918912	0.081088	1.83782	0.162176	0.9999985
6217	1	-83866.69	-83866.29	-0.4054597	0.0149921	0.918207	0.081793	1.83641	0.163586	0.9999946
6218	0	-83868.08	-83867.67	-0.4054636	0.022777	0.918912	0.081088	1.83782	0.162176	0.9999985
6219	1	-83866.16	-83865.76	-0.4054597	0.0177234	0.918207	0.081793	1.83641	0.163586	0.9999946
6220	0	-83865.89	-83865.49	-0.4054636	0.0185576	0.918912	0.081088	1.83782	0.162176	0.9999985
6221	1	-83866.16	-83865.76	-0.4054597	0.0177234	0.918207	0.081793	1.83641	0.163586	0.9999946
6222	0	-83866.44	-83866.04	-0.4054636	0.020318	0.918912	0.081088	1.83782	0.162176	0.9999985
6223	1	-83866.17	-83865.76	-0.4054597	0.0172828	0.918207	0.081793	1.83641	0.163586	0.9999946
6224	0	-83868.65	-83868.24	-0.4054636	0.0117618	0.918912	0.081088	1.83782	0.162176	0.9999985
6225	1	-83866.58	-83866.17	-0.4054597	0.0152863	0.918207	0.081793	1.83641	0.163586	0.9999946
6226	0	-83865.74	-83865.34	-0.4054636	0.0167175	0.918589	0.0814111	1.83718	0.162822	0.9999985
6227	1	-83866.27	-83865.86	-0.4054597	0.0163927	0.918207	0.081793	1.83641	0.163586	0.9999946
6228	0	-83865.95	-83865.55	-0.4054636	0.0183975	0.918145	0.0818545	1.83629	0.163709	0.9999985
6229	1	-83866.27	-83865.86	-0.4054597	0.0163927	0.918207	0.081793	1.83641	0.163586	0.9999946
6230	0	-83865.98	-83865.57	-0.4054636	0.016474	0.918145	0.0818545	1.83629	0.163709	0.9999985
6231	1	-83866.32	-83865.91	-0.4054597	0.0161371	0.918207	0.081793	1.83641	0.163586	0.9999946
6232	0	-83865.98	-83865.57	-0.4054636	0.016474	0.918145	0.0818545	1.83629	0.163709	0.9999985
6233	1	-83867.18	-83866.78	-0.4054597	0.021003	0.918207	0.081793	1.83641	0.163586	0.9999946
6234	0	-83867.35	-83866.95	-0.4054636	0.0133229	0.918145	0.0818545	1.83629	0.163709	0.9999985
6235	1	-83866.59	-83866.19	-0.4054597	0.0152405	0.918207	0.081793	1.83641	0.163586	0.9999946
6236	0	-83866.29	-83865.88	-0.4054636	0.019698	0.918145	0.0818545	1.83629	0.163709	0.9999985
6237	1	-83866.59	-83866.18	-0.4054597	0.0197722	0.918207	0.081793	1.83641	0.163586	0.9999946
6238	0	-83866.48	-83866.08	-0.4054636	0.0148413	0.918145	0.0818545	1.83629	0.163709	0.9999985
6239	1	-83866.17	-83865.77	-0.4054597	0.0178777	0.918207	0.081793	1.83641	0.163586	0.9999946
6240	0	-83866.64	-83866.24	-0.4054636	0.0205104	0.918145	0.0818545	1.83629	0.163709	0.9999985
6241	1	-83866.17	-83865.77	-0.4054597	0.0178777	0.918207	0.081793	1.83641	0.163586	0.9999946
6242	0	-83867.8	-83867.39	-0.4054636	0.0222808	0.918145	0.0818545	1.83629	0.163709	0.9999985
6243	1	-83866.17	-83865.77	-0.4054597	0.0178777	0.918207	0.081793	1.83641	0.163586	0.9999946
6244	0	-83867.8	-83867.39	-0.4054636	0.0222808	0.918145	0.0818545	1.83629	0.163709	0.9999985
6245	1	-83866.08	-83865.68	-0.4054597	0.0178777	0.918343	0.081657	1.83669	0.163314	0.9999946
6246	0	-83866.28	-83865.87	-0.4054636	0.015343	0.918145	0.0818545	1.83629	0.163709	0.9999985
6247	1	-83866.29	-83865.88	-0.4054597	0.0159236	0.918343	0.081657	1.83669	0.163314	0.9999946
6248	0	-83869.88	-83869.47	-0.4054636	0.0106023	0.918145	0.0818545	1.83629	0.163709	0.9999985
6249	1	-83866.08	-83865.67	-0.4054597	0.017225	0.918343	0.081657	1.83669	0.163314	0.9999946
6250	0	-83865.99	-83865.58	-0.4054636	0.0164028	0.918145	0.0818545	1.83629	0.163709	0.9999985
6251	1	-83866.08	-83865.67	-0.4054597	0.0171913	0.918343	0.081657	1.83669	0.163314	0.9999946
6252	0	-83866.71	-83866.3	-0.4054636	0.0208796	0.918302	0.0816984	1.8366	0.163397	0.9999985
6253	1	-83867.01	-83866.61	-0.4054597	0.0208773	0.918343	0.081657	1.83669	0.163314	0.9999946
6254	0	-83866.76	-83866.35	-0.4054636	0.0140818	0.918302	0.0816984	1.8366	0.163397	0.9999985
6255	1	-83866.81	-83866.41	-0.4054597	0.0145501	0.918343	0.081657	1.83669	0.163314	0.9999946
6256	0	-83865.79	-83865.39	-0.4054636	0.016954	0.918302	0.0816984	1.8366	0.163397	0.9999985
6257	1	-83866.07	-83865.67	-0.4054597	0.0175644	0.918343	0.081657	1.83669	0.163314	0.9999946
6258	0	-83865.79	-83865.39	-0.4054636	0.016954	0.918302	0.0816984	1.8366	0.163397	0.9999985
6259	1	-83866.34	-83865.93	-0.4054597	0.0193022	0.918343	0.081657	1.83669	0.163314	0.9999946
6260	0	-83865.79	-83865.39	-0.4054636	0.016954	0.918302	0.0816984	1.8366	0.163397	0.9999985
6261	1	-83866.16	-83865.75	-0.4054597	0.0185466	0.918343	0.081657	1.83669	0.163314	0.9999946
6262	0	-83866.02	-83865.61	-0.4054636	0.0157791	0.918302	0.0816984	1.8366	0.163397	0.9999985
6263	1	-83866.16	-83865.75	-0.4054597	0.0185466	0.918343	0.081657	1.83669	0.163314	0.9999946
6264	0	-83865.9	-83865.49	-0.4054636	0.0162636	0.918302	0.0816984	1.8366	0.163397	0.9999985
6265	1	-83866.08	-83865.67	-0.4054597	0.0177621	0.918343	0.081657	1.83669	0.163314	0.9999946
6266	0	-83866.19	-83865.78	-0.4054636	0.0197724	0.918302	0.0816984	1.8366	0.163397	0.9999985
6267	1	-83866.7	-83866.29	-0.4054597	0.0147911	0.918343	0.081657	1.83669	0.163314	0.9999946
6268	0	-83866.12	-83865.72	-0.4054636	0.0154529	0.918302	0.0816984	1.8366	0.163397	0.9999985
6269	1	-83866.08	-83865.67	-0.4054597	0.0178329	0.918343	0.081657	1.83669	0.163314	0.9999946
6270	0	-83866.28	-83865.87	-0.4054636	0.0199932	0.918302	0.0816984	1.8366	0.163397	0.9999985
6271	1	-83866.08	-83865.67	-0.4054597	0.0178329	0.918343	0.081657	1.83669	0.163314	0.9999946
6272	0	-83865.84	-83865.43	-0.4054636	0.0184399	0.918302	0.0816984	1.8366	0.163397	0.9999985
6273	1	-83866.42	-83866.02	-0.4054597	0.0154741	0.918343	0.081657	1.83669	0.163314	0.9999946
6274	0	-83865.89	-83865.48	-0.4054636	0.0163221	0.918302	0.0816984	1.8366	0.163397	0.9999985
6275	1	-83866.53	-83866.12	-0.4054597	0.0151903	0.918343	0.081657	1.83669	0.163314	0.9999946
6276	0	-83866.46	-83866.05	-0.4054636	0.0204015	0.918302	0.0816984	1.8366	0.163397	0.9999985
6277	1	-83867.16	-83866.76	-0.4054597	0.0211373	0.918343	0.081657	1.83669	0.163314	0.9999946
6278	0	-83867.05	-83866.64	-0.4054636	0.0212182	0.919053	0.0809466	1.83811	0.161893	0.9999985
6279	1	-83866.2	-83865.8	-0.4054597	0.0187719	0.918343	0.081657	1.83669	0.163314	0.9999946
6280	0	-83867.88	-83867.47	-0.4054636	0.0127896	0.919053	0.0809466	1.83811	0.161893	0.9999985
6281	1	-83870.53	-83870.12	-0.4054597	0.0248162	0.918343	0.081657	1.83669	0.163314	0.9999946
6282	0	-83866.15	-83865.74	-0.4054636	0.0191532	0.919053	0.0809466	1.83811	0.161893	0.9999985
6283	1	-83866.4	-83865.99	-0.4054597	0.015541	0.918343	0.081657	1.83669	0.163314	0.9999946
6284	0	-83865.96	-83865.55	-0.4054636	0.0172218	0.919053	0.0809466	1.83811	0.161893	0.9999985
6285	1	-83866.4	-83865.99	-0.4054597	0.015541	0.918343	0.081657	1.83669	0.163314	0.9999946
6286	0	-83866.54	-83866.13	-0.4054636	0.0143598	0.918609	0.081391	1.83722	0.162782	0.9999985
6287	1	-83868.43	-83868.03	-0.4054597	0.0228359	0.918343	0.081657	1.83669	0.163314	0.9999946
6288	0	-83866.36	-83865.95	-0.4054636	0.0203791	0.918609	0.081391	1.83722	0.162782	0.9999985
6289	1	-83868.2	-83867.79	-0.4054597	0.0225611	0.918343	0.081657	1.83669	0.163314	0.9999946
6290	0	-83865.77	-83865.36	-0.4054636	0.0165641	0.918609	0.081391	1.83722	0.162782	0.9999985
6291	1	-83866.15	-83865.74	-0.4054597	0.0165587	0.918343	0.081657	1.83669	0.163314	0.9999946
6292	0	-83865.77	-83865.36	-0.4054636	0.0165641	0.918609	0.081391	1.83722	0.162782	0.9999985
6293	1	-83868.01	-83867.6	-0.4054597	0.0127134	0.918343	0.081657	1.83669	0.163314	0.9999946
6294	0	-83865.71	-83865.3	-0.4054636	0.0170349	0.918609	0.081391	1.83722	0.162782	0.9999985
6295	1	-83867.8	-83867.4	-0.4054597	0.0220716	0.918343	0.081657	1.83669	0.163314	0.9999946
6296	0	-83867.12	-83866.72	-0.4054636	0.0216916	0.918609	0.081391	1.83722	0.162782	0.9999985
6297	1	-83866.29	-83865.88	-0.4054597	0.0191363	0.918343	0.081657	1.83669	0.163314	0.9999946
6298	0	-83866.09	-83865.69	-0.4054636	0.0197538	0.918609	0.081391	1.83722	0.162782	0.9999985
6299	1	-83866.29	-83865.88	-0.4054597	0.0191363	0.918343	0.081657	1.83669	0.163314	0.9999946
6300	0	-83865.69	-83865.28	-0.4054636	0.0175305	0.918609	0.081391	1.83722	0.162782	0.9999985
6301	1	-83867.86	-83867.45	-0.4054597	0.0221403	0.918343	0.081657	1.83669	0.163314	0.9999946
6302	0	-83865.69	-83865.28	-0.4054636	0.0175305	0.918609	0.081391	1.83722	0.162782	0.9999985
6303	1	-83866.1	-83865.69	-0.4054597	0.0180707	0.918343	0.081657	1.83669	0.163314	0.9999946
6304	0	-83866.01	-83865.61	-0.4054636	0.0195259	0.918609	0.081391	1.83722	0.162782	0.9999985
6305	1	-83866.6	-83866.19	-0.4054597	0.0201023	0.91841	0.08159	1.83682	0.16318	0.9999946
6306	0	-83866.01	-83865.61	-0.4054636	0.0195259	0.918609	0.081391	1.83722	0.162782	0.9999985
6307	1	-83866.74	-83866.34	-0.4054597	0.0204283	0.91841	0.08159	1.83682	0.16318	0.9999946
6308	0	-83866.01	-83865.61	-0.4054636	0.0195259	0.918609	0.081391	1.83722	0.162782	0.9999985
6309	1	-83866.26	-83865.85	-0.4054597	0.0191425	0.91841	0.08159	1.83682	0.16318	0.9999946
6310	0	-83865.74	-83865.33	-0.4054636	0.0167694	0.918609	0.081391	1.83722	0.162782	0.9999985
6311	1	-83866.65	-83866.24	-0.4054597	0.0202222	0.91841	0.08159	1.83682	0.16318	0.9999946
6312	0	-83865.81	-83865.41	-0.4054636	0.0187781	0.918609	0.081391	1.83722	0.162782	0.9999985
6313	1	-83866.32	-83865.92	-0.4054597	0.0193579	0.91841	0.08159	1.83682	0.16318	0.9999946
6314	0	-83865.81	-83865.41	-0.4054636	0.0187781	0.918609	0.081391	1.83722	0.162782	0.9999985
6315	1	-83866.06	-83865.66	-0.4054597	0.0180311	0.91841	0.08159	1.83682	0.16318	0.9999946
6316	0	-83865.81	-83865.41	-0.4054636	0.0187781	0.918609	0.081391	1.83722	0.162782	0.9999985
6317	1	-83866.27	-83865.86	-0.4054597	0.0191702	0.91841	0.08159	1.83682	0.16318	0.9999946
6318	0	-83866.21	-83865.81	-0.4054636	0.0200574	0.918609	0.081391	1.83722	0.162782	0.9999985
6319	1	-83866.27	-83865.86	-0.4054597	0.0191702	0.91841	0.08159	1.83682	0.16318	0.9999946
6320	0	-83867.1	-83866.7	-0.4054636	0.0200574	0.919478	0.0805222	1.83896	0.161044	0.9999985
6321	1	-83866.27	-83865.86	-0.4054597	0.0191702	0.91841	0.08159	1.83682	0.16318	0.9999946
6322	0	-83868.16	-83867.76	-0.4054636	0.0219336	0.919478	0.0805222	1.83896	0.161044	0.9999985
6323	1	-83866.68	-83866.28	-0.4054597	0.0147688	0.91841	0.08159	1.83682	0.16318	0.9999946
6324	0	-83867.29	-83866.89	-0.4054636	0.0204844	0.919478	0.0805222	1.83896	0.161044	0.9999985
6325	1	-83866.5	-83866.09	-0.4054597	0.0152033	0.91841	0.08159	1.83682	0.16318	0.9999946
6326	0	-83870.75	-83870.34	-0.4054636	0.0246588	0.919478	0.0805222	1.83896	0.161044	0.9999985
6327	1	-83866.5	-83866.09	-0.4054597	0.0152033	0.91841	0.08159	1.83682	0.16318	0.9999946
6328	0	-83866.62	-83866.22	-0.4054636	0.0179323	0.919478	0.0805222	1.83896	0.161044	0.9999985
6329	1	-83869.13	-83868.73	-0.4054597	0.0236045	0.91841	0.08159	1.83682	0.16318	0.9999946
6330	0	-83866.65	-83866.25	-0.4054636	0.01694	0.919478	0.0805222	1.83896	0.161044	0.9999985
6331	1	-83869.13	-83868.73	-0.4054597	0.0236045	0.91841	0.08159	1.83682	0.16318	0.9999946
6332	0	-83866.88	-83866.48	-0.4054636	0.0158474	0.919478	0.0805222	1.83896	0.161044	0.9999985
6333	1	-83866.05	-83865.65	-0.4054597	0.0174669	0.91838	0.08162	1.83676	0.16324	0.9999946
6334	0	-83866.62	-83866.22	-0.4054636	0.0173045	0.919478	0.0805222	1.83896	0.161044	0.9999985
6335	1	-83867.28	-83866.87	-0.4054597	0.0174669	0.919627	0.080373	1.83925	0.160746	0.9999946
6336	0	-83866.62	-83866.22	-0.4054636	0.0173045	0.919478	0.0805222	1.83896	0.161044	0.9999985
6337	1	-83867.29	-83866.89	-0.4054597	0.0180904	0.919627	0.080373	1.83925	0.160746	0.9999946
6338	0	-83866.62	-83866.22	-0.4054636	0.0173045	0.919478	0.0805222	1.83896	0.161044	0.9999985
6339	1	-83867.6	-83867.19	-0.4054597	0.0196033	0.919627	0.080373	1.83925	0.160746	0.9999946
6340	0	-83866.77	-83866.36	-0.4054636	0.0162701	0.919478	0.0805222	1.83896	0.161044	0.9999985
6341	1	-83867.6	-83867.19	-0.4054597	0.0196033	0.919627	0.080373	1.83925	0.160746	0.9999946
6342	0	-83866.96	-83866.56	-0.4054636	0.0196736	0.919478	0.0805222	1.83896	0.161044	0.9999985
6343	1	-83867.28	-83866.87	-0.4054597	0.0174746	0.919627	0.080373	1.83925	0.160746	0.9999946
6344	0	-83867.58	-83867.18	-0.4054636	0.0142373	0.919478	0.0805222	1.83896	0.161044	0.9999985
6345	1	-83867.55	-83867.15	-0.4054597	0.0194726	0.919627	0.080373	1.83925	0.160746	0.9999946
6346	0	-83866.63	-83866.23	-0.4054636	0.0181318	0.919478	0.0805222	1.83896	0.161044	0.9999985
6347	1	-83867.3	-83866.89	-0.4054597	0.0171409	0.919627	0.080373	1.83925	0.160746	0.9999946
6348	0	-83866.76	-83866.36	-0.4054636	0.0163042	0.919478	0.0805222	1.83896	0.161044	0.9999985
6349	1	-83867.35	-83866.94	-0.4054597	0.0171409	0.919648	0.0803518	1.8393	0.160704	0.9999946
6350	0	-83866.7	-83866.3	-0.4054636	0.0165953	0.919478	0.0805222	1.83896	0.161044	0.9999985
6351	1	-83867.69	-83867.29	-0.4054597	0.0155698	0.919648	0.0803518	1.8393	0.160704	0.9999946
6352	0	-83867.56	-83867.16	-0.4054636	0.0142736	0.919478	0.0805222	1.83896	0.161044	0.9999985
6353	1	-83867.51	-83867.1	-0.4054597	0.0191104	0.919648	0.0803518	1.8393	0.160704	0.9999946
6354	0	-83866.62	-83866.21	-0.4054636	0.0173919	0.919478	0.0805222	1.83896	0.161044	0.9999985
6355	1	-83869.69	-83869.28	-0.4054597	0.0123479	0.919648	0.0803518	1.8393	0.160704	0.9999946
6356	0	-83866.72	-83866.31	-0.4054636	0.0165294	0.919478	0.0805222	1.83896	0.161044	0.9999985
6357	1	-83867.33	-83866.92	-0.4054597	0.0175727	0.919648	0.0803518	1.8393	0.160704	0.9999946
6358	0	-83866.72	-83866.31	-0.4054636	0.0165294	0.919478	0.0805222	1.83896	0.161044	0.9999985
6359	1	-83867.33	-83866.92	-0.4054597	0.0175727	0.919648	0.0803518	1.8393	0.160704	0.9999946
6360	0	-83866.72	-83866.31	-0.4054636	0.0165294	0.919478	0.0805222	1.83896	0.161044	0.9999985
6361	1	-83868.03	-83867.62	-0.4054597	0.0175727	0.917222	0.0827775	1.83444	0.165555	0.9999946
6362	0	-83867.41	-83867	-0.4054636	0.0207127	0.919478	0.0805222	1.83896	0.161044	0.9999985
6363	1	-83868.02	-83867.62	-0.4054597	0.0172934	0.917222	0.0827775	1.83444	0.165555	0.9999946
6364	0	-83868.12	-83867.71	-0.4054636	0.0218742	0.919478	0.0805222	1.83896	0.161044	0.9999985
6365	1	-83869.33	-83868.93	-0.4054597	0.0134646	0.917222	0.0827775	1.83444	0.165555	0.9999946
6366	0	-83868.37	-83867.97	-0.4054636	0.0222184	0.919478	0.0805222	1.83896	0.161044	0.9999985
6367	1	-83868.35	-83867.95	-0.4054597	0.0160288	0.919934	0.0800664	1.83987	0.160133	0.9999946
6368	0	-83868.12	-83867.72	-0.4054636	0.0218811	0.919478	0.0805222	1.83896	0.161044	0.9999985
6369	1	-83868.13	-83867.72	-0.4054597	0.0175159	0.919934	0.0800664	1.83987	0.160133	0.9999946
6370	0	-83868.92	-83868.51	-0.4054636	0.0139304	0.917153	0.0828469	1.83431	0.165694	0.9999985
6371	1	-83868.89	-83868.48	-0.4054597	0.0146629	0.919934	0.0800664	1.83987	0.160133	0.9999946
6372	0	-83867.95	-83867.54	-0.4054636	0.0166904	0.917153	0.0828469	1.83431	0.165694	0.9999985
6373	1	-83866.18	-83865.77	-0.4054597	0.0162284	0.918686	0.081314	1.83737	0.162628	0.9999946
6374	0	-83868.03	-83867.62	-0.4054636	0.0186113	0.917153	0.0828469	1.83431	0.165694	0.9999985
6375	1	-83868.57	-83868.17	-0.4054597	0.012043	0.918686	0.081314	1.83737	0.162628	0.9999946
6376	0	-83867.95	-83867.54	-0.4054636	0.0181218	0.917153	0.0828469	1.83431	0.165694	0.9999985
6377	1	-83866.08	-83865.68	-0.4054597	0.018383	0.918686	0.081314	1.83737	0.162628	0.9999946
6378	0	-83868.21	-83867.8	-0.4054636	0.0193067	0.917153	0.0828469	1.83431	0.165694	0.9999985
6379	1	-83866.08	-83865.68	-0.4054597	0.018383	0.918686	0.081314	1.83737	0.162628	0.9999946
6380	0	-83868.21	-83867.81	-0.4054636	0.0154968	0.917153	0.0828469	1.83431	0.165694	0.9999985
6381	1	-83866.08	-83865.68	-0.4054597	0.018383	0.918686	0.081314	1.83737	0.162628	0.9999946
6382	0	-83868.37	-83867.96	-0.4054636	0.019766	0.917153	0.0828469	1.83431	0.165694	0.9999985
6383	1	-83866.03	-83865.63	-0.4054597	0.0170694	0.918621	0.0813786	1.83724	0.162757	0.9999946
6384	0	-83868.54	-83868.13	-0.4054636	0.0201545	0.917153	0.0828469	1.83431	0.165694	0.9999985
6385	1	-83867.13	-83866.73	-0.4054597	0.0143344	0.919024	0.0809762	1.83805	0.161952	0.9999946
6386	0	-83868.12	-83867.71	-0.4054636	0.0190093	0.917153	0.0828469	1.83431	0.165694	0.9999985
6387	1	-83866.06	-83865.66	-0.4054597	0.0177751	0.918778	0.0812224	1.83756	0.162445	0.9999946
6388	0	-83867.98	-83867.58	-0.4054636	0.0164389	0.917153	0.0828469	1.83431	0.165694	0.9999985
6389	1	-83866.06	-83865.66	-0.4054597	0.0177751	0.918778	0.0812224	1.83756	0.162445	0.9999946
6390	0	-83869.06	-83868.65	-0.4054636	0.0164389	0.920254	0.0797458	1.84051	0.159492	0.9999985
6391	1	-83866.33	-83865.92	-0.4054597	0.0157749	0.918778	0.0812224	1.83756	0.162445	0.9999946
6392	0	-83868.93	-83868.52	-0.4054636	0.017406	0.920254	0.0797458	1.84051	0.159492	0.9999985
6393	1	-83866.33	-83865.92	-0.4054597	0.0157749	0.918778	0.0812224	1.83756	0.162445	0.9999946
6394	0	-83868.93	-83868.52	-0.4054636	0.017406	0.920254	0.0797458	1.84051	0.159492	0.9999985
6395	1	-83866.55	-83866.14	-0.4054597	0.0151485	0.918778	0.0812224	1.83756	0.162445	0.9999946
6396	0	-83868.93	-83868.52	-0.4054636	0.017406	0.920254	0.0797458	1.84051	0.159492	0.9999985
6397	1	-83866.85	-83866.44	-0.4054597	0.0184153	0.917744	0.0822556	1.83549	0.164511	0.9999946
6398	0	-83868.48	-83868.08	-0.4054636	0.0171431	0.91698	0.0830204	1.83396	0.166041	0.9999985
6399	1	-83866.85	-83866.44	-0.4054597	0.0184153	0.917744	0.0822556	1.83549	0.164511	0.9999946
6400	0	-83870.34	-83869.93	-0.4054636	0.0126746	0.91698	0.0830204	1.83396	0.166041	0.9999985
6401	1	-83867.62	-83867.22	-0.4054597	0.0142828	0.917744	0.0822556	1.83549	0.164511	0.9999946
6402	0	-83869.57	-83869.16	-0.4054636	0.0208375	0.916952	0.0830485	1.8339	0.166097	0.9999985
6403	1	-83867.62	-83867.22	-0.4054597	0.0142828	0.917744	0.0822556	1.83549	0.164511	0.9999946
6404	0	-83868.2	-83867.8	-0.4054636	0.0180888	0.917072	0.0829276	1.83414	0.165855	0.9999985
6405	1	-83867.08	-83866.67	-0.4054597	0.0155588	0.917744	0.0822556	1.83549	0.164511	0.9999946
6406	0	-83868.39	-83867.99	-0.4054636	0.0190638	0.917072	0.0829276	1.83414	0.165855	0.9999985
6407	1	-83867.05	-83866.64	-0.4054597	0.0156509	0.917744	0.0822556	1.83549	0.164511	0.9999946
6408	0	-83868.86	-83868.46	-0.4054636	0.0202883	0.917072	0.0829276	1.83414	0.165855	0.9999985
6409	1	-83867.16	-83866.75	-0.4054597	0.0196062	0.917744	0.0822556	1.83549	0.164511	0.9999946
6410	0	-83868.72	-83868.32	-0.4054636	0.0148163	0.917072	0.0829276	1.83414	0.165855	0.9999985
6411	1	-83867.75	-83867.34	-0.4054597	0.0140532	0.917744	0.0822556	1.83549	0.164511	0.9999946
6412	0	-83868.41	-83868.01	-0.4054636	0.0191351	0.917072	0.0829276	1.83414	0.165855	0.9999985
6413	1	-83866.88	-83866.47	-0.4054597	0.0185881	0.917744	0.0822556	1.83549	0.164511	0.9999946
6414	0	-83867.66	-83867.26	-0.4054636	0.0195833	0.919784	0.0802156	1.83957	0.160431	0.9999985
6415	1	-83866.84	-83866.44	-0.4054597	0.0165403	0.917744	0.0822556	1.83549	0.164511	0.9999946
6416	0	-83867.66	-83867.26	-0.4054636	0.0195833	0.919784	0.0802156	1.83957	0.160431	0.9999985
6417	1	-83867.29	-83866.88	-0.4054597	0.0149871	0.917744	0.0822556	1.83549	0.164511	0.9999946
