Iteration	Replicate_ID	Posterior	Likelihood	Prior	correlations[1]	proportional_rates[1]	proportional_rates[2]	relative_rates[1]	relative_rates[2]	sigma2
29486	0	-83868.64	-83868.23	-0.4054636	0.0220489	0.919657	0.080343	1.83931	0.160686	0.9999985
29487	1	-83866.43	-83866.03	-0.4054597	0.0197661	0.918671	0.0813285	1.83734	0.162657	0.9999946
29488	0	-83866.05	-83865.65	-0.4054636	0.0154711	0.918636	0.0813642	1.83727	0.162728	0.9999985
29489	1	-83866.32	-83865.91	-0.4054597	0.0194225	0.918671	0.0813285	1.83734	0.162657	0.9999946
29490	0	-83865.69	-83865.29	-0.4054636	0.0177907	0.918636	0.0813642	1.83727	0.162728	0.9999985
29491	1	-83866.33	-83865.92	-0.4054597	0.0194636	0.918671	0.0813285	1.83734	0.162657	0.9999946
29492	0	-83869.58	-83869.17	-0.4054636	0.0243691	0.918636	0.0813642	1.83727	0.162728	0.9999985
29493	1	-83866.02	-83865.61	-0.4054597	0.0173939	0.918535	0.0814654	1.83707	0.162931	0.9999946
29494	0	-83867.72	-83867.32	-0.4054636	0.0224825	0.918636	0.0813642	1.83727	0.162728	0.9999985
29495	1	-83866.02	-83865.62	-0.4054597	0.0173939	0.918652	0.0813476	1.8373	0.162695	0.9999946
29496	0	-83866.84	-83866.43	-0.4054636	0.0138494	0.918636	0.0813642	1.83727	0.162728	0.9999985
29497	1	-83866.06	-83865.66	-0.4054597	0.0182681	0.918652	0.0813476	1.8373	0.162695	0.9999946
29498	0	-83866.74	-83866.33	-0.4054636	0.0210956	0.918636	0.0813642	1.83727	0.162728	0.9999985
29499	1	-83866.06	-83865.66	-0.4054597	0.0182681	0.918652	0.0813476	1.8373	0.162695	0.9999946
29500	0	-83866.75	-83866.34	-0.4054636	0.0139933	0.918636	0.0813642	1.83727	0.162728	0.9999985
29501	1	-83866.58	-83866.18	-0.4054597	0.0149648	0.918652	0.0813476	1.8373	0.162695	0.9999946
29502	0	-83866.75	-83866.34	-0.4054636	0.0139933	0.918636	0.0813642	1.83727	0.162728	0.9999985
29503	1	-83866.58	-83866.18	-0.4054597	0.0149648	0.918652	0.0813476	1.8373	0.162695	0.9999946
29504	0	-83865.76	-83865.36	-0.4054636	0.018506	0.918636	0.0813642	1.83727	0.162728	0.9999985
29505	1	-83866.58	-83866.18	-0.4054597	0.0149648	0.918652	0.0813476	1.8373	0.162695	0.9999946
29506	0	-83865.76	-83865.36	-0.4054636	0.018506	0.918636	0.0813642	1.83727	0.162728	0.9999985
29507	1	-83867.24	-83866.83	-0.4054597	0.0137439	0.918652	0.0813476	1.8373	0.162695	0.9999946
29508	0	-83866.43	-83866.03	-0.4054636	0.0205302	0.918636	0.0813642	1.83727	0.162728	0.9999985
29509	1	-83866.02	-83865.61	-0.4054597	0.0174715	0.918652	0.0813476	1.8373	0.162695	0.9999946
29510	0	-83866.43	-83866.03	-0.4054636	0.0205302	0.918636	0.0813642	1.83727	0.162728	0.9999985
29511	1	-83866.02	-83865.61	-0.4054597	0.0174715	0.918652	0.0813476	1.8373	0.162695	0.9999946
29512	0	-83870.03	-83869.62	-0.4054636	0.0103564	0.918636	0.0813642	1.83727	0.162728	0.9999985
29513	1	-83867.63	-83867.22	-0.4054597	0.013176	0.918652	0.0813476	1.8373	0.162695	0.9999946
29514	0	-83866.07	-83865.66	-0.4054636	0.0196879	0.918636	0.0813642	1.83727	0.162728	0.9999985
29515	1	-83866.63	-83866.23	-0.4054597	0.014853	0.918652	0.0813476	1.8373	0.162695	0.9999946
29516	0	-83865.71	-83865.31	-0.4054636	0.0180961	0.918636	0.0813642	1.83727	0.162728	0.9999985
29517	1	-83867.6	-83867.19	-0.4054597	0.0132123	0.918652	0.0813476	1.8373	0.162695	0.9999946
29518	0	-83866.78	-83866.37	-0.4054636	0.0211576	0.918636	0.0813642	1.83727	0.162728	0.9999985
29519	1	-83866.49	-83866.09	-0.4054597	0.0151797	0.918652	0.0813476	1.8373	0.162695	0.9999946
29520	0	-83866.75	-83866.35	-0.4054636	0.0139851	0.918636	0.0813642	1.83727	0.162728	0.9999985
29521	1	-83866.63	-83866.22	-0.4054597	0.0148628	0.918652	0.0813476	1.8373	0.162695	0.9999946
29522	0	-83867.18	-83866.77	-0.4054636	0.0217694	0.918636	0.0813642	1.83727	0.162728	0.9999985
29523	1	-83866.34	-83865.93	-0.4054597	0.0156023	0.918652	0.0813476	1.8373	0.162695	0.9999946
29524	0	-83865.71	-83865.3	-0.4054636	0.0170905	0.918636	0.0813642	1.83727	0.162728	0.9999985
29525	1	-83866.34	-83865.93	-0.4054597	0.0156023	0.918652	0.0813476	1.8373	0.162695	0.9999946
29526	0	-83865.84	-83865.43	-0.4054636	0.0188844	0.918636	0.0813642	1.83727	0.162728	0.9999985
29527	1	-83867.2	-83866.79	-0.4054597	0.0213092	0.918652	0.0813476	1.8373	0.162695	0.9999946
29528	0	-83865.84	-83865.43	-0.4054636	0.0188844	0.918636	0.0813642	1.83727	0.162728	0.9999985
29529	1	-83866.59	-83866.18	-0.4054597	0.0149552	0.918652	0.0813476	1.8373	0.162695	0.9999946
29530	0	-83865.84	-83865.43	-0.4054636	0.0188844	0.918636	0.0813642	1.83727	0.162728	0.9999985
29531	1	-83866.59	-83866.18	-0.4054597	0.0149552	0.918652	0.0813476	1.8373	0.162695	0.9999946
29532	0	-83865.73	-83865.32	-0.4054636	0.0182582	0.918636	0.0813642	1.83727	0.162728	0.9999985
29533	1	-83866.2	-83865.8	-0.4054597	0.0190243	0.918652	0.0813476	1.8373	0.162695	0.9999946
29534	0	-83865.73	-83865.32	-0.4054636	0.0182582	0.918636	0.0813642	1.83727	0.162728	0.9999985
29535	1	-83866.02	-83865.62	-0.4054597	0.0173716	0.918652	0.0813476	1.8373	0.162695	0.9999946
29536	0	-83865.73	-83865.32	-0.4054636	0.0182582	0.918636	0.0813642	1.83727	0.162728	0.9999985
29537	1	-83866.02	-83865.61	-0.4054597	0.0176347	0.918652	0.0813476	1.8373	0.162695	0.9999946
29538	0	-83866.14	-83865.74	-0.4054636	0.0198822	0.918636	0.0813642	1.83727	0.162728	0.9999985
29539	1	-83866.02	-83865.61	-0.4054597	0.0176347	0.918652	0.0813476	1.8373	0.162695	0.9999946
29540	0	-83866.14	-83865.74	-0.4054636	0.0198822	0.918636	0.0813642	1.83727	0.162728	0.9999985
29541	1	-83866.34	-83865.93	-0.4054597	0.0156046	0.918652	0.0813476	1.8373	0.162695	0.9999946
29542	0	-83866.14	-83865.74	-0.4054636	0.0198822	0.918636	0.0813642	1.83727	0.162728	0.9999985
29543	1	-83867.07	-83866.67	-0.4054597	0.0211006	0.918652	0.0813476	1.8373	0.162695	0.9999946
29544	0	-83866.16	-83865.76	-0.4054636	0.0151713	0.918636	0.0813642	1.83727	0.162728	0.9999985
29545	1	-83868.32	-83867.92	-0.4054597	0.0123108	0.918652	0.0813476	1.8373	0.162695	0.9999946
29546	0	-83866.27	-83865.87	-0.4054636	0.0149102	0.918636	0.0813642	1.83727	0.162728	0.9999985
29547	1	-83866.18	-83865.77	-0.4054597	0.0161776	0.918652	0.0813476	1.8373	0.162695	0.9999946
29548	0	-83867.41	-83867	-0.4054636	0.0130191	0.918636	0.0813642	1.83727	0.162728	0.9999985
29549	1	-83866.81	-83866.41	-0.4054597	0.0206282	0.918652	0.0813476	1.8373	0.162695	0.9999946
29550	0	-83866.29	-83865.88	-0.4054636	0.0202298	0.918636	0.0813642	1.83727	0.162728	0.9999985
29551	1	-83866.81	-83866.41	-0.4054597	0.0206282	0.918652	0.0813476	1.8373	0.162695	0.9999946
29552	0	-83866.86	-83866.45	-0.4054636	0.0212881	0.918636	0.0813642	1.83727	0.162728	0.9999985
29553	1	-83866.02	-83865.61	-0.4054597	0.0175913	0.918652	0.0813476	1.8373	0.162695	0.9999946
29554	0	-83866.07	-83865.67	-0.4054636	0.0196937	0.918636	0.0813642	1.83727	0.162728	0.9999985
29555	1	-83866.02	-83865.62	-0.4054597	0.0173864	0.918652	0.0813476	1.8373	0.162695	0.9999946
29556	0	-83866.07	-83865.67	-0.4054636	0.0196937	0.918636	0.0813642	1.83727	0.162728	0.9999985
29557	1	-83866.17	-83865.76	-0.4054597	0.016229	0.918652	0.0813476	1.8373	0.162695	0.9999946
29558	0	-83869.47	-83869.06	-0.4054636	0.0242693	0.918636	0.0813642	1.83727	0.162728	0.9999985
29559	1	-83866.17	-83865.76	-0.4054597	0.016229	0.918652	0.0813476	1.8373	0.162695	0.9999946
29560	0	-83865.85	-83865.44	-0.4054636	0.016401	0.918787	0.0812133	1.83757	0.162427	0.9999985
29561	1	-83867.01	-83866.61	-0.4054597	0.0141133	0.918652	0.0813476	1.8373	0.162695	0.9999946
29562	0	-83865.85	-83865.44	-0.4054636	0.0164202	0.918787	0.0812133	1.83757	0.162427	0.9999985
29563	1	-83867.01	-83866.61	-0.4054597	0.0141133	0.918652	0.0813476	1.8373	0.162695	0.9999946
29564	0	-83866.72	-83866.32	-0.4054636	0.0141356	0.918787	0.0812133	1.83757	0.162427	0.9999985
29565	1	-83867.11	-83866.71	-0.4054597	0.0211646	0.918652	0.0813476	1.8373	0.162695	0.9999946
29566	0	-83866.09	-83865.68	-0.4054636	0.0155216	0.918787	0.0812133	1.83757	0.162427	0.9999985
29567	1	-83867.28	-83866.88	-0.4054597	0.0136681	0.918652	0.0813476	1.8373	0.162695	0.9999946
29568	0	-83866.09	-83865.68	-0.4054636	0.0155216	0.918787	0.0812133	1.83757	0.162427	0.9999985
29569	1	-83866.82	-83866.41	-0.4054597	0.0206456	0.918652	0.0813476	1.8373	0.162695	0.9999946
29570	0	-83865.91	-83865.51	-0.4054636	0.0161078	0.918787	0.0812133	1.83757	0.162427	0.9999985
29571	1	-83866.28	-83865.87	-0.4054597	0.0157931	0.918652	0.0813476	1.8373	0.162695	0.9999946
29572	0	-83866.18	-83865.77	-0.4054636	0.0152769	0.918787	0.0812133	1.83757	0.162427	0.9999985
29573	1	-83866.62	-83866.21	-0.4054597	0.0148802	0.918652	0.0813476	1.8373	0.162695	0.9999946
29574	0	-83866.24	-83865.83	-0.4054636	0.0151211	0.918787	0.0812133	1.83757	0.162427	0.9999985
29575	1	-83866.62	-83866.21	-0.4054597	0.0148802	0.918652	0.0813476	1.8373	0.162695	0.9999946
29576	0	-83868.03	-83867.63	-0.4054636	0.0122805	0.918691	0.0813087	1.83738	0.162617	0.9999985
29577	1	-83866.51	-83866.1	-0.4054597	0.0151447	0.918652	0.0813476	1.8373	0.162695	0.9999946
29578	0	-83865.85	-83865.44	-0.4054636	0.0188889	0.918691	0.0813087	1.83738	0.162617	0.9999985
29579	1	-83867.25	-83866.84	-0.4054597	0.0213874	0.918652	0.0813476	1.8373	0.162695	0.9999946
29580	0	-83866.28	-83865.88	-0.4054636	0.0201971	0.918691	0.0813087	1.83738	0.162617	0.9999985
29581	1	-83868.83	-83868.43	-0.4054597	0.0233508	0.918652	0.0813476	1.8373	0.162695	0.9999946
29582	0	-83865.77	-83865.36	-0.4054636	0.0184536	0.918691	0.0813087	1.83738	0.162617	0.9999985
29583	1	-83866.64	-83866.24	-0.4054597	0.0202871	0.918652	0.0813476	1.8373	0.162695	0.9999946
29584	0	-83865.82	-83865.41	-0.4054636	0.0187408	0.918691	0.0813087	1.83738	0.162617	0.9999985
29585	1	-83866.28	-83865.87	-0.4054597	0.0193099	0.918652	0.0813476	1.8373	0.162695	0.9999946
29586	0	-83865.82	-83865.41	-0.4054636	0.0187408	0.918691	0.0813087	1.83738	0.162617	0.9999985
29587	1	-83868.49	-83868.08	-0.4054597	0.0180019	0.917083	0.0829172	1.83417	0.165834	0.9999946
29588	0	-83865.82	-83865.41	-0.4054636	0.0187408	0.918691	0.0813087	1.83738	0.162617	0.9999985
29589	1	-83868.49	-83868.08	-0.4054597	0.0180019	0.917083	0.0829172	1.83417	0.165834	0.9999946
29590	0	-83865.74	-83865.34	-0.4054636	0.0182565	0.918691	0.0813087	1.83738	0.162617	0.9999985
29591	1	-83866.62	-83866.21	-0.4054597	0.0152092	0.918188	0.0818117	1.83638	0.163623	0.9999946
29592	0	-83865.78	-83865.38	-0.4054636	0.0165729	0.918691	0.0813087	1.83738	0.162617	0.9999985
29593	1	-83868.18	-83867.78	-0.4054597	0.0172414	0.91717	0.08283	1.83434	0.16566	0.9999946
29594	0	-83866.77	-83866.37	-0.4054636	0.0139803	0.918691	0.0813087	1.83738	0.162617	0.9999985
29595	1	-83868.18	-83867.78	-0.4054597	0.0172414	0.91717	0.08283	1.83434	0.16566	0.9999946
29596	0	-83865.78	-83865.37	-0.4054636	0.0165817	0.918691	0.0813087	1.83738	0.162617	0.9999985
29597	1	-83868.18	-83867.78	-0.4054597	0.0172414	0.91717	0.08283	1.83434	0.16566	0.9999946
29598	0	-83869.11	-83868.7	-0.4054636	0.0120357	0.919413	0.0805869	1.83883	0.161174	0.9999985
29599	1	-83868.18	-83867.78	-0.4054597	0.0172414	0.91717	0.08283	1.83434	0.16566	0.9999946
29600	0	-83869.11	-83868.7	-0.4054636	0.0120357	0.919413	0.0805869	1.83883	0.161174	0.9999985
29601	1	-83866.33	-83865.92	-0.4054597	0.0172414	0.91909	0.08091	1.83818	0.16182	0.9999946
29602	0	-83867.17	-83866.76	-0.4054636	0.0147718	0.919413	0.0805869	1.83883	0.161174	0.9999985
29603	1	-83866.33	-83865.92	-0.4054597	0.0172414	0.91909	0.08091	1.83818	0.16182	0.9999946
29604	0	-83866.92	-83866.52	-0.4054636	0.0199183	0.919413	0.0805869	1.83883	0.161174	0.9999985
29605	1	-83866.42	-83866.02	-0.4054597	0.0172806	0.919169	0.0808311	1.83834	0.161662	0.9999946
29606	0	-83866.76	-83866.35	-0.4054636	0.0158302	0.919413	0.0805869	1.83883	0.161174	0.9999985
29607	1	-83866.72	-83866.32	-0.4054597	0.0195257	0.919169	0.0808311	1.83834	0.161662	0.9999946
29608	0	-83866.66	-83866.25	-0.4054636	0.0190576	0.919413	0.0805869	1.83883	0.161174	0.9999985
29609	1	-83866.65	-83866.24	-0.4054597	0.0192797	0.919169	0.0808311	1.83834	0.161662	0.9999946
29610	0	-83865.9	-83865.49	-0.4054636	0.0160392	0.918416	0.0815836	1.83683	0.163167	0.9999985
29611	1	-83867.87	-83867.46	-0.4054597	0.0151784	0.919658	0.0803418	1.83932	0.160684	0.9999946
29612	0	-83865.9	-83865.49	-0.4054636	0.0160392	0.918416	0.0815836	1.83683	0.163167	0.9999985
29613	1	-83867.52	-83867.11	-0.4054597	0.0162492	0.919658	0.0803418	1.83932	0.160684	0.9999946
29614	0	-83866.28	-83865.87	-0.4054636	0.0160392	0.917958	0.0820422	1.83592	0.164084	0.9999985
29615	1	-83867.49	-83867.09	-0.4054597	0.0163692	0.919658	0.0803418	1.83932	0.160684	0.9999946
29616	0	-83866.28	-83865.87	-0.4054636	0.0160392	0.917958	0.0820422	1.83592	0.164084	0.9999985
29617	1	-83868.08	-83867.67	-0.4054597	0.0147157	0.919658	0.0803418	1.83932	0.160684	0.9999946
29618	0	-83866.11	-83865.7	-0.4054636	0.0172446	0.917958	0.0820422	1.83592	0.164084	0.9999985
29619	1	-83868.08	-83867.67	-0.4054597	0.0147157	0.919658	0.0803418	1.83932	0.160684	0.9999946
29620	0	-83866.31	-83865.91	-0.4054636	0.0172446	0.919311	0.0806888	1.83862	0.161378	0.9999985
29621	1	-83869.18	-83868.77	-0.4054597	0.0129847	0.919658	0.0803418	1.83932	0.160684	0.9999946
29622	0	-83867.02	-83866.62	-0.4054636	0.0146905	0.919311	0.0806888	1.83862	0.161378	0.9999985
29623	1	-83868.04	-83867.64	-0.4054597	0.0147881	0.919658	0.0803418	1.83932	0.160684	0.9999946
29624	0	-83866.4	-83865.99	-0.4054636	0.0165453	0.919311	0.0806888	1.83862	0.161378	0.9999985
29625	1	-83868.11	-83867.71	-0.4054597	0.0146377	0.919658	0.0803418	1.83932	0.160684	0.9999946
29626	0	-83866.42	-83866.01	-0.4054636	0.0177971	0.919375	0.0806252	1.83875	0.16125	0.9999985
29627	1	-83867.36	-83866.96	-0.4054597	0.0172787	0.919658	0.0803418	1.83932	0.160684	0.9999946
29628	0	-83866.42	-83866.01	-0.4054636	0.0177971	0.919375	0.0806252	1.83875	0.16125	0.9999985
29629	1	-83868.19	-83867.78	-0.4054597	0.0208157	0.919658	0.0803418	1.83932	0.160684	0.9999946
29630	0	-83869.38	-83868.98	-0.4054636	0.0148285	0.916879	0.0831213	1.83376	0.166243	0.9999985
29631	1	-83868.36	-83867.96	-0.4054597	0.0211293	0.919658	0.0803418	1.83932	0.160684	0.9999946
29632	0	-83869.03	-83868.63	-0.4054636	0.0189002	0.916879	0.0831213	1.83376	0.166243	0.9999985
29633	1	-83867.4	-83867	-0.4054597	0.0168902	0.919658	0.0803418	1.83932	0.160684	0.9999946
29634	0	-83868.84	-83868.44	-0.4054636	0.0176385	0.916879	0.0831213	1.83376	0.166243	0.9999985
29635	1	-83867.66	-83867.26	-0.4054597	0.0195717	0.919658	0.0803418	1.83932	0.160684	0.9999946
29636	0	-83868.84	-83868.44	-0.4054636	0.0176385	0.916879	0.0831213	1.83376	0.166243	0.9999985
29637	1	-83867.4	-83867	-0.4054597	0.0168835	0.919658	0.0803418	1.83932	0.160684	0.9999946
29638	0	-83866.23	-83865.83	-0.4054636	0.0176385	0.91787	0.0821296	1.83574	0.164259	0.9999985
29639	1	-83868.04	-83867.63	-0.4054597	0.0205116	0.919658	0.0803418	1.83932	0.160684	0.9999946
29640	0	-83866.23	-83865.83	-0.4054636	0.0176385	0.91787	0.0821296	1.83574	0.164259	0.9999985
29641	1	-83871.08	-83870.67	-0.4054597	0.0109842	0.919658	0.0803418	1.83932	0.160684	0.9999946
29642	0	-83866.56	-83866.16	-0.4054636	0.019471	0.91787	0.0821296	1.83574	0.164259	0.9999985
29643	1	-83867.73	-83867.33	-0.4054597	0.0155256	0.919658	0.0803418	1.83932	0.160684	0.9999946
29644	0	-83866.96	-83866.56	-0.4054636	0.0204305	0.91787	0.0821296	1.83574	0.164259	0.9999985
29645	1	-83867.6	-83867.19	-0.4054597	0.0193658	0.919658	0.0803418	1.83932	0.160684	0.9999946
29646	0	-83866.32	-83865.92	-0.4054636	0.0148454	0.918707	0.0812927	1.83741	0.162585	0.9999985
29647	1	-83867.35	-83866.95	-0.4054597	0.017597	0.919658	0.0803418	1.83932	0.160684	0.9999946
29648	0	-83868.97	-83868.56	-0.4054636	0.0115871	0.919055	0.0809451	1.83811	0.16189	0.9999985
29649	1	-83867.42	-83867.01	-0.4054597	0.0167726	0.919658	0.0803418	1.83932	0.160684	0.9999946
29650	0	-83868.97	-83868.56	-0.4054636	0.0115871	0.919055	0.0809451	1.83811	0.16189	0.9999985
29651	1	-83868.5	-83868.1	-0.4054597	0.0213568	0.919658	0.0803418	1.83932	0.160684	0.9999946
29652	0	-83866.33	-83865.92	-0.4054636	0.0197215	0.919055	0.0809451	1.83811	0.16189	0.9999985
29653	1	-83868.14	-83867.73	-0.4054597	0.0145875	0.919658	0.0803418	1.83932	0.160684	0.9999946
29654	0	-83867.43	-83867.03	-0.4054636	0.0133817	0.919055	0.0809451	1.83811	0.16189	0.9999985
29655	1	-83868.14	-83867.73	-0.4054597	0.0145875	0.919658	0.0803418	1.83932	0.160684	0.9999946
29656	0	-83866.04	-83865.64	-0.4054636	0.0165171	0.919055	0.0809451	1.83811	0.16189	0.9999985
29657	1	-83867.5	-83867.09	-0.4054597	0.0189661	0.919658	0.0803418	1.83932	0.160684	0.9999946
29658	0	-83866.51	-83866.1	-0.4054636	0.0165171	0.919369	0.0806307	1.83874	0.161261	0.9999985
29659	1	-83868.11	-83867.71	-0.4054597	0.0206658	0.919658	0.0803418	1.83932	0.160684	0.9999946
29660	0	-83866.51	-83866.1	-0.4054636	0.0165171	0.919369	0.0806307	1.83874	0.161261	0.9999985
29661	1	-83867.35	-83866.95	-0.4054597	0.017626	0.919658	0.0803418	1.83932	0.160684	0.9999946
29662	0	-83867.77	-83867.37	-0.4054636	0.0135853	0.919369	0.0806307	1.83874	0.161261	0.9999985
29663	1	-83869.08	-83868.67	-0.4054597	0.0131122	0.919658	0.0803418	1.83932	0.160684	0.9999946
29664	0	-83867.03	-83866.62	-0.4054636	0.0203543	0.919369	0.0806307	1.83874	0.161261	0.9999985
29665	1	-83867.51	-83867.1	-0.4054597	0.0165026	0.919676	0.0803236	1.83935	0.160647	0.9999946
29666	0	-83867.03	-83866.62	-0.4054636	0.0203543	0.919369	0.0806307	1.83874	0.161261	0.9999985
29667	1	-83868.08	-83867.68	-0.4054597	0.0166642	0.917218	0.0827822	1.83444	0.165564	0.9999946
29668	0	-83866.44	-83866.03	-0.4054636	0.0182883	0.919369	0.0806307	1.83874	0.161261	0.9999985
29669	1	-83867.22	-83866.81	-0.4054597	0.0166642	0.919567	0.0804335	1.83913	0.160867	0.9999946
29670	0	-83869.21	-83868.81	-0.4054636	0.0234164	0.919369	0.0806307	1.83874	0.161261	0.9999985
29671	1	-83866.41	-83866	-0.4054597	0.016578	0.918032	0.0819679	1.83606	0.163936	0.9999946
29672	0	-83866.47	-83866.06	-0.4054636	0.0167358	0.919369	0.0806307	1.83874	0.161261	0.9999985
29673	1	-83866.43	-83866.02	-0.4054597	0.0185272	0.918032	0.0819679	1.83606	0.163936	0.9999946
29674	0	-83866.42	-83866.01	-0.4054636	0.0172542	0.919369	0.0806307	1.83874	0.161261	0.9999985
29675	1	-83866.41	-83866	-0.4054597	0.0184206	0.918032	0.0819679	1.83606	0.163936	0.9999946
29676	0	-83866.4	-83866	-0.4054636	0.0176749	0.919369	0.0806307	1.83874	0.161261	0.9999985
29677	1	-83866.34	-83865.93	-0.4054597	0.0175496	0.918032	0.0819679	1.83606	0.163936	0.9999946
29678	0	-83866.76	-83866.36	-0.4054636	0.0155538	0.919369	0.0806307	1.83874	0.161261	0.9999985
29679	1	-83866.34	-83865.93	-0.4054597	0.0175496	0.918032	0.0819679	1.83606	0.163936	0.9999946
29680	0	-83866.79	-83866.39	-0.4054636	0.0197764	0.919369	0.0806307	1.83874	0.161261	0.9999985
29681	1	-83866.79	-83866.38	-0.4054597	0.0198102	0.918032	0.0819679	1.83606	0.163936	0.9999946
29682	0	-83866.28	-83865.87	-0.4054636	0.0197764	0.918191	0.0818093	1.83638	0.163619	0.9999985
29683	1	-83866.92	-83866.51	-0.4054597	0.0194817	0.91931	0.0806898	1.83862	0.16138	0.9999946
29684	0	-83866.72	-83866.32	-0.4054636	0.0207435	0.918191	0.0818093	1.83638	0.163619	0.9999985
29685	1	-83867.33	-83866.92	-0.4054597	0.0142682	0.919154	0.0808463	1.83831	0.161693	0.9999946
29686	0	-83866.27	-83865.86	-0.4054636	0.0197527	0.918191	0.0818093	1.83638	0.163619	0.9999985
29687	1	-83867.33	-83866.92	-0.4054597	0.0142682	0.919154	0.0808463	1.83831	0.161693	0.9999946
29688	0	-83865.85	-83865.44	-0.4054636	0.0173218	0.918191	0.0818093	1.83638	0.163619	0.9999985
29689	1	-83866.58	-83866.18	-0.4054597	0.0190979	0.919154	0.0808463	1.83831	0.161693	0.9999946
29690	0	-83865.85	-83865.44	-0.4054636	0.0173218	0.918191	0.0818093	1.83638	0.163619	0.9999985
29691	1	-83868.89	-83868.49	-0.4054597	0.0190979	0.920115	0.0798853	1.84023	0.159771	0.9999946
29692	0	-83866.24	-83865.83	-0.4054636	0.0153532	0.918191	0.0818093	1.83638	0.163619	0.9999985
29693	1	-83868.89	-83868.49	-0.4054597	0.0190979	0.920115	0.0798853	1.84023	0.159771	0.9999946
29694	0	-83866.35	-83865.94	-0.4054636	0.015065	0.918191	0.0818093	1.83638	0.163619	0.9999985
29695	1	-83868.75	-83868.34	-0.4054597	0.0181782	0.920115	0.0798853	1.84023	0.159771	0.9999946
29696	0	-83865.89	-83865.49	-0.4054636	0.0167689	0.918191	0.0818093	1.83638	0.163619	0.9999985
29697	1	-83868.75	-83868.34	-0.4054597	0.0181782	0.920115	0.0798853	1.84023	0.159771	0.9999946
29698	0	-83865.85	-83865.45	-0.4054636	0.0178073	0.918191	0.0818093	1.83638	0.163619	0.9999985
29699	1	-83868.85	-83868.44	-0.4054597	0.0165241	0.920115	0.0798853	1.84023	0.159771	0.9999946
29700	0	-83865.92	-83865.52	-0.4054636	0.0184716	0.918191	0.0818093	1.83638	0.163619	0.9999985
29701	1	-83868.92	-83868.52	-0.4054597	0.0161774	0.920115	0.0798853	1.84023	0.159771	0.9999946
29702	0	-83866.53	-83866.13	-0.4054636	0.0203769	0.918191	0.0818093	1.83638	0.163619	0.9999985
29703	1	-83868.92	-83868.52	-0.4054597	0.0161774	0.920115	0.0798853	1.84023	0.159771	0.9999946
29704	0	-83866.01	-83865.6	-0.4054636	0.0189119	0.918191	0.0818093	1.83638	0.163619	0.9999985
29705	1	-83868.78	-83868.37	-0.4054597	0.0184603	0.920115	0.0798853	1.84023	0.159771	0.9999946
29706	0	-83866.54	-83866.13	-0.4054636	0.0203842	0.918191	0.0818093	1.83638	0.163619	0.9999985
29707	1	-83868.88	-83868.48	-0.4054597	0.0163548	0.920115	0.0798853	1.84023	0.159771	0.9999946
29708	0	-83866.14	-83865.73	-0.4054636	0.0156371	0.918191	0.0818093	1.83638	0.163619	0.9999985
29709	1	-83869.4	-83868.99	-0.4054597	0.0148762	0.920115	0.0798853	1.84023	0.159771	0.9999946
29710	0	-83866.48	-83866.08	-0.4054636	0.0202642	0.918191	0.0818093	1.83638	0.163619	0.9999985
29711	1	-83868.1	-83867.69	-0.4054597	0.0160527	0.91725	0.0827505	1.8345	0.165501	0.9999946
29712	0	-83867.18	-83866.78	-0.4054636	0.0135135	0.918191	0.0818093	1.83638	0.163619	0.9999985
29713	1	-83868.04	-83867.63	-0.4054597	0.018479	0.91725	0.0827505	1.8345	0.165501	0.9999946
29714	0	-83865.85	-83865.45	-0.4054636	0.0189063	0.918698	0.0813023	1.8374	0.162605	0.9999985
29715	1	-83867.95	-83867.54	-0.4054597	0.0175406	0.91725	0.0827505	1.8345	0.165501	0.9999946
29716	0	-83865.79	-83865.38	-0.4054636	0.0185869	0.918698	0.0813023	1.8374	0.162605	0.9999985
29717	1	-83867.95	-83867.54	-0.4054597	0.0175406	0.91725	0.0827505	1.8345	0.165501	0.9999946
29718	0	-83867.4	-83866.99	-0.4054636	0.0130569	0.918698	0.0813023	1.8374	0.162605	0.9999985
29719	1	-83867.94	-83867.54	-0.4054597	0.01744	0.91725	0.0827505	1.8345	0.165501	0.9999946
29720	0	-83865.83	-83865.43	-0.4054636	0.0162982	0.918698	0.0813023	1.8374	0.162605	0.9999985
29721	1	-83869.1	-83868.69	-0.4054597	0.0211308	0.91725	0.0827505	1.8345	0.165501	0.9999946
29722	0	-83865.83	-83865.43	-0.4054636	0.0162982	0.918698	0.0813023	1.8374	0.162605	0.9999985
29723	1	-83868.54	-83868.14	-0.4054597	0.0207745	0.919802	0.080198	1.8396	0.160396	0.9999946
29724	0	-83866.6	-83866.2	-0.4054636	0.0142771	0.918698	0.0813023	1.8374	0.162605	0.9999985
29725	1	-83867.95	-83867.54	-0.4054597	0.0160599	0.919802	0.080198	1.8396	0.160396	0.9999946
29726	0	-83866.6	-83866.2	-0.4054636	0.0142771	0.918698	0.0813023	1.8374	0.162605	0.9999985
29727	1	-83868.46	-83868.06	-0.4054597	0.0206154	0.919802	0.080198	1.8396	0.160396	0.9999946
29728	0	-83865.82	-83865.41	-0.4054636	0.0163725	0.918698	0.0813023	1.8374	0.162605	0.9999985
29729	1	-83868.06	-83867.66	-0.4054597	0.0206154	0.919649	0.0803515	1.8393	0.160703	0.9999946
