Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	q_01A	q_01B	q_10A	q_10B	root_frequencies[1]	root_frequencies[2]	root_frequencies[3]	root_frequencies[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-36.81116	-23.46605	-13.34511	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	-0.173478	0.3695508	0.1191899	0.003542157	0.004366022	0.1609975	0.0001605184	0.0777862	0.416701	0.209882	0.295631	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.997525
1	-35.71987	-23.28145	-12.43843	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	-0.173478	0.3695508	0.1191899	0.003542157	0.004366022	0.1609975	0.0001605184	0.0935571	0.501186	0.178553	0.226704	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.0908425
2	-36.00738	-24.18115	-11.82623	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	-0.173478	0.3695508	0.1191899	0.003542157	0.001246153	0.1609975	0.0001067546	0.358625	0.229584	0.120296	0.291496	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.383172
3	-36.99488	-24.2244	-12.77048	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	-0.173478	0.3695508	0.1191899	0.003542157	0.006463955	0.1609975	0.0001067546	0.173321	0.220061	0.515802	0.0908157	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.383172
4	-37.08518	-24.15425	-12.93093	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	-0.173478	0.3695508	0.1191899	0.003542157	0.006463955	0.1609975	0.0001381943	0.0908157	0.220061	0.173321	0.515802	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.413832
5	-36.10242	-24.31134	-11.79108	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	-0.173478	0.3695508	0.1191899	0.003542157	0.006463955	0.1609968	1.422139e-05	0.173321	0.220061	0.0908157	0.515802	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.413832
6	-29.1969	-20.88596	-8.310942	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	-1.05398	0.3695508	0.1191899	0.003542157	7.638096e-05	0.1609968	8.157662e-07	0.0908157	0.515802	0.173321	0.220061	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.190255
7	-34.12913	-22.33946	-11.78967	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	-1.05398	0.3695508	0.1191899	0.003542157	0.011709	0.1609968	1.594266e-06	0.515802	0.0908157	0.220061	0.173321	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.547635
8	-32.31387	-21.41534	-10.89854	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	0.291274	0.3695508	0.1191899	0.003542157	0.006878854	0.1609968	1.594266e-06	0.357134	0.314927	0.147383	0.180556	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.547635
9	-32.47163	-21.05013	-11.4215	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	0.6698	0.3695508	0.1191899	0.003542157	0.006878854	0.1609968	1.594266e-06	0.134825	0.488439	0.110055	0.266681	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.8887
10	-36.03245	-22.07638	-13.95608	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	0.940933	0.3695508	0.1191899	0.003542157	0.05999259	0.1609968	1.594266e-06	0.488439	0.134825	0.266681	0.110055	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.8887
11	-31.72301	-21.02636	-10.69664	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	0.940933	0.3695508	0.1191899	0.003542157	0.005878576	0.1609968	1.594266e-06	0.266681	0.488439	0.134825	0.110055	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.0472819
12	-31.70724	-21.02636	-10.68087	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	-0.0405917	0.3695508	0.1191899	0.003542157	0.01091097	0.1609968	1.594266e-06	0.266681	0.488439	0.110055	0.134825	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.0472819
13	-32.65728	-21.08874	-11.56854	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	-0.0405917	0.3695508	0.1191899	0.003542157	0.02092042	0.1609968	1.594266e-06	0.12972	0.469942	0.256582	0.143756	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.377046
14	-34.75966	-21.06497	-13.6947	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	-1.54878	0.3695508	0.1191899	0.003542157	0.002635289	0.1609968	1.594266e-06	0.256582	0.469942	0.12972	0.143756	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	2.76512
15	-33.03894	-21.06497	-11.97397	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	1.91798	0.3695508	0.1191899	0.003542157	0.002635289	0.1609968	1.594266e-06	0.256582	0.469942	0.143756	0.12972	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.404438
16	-33.79806	-22.26554	-11.53253	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	0.630541	0.3695508	0.1191899	0.003542157	0.01064102	0.1609968	1.594266e-06	0.312392	0.119981	0.434663	0.132964	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.719764
17	-36.7299	-21.40234	-15.32757	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	1.41114	0.3695508	0.1191899	0.003542157	0.0930632	0.1609968	1.594266e-06	0.434663	0.312392	0.119981	0.132964	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.719764
18	-42.38798	-23.55721	-18.83077	0.184746	0.156064	0.0302169	0.0255256	-1.68877	-1.85749	-1.81058	1.41114	0.3695508	0.1191899	0.003542157	0.03976433	0.1609968	3.400704e-05	0.136932	0.447633	0.0937209	0.321714	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	4.35493
19	-43.97167	-25.8845	-18.08717	0.184746	0.156064	0.0295135	0.0249314	-1.68877	-1.85749	-1.83413	0.64673	0.3695508	0.1191899	0.003542157	0.03976433	0.1609968	3.400704e-05	0.127764	0.397219	0.186671	0.288346	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	4.35493
20	-41.98536	-26.68798	-15.29738	0.184746	0.156064	0.0295135	0.0249314	-1.68877	-1.85749	-1.83413	-0.0250945	0.3695508	0.1191899	0.003542157	0.00313413	0.1609968	1.356291e-05	0.127764	0.186671	0.397219	0.288346	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	4.35493
21	-42.25857	-26.58411	-15.67446	0.184746	0.156064	0.0295135	0.0249314	-1.68877	-1.85749	-1.83413	-0.0250945	0.3695508	0.1191899	0.003542157	0.01458253	0.1609968	5.717022e-05	0.127764	0.186671	0.288346	0.397219	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	2.97707
22	-45.07349	-28.90155	-16.17194	0.184746	0.156064	0.0290609	0.0245491	-1.68877	-1.85749	-1.84959	-0.0250945	0.3695508	0.1191899	0.003542157	0.01458253	0.1609968	9.870353e-06	0.281389	0.0905077	0.495866	0.132237	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	4.32543
23	-42.94261	-25.43202	-17.51059	0.184746	0.156064	0.0300754	0.0254061	-1.68877	-1.85749	-1.81528	-0.0250945	0.3695508	0.1191899	0.003542157	0.01458253	0.1609968	0.0001616672	0.054599	0.0797724	0.219601	0.646028	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	4.32543
24	-37.37945	-25.02195	-12.35751	0.184746	0.156064	0.0299676	0.025315	-1.68877	-1.85749	-1.81887	-0.0250945	0.3695508	0.1191899	0.003542157	0.003386898	0.1609968	4.359248e-05	0.054599	0.219601	0.0797724	0.646028	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.813821
25	-41.75913	-23.94281	-17.81632	0.184746	0.156064	0.0299676	0.025315	-1.68877	-1.85749	-1.81887	1.38606	0.3695508	0.1191899	0.003542157	0.1481263	0.1609968	4.359248e-05	0.219601	0.646028	0.054599	0.0797724	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.0623516
26	-42.27774	-24.00902	-18.26872	0.184746	0.156064	0.0299676	0.025315	-1.68877	-1.85749	-1.81887	1.87701	0.3695508	0.1191899	0.003542157	0.0771933	0.1609968	1.478419e-05	0.219601	0.646028	0.0797724	0.054599	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	2.22808
27	-41.06351	-23.95405	-17.10946	0.184746	0.156064	0.0299676	0.025315	-1.68877	-1.85749	-1.81887	1.87701	0.3695508	0.1191899	0.003542157	0.0771933	0.1609968	1.478419e-05	0.2175	0.682546	0.0593401	0.0406144	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	1.06881
28	-35.78052	-23.97167	-11.80885	0.184746	0.156064	0.0299676	0.025315	-1.68877	-1.85749	-1.81887	1.87701	0.3695508	0.1191899	0.003542157	0.0005618578	0.1609968	1.274595e-05	0.071188	0.673949	0.0401029	0.21476	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.0832631
29	-37.29591	-24.65341	-12.6425	0.184746	0.156064	0.0299676	0.025315	-1.68877	-1.85749	-1.81887	1.60304	0.3695508	0.1191899	0.003542157	0.0005618578	0.1609968	8.788127e-07	0.642093	0.248266	0.0273461	0.0822944	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	2.73109
30	-39.75548	-26.69598	-13.0595	0.184746	0.156064	0.0300254	0.0253639	-1.68877	-1.85749	-1.81694	1.60304	0.3695508	0.1191899	0.003542157	0.001070732	0.1609968	8.788127e-07	0.685521	0.024028	0.0723091	0.218142	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	2.81736
31	-37.15254	-23.19386	-13.95868	0.184746	0.156064	0.0302386	0.0255439	-1.68877	-1.85749	-1.80986	2.15892	0.3695508	0.1191899	0.003542157	0.001070732	0.1609968	3.564628e-05	0.0632506	0.599642	0.316089	0.0210179	0.858527	1.12706	58937.9	77372.9	-0.152537	0.119616	11.1368	0.831559
32	-41.00242	-28.42997	-12.57245	0.184746	0.155529	0.0301026	0.0253419	-1.68877	-1.86092	-1.81437	-0.409583	0.3695508	0.1191899	0.003542157	0.001070732	0.1553235	0.000696835	0.316089	0.599642	0.0210179	0.0632506	0.858811	1.12706	58957.3	77372.9	-0.152207	0.119616	11.1368	0.327348
33	-46.24433	-25.52783	-20.7165	0.188496	0.155179	0.0307136	0.0252849	-1.66868	-1.86318	-1.81437	-3.22458	0.3695508	0.1191899	0.002926534	0.003172696	0.1593437	0.0009944432	0.316089	0.599642	0.0210179	0.0632506	0.858811	1.12706	58957.3	77372.9	-0.152207	0.119616	11.1368	2.60091
34	-42.03831	-24.96114	-17.07717	0.188496	0.156614	0.0307136	0.0255187	-1.66868	-1.85397	-1.81437	-1.46833	0.3695508	0.1191899	0.003046511	0.003172696	0.1583192	0.002503685	0.307127	0.371262	0.0614572	0.260154	0.858811	1.12706	58957.3	77372.9	-0.152207	0.119616	11.1368	2.60091
35	-41.42837	-24.83127	-16.59711	0.188727	0.156614	0.0307512	0.0255187	-1.66745	-1.85397	-1.81437	-0.0481898	0.3695508	0.1191899	0.003250388	0.01518792	0.1583192	0.009710586	0.307127	0.371262	0.0614572	0.260154	0.858811	1.12706	58957.3	77372.9	-0.152207	0.119616	11.1368	1.25475
36	-39.0516	-25.65297	-13.39862	0.188727	0.156614	0.0307512	0.0255187	-1.66745	-1.85397	-1.81437	-0.652453	0.3695508	0.1191899	0.003036424	0.0002978713	0.1583192	0.007006003	0.443636	0.171457	0.310869	0.0740374	0.858811	1.12706	58957.3	77372.9	-0.152207	0.119616	11.1368	0.421178
37	-39.5065	-25.32917	-14.17733	0.188727	0.156614	0.0307512	0.0255187	-1.66745	-1.85397	-1.81437	-0.165121	0.3695508	0.1191899	0.002602916	0.0005707951	0.1569287	0.02280175	0.192178	0.497251	0.227585	0.0829851	0.858811	1.12706	58957.3	77372.9	-0.152207	0.119616	11.1368	0.234541
38	-40.02275	-25.53674	-14.48601	0.191678	0.156614	0.0305458	0.024958	-1.65194	-1.85397	-1.83659	0.331367	0.3695508	0.1191899	0.002663545	0.0005707951	0.1569287	0.02280175	0.315893	0.261503	0.112921	0.309683	0.858811	1.12706	58957.3	77372.9	-0.152207	0.119616	11.1368	0.463859
39	-40.69843	-25.3624	-15.33603	0.191678	0.156614	0.0305061	0.0249256	-1.65194	-1.85397	-1.83789	0.331367	0.3695508	0.1191899	0.002119887	0.02619832	0.157238	0.005335142	0.309683	0.315893	0.112921	0.261503	0.858811	1.12706	58957.3	77372.9	-0.152207	0.119616	11.1368	0.053639
40	-41.29266	-25.60946	-15.6832	0.191678	0.156614	0.0300574	0.0245589	-1.65194	-1.85397	-1.85271	0.331367	0.3695508	0.1191899	0.002119887	0.02619832	0.157238	0.002386027	0.0417211	0.438514	0.363012	0.156753	0.858811	1.12706	58957.3	77372.9	-0.152207	0.119616	11.1368	0.844292
41	-48.28181	-29.52802	-18.75379	0.192542	0.156614	0.029228	0.0237742	-1.64744	-1.85397	-1.88518	-0.204108	0.3695508	0.1191899	0.002734973	0.02619832	0.157238	0.05864127	0.0268606	0.457107	0.233711	0.282321	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.844292
42	-44.35708	-26.09559	-18.26149	0.192542	0.156614	0.0305983	0.0248887	-1.64744	-1.85397	-1.83937	-0.204108	0.3695508	0.1191899	0.002975669	0.02619832	0.1569147	0.05864127	0.0268606	0.457107	0.282321	0.233711	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.398087
43	-50.59129	-26.17036	-24.42094	0.192542	0.156614	0.031102	0.0252985	-1.64744	-1.85397	-1.82304	-0.129587	0.3695508	0.1191899	0.002867049	0.2459666	0.1569147	0.05864127	0.282321	0.233711	0.0268606	0.457107	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.398087
44	-42.5703	-26.13497	-16.43534	0.192542	0.156618	0.031102	0.0252991	-1.64744	-1.85395	-1.82304	-0.7134	0.3695508	0.1191899	0.002867049	0.004560026	0.1569147	0.05106226	0.282321	0.233711	0.0268606	0.457107	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.0111632
45	-40.77847	-26.64917	-14.1293	0.193486	0.156662	0.0312546	0.0253063	-1.64255	-1.85366	-1.82304	-0.712701	0.3695508	0.1191899	0.003439917	0.004560026	0.1534555	0.004370193	0.233711	0.282321	0.0268606	0.457107	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.0111632
46	-40.02039	-26.30456	-13.71582	0.193486	0.156907	0.031278	0.0253648	-1.64255	-1.8521	-1.82229	1.51802	0.3695508	0.1191899	0.004192864	0.004560026	0.1531379	0.0002456361	0.313833	0.259798	0.0298587	0.39651	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.129758
47	-40.07724	-26.20151	-13.87573	0.193486	0.156907	0.031278	0.0253648	-1.64255	-1.8521	-1.82229	-0.637595	0.3695508	0.1191899	0.004407266	0.004560026	0.1531379	0.001058927	0.502634	0.266428	0.210875	0.020063	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.459225
48	-41.88426	-25.95834	-15.92592	0.193486	0.156907	0.031278	0.0253648	-1.64255	-1.8521	-1.82229	0.6333	0.3695508	0.1191899	0.004407266	0.02268876	0.1523529	0.004862609	0.020063	0.502634	0.266428	0.210875	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.459225
49	-43.8943	-27.38951	-16.50479	0.193486	0.156632	0.0305819	0.0247569	-1.64255	-1.85385	-1.8448	0.887697	0.3695508	0.1191899	0.004860037	0.007798059	0.1515776	0.0226643	0.266428	0.502634	0.210875	0.020063	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.459225
50	-42.96601	-26.77762	-16.18839	0.195507	0.155386	0.0320584	0.0254796	-1.63216	-1.86184	-1.80804	0.887697	0.3695508	0.1191899	0.004860037	0.004609922	0.1515776	0.0226643	0.0110658	0.277229	0.595397	0.116308	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.547392
51	-43.2012	-26.33539	-16.86581	0.196852	0.155386	0.032279	0.0254796	-1.6253	-1.86184	-1.80804	0.0387606	0.3695508	0.1191899	0.00450483	0.01486693	0.1512821	0.02821391	0.0598715	0.294934	0.633422	0.0117725	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.616669
52	-46.33319	-25.97734	-20.35585	0.196852	0.155386	0.0323419	0.0255292	-1.6253	-1.86184	-1.80609	-1.37359	0.3695508	0.1191899	0.00450483	0.01486693	0.1521362	0.05841943	0.0598715	0.294934	0.633422	0.0117725	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	2.07966
53	-46.25957	-25.99044	-20.26914	0.196852	0.155389	0.0323419	0.0255297	-1.6253	-1.86183	-1.80609	-1.31329	0.3695508	0.1191899	0.004462612	0.01486693	0.1521362	0.05841943	0.0598715	0.294934	0.633422	0.0117725	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	2.07966
54	-45.50945	-26.8304	-18.67905	0.196416	0.154171	0.0322703	0.0253296	-1.62752	-1.86969	-1.80609	1.63281	0.3695508	0.1191899	0.005518538	0.01206897	0.1521362	0.009636693	0.0598715	0.294934	0.633422	0.0117725	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	2.07966
55	-42.97117	-26.19845	-16.77273	0.196416	0.154171	0.0322703	0.0253296	-1.62752	-1.86969	-1.80609	0.565688	0.3695508	0.1191899	0.007109716	0.03595835	0.1521362	0.001733119	0.0117725	0.294934	0.633422	0.0598715	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	1.12352
56	-44.45031	-25.6586	-18.79171	0.195992	0.154171	0.0322006	0.0253296	-1.62968	-1.86969	-1.80609	0.565688	0.3695508	0.1191899	0.007109716	0.01935418	0.1521362	0.004799597	0.0117725	0.633422	0.294934	0.0598715	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	3.25521
57	-43.54445	-26.84568	-16.69877	0.192394	0.152978	0.0317492	0.0252447	-1.64821	-1.87746	-1.80168	0.565688	0.3695508	0.1191899	0.005783894	0.01935418	0.1582803	0.004799597	0.0117725	0.294934	0.633422	0.0598715	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	1.11439
58	-40.22491	-24.9885	-15.23641	0.194451	0.152978	0.0320886	0.0252447	-1.63757	-1.87746	-1.80168	-0.637481	0.3695508	0.1191899	0.005181458	0.01935418	0.1582803	0.0007197112	0.0152185	0.818829	0.0885557	0.0773963	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.731644
59	-39.59089	-25.72151	-13.86938	0.194451	0.152978	0.0320886	0.0252447	-1.63757	-1.87746	-1.80168	0.661664	0.3695508	0.1191899	0.003785689	0.01935418	0.1582803	0.0002481586	0.0124424	0.669465	0.254814	0.0632783	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.0815901
60	-36.83586	-25.30598	-11.52987	0.194451	0.153852	0.0320886	0.0253889	-1.63757	-1.87176	-1.80168	-0.264727	0.3695508	0.1191899	0.002565966	0.002761339	0.1582803	8.044815e-05	0.0124424	0.669465	0.254814	0.0632783	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.0815901
61	-43.90292	-31.92115	-11.98176	0.194451	0.150923	0.0308802	0.0239676	-1.63757	-1.89098	-1.84007	-0.264727	0.3695508	0.1191899	0.002960051	0.002761339	0.1582803	0.0001399151	0.163856	0.0710022	0.751181	0.0139612	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.0815901
62	-48.66097	-34.84487	-13.8161	0.195656	0.149759	0.0305359	0.0233729	-1.6314	-1.89872	-1.85745	0.0379808	0.3695508	0.120015	0.002960051	0.01182355	0.1582803	0.00078334	0.751181	0.0710022	0.163856	0.0139612	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.0815901
63	-45.22778	-31.53343	-13.69435	0.198307	0.151366	0.0314845	0.0240317	-1.61794	-1.88806	-1.84032	0.0379808	0.3695508	0.120015	0.003188108	0.009856858	0.1594212	0.00078334	0.0139612	0.0710022	0.751181	0.163856	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.0815901
64	-48.48977	-34.3848	-14.10497	0.197996	0.151015	0.0311872	0.023787	-1.61951	-1.89038	-1.84824	-0.521945	0.3695508	0.120015	0.003012439	0.009856858	0.1594212	0.001171572	0.133234	0.00846231	0.439365	0.418939	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.15993
65	-47.6581	-29.88845	-17.76965	0.197996	0.151015	0.0306961	0.0234125	-1.61951	-1.89038	-1.86411	2.43878	0.3695508	0.120015	0.002453559	0.01651514	0.1630755	0.002915177	0.20709	0.651172	0.128585	0.0131533	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.067992
66	-48.75207	-31.78564	-16.96643	0.197996	0.151145	0.0303138	0.0231408	-1.61951	-1.88952	-1.87664	1.06734	0.3695508	0.120015	0.00280291	0.006520546	0.1614146	0.00630134	0.0131533	0.20709	0.128585	0.651172	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	1.84832
67	-47.34138	-29.16423	-18.17715	0.197192	0.151145	0.0328734	0.025197	-1.62358	-1.88952	-1.79152	-1.74553	0.3695508	0.120015	0.002448465	0.006520546	0.1588518	0.01357258	0.0164971	0.259736	0.562493	0.161274	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	1.84832
68	-44.18727	-27.93256	-16.2547	0.197068	0.151145	0.0328526	0.025197	-1.62421	-1.88952	-1.79152	-1.74553	0.3695508	0.120015	0.004383773	0.006520546	0.1615584	0.001355381	0.0145645	0.346455	0.496599	0.142381	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.953479
69	-45.96695	-28.54619	-17.42075	0.197068	0.15018	0.0328629	0.0250439	-1.62421	-1.89592	-1.7912	-1.6188	0.3695508	0.120015	0.004162148	0.04842403	0.1604471	0.0004847169	0.309063	0.592382	0.00914586	0.0894088	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.944573
70	-42.3013	-26.50881	-15.79248	0.196435	0.150882	0.0327573	0.025161	-1.62742	-1.89126	-1.7912	-1.27951	0.3695508	0.120015	0.004924805	0.04842403	0.1659653	0.0001408914	0.111176	0.702363	0.175617	0.0108439	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.189514
71	-44.01168	-26.64462	-17.36706	0.196435	0.150882	0.0327573	0.025161	-1.62742	-1.89126	-1.7912	-1.27951	0.3695508	0.120015	0.005899154	0.04842403	0.1657504	0.002559195	0.0897668	0.567107	0.334371	0.00875562	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.150956
72	-42.53752	-27.97647	-14.56105	0.196435	0.150882	0.032483	0.0249503	-1.62742	-1.89126	-1.79961	0.0640981	0.3655276	0.120015	0.005899154	0.006051533	0.1674897	0.00322415	0.334371	0.0897668	0.00875562	0.567107	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.0870155
73	-43.05	-28.20819	-14.84181	0.197434	0.150882	0.0329103	0.0251505	-1.62235	-1.89126	-1.79162	0.0640981	0.3655276	0.120015	0.005593178	0.006051533	0.1637836	0.00322415	0.139395	0.31614	0.00827824	0.536186	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.517956
74	-41.93603	-25.9946	-15.94143	0.197434	0.150882	0.0327398	0.0250202	-1.62235	-1.89126	-1.79681	0.0640981	0.3655276	0.120015	0.005747803	0.006051533	0.1668351	0.01414603	0.139395	0.536186	0.00827824	0.31614	0.858027	1.12706	58903.5	77372.9	-0.15312	0.119616	11.1368	0.517956
75	-43.71513	-27.66106	-16.05407	0.196623	0.150882	0.0326052	0.0250202	-1.62647	-1.89126	-1.79681	0.0640981	0.3655276	0.120015	0.005747803	0.01691609	0.1668351	0.0118086	0.23828	0.474577	0.279815	0.00732706	0.858027	1.13009	58903.5	77580.6	-0.15312	0.122297	11.1368	0.00285987
76	-43.01174	-27.11903	-15.89272	0.197276	0.150882	0.0328004	0.0250866	-1.62315	-1.89126	-1.79416	0.0640981	0.3655276	0.120015	0.006770267	0.005170364	0.1667597	0.0233806	0.010119	0.274368	0.386437	0.329076	0.858027	1.13009	58903.5	77580.6	-0.15312	0.122297	11.1368	0.000964364
77	-42.01301	-26.42721	-15.58579	0.2006	0.150882	0.0333531	0.0250866	-1.60644	-1.89126	-1.79416	-0.347279	0.3655276	0.120015	0.006770267	0.002762526	0.1667597	0.0233806	0.526534	0.373835	0.0137875	0.0858435	0.858027	1.13009	58903.5	77580.6	-0.15312	0.122297	11.1368	0.0209196
78	-42.96124	-27.51825	-15.44299	0.2006	0.150882	0.0333531	0.0250866	-1.60644	-1.89126	-1.79416	-0.228371	0.3655276	0.120015	0.006770267	0.002762526	0.1626245	0.0233806	0.0116631	0.316235	0.0726167	0.599486	0.858027	1.13009	58903.5	77580.6	-0.15312	0.122297	11.1368	0.0209196
79	-43.57741	-29.2537	-14.32371	0.2006	0.149933	0.0333531	0.0249289	-1.60644	-1.89757	-1.79416	-0.275865	0.3655276	0.120015	0.005464803	0.002762526	0.1635623	0.003778961	0.777856	0.175398	0.0402766	0.00646888	0.858027	1.13009	58903.5	77580.6	-0.15312	0.122297	11.1368	0.361083
80	-44.33501	-27.91282	-16.42219	0.20176	0.149933	0.0335459	0.0249289	-1.60068	-1.89757	-1.79416	-0.729834	0.3655276	0.120015	0.004473377	0.02826179	0.1635623	0.005644326	0.355896	0.560893	0.0802508	0.00295974	0.858027	1.13009	58903.5	77580.6	-0.15312	0.122297	11.1368	0.361083
81	-42.61725	-28.5026	-14.11465	0.200849	0.150152	0.0333944	0.0249652	-1.6052	-1.89611	-1.79416	-0.729834	0.3655276	0.120015	0.004473377	0.003503657	0.1635623	0.001701181	0.0678527	0.455405	0.47424	0.00250248	0.858027	1.13009	58903.5	77580.6	-0.15312	0.122297	11.1368	0.361083
82	-44.20807	-30.78158	-13.42649	0.200849	0.151722	0.0321085	0.0242549	-1.6052	-1.88571	-1.83343	-0.729834	0.3655276	0.120015	0.004547774	0.004667991	0.1635623	0.0002844626	0.466157	0.08374	0.447643	0.00245983	0.858027	1.13009	58903.5	77580.6	-0.15312	0.122297	11.1368	0.361083
